PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,PARTNERID,PA,1B,2B,3B,HR,RBI,R,SB,BB,IP,BBSP,K,W,ER,HA,HBP,QS,UNDERDOG,PRIZEPICKS,H,PARK,BASES,OUTS,BATK,HRRBI,PC,REFID,FPTS,FPTS/$,FLOOR,CEIL,POWN,SMASH,TOPVAL,TEAMOWN,DIFFERENCE,LEV,OWNERSHIP,RGID
4738878,"Matt McLain",4700,MIL,SS,CIN,92875,1118776,4.43,0.58,0.18,0.03,0.12,0.59,0.6,0.05,0.47,0,0,0,0,0,0,0,0,8.24,7.64,0.91,CIN,1.51,0,1.1506,2.1,,20,7.64,1.63,1.77,21.12,2.9,0.0528,0.0252,0.0779,-0.0251,2.7,,4738878
2039490,"Jonathan India",5400,MIL,2B,CIN,92875,875832,4.32,0.61,0.21,0.02,0.15,0.6,0.64,0.059,0.51,0,0,0,0,0,0,0,0,8.98,8.31,0.99,CIN,1.69,0,0.9496,2.23,,21,8.31,1.54,2.83,21.08,7.16,0.0528,0.0252,0.0779,-0.0251,2.7,,2039490
1232642,"Jake Fraley",4800,MIL,OF,CIN,92875,857756,4.2,0.59,0.17,0,0.21,0.59,0.71,0.125,0.57,0,0,0,0,0,0,0,0,9.71,9.1,0.97,CIN,1.77,0,0.8691,2.27,,22,9.1,1.9,3.2,22.8,11.13,0.0528,0.0252,0.0779,-0.0251,2.7,,1232642
3769530,"Spencer Steer",4300,MIL,1B,CIN,92875,918663,4.2,0.57,0.24,0.03,0.14,0.6,0.63,0.017,0.42,0,0,0,0,0,0,0,0,8.54,7.9,0.98,CIN,1.7,0,0.9258,2.21,,23,7.9,1.84,1.9,20.76,2.62,0.0528,0.0252,0.0779,-0.0251,2.7,,3769530
1452544,"Tyler Stephenson",4200,MIL,C,CIN,92875,874242,4.03,0.64,0.2,0.01,0.1,0.53,0.54,0.008,0.42,0,0,0,0,0,0,0,0,7.64,7.03,0.95,CIN,1.47,0,1.0044,2.02,,24,7.03,1.67,2.31,17.85,4.67,0.0528,0.0252,0.0779,-0.0251,2.7,,1452544
873104,"Nick Senzel",4400,MIL,3B/OF,CIN,92875,873264,4.01,0.6,0.14,0,0.07,0.49,0.45,0.075,0.36,0,0,0,0,0,0,0,0,6.67,6.24,0.81,CIN,1.16,0,0.7882,1.75,,25,6.24,1.42,1.4,16.91,3.07,0.0528,0.0252,0.0779,-0.0251,2.7,,873104
3673261,"Will Benson",2300,MIL,OF,CIN,92875,917927,3.7,0.48,0.13,0.02,0.09,0.47,0.41,0.02,0.37,0,0,0,0,0,0,0,0,6.31,5.83,0.72,CIN,1.16,0,0.9779,1.6,,26,5.83,2.53,0.58,15.81,1.66,0.0528,0.0252,0.0779,-0.0251,2.7,,3673261
17557,"Luke Maile",2500,MIL,C,CIN,92875,503535,3.65,0.44,0.18,0,0.1,0.48,0.4,0.024,0.38,0,0,0,0,0,0,0,0,6.31,5.78,0.72,CIN,1.2,0,1.0693,1.6,,27,5.78,2.31,0.83,15.03,2.68,0.0528,0.0252,0.0779,-0.0251,2.7,,17557
163067,"Zach McKinstry",4200,PHI,3B/OF,DET,92872,918920,4.58,0.51,0.18,0.1,0.12,0.42,0.46,0.049,0.43,0,0,0,0,0,0,0,0,7.93,7.37,0.91,PHI,1.65,0,1.305,1.79,,28,7.37,1.75,1.62,20.41,1.71,0.0235,0.0884,0.0177,0.0058,3.3,,163067
15811,"Javier Baez",4300,PHI,SS,DET,92872,597757,4.5,0.59,0.16,0.05,0.19,0.41,0.45,0.04,0.21,0,0,0,0,0,0,0,0,7.58,7.25,0.99,PHI,1.82,0,1.4129,1.85,,29,7.25,1.69,1.01,20.98,1.72,0.0235,0.0884,0.0177,0.0058,3.3,,15811
2500366,"Akil Baddoo",2600,PHI,OF,DET,92872,917953,4.33,0.54,0.16,0.12,0.1,0.39,0.43,0.074,0.45,0,0,0,0,0,0,0,0,7.79,7.25,0.92,PHI,1.62,0,1.2164,1.74,,30,7.25,2.79,2.12,19.12,2.28,0.0235,0.0884,0.0177,0.0058,3.3,,2500366
2038813,"Spencer Torkelson",2700,PHI,1B,DET,92872,1115993,4.34,0.49,0.19,0.01,0.13,0.38,0.38,0.003,0.35,0,0,0,0,0,0,0,0,6.55,6.02,0.82,PHI,1.42,0,1.1833,1.58,,31,6.02,2.23,1.19,17.62,1.52,0.0235,0.0884,0.0177,0.0058,3.3,,2038813
2039855,"Nick Maton",2300,PHI,2B,DET,92872,876186,3.93,0.36,0.14,0.05,0.11,0.34,0.35,0.015,0.47,0,0,0,0,0,0,0,0,6.22,5.63,0.66,PHI,1.23,0,1.2456,1.35,,32,5.63,2.45,1.38,16.29,1.8,0.0235,0.0884,0.0177,0.0058,3.3,,2039855
17777,"Eric Haase",2900,PHI,C/OF,DET,92872,601042,4.14,0.47,0.14,0.02,0.13,0.35,0.33,0.01,0.24,0,0,0,0,0,0,0,0,5.86,5.49,0.76,PHI,1.33,0,1.3728,1.44,,33,5.49,1.89,0.89,16.04,2.4,0.0235,0.0884,0.0177,0.0058,3.3,,17777
10323,"Miguel Cabrera",2000,PHI,1B,DET,92872,213968,4.02,0.55,0.11,0,0.09,0.31,0.27,0.002,0.22,0,0,0,0,0,0,0,0,5,4.67,0.75,PHI,1.13,0,1.1541,1.33,,34,4.67,2.34,0.41,14.91,0.83,0.0235,0.0884,0.0177,0.0058,3.3,,10323
2039234,"Andy Ibanez",2400,PHI,2B/3B,DET,92872,914201,3.52,0.45,0.15,0.04,0.09,0.3,0.27,0.024,0.18,0,0,0,0,0,0,0,0,5.26,4.95,0.73,PHI,1.23,0,0.6729,1.3,,35,4.95,2.06,0.71,14.61,1.35,0.0235,0.0884,0.0177,0.0058,3.3,,2039234
15122,"Jake Marisnick",2000,PHI,OF,DET,92872,501252,3.69,0.44,0.14,0.06,0.12,0.33,0.29,0.05,0.21,0,0,0,0,0,0,0,0,5.91,5.61,0.76,PHI,1.38,0,1.3342,1.38,,36,5.61,2.81,0.56,16.33,1.35,0.0235,0.0884,0.0177,0.0058,3.3,,15122
42163,"Mauricio Dubon",3400,TOR,2B/SS,HOU,92874,738378,4.73,0.66,0.2,0.02,0.07,0.54,0.49,0.016,0.25,0,0,0,0,0,0,0,0,6.93,6.5,0.95,TOR,1.4,0,0.6847,1.98,,37,6.5,1.91,0.77,19.31,5.85,0.0648,0.0216,0.0755,-0.0107,4.7,,42163
3202718,"Jeremy Pena",4800,TOR,SS,HOU,92874,876320,4.7,0.62,0.19,0.03,0.17,0.6,0.59,0.025,0.3,0,0,0,0,0,0,0,0,8.34,7.88,1.01,TOR,1.77,0,0.9994,2.2,,38,7.88,1.64,1.65,21.53,6.03,0.0648,0.0216,0.0755,-0.0107,4.7,,3202718
1086660,"Yordan Alvarez",6100,TOR,OF,HOU,92874,943524,4.65,0.53,0.21,0.03,0.33,0.67,0.81,0.005,0.75,0,0,0,0,0,0,0,0,11.54,10.59,1.1,TOR,2.36,0,0.8777,2.58,,39,10.59,1.74,2.96,27.77,18.18,0.0648,0.0216,0.0755,-0.0107,4.7,,1086660
35330,"Alex Bregman",5200,TOR,3B,HOU,92874,659419,4.48,0.55,0.21,0.01,0.16,0.57,0.63,0.023,0.64,0,0,0,0,0,0,0,0,8.99,8.16,0.93,TOR,1.64,0,0.5056,2.13,,40,8.16,1.57,2.37,21.45,7.61,0.0648,0.0216,0.0755,-0.0107,4.7,,35330
445290,"Kyle Tucker",5000,TOR,OF,HOU,92874,874240,4.34,0.54,0.21,0.03,0.22,0.6,0.68,0.076,0.52,0,0,0,0,0,0,0,0,9.79,9.13,1,TOR,1.93,0,0.6154,2.28,,41,9.13,1.83,2.66,23.07,9.98,0.0648,0.0216,0.0755,-0.0107,4.7,,445290
17437,"Jose Abreu",2800,TOR,1B,HOU,92874,491174,4.34,0.59,0.2,0.01,0.11,0.53,0.52,0.006,0.48,0,0,0,0,0,0,0,0,7.64,6.98,0.91,TOR,1.46,0,0.7871,1.96,,42,6.98,2.49,1.7,19.63,4.55,0.0648,0.0216,0.0755,-0.0107,4.7,,17437
2039655,"Chas McCormick",3300,TOR,OF,HOU,92874,1055540,4.19,0.5,0.13,0.01,0.15,0.51,0.48,0.025,0.48,0,0,0,0,0,0,0,0,7.45,6.87,0.79,TOR,1.39,0,1.0722,1.78,,43,6.87,2.08,1.55,19.48,2.68,0.0648,0.0216,0.0755,-0.0107,4.7,,2039655
2039656,"Jake Meyers",2500,TOR,OF,HOU,92874,1055315,3.98,0.49,0.16,0.03,0.1,0.49,0.42,0.013,0.37,0,0,0,0,0,0,0,0,6.71,6.19,0.78,TOR,1.3,0,1.0185,1.69,,44,6.19,2.48,0.99,17.65,2.02,0.0648,0.0216,0.0755,-0.0107,4.7,,2039656
11487,"Martin Maldonado",2400,TOR,C,HOU,92874,254445,3.79,0.34,0.1,0,0.1,0.42,0.31,0.001,0.4,0,0,0,0,0,0,0,0,5.29,4.79,0.54,TOR,0.94,0,1.0596,1.27,,45,4.79,2,0.48,12.55,2.14,0.0648,0.0216,0.0755,-0.0107,4.7,,11487
2038869,"Nick Pratto",3000,MIA,1B/OF,KCR,92871,1054989,4.63,0.49,0.25,0.01,0.13,0.51,0.53,0.028,0.58,0,0,0,0,0,0,0,0,8.25,7.46,0.88,MIA,1.54,0,1.9326,1.92,,46,7.46,2.49,1.88,19.42,4.62,0.0877,0.0954,0.0409,0.0468,8,,2038869
2038870,"Bobby Witt",5600,MIA,SS,KCR,92871,1169451,4.71,0.63,0.23,0.05,0.22,0.57,0.61,0.169,0.24,0,0,0,0,0,0,0,0,9.6,9.3,1.13,MIA,2.12,0,1.0879,2.31,,47,9.3,1.66,2.04,24.56,8.32,0.0877,0.0954,0.0409,0.0468,8,,2038870
2038866,"MJ Melendez",3200,MIA,OF,KCR,92871,1055022,4.6,0.54,0.18,0.03,0.13,0.5,0.5,0.015,0.59,0,0,0,0,0,0,0,0,8.05,7.29,0.88,MIA,1.51,0,1.4508,1.88,,48,7.29,2.28,2.16,18.76,3.71,0.0877,0.0954,0.0409,0.0468,8,,2038866
11446,"Salvador Perez",5400,MIA,C,KCR,92871,392995,4.35,0.58,0.22,0,0.27,0.53,0.58,0.006,0.24,0,0,0,0,0,0,0,0,8.64,8.19,1.07,MIA,2.1,0,1.1178,2.18,,49,8.19,1.52,1.69,22.22,3.62,0.0877,0.0954,0.0409,0.0468,8,,11446
3616037,"Michael Massey",2200,MIA,2B,KCR,92871,1115910,4.35,0.62,0.15,0.02,0.09,0.44,0.45,0.039,0.43,0,0,0,0,0,0,0,0,6.92,6.38,0.88,MIA,1.34,0,1.3835,1.77,,50,6.38,2.9,1.34,17.26,2.93,0.0877,0.0954,0.0409,0.0468,8,,3616037
3202137,"Maikel Garcia",2400,MIA,3B,KCR,92871,1053355,4.17,0.64,0.28,0.01,0.06,0.45,0.44,0.075,0.31,0,0,0,0,0,0,0,0,7.22,6.71,0.99,MIA,1.47,0,0.9194,1.88,,51,6.71,2.8,1.66,16.87,5.49,0.0877,0.0954,0.0409,0.0468,8,,3202137
1017714,"Nicky Lopez",2100,MIA,2B/3B,KCR,92871,918022,4.16,0.69,0.1,0.04,0.01,0.38,0.36,0.058,0.39,0,0,0,0,0,0,0,0,5.99,5.55,0.84,MIA,1.05,0,0.7748,1.58,,52,5.55,2.64,1.72,13.39,1.34,0.0877,0.0954,0.0409,0.0468,8,,1017714
36535,"Edward Olivares",2800,MIA,OF,KCR,92871,832015,3.74,0.52,0.18,0.02,0.12,0.41,0.38,0.048,0.28,0,0,0,0,0,0,0,0,6.58,6.17,0.84,MIA,1.42,0,0.7999,1.63,,53,6.17,2.2,0.62,17.09,1.48,0.0877,0.0954,0.0409,0.0468,8,,36535
2039400,"Drew Waters",2000,MIA,OF,KCR,92871,1055008,3.98,0.51,0.21,0.02,0.13,0.45,0.4,0.018,0.33,0,0,0,0,0,0,0,0,6.99,6.48,0.87,MIA,1.51,0,1.2509,1.72,,54,6.48,3.24,1.29,17.67,3.62,0.0877,0.0954,0.0409,0.0468,8,,2039400
814065,"Luis Arraez",4800,KCR,2B,MIA,92871,828153,4.62,0.99,0.24,0.04,0.05,0.58,0.68,0.007,0.44,0,0,0,0,0,0,0,0,9.14,8.46,1.32,MIA,1.79,0,0.3474,2.58,,55,8.46,1.76,3.27,20.46,13.06,0.0568,0.0343,0.0595,-0.0027,4,,814065
3004017,"Bryan De La Cruz",4300,KCR,OF,MIA,92871,828304,4.53,0.78,0.22,0.02,0.15,0.6,0.65,0.014,0.32,0,0,0,0,0,0,0,0,8.87,8.34,1.17,MIA,1.88,0,0.979,2.42,,56,8.34,1.94,2.28,22.33,6.58,0.0568,0.0343,0.0595,-0.0027,4,,3004017
17704,"Garrett Cooper",4100,KCR,1B,MIA,92871,737833,4.36,0.61,0.23,0.04,0.12,0.59,0.58,0.005,0.46,0,0,0,0,0,0,0,0,8.45,7.77,1,MIA,1.67,0,1.0047,2.17,,57,7.77,1.9,2.45,20.06,3.22,0.0568,0.0343,0.0595,-0.0027,4,,17704
814227,"Jesus Sanchez",3200,KCR,OF,MIA,92871,872787,4.21,0.5,0.21,0.05,0.2,0.61,0.64,0.007,0.45,0,0,0,0,0,0,0,0,9.01,8.36,0.96,MIA,1.87,0,1.087,2.21,,58,8.36,2.61,2.11,21.5,14.69,0.0568,0.0343,0.0595,-0.0027,4,,814227
35357,"Yulieski Gurriel",3900,KCR,1B,MIA,92871,817365,4.21,0.69,0.18,0.03,0.07,0.52,0.51,0.007,0.3,0,0,0,0,0,0,0,0,7.05,6.57,0.97,MIA,1.42,0,0.5355,2,,59,6.57,1.68,1.67,17.95,1.88,0.0568,0.0343,0.0595,-0.0027,4,,35357
3091740,"Nick Fortes",3600,KCR,C,MIA,92871,1118873,4.13,0.63,0.08,0.02,0.15,0.51,0.5,0.02,0.36,0,0,0,0,0,0,0,0,7.3,6.88,0.88,MIA,1.45,0,0.7354,1.89,,60,6.88,1.91,1.69,18.76,5.41,0.0568,0.0343,0.0595,-0.0027,4,,3091740
17468,"Joey Wendle",2800,KCR,SS,MIA,92871,658022,3.97,0.6,0.26,0.05,0.06,0.53,0.48,0.029,0.29,0,0,0,0,0,0,0,0,7.37,6.85,0.97,MIA,1.51,0,0.709,1.98,,61,6.85,2.45,2,17.98,7.6,0.0568,0.0343,0.0595,-0.0027,4,,17468
554231,"Jon Berti",4200,KCR,3B/SS,MIA,92871,598490,3.95,0.63,0.13,0.04,0.05,0.47,0.43,0.062,0.41,0,0,0,0,0,0,0,0,6.79,6.31,0.85,MIA,1.21,0,0.7482,1.75,,62,6.31,1.5,2.08,16.1,2.47,0.0568,0.0343,0.0595,-0.0027,4,,554231
524995,"Jonathan Davis",3000,KCR,OF,MIA,92871,739308,3.48,0.5,0.08,0.02,0.05,0.38,0.32,0.041,0.42,0,0,0,0,0,0,0,0,5.42,4.96,0.65,MIA,0.92,0,0.7466,1.35,,63,4.96,1.65,1.1,11,1.42,0.0568,0.0343,0.0595,-0.0027,4,,524995
2039960,"Owen Miller",3800,CIN,2B/3B,MIL,92875,1054373,4.81,0.62,0.26,0.01,0.11,0.55,0.56,0.001,0.37,0,0,0,0,0,0,0,0,7.9,7.27,1,CIN,1.61,0,1.0464,2.11,,64,7.27,1.91,1.58,19.77,6.18,0.046,0.0811,0.0666,-0.0206,2,,2039960
36571,"Brian Anderson",3400,CIN,3B/OF,MIL,92875,599204,4.69,0.49,0.18,0.01,0.17,0.54,0.58,0,0.54,0,0,0,0,0,0,0,0,8.26,7.53,0.85,CIN,1.56,0,1.3395,1.97,,65,7.53,2.21,1.65,20.76,10.21,0.046,0.0811,0.0666,-0.0206,2,,36571
1450075,"William Contreras",4400,CIN,C,MIL,92875,872847,4.6,0.54,0.2,0.01,0.25,0.57,0.66,0,0.57,0,0,0,0,0,0,0,0,9.53,8.76,1,CIN,1.97,0,1.2127,2.23,,66,8.76,1.99,2.14,23.63,15.82,0.046,0.0811,0.0666,-0.0206,2,,1450075
15181,"Christian Yelich",4700,CIN,OF,MIL,92875,548190,4.42,0.57,0.15,0.01,0.12,0.48,0.54,0.002,0.57,0,0,0,0,0,0,0,0,7.67,6.95,0.85,CIN,1.38,0,1.062,1.87,,67,6.95,1.48,1.89,18.93,2.58,0.046,0.0811,0.0666,-0.0206,2,,15181
4781733,"Andruw Monasterio",2300,CIN,SS,MIL,92875,830359,4.29,0.39,0.2,0,0.12,0.49,0.45,0,0.38,0,0,0,0,0,0,0,0,6.64,6.06,0.71,CIN,1.27,0,0.8856,1.65,,68,6.06,2.63,1.15,17.03,4.3,0.046,0.0811,0.0666,-0.0206,2,,4781733
4548100,"Joey Wiemer",2400,CIN,OF,MIL,92875,1176044,4.19,0.41,0.22,0,0.18,0.51,0.5,0.001,0.39,0,0,0,0,0,0,0,0,7.56,6.95,0.81,CIN,1.57,0,1.0911,1.82,,69,6.95,2.9,0.97,21.64,5.97,0.046,0.0811,0.0666,-0.0206,2,,4548100
1116495,"Mike Brosseau",2500,CIN,1B/3B,MIL,92875,918938,3.46,0.35,0.15,0,0.15,0.39,0.38,0,0.36,0,0,0,0,0,0,0,0,6.12,5.61,0.65,CIN,1.25,0,1.0111,1.42,,70,5.61,2.24,1.06,15.91,1.93,0.046,0.0811,0.0666,-0.0206,2,,1116495
172848,"Abraham Toro",2700,CIN,2B/3B,MIL,92875,918020,3.95,0.44,0.16,0.01,0.12,0.44,0.39,0,0.37,0,0,0,0,0,0,0,0,6.27,5.74,0.73,CIN,1.27,0,0.7203,1.56,,71,5.74,2.13,0.69,17.72,2.12,0.046,0.0811,0.0666,-0.0206,2,,172848
4061457,"Blake Perkins",2100,CIN,OF,MIL,92875,874806,3.79,0.41,0.13,0,0.14,0.43,0.37,0,0.35,0,0,0,0,0,0,0,0,6.11,5.63,0.68,CIN,1.23,0,1.0832,1.48,,72,5.63,2.68,0.89,15.96,2.31,0.046,0.0811,0.0666,-0.0206,2,,4061457
3612633,"Esteury Ruiz",3600,PIT,OF,OAK,92873,917030,4.91,0.8,0.22,0.11,0.02,0.48,0.53,0.136,0.48,0,0,0,0,0,0,0,0,8.74,8.18,1.15,PIT,1.65,0,0.8042,2.16,,73,8.18,2.27,2.83,19.39,9.52,0.0589,0.3834,0.0473,0.0116,5.3,,3612633
4578611,"Ryan Noda",2600,PIT,1B,OAK,92873,873960,4.77,0.51,0.25,0.07,0.11,0.5,0.61,0.024,1.07,0,0,0,0,0,0,0,0,10.18,8.88,0.94,PIT,1.66,0,1.3168,2.05,,74,8.88,3.42,2.13,23.95,18.85,0.0589,0.3834,0.0473,0.0116,5.3,,4578611
2038978,"Brent Rooker",3800,PIT,OF,OAK,92873,913287,4.53,0.43,0.17,0,0.13,0.44,0.41,0.009,0.6,0,0,0,0,0,0,0,0,7.22,6.45,0.73,PIT,1.29,0,1.2253,1.58,,75,6.45,1.7,0.75,19.33,1.43,0.0589,0.3834,0.0473,0.0116,5.3,,2038978
1241868,"Seth Brown",3100,PIT,OF,OAK,92873,875797,4.52,0.46,0.19,0.06,0.16,0.48,0.48,0.023,0.51,0,0,0,0,0,0,0,0,8.1,7.42,0.87,PIT,1.66,0,1.1473,1.83,,76,7.42,2.39,0.95,21.42,4.17,0.0589,0.3834,0.0473,0.0116,5.3,,1241868
15378,"Carlos Perez",2400,PIT,C,OAK,92873,503317,4.39,0.55,0.15,0.02,0.08,0.4,0.39,0.018,0.47,0,0,0,0,0,0,0,0,6.55,5.95,0.8,PIT,1.23,0,0.8309,1.59,,77,5.95,2.48,0.6,17.19,3.14,0.0589,0.3834,0.0473,0.0116,5.3,,15378
2039592,"JJ Bleday",2300,PIT,OF,OAK,92873,918845,4.43,0.36,0.2,0.09,0.08,0.47,0.44,0.028,0.73,0,0,0,0,0,0,0,0,7.96,7.06,0.73,PIT,1.35,0,0.9957,1.64,,78,7.06,3.07,1.17,20.43,5.51,0.0589,0.3834,0.0473,0.0116,5.3,,2039592
3202295,"Jonah Bride",2200,PIT,2B/3B,OAK,92873,1119686,4.27,0.59,0.12,0.02,0.04,0.37,0.35,0.009,0.6,0,0,0,0,0,0,0,0,6.32,5.6,0.77,PIT,1.05,0,0.7298,1.49,,79,5.6,2.55,0.56,15.7,1.66,0.0589,0.3834,0.0473,0.0116,5.3,,3202295
15478,"Jace Peterson",2200,PIT,2B/3B,OAK,92873,597803,4.01,0.55,0.13,0.05,0.06,0.37,0.36,0.046,0.57,0,0,0,0,0,0,0,0,6.77,6.11,0.79,PIT,1.2,0,0.8886,1.52,,80,6.11,2.78,1.65,16.79,4.23,0.0589,0.3834,0.0473,0.0116,5.3,,15478
2039073,"Nick Allen",2000,PIT,SS,OAK,92873,1055067,3.98,0.55,0.12,0,0.03,0.33,0.25,0.009,0.3,0,0,0,0,0,0,0,0,4.8,4.39,0.7,PIT,0.91,0,0.6765,1.28,,81,4.39,2.2,0.29,11.96,0.89,0.0589,0.3834,0.0473,0.0116,5.3,,2039073
18884,"Kyle Schwarber",4600,DET,OF,PHI,92872,709545,4.65,0.42,0.13,0.05,0.28,0.66,0.7,0.012,0.72,0,0,0,0,0,0,0,0,10.22,9.37,0.88,PHI,1.95,0,1.1605,2.24,,82,9.37,2.04,2.41,24.08,21.6,0.0899,0.0407,0.1463,-0.0564,0.7,,18884
