PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,PARTNERID,PA,1B,2B,3B,HR,RBI,R,SB,BB,IP,BBSP,K,W,ER,HA,HBP,QS,UNDERDOG,PRIZEPICKS,H,PARK,BASES,OUTS,BATK,HRRBI,PC,REFID,FPTS,FPTS/$,FLOOR,CEIL,POWN,SMASH,TOPVAL,TEAMOWN,DIFFERENCE,LEV,OWNERSHIP,RGID
2039344,"Geraldo Perdomo",3700,ATL,SS,ARI,92754,1053474,4.62,0.57,0.16,0.06,0.11,0.51,0.53,0.024,0.62,0,0,0,0,0,0,0,0,8.28,7.53,0.9,ARI,1.51,0,1.0098,1.94,,1,7.53,2.04,1.95,20.33,4.33,0.0435,0.0225,0.0315,0.012,7.8,,2039344
15782,"Ketel Marte",5000,ATL,2B,ARI,92754,597026,4.5,0.58,0.27,0.06,0.15,0.56,0.59,0.012,0.47,0,0,0,0,0,0,0,0,9.09,8.37,1.06,ARI,1.9,0,0.86,2.21,,2,8.37,1.67,2.32,22.88,3.24,0.0435,0.0225,0.0315,0.012,7.8,,15782
2039346,"Corbin Carroll",5400,ATL,OF,ARI,92754,1169588,4.49,0.51,0.26,0.06,0.21,0.58,0.63,0.06,0.58,0,0,0,0,0,0,0,0,10.12,9.34,1.04,ARI,2.05,0,1.1026,2.25,,3,9.34,1.73,2.82,24.9,6.5,0.0435,0.0225,0.0315,0.012,7.8,,2039346
16300,"Christian Walker",4700,ATL,1B,ARI,92754,503826,4.31,0.57,0.17,0.02,0.19,0.51,0.53,0.008,0.43,0,0,0,0,0,0,0,0,8.18,7.59,0.95,ARI,1.73,0,0.9163,1.99,,4,7.59,1.61,1.82,21.92,1.35,0.0435,0.0225,0.0315,0.012,7.8,,16300
36142,"Lourdes Gurriel",4500,ATL,OF,ARI,92754,908697,4.16,0.69,0.24,0.06,0.11,0.49,0.53,0.007,0.3,0,0,0,0,0,0,0,0,8.05,7.52,1.1,ARI,1.79,0,0.732,2.12,,5,7.52,1.67,2.27,20.95,1.82,0.0435,0.0225,0.0315,0.012,7.8,,36142
2956628,"Emmanuel Rivera",2900,ATL,3B,ARI,92754,875798,3.98,0.58,0.18,0.03,0.11,0.45,0.42,0.007,0.32,0,0,0,0,0,0,0,0,6.91,6.41,0.9,ARI,1.47,0,0.8957,1.77,,6,6.41,2.21,1.68,17.18,3.49,0.0435,0.0225,0.0315,0.012,7.8,,2956628
2133994,"Gabriel Moreno",3000,ATL,C,ARI,92754,1053498,4.04,0.83,0.13,0.01,0.06,0.41,0.4,0.013,0.28,0,0,0,0,0,0,0,0,6.49,6.1,1.03,ARI,1.36,0,0.6768,1.84,,7,6.1,2.03,2.02,16.74,2.54,0.0435,0.0225,0.0315,0.012,7.8,,2133994
15528,"Nick Ahmed",2400,ATL,SS,ARI,92754,577767,3.88,0.55,0.19,0.02,0.06,0.42,0.34,0.012,0.27,0,0,0,0,0,0,0,0,5.91,5.47,0.82,ARI,1.23,0,0.9046,1.58,,8,5.47,2.28,1.07,16.04,1.48,0.0435,0.0225,0.0315,0.012,7.8,,15528
3054562,"Jake McCarthy",3100,ATL,OF,ARI,92754,875378,3.84,0.57,0.15,0.06,0.09,0.43,0.39,0.052,0.38,0,0,0,0,0,0,0,0,7,6.52,0.87,ARI,1.41,0,0.8885,1.69,,9,6.52,2.1,1.76,17.82,1.53,0.0435,0.0225,0.0315,0.012,7.8,,3054562
262363,"Ronald Acuna",6500,ARI,OF,ATL,92754,877503,4.82,0.6,0.28,0.02,0.21,0.56,0.66,0.125,0.63,0,0,0,0,0,0,0,0,10.57,9.78,1.11,ARI,2.06,0,1.0378,2.33,,10,9.78,1.5,3.22,24.3,4.64,0.0545,0.0127,0.0303,0.0242,9.3,,262363
