PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,PARTNERID,PA,1B,2B,3B,HR,RBI,R,SB,BB,IP,BBSP,K,W,ER,HA,HBP,QS,UNDERDOG,PRIZEPICKS,H,PARK,BASES,OUTS,BATK,HRRBI,PC,REFID,FPTS,FPTS/$,FLOOR,CEIL,POWN,SMASH,TOPVAL,TEAMOWN,DIFFERENCE,LEV,OWNERSHIP,RGID
4738878,"Matt McLain",3400,MIL,SS,CIN,92787,165507,4.59,0.54,0.16,0.01,0.13,0.59,0.57,0.038,0.56,0,0,0,0,0,0,0,0,8.05,7.37,0.84,CIN,1.41,0,1.2372,2,,56,9.96,2.93,2,29.97,5.52,0.0423,0.0328,0.0687,-0.0264,1.2,,4738878
2039490,"Jonathan India",3300,MIL,2B,CIN,92787,102308,4.48,0.64,0.2,0.01,0.17,0.62,0.65,0.049,0.57,0,0,0,0,0,0,0,0,9.33,8.6,1.02,CIN,1.75,0,0.9808,2.29,,57,11.48,3.48,3.55,31.2,9.74,0.0423,0.0328,0.0687,-0.0264,1.2,,2039490
1232642,"Jake Fraley",3200,MIL,OF,CIN,92787,102591,4.36,0.58,0.13,0,0.27,0.62,0.74,0.101,0.69,0,0,0,0,0,0,0,0,10.4,9.69,0.98,CIN,1.92,0,0.98,2.34,,58,12.97,4.05,3.87,34.77,21.71,0.0423,0.0328,0.0687,-0.0264,1.2,,1232642
1452544,"Tyler Stephenson",2600,MIL,C,CIN,92787,79110,4.27,0.69,0.2,0.01,0.12,0.57,0.6,0.007,0.48,0,0,0,0,0,0,0,0,8.28,7.62,1.02,CIN,1.6,0,1.052,2.19,,59,10.11,3.89,2.89,27.33,2.31,0.0423,0.0328,0.0687,-0.0264,1.2,,1452544
3769530,"Spencer Steer",3400,MIL,3B,CIN,92787,179272,4.26,0.57,0.23,0.02,0.16,0.61,0.59,0.013,0.44,0,0,0,0,0,0,0,0,8.55,7.9,0.98,CIN,1.73,0,0.9513,2.18,,60,10.53,3.1,2.6,29.27,6.57,0.0423,0.0328,0.0687,-0.0264,1.2,,3769530
873104,"Nick Senzel",2900,MIL,OF/2B/3B,CIN,92787,79108,4.15,0.62,0.14,0,0.08,0.51,0.46,0.061,0.4,0,0,0,0,0,0,0,0,6.96,6.47,0.84,CIN,1.22,0,0.8062,1.81,,61,8.57,2.96,1.9,24.12,4.43,0.0423,0.0328,0.0687,-0.0264,1.2,,873104
3673261,"Will Benson",2000,MIL,OF,CIN,92787,79119,3.84,0.46,0.1,0.01,0.14,0.49,0.43,0.015,0.45,0,0,0,0,0,0,0,0,6.72,6.18,0.71,CIN,1.25,0,1.102,1.63,,62,8.28,4.14,0.83,24.78,1.05,0.0423,0.0328,0.0687,-0.0264,1.2,,3673261
2039492,"Stuart Fairchild",2500,MIL,OF,CIN,92787,102295,3.48,0.39,0.19,0.02,0.11,0.49,0.41,0.049,0.41,0,0,0,0,0,0,0,0,6.83,6.27,0.71,CIN,1.27,0,0.981,1.61,,63,8.39,3.36,0.84,27.8,1.82,0.0423,0.0328,0.0687,-0.0264,1.2,,2039492
3202063,"Steven Kwan",2900,MIN,OF,CLE,92793,163666,4.93,0.8,0.24,0.15,0.04,0.43,0.49,0.072,0.53,0,0,0,0,0,0,0,0,9.17,8.47,1.23,MIN,1.89,0,0.5345,2.15,,64,10.78,3.72,3.96,25.63,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,3202063
36162,"Amed Rosario",2700,MIN,SS,CLE,92793,68589,4.82,0.8,0.19,0.13,0.07,0.41,0.43,0.053,0.28,0,0,0,0,0,0,0,0,7.95,7.54,1.19,MIN,1.85,0,1.066,2.03,,65,9.45,3.5,2.66,24.85,0.0,0.078,0.1426,0.1506,-0.0726,0.9,,36162
