PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,PARTNERID,PA,1B,2B,3B,HR,RBI,R,SB,BB,IP,BBSP,K,W,ER,HA,HBP,QS,UNDERDOG,PRIZEPICKS,H,PARK,BASES,OUTS,BATK,HRRBI,PC,REFID,FPTS,FPTS/$,FLOOR,CEIL,POWN,SMASH,TOPVAL,TEAMOWN,DIFFERENCE,LEV,OWNERSHIP,RGID
2039345,"Pavin Smith",2900,ATL,1B/OF,ARI,92795,82530,4.2,0.46,0.15,0.02,0.09,0.38,0.41,0.003,0.45,0,0,0,0,0,0,0,0,6.3,5.71,0.72,ARI,1.18,0,1.1966,1.51,,1,7.58,2.61,1.11,21.98,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,2039345
15782,"Ketel Marte",3300,ATL,2B,ARI,92795,21853,4.25,0.45,0.2,0.04,0.09,0.42,0.44,0.011,0.42,0,0,0,0,0,0,0,0,6.82,6.21,0.78,ARI,1.33,0,1.0718,1.64,,2,8.23,2.49,1.31,23.72,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,15782
2039346,"Corbin Carroll",3600,ATL,OF,ARI,92795,119297,4.24,0.4,0.19,0.04,0.12,0.43,0.46,0.054,0.51,0,0,0,0,0,0,0,0,7.44,6.78,0.75,ARI,1.38,0,1.3721,1.64,,3,9.03,2.51,1.76,25.35,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,2039346
16300,"Christian Walker",3100,ATL,1B,ARI,92795,38218,4.07,0.37,0.18,0.01,0.15,0.41,0.42,0.006,0.34,0,0,0,0,0,0,0,0,6.44,5.93,0.71,ARI,1.36,0,1.2295,1.54,,4,7.88,2.54,0.6,23.76,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,16300
36142,"Lourdes Gurriel",3300,ATL,OF,ARI,92795,79272,3.93,0.45,0.24,0.03,0.09,0.4,0.4,0.006,0.24,0,0,0,0,0,0,0,0,6.22,5.75,0.81,ARI,1.38,0,0.9908,1.61,,5,7.52,2.28,0.73,21.77,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,36142
1220539,"Josh Rojas",2800,ATL,3B,ARI,92795,113309,3.86,0.45,0.17,0.02,0.05,0.35,0.35,0.029,0.42,0,0,0,0,0,0,0,0,5.77,5.21,0.69,ARI,1.05,0,1.1691,1.39,,6,6.89,2.46,1.42,19.03,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,1220539
2133994,"Gabriel Moreno",2500,ATL,C,ARI,92795,119442,3.82,0.53,0.13,0.01,0.05,0.33,0.3,0.009,0.22,0,0,0,0,0,0,0,0,4.91,4.57,0.72,ARI,1.02,0,0.9271,1.35,,7,5.89,2.36,0.53,17.4,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,2133994
3054562,"Jake McCarthy",2700,ATL,OF,ARI,92795,102282,3.73,0.44,0.11,0.04,0.06,0.34,0.32,0.045,0.34,0,0,0,0,0,0,0,0,5.45,5.04,0.65,ARI,1.02,0,1.1476,1.31,,8,6.58,2.44,1.08,19.13,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,3054562
2039344,"Geraldo Perdomo",2900,ATL,SS,ARI,92795,102438,3.57,0.37,0.09,0.03,0.05,0.31,0.28,0.018,0.44,0,0,0,0,0,0,0,0,5,4.49,0.54,ARI,0.84,0,1.0087,1.13,,9,5.97,2.06,1.01,15.97,0.0,0.0248,0.0198,0.034,-0.0092,2.7,,2039344
262363,"Ronald Acuna",4500,ARI,OF,ATL,92795,79756,4.9,0.67,0.29,0.05,0.22,0.62,0.69,0,0.5,0,0,0,0,0,0,0,0,10.47,9.69,1.23,ARI,2.28,0,0.8726,2.54,,10,12.73,2.83,4.22,32.37,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,262363
17887,"Matt Olson",4100,ARI,1B,ATL,92795,52175,4.81,0.49,0.29,0,0.34,0.65,0.73,0,0.63,0,0,0,0,0,0,0,0,11.23,10.31,1.12,ARI,2.43,0,0.8276,2.5,,11,13.75,3.35,4.34,35.04,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,17887
1023422,"Austin Riley",3400,ARI,3B,ATL,92795,79074,4.69,0.59,0.23,0.03,0.23,0.58,0.59,0,0.4,0,0,0,0,0,0,0,0,9.25,8.62,1.08,ARI,2.06,0,0.9328,2.25,,12,11.32,3.33,3.07,30.61,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,1023422
1252110,"Sean Murphy",3500,ARI,C,ATL,92795,82624,4.54,0.52,0.27,0,0.18,0.56,0.56,0,0.45,0,0,0,0,0,0,0,0,8.63,7.91,0.97,ARI,1.78,0,0.8584,2.09,,13,10.5,3,2.87,28.44,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,1252110
14629,"Marcell Ozuna",2900,ARI,OF,ATL,92795,17086,4.45,0.5,0.17,0.01,0.23,0.54,0.51,0,0.31,0,0,0,0,0,0,0,0,7.94,7.46,0.91,ARI,1.79,0,0.8835,1.96,,14,9.84,3.39,0.98,28.45,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,14629
15912,"Eddie Rosario",2500,ARI,OF,ATL,92795,38040,4.32,0.57,0.25,0.07,0.16,0.55,0.52,0,0.28,0,0,0,0,0,0,0,0,8.37,7.85,1.05,ARI,1.92,0,0.6903,2.12,,15,10.22,4.09,2.81,27.35,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,15912
37435,"Ozzie Albies",3200,ARI,2B,ATL,92795,68587,4.25,0.51,0.25,0.1,0.21,0.57,0.55,0,0.33,0,0,0,0,0,0,0,0,9.15,8.57,1.07,ARI,2.15,0,0.57,2.19,,16,11.18,3.49,3.04,28.68,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,37435
16290,"Orlando Arcia",2900,ARI,SS/3B/2B,ATL,92795,21890,3.99,0.59,0.18,0.01,0.13,0.45,0.39,0,0.28,0,0,0,0,0,0,0,0,6.72,6.26,0.91,ARI,1.5,0,0.6845,1.75,,17,8.13,2.8,0.81,22.23,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,16290
2042452,"Michael Harris",2800,ARI,OF,ATL,92795,136672,4.02,0.6,0.26,0.07,0.2,0.53,0.51,0,0.32,0,0,0,0,0,0,0,0,8.93,8.36,1.13,ARI,2.13,0,0.702,2.17,,18,10.81,3.86,5.13,37.81,0.0,0.1683,0.1245,0.1721,-0.0038,7.3,,2042452
17869,"Adam Frazier",2700,SFG,2B,BAL,92794,70898,4.92,1.14,0.16,0.1,0.03,0.44,0.5,0.049,0.43,0,0,0,0,0,0,0,0,8.95,8.4,1.43,SFG,1.88,0,0.5722,2.37,,19,10.47,3.88,4.55,23.63,0.0,0.117,0.163,0.1488,-0.0318,3.6,,17869
2106115,"Adley Rutschman",3100,SFG,C,BAL,92794,119307,5.01,0.87,0.21,0.02,0.1,0.45,0.51,0.021,0.79,0,0,0,0,0,0,0,0,9.43,8.45,1.2,SFG,1.75,0,0.8321,2.16,,20,10.99,3.55,4.6,26.4,0.0,0.117,0.163,0.1488,-0.0318,3.6,,2106115
36502,"Anthony Santander",3400,SFG,OF,BAL,92794,79884,4.84,0.74,0.16,0.02,0.15,0.44,0.42,0.006,0.47,0,0,0,0,0,0,0,0,7.93,7.3,1.07,SFG,1.72,0,0.9996,1.93,,21,9.4,2.76,2.98,25.05,0.0,0.117,0.163,0.1488,-0.0318,3.6,,36502
37558,"Austin Hays",2800,SFG,OF,BAL,92794,81953,4.74,0.76,0.25,0.09,0.13,0.48,0.47,0.02,0.29,0,0,0,0,0,0,0,0,8.65,8.12,1.23,SFG,2.05,0,1.0725,2.18,,22,10.32,3.69,3.39,26.13,0.0,0.117,0.163,0.1488,-0.0318,3.6,,37558
2109143,"Gunnar Henderson",2800,SFG,3B/SS,BAL,92794,119306,4.6,0.71,0.16,0.11,0.1,0.44,0.47,0.042,0.63,0,0,0,0,0,0,0,0,8.85,8.1,1.08,SFG,1.76,0,1.2671,1.99,,23,10.47,3.74,4.1,24.93,0.0,0.117,0.163,0.1488,-0.0318,3.6,,2109143
1451922,"Ryan Mountcastle",3200,SFG,1B,BAL,92794,79082,4.51,0.69,0.17,0.04,0.16,0.44,0.4,0.013,0.28,0,0,0,0,0,0,0,0,7.67,7.22,1.06,SFG,1.79,0,1.2585,1.9,,24,9.19,2.87,0.92,24.78,0.0,0.117,0.163,0.1488,-0.0318,3.6,,1451922
14541,"Aaron Hicks",2300,SFG,OF,BAL,92794,13894,4.37,0.76,0.08,0.04,0.05,0.35,0.34,0.048,0.6,0,0,0,0,0,0,0,0,6.99,6.36,0.93,SFG,1.24,0,1.031,1.62,,25,8.17,3.55,3.43,20.04,0.0,0.117,0.163,0.1488,-0.0318,3.6,,14541
36187,"Jorge Mateo",2900,SFG,SS,BAL,92794,68593,4.25,0.63,0.17,0.1,0.08,0.41,0.33,0.137,0.22,0,0,0,0,0,0,0,0,7.2,6.94,0.98,SFG,1.59,0,1.162,1.72,,26,8.74,3.01,2.69,22.49,0.0,0.117,0.163,0.1488,-0.0318,3.6,,36187
3201984,"Terrin Vavra",2000,SFG,SS,BAL,92794,102317,3.94,0.86,0.09,0.04,0.04,0.32,0.3,0.02,0.42,0,0,0,0,0,0,0,0,6.33,5.85,1.03,SFG,1.32,0,0.8225,1.65,,27,7.33,3.67,3.02,16.15,0.0,0.117,0.163,0.1488,-0.0318,3.6,,3201984
34704,"Raimel Tapia",2600,TBR,OF,BOS,92791,60635,4.03,0.51,0.2,0.05,0.06,0.38,0.46,0.09,0.23,0,0,0,0,0,0,0,0,6.34,6,0.82,BOS,1.3,0,0.9217,1.66,,28,7.79,3,2.08,20.39,0.0,0,0,0,0,0,,34704
37377,"Rafael Devers",3700,TBR,3B,BOS,92791,68585,4.09,0.4,0.27,0.01,0.21,0.45,0.6,0.028,0.3,0,0,0,0,0,0,0,0,8.11,7.56,0.89,BOS,1.81,0,1.119,1.94,,29,9.99,2.7,2.34,27.17,0.0,0,0,0,0,0,,37377
11113,"Justin Turner",2800,TBR,1B/3B,BOS,92791,6312,3.97,0.48,0.17,0,0.12,0.37,0.49,0.024,0.45,0,0,0,0,0,0,0,0,6.83,6.23,0.77,BOS,1.3,0,0.917,1.63,,30,8.26,2.95,2.18,23.51,0.0,0,0,0,0,0,,11113
4504237,"Masataka Yoshida",3700,TBR,OF,BOS,92791,181987,3.98,0.46,0.24,0.03,0.14,0.41,0.56,0.036,0.37,0,0,0,0,0,0,0,0,7.61,7.04,0.87,BOS,1.59,0,0.7079,1.84,,31,9.27,2.51,2.86,24.15,0.0,0,0,0,0,0,,4504237
