PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,PARTNERID,PA,1B,2B,3B,HR,RBI,R,SB,BB,IP,BBSP,K,W,ER,HA,HBP,QS,UNDERDOG,PRIZEPICKS,H,PARK,BASES,OUTS,BATK,HRRBI,PC,REFID,FPTS,FPTS/$,FLOOR,CEIL,POWN,SMASH,TOPVAL,TEAMOWN,DIFFERENCE,LEV,OWNERSHIP,RGID
2039345,"Pavin Smith",3400,ATL,OF,ARI,92833,829595,4.24,0.52,0.17,0.02,0.15,0.52,0.55,0.003,0.4,0,0,0,0,0,0,0,0,7.51,6.95,0.86,ARI,1.52,0,0.7971,1.93,,1,6.95,2.04,1.04,20.03,0.0,0,0,0,0,0,,2039345
15782,"Ketel Marte",4900,ATL,2B,ARI,92833,597026,4.29,0.5,0.23,0.03,0.14,0.56,0.57,0.011,0.37,0,0,0,0,0,0,0,0,7.96,7.37,0.9,ARI,1.61,0,0.7061,2.03,,2,7.37,1.5,1.08,21.79,0.0,0,0,0,0,0,,15782
2039346,"Corbin Carroll",5300,ATL,OF,ARI,92833,1169588,4.28,0.45,0.22,0.04,0.19,0.59,0.61,0.053,0.46,0,0,0,0,0,0,0,0,8.82,8.2,0.9,ARI,1.77,0,0.899,2.1,,3,8.2,1.55,1.43,22.44,0.0,0,0,0,0,0,,2039346
16300,"Christian Walker",4300,ATL,1B,ARI,92833,503826,4.11,0.48,0.17,0.01,0.19,0.54,0.58,0.008,0.38,0,0,0,0,0,0,0,0,7.88,7.34,0.85,ARI,1.61,0,0.8068,1.97,,4,7.34,1.71,0.97,21.41,0.0,0,0,0,0,0,,16300
36142,"Lourdes Gurriel",4500,ATL,OF,ARI,92833,908697,3.96,0.59,0.23,0.04,0.11,0.52,0.55,0.007,0.26,0,0,0,0,0,0,0,0,7.52,7.03,0.97,ARI,1.61,0,0.6512,2.04,,5,7.03,1.56,1.32,19.29,0.0,0,0,0,0,0,,36142
1220539,"Josh Rojas",3900,ATL,2B/3B,ARI,92833,913302,3.89,0.5,0.19,0.02,0.07,0.47,0.45,0.03,0.38,0,0,0,0,0,0,0,0,6.62,6.08,0.78,ARI,1.22,0,0.7822,1.7,,6,6.08,1.56,1.07,16.69,0.0,0,0,0,0,0,,1220539
2133994,"Gabriel Moreno",3000,ATL,C,ARI,92833,1053498,3.85,0.7,0.13,0.01,0.07,0.43,0.42,0.012,0.25,0,0,0,0,0,0,0,0,6.03,5.67,0.91,ARI,1.27,0,0.6134,1.76,,7,5.67,1.89,1.02,15.56,0.0,0,0,0,0,0,,2133994
3054562,"Jake McCarthy",3100,ATL,OF,ARI,92833,875378,3.76,0.5,0.13,0.04,0.09,0.45,0.4,0.047,0.31,0,0,0,0,0,0,0,0,6.22,5.83,0.76,ARI,1.24,0,0.758,1.61,,8,5.83,1.88,0.9,16.71,0.0,0,0,0,0,0,,3054562
2039344,"Geraldo Perdomo",3700,ATL,SS,ARI,92833,1053474,3.6,0.42,0.11,0.03,0.08,0.41,0.35,0.018,0.39,0,0,0,0,0,0,0,0,5.69,5.21,0.64,ARI,1.05,0,0.6615,1.4,,9,5.21,1.41,0.72,14.53,0.0,0,0,0,0,0,,2039344
262363,"Ronald Acuna",6400,ARI,OF,ATL,92833,877503,4.66,0.57,0.32,0.02,0.17,0.5,0.59,0.071,0.48,0,0,0,0,0,0,0,0,9.38,8.65,1.08,ARI,1.95,0,1.0601,2.17,,10,8.65,1.35,2.29,22.56,0.0,0,0,0,0,0,,262363
