Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,12,RP,10900,ATL,MIA,70%,2.92,8.5,0.307,23.9%,3.27,38.1%,2.54,2.49,R,0.246,0.229,-1%,1%,0%,25.8,25.8,25.8,18.3,33.2,25.3,2.3,46.8,4.3
Nick Lodolo,1,SP,9800,CIN,TEX,49%,4.05,8,0.309,27.1%,6.62,29.7%,3.29,3.49,L,,0.355,-2%,5%,-1%,17.7,17.7,17.7,-0.7,36.1,20.2,2.1,2.4,0.2
Jordan Montgomery,8,SP,9500,STL,@SF,51%,3.94,5.5,0.335,25.2%,4.52,22.9%,3.85,3.68,L,0.243,0.310,1%,1%,0%,13.6,13.6,13.6,-3.6,30.7,15.6,1.6,21.3,2.2
Sonny Gray,5,SP,9300,MIN,NYY,59%,3.59,5.5,0.317,23.6%,4.23,25.8%,3.81,3.69,R,0.278,0.301,0%,3%,0%,22.5,22.5,22.5,12.2,32.7,16.9,1.8,32.8,3.5
Alex Cobb,3,SP,8900,SF,STL,49%,4.06,5,0.331,22.4%,4.73,24.4%,3.38,3.04,R,0.300,0.297,1%,1%,0%,14.5,14.5,14.5,6.4,22.6,14.9,1.7,33.0,3.7
Nathan Eovaldi,1,SP,8800,TEX,@CIN,51%,3.95,5.5,0.315,24.2%,4.00,24.4%,3.57,3.44,R,0.290,0.326,-3%,4%,-1%,14.9,14.9,14.9,9.7,20.1,16.1,1.8,16.7,1.9
Lance Lynn,3,SP,8400,CWS,@TOR,40%,5.02,5,0.334,22.0%,4.55,26.1%,3.58,3.68,R,0.298,0.270,0%,0%,0%,11.0,11.0,11.0,-0.4,22.4,14.6,1.7,6.5,0.8
Cal Quantrill,,SP,8400,CLE,COL,64%,3.36,4,0.317,21.7%,3.74,17.7%,4.55,4.46,R,0.283,0.315,-1%,6%,0%,10.0,10.0,10.0,1.3,18.7,13.4,1.6,-4.5,-0.5
Taj Bradley,1,SP,8200,TB,HOU,63%,3.66,5,0.310,21.7%,5.14,,,,R,,,2%,0%,0%,26.6,26.6,26.6,19.6,33.7,14.6,1.8,18.3,2.2
Chris Bassitt,4,SP,8000,TOR,CWS,60%,3.98,5,0.318,22.7%,4.27,23.2%,3.88,3.89,R,0.308,0.272,0%,0%,0%,11.8,11.8,11.8,-7.3,31.0,15.8,2.0,18.1,2.3
Edward Cabrera,,SP,7800,MIA,@ATL,30%,4.58,5.5,0.326,23.6%,4.82,24.5%,4.65,4.55,R,0.283,0.355,-5%,3%,-1%,11.3,11.3,11.3,2.0,20.6,12.5,1.6,8.9,1.1
Chris Sale,1,SP,7800,BOS,@BAL,52%,3.91,6,0.315,23.0%,5.14,29.3%,3.41,3.30,L,,0.360,1%,3%,0%,13.2,13.2,13.2,-0.5,26.8,16.5,2.1,-4.7,-0.6
Brad Keller,1,SP,7500,KC,@ARI,41%,5.47,4,0.315,21.1%,4.78,18.2%,4.73,4.47,R,0.324,0.350,-13%,-3%,0%,15.0,15.0,15.0,4.3,25.7,9.7,1.3,-1.0,-0.1
Jose Urquidy,,SP,7200,HOU,@TB,38%,4.84,4,0.323,20.2%,6.77,20.3%,4.24,4.37,R,0.267,0.330,6%,0%,0%,12.1,12.1,12.1,5.2,18.9,11.8,1.6,-5.4,-0.8
Colin Rea,3,RP,7000,MIL,DET,57%,3.89,5.5,0.299,27.6%,3.00,,,,R,,,0%,3%,0%,11.7,11.7,11.7,-1.4,24.8,14.2,2.0,-0.2,-0.0
Jhony Brito,,SP,6800,NYY,@MIN,41%,4.41,3,0.327,24.1%,4.14,,,,R,,,2%,5%,0%,8.3,8.3,8.3,-9.6,26.2,10.6,1.6,-1.6,-0.2
Matthew Boyd,1,SP,6600,DET,@MIL,42%,4.61,5,0.313,,4.91,20.1%,4.67,4.82,L,0.243,0.308,0%,6%,0%,9.0,9.0,9.0,8.8,9.2,14.0,2.1,23.6,3.6
Ken Waldichuk,,SP,6300,OAK,@LAA,33%,5.93,4.5,0.346,23.6%,4.77,20.2%,4.49,4.72,L,,0.412,-6%,2%,0%,5.0,5.0,5.0,-6.5,16.6,10.6,1.7,1.2,0.2
Dean Kremer,,SP,6200,BAL,BOS,48%,4.09,4,0.326,20.6%,5.74,17.6%,4.77,4.86,R,0.329,0.345,-1%,7%,0%,8.0,8.0,8.0,-5.8,21.8,11.4,1.8,13.9,2.2
Jose Suarez,3,SP,5800,LAA,OAK,67%,4.07,4.5,0.318,,3.41,20.8%,4.29,4.23,L,0.346,0.307,-1%,1%,0%,-0.2,-0.2,-0.2,-1.5,1.1,13.3,2.3,1.3,0.2
Austin Gomber,,SP,5200,COL,@CLE,36%,4.64,3,0.321,19.1%,4.09,20.0%,4.37,4.30,L,0.295,0.358,3%,9%,0%,-1.1,-1.1,-1.1,-14.6,12.5,9.6,1.8,17.6,3.4
Tommy Henry,1,SP,5000,ARI,KC,59%,4.53,4,0.318,,3.32,17.6%,4.93,4.97,L,,0.335,-4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,11.7,2.3,0.9,0.2
