Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,1,OF,6500,ATL,@KC,4.92,Greinke,0.337,3%,R,R,0.374,0%,0.215,-1%,1,,0,-1%,-8%,0%,12.4,13.2,13.2,5.4,21.0,10.9,1.7,15.0,2.3
Aaron Judge,1,OF,6400,NYY,MIN,3.88,Lopez,0.278,-10%,R,R,0.430,1%,0.318,0%,2,,0,1%,-2%,0%,10.0,10.3,10.3,2.1,18.5,9.6,1.5,4.0,0.6
Rafael Devers,1,3B,6300,BOS,LAA,4.56,Detmers,0.291,-6%,L,L,0.319,-12%,0.153,-34%,4,,-1,3%,-5%,-2%,11.8,12.1,12.1,2.2,22.0,8.1,1.3,0.0,0.0
Randy Arozarena,,OF,6200,TB,@TOR,4.49,Manoah,0.221,-22%,R,R,0.326,-6%,0.162,-16%,x,x,-,0%,0%,0%,9.7,10.5,10.5,3.4,17.6,0.0,0.0,0.0,0.0
Shohei Ohtani,4,1B/OF,6100,LAA,@BOS,4.44,Whitlock,0.295,-7%,R,L,0.387,3%,0.285,5%,3,,0,2%,-4%,-2%,13.3,12.6,12.6,3.8,21.4,9.9,1.6,0.0,0.0
Wander Franco,,SS,6000,TB,@TOR,4.49,Manoah,0.311,-2%,R,L,0.322,-7%,0.154,-11%,4,,-1,-4%,-1%,0%,10.9,11.7,11.7,3.3,20.2,7.9,1.3,4.0,0.7
Trea Turner,2,SS,6000,PHI,@CIN,5.51,Cessa,0.312,-3%,R,R,0.347,-6%,0.154,-17%,2,,0,7%,-7%,0%,6.9,8.2,8.2,2.0,14.4,10.1,1.7,21.0,3.5
Will Smith,,C,6000,LAD,CHC,4.77,Smyly,0.329,2%,L,R,0.334,-4%,0.190,-9%,x,x,-,0%,0%,0%,10.1,11.1,11.1,3.6,18.6,0.0,0.0,0.0,0.0
Bryan Reynolds,,OF,5900,PIT,@STL,3.86,Mikolas,0.287,-8%,R,S,0.374,4%,0.233,12%,2,2,0,-11%,-10%,1%,11.3,12.1,12.1,0.0,24.3,8.2,1.4,5.0,0.8
Paul Goldschmidt,2,1B,5900,STL,PIT,4.64,Keller,0.336,3%,R,R,0.372,-6%,0.210,-13%,3,,0,-3%,-10%,1%,8.0,9.3,9.3,3.4,15.1,8.9,1.5,9.0,1.5
Julio Rodriguez,1,OF,5900,SEA,COL,5.04,Davis,,-1%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,10.1,10.4,10.4,3.8,17.0,9.2,1.6,0.0,0.0
Jose Ramirez,3,3B,5800,CLE,@WAS,5.37,Corbin,0.390,15%,L,S,0.358,-4%,0.237,-7%,3,,0,0%,1%,2%,9.8,10.4,10.4,4.0,16.8,11.3,1.9,0.0,0.0
Kyle Schwarber,4,OF,5800,PHI,@CIN,5.51,Cessa,0.305,-3%,R,L,0.390,9%,0.338,24%,3,,0,18%,-10%,0%,9.8,8.1,8.1,0.7,15.6,10.4,1.8,16.0,2.8
Pete Alonso,2,1B,5800,NYM,@OAK,4.66,Sears,0.326,2%,L,R,0.369,1%,0.303,14%,4,4,0,-7%,-3%,0%,12.8,11.1,11.1,1.6,20.6,9.0,1.6,16.0,2.8
Mike Trout,4,OF,5700,LAA,@BOS,4.44,Whitlock,0.275,-10%,R,R,0.430,3%,0.355,13%,2,,0,10%,-6%,-2%,9.6,10.6,10.6,2.6,18.5,10.3,1.8,0.0,0.0
Vladimir Guerrero Jr.,,1B,5700,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.346,-8%,0.195,-17%,3,,0,1%,-2%,0%,10.4,9.9,9.9,3.7,16.0,8.3,1.5,7.0,1.2
Mookie Betts,,2B/OF,5700,LAD,CHC,4.77,Smyly,0.329,2%,L,R,0.363,0%,0.211,-7%,1,1,0,1%,-3%,0%,8.4,8.1,8.1,1.0,15.2,10.2,1.8,15.0,2.6
Bo Bichette,,SS,5600,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.384,6%,0.219,14%,2,,0,1%,-2%,0%,11.1,10.7,10.7,2.0,19.5,8.3,1.5,6.0,1.1
Cedric Mullins,,OF,5600,BAL,@CWS,3.57,Cease,0.304,-4%,R,S,0.360,7%,0.203,12%,1,1,1,1%,-9%,0%,6.8,10.4,10.4,1.4,19.4,8.7,1.6,24.0,4.3
Nolan Arenado,1,3B,5600,STL,PIT,4.64,Keller,0.336,3%,R,R,0.351,-3%,0.212,-11%,4,,0,-3%,-11%,1%,9.1,8.8,8.8,1.9,15.7,8.0,1.4,8.0,1.4
Dansby Swanson,,SS,5600,CHC,@LAD,3.23,Urias,0.265,-12%,L,R,0.334,1%,0.175,0%,2,2,0,3%,-3%,0%,7.5,8.3,8.3,1.8,14.7,7.6,1.4,16.0,2.9
Matt Olson,1,1B,5500,ATL,@KC,4.92,Greinke,0.274,-10%,R,L,0.365,2%,0.255,1%,2,,0,2%,-9%,0%,12.7,11.9,11.9,2.2,21.6,9.4,1.7,14.0,2.5
Adley Rutschman,2,C,5500,BAL,@CWS,3.57,Cease,0.304,-4%,R,L,0.395,6%,0.231,14%,2,2,0,2%,-10%,0%,11.9,10.9,10.9,1.6,20.3,8.0,1.5,9.0,1.6
Oneil Cruz,,SS,5500,PIT,@STL,3.86,Mikolas,0.287,-8%,R,L,0.357,6%,0.244,12%,x,x,-,0%,0%,0%,9.3,9.3,9.3,3.4,15.3,0.0,0.0,0.0,0.0
Austin Riley,0,3B,5500,ATL,@KC,4.92,Greinke,0.337,3%,R,R,0.373,-1%,0.235,-5%,3,,0,-2%,-10%,0%,8.9,9.1,9.1,4.2,14.1,9.3,1.7,7.0,1.3
Freddie Freeman,2,1B,5500,LAD,CHC,4.77,Smyly,0.304,-4%,L,L,0.336,-11%,0.169,-10%,2,2,0,-2%,-3%,0%,8.0,8.1,8.1,1.1,15.2,8.6,1.6,3.0,0.5
Jonathan India,1,2B,5400,CIN,PHI,3.99,Nola,0.293,-6%,R,R,0.346,0%,0.177,8%,1,,0,4%,-6%,0%,9.2,10.2,10.2,4.7,15.7,7.7,1.4,9.0,1.7
Juan Soto,1,OF,5400,SD,MIL,4.53,Miley,0.241,-12%,L,L,0.356,-9%,0.192,-13%,3,3,0,-3%,-3%,0%,8.3,8.0,8.0,0.5,15.5,8.1,1.5,2.0,0.4
George Springer,,OF,5300,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.364,1%,0.230,0%,1,,0,0%,-2%,0%,10.2,9.4,9.4,2.2,16.7,8.1,1.5,4.0,0.8
J.T. Realmuto,3,C,5300,PHI,@CIN,5.51,Cessa,0.312,-3%,R,R,0.351,1%,0.200,2%,6,,-2,8%,-7%,0%,4.6,6.3,6.3,-1.8,14.4,8.8,1.7,22.0,4.2
Teoscar Hernandez,,OF,5300,SEA,COL,5.04,Davis,,-1%,R,R,0.332,-7%,0.184,-20%,5,5,0,-1%,0%,0%,10.2,7.4,7.4,-1.4,16.2,8.1,1.5,0.0,0.0
Thairo Estrada,,2B/SS,5200,SF,@DET,4.59,Boyd,0.307,-4%,L,R,0.333,2%,0.178,11%,1,,1,1%,0%,0%,12.0,11.3,11.3,2.0,20.6,8.8,1.7,0.0,0.0
Byron Buxton,2,OF,5200,MIN,@NYY,3.12,Cole,0.278,-10%,R,R,0.370,-1%,0.305,2%,3,,-1,5%,-2%,0%,6.7,7.7,7.7,2.2,13.2,7.9,1.5,0.0,0.0
Seiya Suzuki,1,OF,5200,CHC,@LAD,3.23,Urias,0.265,-12%,L,R,0.362,4%,0.208,10%,4,4,0,4%,-3%,0%,8.5,8.5,8.5,0.7,16.3,7.5,1.4,2.0,0.4
Luis Robert Jr.,,OF,5100,CWS,BAL,3.93,Rodriguez,,-1%,R,R,0.328,-8%,0.159,-16%,1,,1,1%,-12%,0%,10.7,9.8,9.8,-0.9,20.5,7.7,1.5,4.0,0.8
Bobby Witt Jr.,1,SS,5100,KC,ATL,4.08,Wright,0.276,-8%,R,R,0.316,0%,0.159,-9%,1,,0,1%,-8%,0%,11.2,9.6,9.6,-0.2,19.5,8.6,1.7,2.0,0.4
Taylor Ward,0,OF,5100,LAA,@BOS,4.44,Whitlock,0.275,-10%,R,R,0.356,3%,0.208,16%,x,x,-,0%,0%,0%,5.5,8.4,8.4,1.5,15.4,0.0,0.0,0.0,0.0
