Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,0,P,58,ATL,CIN,71%,3.04,9,0.314,27.2%,4.50,37.8%,2.53,2.48,R,0.247,0.233,-1%,1%,0%,27.6,27.6,27.6,17.8,37.5,28.7,4.9,21.6,3.7
Kevin Gausman,1,P,51,TOR,DET,71%,3.42,8,0.297,28.1%,3.00,28.8%,3.19,3.04,R,0.266,0.299,0%,0%,0%,27.3,27.3,27.3,22.5,32.0,23.6,4.6,35.5,7.0
Clayton Kershaw,,P,48,LAD,@SF,57%,3.44,7,0.327,26.8%,4.82,28.6%,3.05,2.86,L,0.239,0.271,1%,1%,0%,21.7,21.7,21.7,3.7,39.7,22.4,4.7,19.7,4.1
Zack Wheeler,0,P,45,PHI,MIA,65%,3.77,5,0.320,19.5%,3.17,28.1%,3.21,2.96,R,0.269,0.269,0%,-1%,0%,13.3,13.3,13.3,11.2,15.4,18.4,4.1,22.6,5.0
Taj Bradley,,P,44,TB,BOS,55%,4.00,4,0.322,20.9%,5.55,,,,R,,,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.9,2.9,23.6,5.4
Sonny Gray,,P,43,MIN,CWS,59%,3.85,4.5,0.316,20.1%,4.92,25.7%,3.81,3.69,R,0.276,0.301,1%,-1%,0%,27.6,27.6,27.6,9.4,45.8,16.7,3.9,24.5,5.7
Logan Gilbert,,P,43,SEA,@CHC,52%,5.38,5.5,0.309,22.0%,5.90,24.0%,3.82,3.90,R,0.271,0.326,-1%,-1%,-13%,18.1,18.1,18.1,7.8,28.5,14.1,3.3,31.5,7.3
Marcus Stroman,,P,43,CHC,SEA,48%,5.62,5,0.319,24.9%,4.50,21.6%,3.84,3.52,R,0.292,0.277,1%,-1%,-14%,30.6,30.6,30.6,27.8,33.4,14.1,3.3,19.7,4.6
Hunter Greene,,P,42,CIN,@ATL,28%,4.96,7,0.327,23.5%,4.83,31.0%,3.40,3.70,R,0.312,0.334,-1%,1%,0%,12.8,12.8,12.8,12.8,12.8,17.0,4.0,24.8,5.9
Blake Snell,,P,42,SD,@NYM,47%,4.62,5,0.338,19.3%,3.83,31.3%,3.63,3.49,L,0.257,0.311,1%,-1%,0%,8.3,8.3,8.3,-6.3,23.0,16.4,3.9,9.1,2.2
Nathan Eovaldi,0,P,39,TEX,KC,60%,4.01,5,0.311,22.4%,2.83,24.5%,3.58,3.47,R,0.290,0.320,-1%,1%,0%,18.7,18.7,18.7,17.4,20.0,17.2,4.4,8.0,2.1
Lucas Giolito,,P,36,CWS,@MIN,41%,4.65,6.5,0.310,24.9%,4.00,26.4%,3.76,3.74,R,0.284,0.346,1%,-1%,0%,4.9,4.9,4.9,-11.7,21.6,17.8,4.9,22.8,6.3
Edward Cabrera,,P,35,MIA,@PHI,35%,5.23,6,0.326,24.0%,4.45,24.4%,4.78,4.68,R,0.279,0.353,-1%,-1%,0%,5.3,5.3,5.3,4.6,5.9,14.9,4.3,11.8,3.4
Jose Urquidy,,P,35,HOU,@PIT,59%,4.26,4,0.317,20.7%,4.64,20.5%,4.20,4.33,R,0.268,0.326,0%,0%,-1%,13.8,13.8,13.8,6.7,20.9,15.9,4.5,21.5,6.1
Alex Cobb,,P,35,SF,LAD,42%,4.06,4.5,0.342,18.8%,5.75,24.4%,3.39,3.05,R,0.300,0.291,1%,2%,0%,19.6,19.6,19.6,15.2,24.0,15.4,4.4,2.9,0.8
Chris Sale,,P,34,BOS,@TB,45%,4.50,4.5,0.331,17.5%,7.55,28.0%,3.51,3.40,L,,0.367,5%,0%,0%,9.3,9.3,9.3,-6.7,25.4,13.7,4.0,5.9,1.7
Jack Flaherty,,P,34,STL,@COL,61%,5.69,4.5,0.313,21.6%,4.50,23.4%,4.56,4.54,R,0.305,0.315,-11%,-2%,0%,13.9,13.9,13.9,5.6,22.2,10.5,3.1,20.6,6.1
Drey Jameson,,P,32,ARI,MIL,55%,4.49,5,0.330,28.7%,5.00,24.2%,3.75,3.56,R,,,-4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,15.7,4.9,17.3,5.4
Dean Kremer,0,P,31,BAL,OAK,64%,3.78,4.5,0.309,,3.27,17.8%,4.77,4.85,R,0.335,0.345,-1%,-1%,0%,3.2,3.2,3.2,-3.2,9.7,14.5,4.7,-0.2,-0.1
Janson Junk,,P,31,MIL,@ARI,45%,5.01,1,0.310,22.5%,4.50,,,,R,,,-9%,-2%,0%,0.0,0.0,0.0,0.0,0.0,9.6,3.1,1.9,0.6
MacKenzie Gore,,P,30,WAS,@LAA,39%,5.07,5.5,0.336,23.8%,5.64,23.7%,4.44,4.39,L,,0.319,-5%,3%,0%,23.7,23.7,23.7,23.7,23.7,14.1,4.7,11.8,3.9
Tylor Megill,,P,30,NYM,SD,53%,4.38,4.5,0.332,20.2%,4.50,25.6%,3.76,3.76,R,0.401,0.244,1%,-1%,0%,22.6,22.6,22.6,21.4,23.9,14.8,4.9,15.6,5.2
Rich Hill,,P,29,PIT,HOU,41%,5.24,4,0.345,,4.92,21.8%,4.30,4.48,L,0.273,0.335,1%,0%,-1%,5.7,5.7,5.7,-12.5,23.8,10.4,3.6,7.7,2.7
Griffin Canning,,P,27,LAA,WAS,61%,3.93,4.5,0.301,20.9%,3.83,22.4%,4.66,4.72,R,0.328,0.370,-1%,3%,0%,0.0,0.0,0.0,0.0,0.0,14.7,5.4,13.6,5.0
Clarke Schmidt,,P,27,NYY,@CLE,51%,4.71,3,0.330,15.8%,4.58,22.7%,4.10,4.22,R,0.401,0.249,-2%,0%,0%,4.7,4.7,4.7,-0.8,10.2,10.5,3.9,5.7,2.1
Brad Keller,,P,27,KC,@TEX,40%,4.99,5,0.301,27.1%,6.00,18.1%,4.72,4.46,R,0.325,0.353,-1%,1%,0%,16.3,16.3,16.3,11.6,21.0,12.5,4.6,31.5,11.7
Eduardo Rodriguez,,P,26,DET,@TOR,28%,5.58,4,0.331,19.5%,5.73,23.7%,4.03,3.88,L,0.348,0.320,0%,0%,0%,8.1,8.1,8.1,-2.2,18.5,11.0,4.2,14.8,5.7
Ken Waldichuk,,P,25,OAK,@BAL,36%,5.22,5,0.311,23.8%,5.64,20.7%,4.31,4.72,L,,0.433,-4%,-1%,0%,-3.9,-3.9,-3.9,-13.8,6.0,12.2,4.9,13.8,5.5
