Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,0,OF,24,ATL,SD,4.63,Snell,0.307,-3%,L,R,0.370,0%,0.224,2%,1,1,0,1%,-1%,0%,13.6,13.6,13.6,5.0,22.1,9.9,4.1,9.7,4.0
James Outman,,OF,23,LAD,@ARI,4.69,Kelly,0.293,-6%,R,L,0.549,5%,0.462,11%,7,7,0,8%,-2%,0%,13.0,13.0,13.0,1.5,24.4,7.5,3.3,9.7,4.2
Will Smith,1,C,21,LAD,@ARI,4.69,Kelly,0.307,-3%,R,R,0.366,3%,0.236,6%,3,3,0,-3%,-2%,0%,17.1,17.1,17.1,11.0,23.3,8.5,4.0,9.7,4.6
Rafael Devers,0,3B,20,BOS,@DET,4.29,Turnbull,0.287,-5%,R,L,0.394,10%,0.292,30%,2,,0,-14%,-8%,0%,8.3,8.3,8.3,1.1,15.4,8.6,4.3,23.2,11.6
Matt Olson,0,1B,20,ATL,SD,4.63,Snell,0.255,-13%,L,L,0.347,-3%,0.254,0%,2,2,0,-2%,-1%,0%,13.7,13.7,13.7,-0.7,28.0,8.4,4.2,16.1,8.1
Austin Riley,0,3B,20,ATL,SD,4.63,Snell,0.307,-3%,L,R,0.388,3%,0.279,11%,3,3,0,1%,-1%,0%,10.2,10.2,10.2,4.4,16.1,8.6,4.3,7.1,3.5
Kris Bryant,1,OF,20,COL,WAS,6.18,Gray,0.321,0%,R,R,0.347,-6%,0.179,-17%,2,,0,10%,-9%,0%,6.8,6.8,6.8,2.5,11.0,9.5,4.8,9.7,4.8
C.J. Cron,1,1B,20,COL,WAS,6.18,Gray,0.321,0%,R,R,0.368,1%,0.234,-3%,4,,0,11%,-11%,0%,11.8,11.8,11.8,-5.1,28.7,9.3,4.7,0.0,0.0
Freddie Freeman,1,1B,20,LAD,@ARI,4.69,Kelly,0.293,-6%,R,L,0.403,7%,0.203,7%,2,2,0,5%,-2%,0%,7.8,7.8,7.8,2.2,13.3,9.6,4.8,21.3,10.6
George Springer,,OF,19,TOR,@KC,5.09,Lyles,0.342,4%,R,R,0.359,-1%,0.231,0%,x,x,-,0%,0%,0%,7.2,7.2,7.2,-1.3,15.7,0.0,0.0,0.0,0.0
Juan Soto,0,OF,19,SD,@ATL,3.87,Strider,0.243,-17%,R,L,0.427,8%,0.245,11%,2,2,0,0%,-1%,0%,7.7,7.7,7.7,-0.7,16.2,8.7,4.6,2.6,1.4
Ozzie Albies,,2B,19,ATL,SD,4.63,Snell,0.307,-3%,L,S,0.383,11%,0.242,12%,5,5,0,2%,-1%,0%,6.3,6.3,6.3,1.3,11.4,7.8,4.1,0.0,0.0
Lane Thomas,0,OF,19,WAS,@COL,4.82,Freeland,0.337,3%,L,R,0.362,10%,0.196,13%,1,1,2,25%,-9%,0%,7.5,7.5,7.5,2.3,12.6,10.0,5.3,5.2,2.7
Ryan McMahon,1,2B,19,COL,WAS,6.18,Gray,0.393,13%,R,L,0.347,6%,0.214,11%,5,,0,9%,-9%,0%,7.6,7.6,7.6,3.5,11.7,9.2,4.8,2.6,1.4
Mookie Betts,1,OF,19,LAD,@ARI,4.69,Kelly,0.307,-3%,R,R,0.363,0%,0.239,5%,1,1,0,-2%,-2%,0%,8.8,8.8,8.8,2.3,15.4,9.5,5.0,2.6,1.4
Vladimir Guerrero Jr.,1,1B,18,TOR,@KC,5.09,Lyles,0.342,4%,R,R,0.391,4%,0.257,7%,2,,1,-1%,-9%,0%,11.0,11.0,11.0,5.0,17.1,9.5,5.3,21.3,11.8
Bo Bichette,1,SS,18,TOR,@KC,5.09,Lyles,0.342,4%,R,R,0.345,-3%,0.176,-5%,1,,1,1%,-8%,0%,8.0,8.0,8.0,0.2,15.8,8.9,4.9,9.0,5.0
Masataka Yoshida,,OF,18,BOS,@DET,4.29,Turnbull,0.287,-5%,R,L,,1%,,2%,4,,0,-12%,-6%,0%,9.3,9.3,9.3,-0.1,18.6,7.0,3.9,16.5,9.2
Manny Machado,,3B,18,SD,@ATL,3.87,Strider,0.231,-19%,R,R,0.370,-1%,0.220,-6%,3,3,0,7%,-1%,0%,4.3,4.3,4.3,0.7,7.8,7.3,4.1,7.8,4.3
Xander Bogaerts,,SS,18,SD,@ATL,3.87,Strider,0.231,-19%,R,R,0.360,-3%,0.182,-5%,4,4,-1,8%,-1%,0%,13.8,13.8,13.8,6.4,21.1,6.7,3.7,9.0,5.0
Matt Chapman,,3B,17,TOR,@KC,5.09,Lyles,0.342,4%,R,R,0.320,-3%,0.187,-10%,4,,2,-1%,-8%,0%,11.1,11.1,11.1,5.1,17.1,7.8,4.6,9.0,5.3
Adam Duvall,,OF,17,BOS,@DET,4.29,Turnbull,,-4%,R,R,0.327,-1%,0.244,-4%,5,,0,-6%,-9%,0%,18.6,18.6,18.6,-0.1,37.2,6.9,4.1,20.6,12.1
Tim Anderson,0,SS,17,CWS,SF,4.09,Wood,0.322,0%,L,R,0.396,11%,0.211,30%,1,,0,1%,-8%,1%,7.4,7.4,7.4,1.3,13.6,8.0,4.7,6.4,3.8
Yoan Moncada,,3B,17,CWS,SF,4.09,Wood,0.322,0%,L,S,0.333,2%,0.163,4%,x,x,-,0%,0%,0%,12.1,12.1,12.1,1.8,22.3,0.0,0.0,0.0,0.0
Keibert Ruiz,,C,17,WAS,@COL,4.82,Freeland,0.337,3%,L,S,0.293,0%,0.039,-15%,6,5,-1,24%,-9%,0%,7.4,7.4,7.4,1.6,13.2,7.8,4.6,0.0,0.0
Joey Meneses,0,1B,17,WAS,@COL,4.82,Freeland,0.337,3%,L,R,0.436,6%,0.277,12%,4,4,-2,26%,-11%,0%,4.3,4.3,4.3,0.8,7.8,9.5,5.6,0.0,0.0
Daulton Varsho,1,OF,16,TOR,@KC,5.09,Lyles,0.351,6%,R,L,0.336,6%,0.231,18%,3,,1,5%,-9%,0%,9.8,9.8,9.8,4.7,15.0,9.1,5.7,11.6,7.3
Justin Turner,,3B,16,BOS,@DET,4.29,Turnbull,,-4%,R,R,0.357,0%,0.174,-8%,3,,0,-6%,-6%,0%,8.0,8.0,8.0,4.0,11.9,7.2,4.5,2.6,1.6
Alex Verdugo,,OF,16,BOS,@DET,4.29,Turnbull,0.287,-5%,R,L,0.351,6%,0.158,19%,1,,1,-11%,-6%,0%,9.8,9.8,9.8,4.4,15.1,7.5,4.7,4.5,2.8
Mike Yastrzemski,,OF,16,SF,@CWS,3.91,Lynn,0.290,-7%,R,L,0.341,4%,0.235,9%,7,,-2,9%,-9%,2%,9.8,9.8,9.8,-3.5,23.1,6.7,4.2,16.1,10.1
David Villar,,3B,16,SF,@CWS,3.91,Lynn,0.259,-14%,R,R,0.310,-3%,0.194,-2%,4,,1,6%,-9%,2%,12.3,12.3,12.3,-4.3,28.8,6.6,4.1,16.1,10.1
Travis d'Arnaud,,C,16,ATL,SD,4.63,Snell,0.307,-3%,L,R,0.370,9%,0.214,9%,4,4,1,2%,-1%,0%,7.9,7.9,7.9,0.3,15.4,7.3,4.6,4.5,2.8
Jeimer Candelario,0,3B,16,WAS,@COL,4.82,Freeland,0.337,3%,L,S,0.315,0%,0.156,-1%,3,3,1,26%,-9%,0%,5.9,5.9,5.9,-0.4,12.2,8.5,5.3,2.6,1.6
Charlie Blackmon,1,OF,16,COL,WAS,6.18,Gray,0.393,13%,R,L,0.320,-6%,0.168,0%,3,,0,10%,-9%,0%,9.9,9.9,9.9,0.8,19.1,8.9,5.6,2.6,1.6
Elehuris Montero,,3B,16,COL,WAS,6.18,Gray,0.321,0%,R,R,0.286,-3%,0.183,-2%,7,,-1,11%,-10%,0%,6.6,6.6,6.6,-0.4,13.6,7.6,4.8,7.8,4.9
J.D. Martinez,,OF,16,LAD,@ARI,4.69,Kelly,0.307,-3%,R,R,0.345,-7%,0.194,-17%,5,5,0,-2%,-2%,0%,7.7,7.7,7.7,-2.0,17.5,7.2,4.5,9.7,6.1
Triston Casas,,1B,15,BOS,@DET,4.29,Turnbull,0.287,-5%,R,L,0.340,2%,0.270,9%,6,,0,-12%,-6%,0%,6.4,6.4,6.4,0.3,12.6,6.9,4.6,0.0,0.0
Riley Greene,,OF,15,DET,BOS,3.71,Sale,,-1%,L,L,0.328,-3%,0.083,-20%,3,,-1,-3%,-6%,0%,9.1,9.1,9.1,1.4,16.8,6.3,4.2,0.0,0.0
Joc Pederson,,OF,15,SF,@CWS,3.91,Lynn,0.290,-7%,R,L,0.348,3%,0.236,15%,3,,1,12%,-11%,2%,9.4,9.4,9.4,0.8,18.1,7.5,5.0,9.0,6.0
Andrew Benintendi,,OF,15,CWS,SF,4.09,Wood,0.260,-11%,L,L,0.329,-2%,0.127,-5%,6,,-2,1%,-7%,1%,6.6,6.6,6.6,4.0,9.2,6.1,4.1,9.0,6.0
Stone Garrett,,OF,15,WAS,@COL,4.82,Freeland,0.337,3%,L,R,0.378,4%,0.250,9%,x,x,-,0%,0%,0%,9.7,9.7,9.7,9.7,9.7,0.0,0.0,0.0,0.0
Alex Call,0,OF,15,WAS,@COL,4.82,Freeland,0.337,3%,L,R,0.296,1%,0.102,0%,2,2,3,23%,-8%,0%,6.9,6.9,6.9,0.4,13.5,9.3,6.2,2.6,1.7
Max Muncy,1,3B,15,LAD,@ARI,4.69,Kelly,0.293,-6%,R,L,0.345,-2%,0.230,-2%,4,4,0,3%,-2%,0%,6.2,6.2,6.2,-0.3,12.7,8.1,5.4,6.4,4.3
Josh Rojas,,3B,15,ARI,LAD,3.81,May,0.285,-5%,R,L,0.328,1%,0.139,7%,1,1,0,2%,-1%,0%,7.6,7.6,7.6,-5.6,20.9,7.5,5.0,7.1,4.7
Corbin Carroll,,OF,15,ARI,LAD,3.81,May,0.285,-5%,R,L,0.380,4%,0.267,10%,5,5,1,2%,-2%,0%,7.7,7.7,7.7,-1.8,17.2,7.3,4.9,0.0,0.0
Whit Merrifield,,OF,14,TOR,@KC,5.09,Lyles,0.342,4%,R,R,0.300,-2%,0.108,-18%,5,,2,2%,-6%,0%,6.5,6.5,6.5,5.6,7.3,7.1,5.1,2.6,1.9
Alejandro Kirk,,C,14,TOR,@KC,5.09,Lyles,0.342,4%,R,R,0.336,-1%,0.135,-5%,x,x,-,0%,0%,0%,5.3,5.3,5.3,3.3,7.3,0.0,0.0,0.0,0.0
Thairo Estrada,,2B,14,SF,@CWS,3.91,Lynn,0.259,-14%,R,R,0.317,-2%,0.137,-8%,8,,-3,3%,-8%,1%,10.5,10.5,10.5,0.1,20.9,6.5,4.6,14.2,10.1
Luis Robert Jr.,0,OF,14,CWS,SF,4.09,Wood,0.322,0%,L,R,0.424,9%,0.253,19%,2,,0,1%,-9%,2%,9.9,9.9,9.9,2.1,17.7,8.5,6.1,2.6,1.9
Andrew Vaughn,,1B,14,CWS,SF,4.09,Wood,0.322,0%,L,R,0.368,10%,0.182,10%,3,,2,2%,-9%,2%,8.5,8.5,8.5,4.0,13.0,7.5,5.4,9.7,6.9
Orlando Arcia,,2B,14,ATL,SD,4.63,Snell,0.307,-3%,L,R,0.295,0%,0.144,0%,9,9,0,2%,-1%,0%,7.4,7.4,7.4,2.0,12.8,5.8,4.1,28.4,20.3
Victor Robles,,OF,14,WAS,@COL,4.82,Freeland,0.337,3%,L,R,0.322,13%,0.112,14%,8,8,1,24%,-7%,0%,6.0,6.0,6.0,0.8,11.2,7.4,5.3,0.0,0.0
Trayce Thompson,,OF,14,LAD,@ARI,4.69,Kelly,0.307,-3%,R,R,0.416,5%,0.312,8%,x,x,-,0%,0%,0%,17.4,17.4,17.4,-12.7,47.4,0.0,0.0,2.6,1.9
Salvador Perez,,C,13,KC,TOR,3.41,Gausman,0.301,-5%,R,R,0.328,-5%,0.226,-8%,3,,0,0%,-11%,0%,4.2,4.2,4.2,0.7,7.6,6.5,5.0,4.5,3.5
MJ Melendez,,OF,13,KC,TOR,3.41,Gausman,0.267,-12%,R,L,0.294,-4%,0.176,-1%,2,,0,0%,-8%,0%,6.2,6.2,6.2,-3.4,15.8,6.6,5.1,7.1,5.5
