Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Mitch Keller,,P,11200,PIT,@SF,47%,3.88,6,,,4.60,21.9%,4.23,4.08,R,0.341,0.320,1%,0%,0%,47.4,41.8,41.8,27.0,56.6,34.0,3.0,0.0,0.0
Zach Eflin,,P,10800,TB,@CHC,56%,3.99,5.5,,,4.54,22.4%,3.70,3.60,R,0.325,0.303,0%,-1%,0%,38.4,35.4,35.4,22.6,48.3,31.8,2.9,0.0,0.0
Hunter Brown,,P,10500,HOU,MIN,62%,3.47,6,,,4.51,27.9%,3.23,3.01,R,0.245,0.324,0%,-1%,0%,33.0,35.8,35.8,18.7,52.9,31.6,3.0,0.0,0.0
Shane Bieber,,P,10200,CLE,@BAL,,,6.5,,,4.96,25.6%,3.48,3.23,R,0.279,0.269,0%,0%,0%,32.8,31.6,31.6,20.6,42.7,35.7,3.5,0.0,0.0
Aaron Nola,1,P,9900,PHI,@NYM,53%,4.13,6.5,,,4.45,28.3%,3.18,3.21,R,0.273,0.296,1%,1%,0%,32.4,29.9,29.9,16.3,43.5,36.9,3.7,0.0,0.0
Lance Lynn,,P,9700,CWS,LAA,56%,4.19,6,,,4.79,26.0%,3.63,3.70,R,0.309,0.261,0%,-1%,0%,34.6,29.4,29.4,13.9,44.8,32.7,3.4,0.0,0.0
James Paxton,,P,9500,BOS,CIN,62%,4.35,5.5,,,4.65,,,,L,,,-1%,0%,0%,28.3,28.3,28.3,11.5,45.2,28.8,3.0,0.0,0.0
Justin Steele,,P,9300,CHC,TB,44%,4.51,5.5,,,5.89,23.7%,3.99,3.80,L,0.274,0.309,1%,-1%,0%,28.6,34.0,34.0,22.5,45.5,27.9,3.0,0.0,0.0
George Kirby,,P,9200,SEA,NYY,56%,3.48,6,,,4.79,23.1%,3.52,3.53,R,0.267,0.335,1%,1%,0%,34.0,33.2,33.2,18.1,48.3,33.9,3.7,0.0,0.0
Blake Snell,,P,9000,SD,@MIA,52%,4.15,6.5,,,3.76,30.1%,3.82,3.68,L,0.268,0.314,0%,0%,0%,28.2,24.6,24.6,13.8,35.4,33.4,3.7,0.0,0.0
Louie Varland,,P,8800,MIN,@HOU,38%,4.53,5.5,,,4.52,22.1%,3.94,3.93,R,,0.353,1%,-1%,0%,29.4,30.7,30.7,21.8,39.5,28.6,3.3,0.0,0.0
Braxton Garrett,,P,8600,MIA,SD,48%,4.35,4.5,,,4.13,22.8%,3.93,3.75,L,0.291,0.355,1%,0%,0%,22.4,24.1,24.1,8.1,40.1,27.3,3.2,0.0,0.0
Dane Dunning,,P,8400,TEX,@DET,57%,4.13,5,,,3.79,20.5%,4.19,4.05,R,0.331,0.325,0%,-1%,0%,30.3,30.3,30.3,22.4,38.1,28.6,3.4,0.0,0.0
Jared Shuster,,P,8300,ATL,@OAK,68%,3.59,4.5,,,3.47,,,,L,,,3%,0%,0%,20.2,20.2,20.2,4.4,36.0,27.8,3.3,0.0,0.0
Luke Weaver,,P,8200,CIN,@BOS,38%,5.65,5,,,5.20,22.3%,4.05,4.17,R,0.363,0.347,-2%,1%,0%,22.6,23.7,23.7,12.7,34.7,24.6,3.0,0.0,0.0
Alek Manoah,,P,8000,TOR,MIL,62%,4.11,4.5,,,4.00,23.5%,4.15,4.31,R,0.321,0.238,0%,0%,0%,14.6,19.5,19.5,5.2,33.7,26.3,3.3,0.0,0.0
Patrick Corbin,,P,7900,WAS,@LAD,32%,5.44,4.5,,,5.59,17.9%,4.50,4.26,L,0.309,0.381,-1%,2%,0%,28.6,23.1,23.1,14.1,32.1,24.5,3.1,0.0,0.0
Tommy Henry,,P,7800,ARI,COL,60%,4.46,4,,,4.57,15.5%,5.30,5.40,L,,0.328,-4%,-1%,0%,22.8,20.2,20.2,11.3,29.0,23.1,3.0,0.0,0.0
Clarke Schmidt,,P,7700,NYY,@SEA,43%,4.02,5,,,4.51,23.9%,3.96,4.05,R,0.404,0.275,2%,1%,0%,26.6,22.5,22.5,10.0,34.9,28.1,3.6,0.0,0.0
Carlos Carrasco,,P,7500,NYM,PHI,47%,4.37,4.5,,,4.20,21.8%,4.03,3.92,R,0.307,0.358,1%,1%,-1%,14.8,14.8,14.8,-0.3,29.9,27.3,3.6,0.0,0.0
Julio Teheran,,P,7200,MIL,@TOR,38%,5.39,5,,,4.80,,,,R,,,0%,-1%,0%,27.0,27.0,27.0,27.0,27.0,26.1,3.6,0.0,0.0
Noah Syndergaard,,P,7000,LAD,WAS,68%,3.56,3.5,,,4.18,16.7%,4.42,4.31,R,0.333,0.314,1%,1%,0%,12.8,16.0,16.0,1.4,30.6,21.6,3.1,0.0,0.0
Alex Wood,,P,6800,SF,PIT,53%,3.62,4.5,,,4.30,24.6%,3.63,3.55,L,0.252,0.327,1%,0%,0%,22.6,21.3,21.3,12.6,30.1,26.7,3.9,0.0,0.0
Jaime Barria,,P,6500,LAA,@CWS,44%,4.81,4,,,4.32,17.2%,4.42,4.49,R,0.329,0.291,0%,-1%,0%,33.0,33.0,33.0,33.0,33.0,21.5,3.3,0.0,0.0
Joey Wentz,,P,6200,DET,TEX,42%,4.87,3.5,,,6.37,18.7%,4.77,4.82,L,,0.353,0%,-3%,0%,9.8,12.8,12.8,-2.8,28.4,16.3,2.6,0.0,0.0
Austin Voth,,P,6000,BAL,CLE,,,1,,,3.48,21.6%,4.13,4.38,R,0.336,0.338,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,6.7,1.1,0.0,0.0
James Kaprielian,,P,5800,OAK,ATL,32%,5.41,4.5,,,5.05,20.6%,4.72,4.94,R,0.353,0.309,2%,1%,0%,19.0,18.3,18.3,6.7,30.0,22.9,3.9,0.0,0.0
Dinelson Lamet,,P,5600,COL,@ARI,40%,5.54,5,,,5.02,27.7%,4.02,4.30,R,0.298,0.334,-4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,22.5,4.0,0.0,0.0
