Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,1,OF,6400,ATL,SEA,4.82,Kirby,0.331,-1%,R,R,0.380,0%,0.223,-2%,,1,,2%,-2%,0%,14.7,13.0,13.0,5.9,20.0,11.1,1.7,0.0,0.0
Yordan Alvarez,0,OF,6100,HOU,OAK,5.46,Kaprielian,0.351,6%,R,L,0.399,0%,0.289,1%,,3,,-1%,1%,0%,10.3,10.1,10.1,4.1,16.1,10.5,1.7,0.0,0.0
Fernando Tatis Jr.,,OF,6100,SD,BOS,4.86,Kluber,0.332,2%,R,R,0.387,-3%,0.300,-1%,,1,,-4%,-1%,0%,9.3,9.3,9.3,1.4,17.3,10.3,1.7,0.0,0.0
Bryce Harper,,OF,6000,PHI,CHC,4.37,Steele,0.278,-9%,L,L,0.361,-11%,0.211,-22%,,3,,0%,-1%,-6%,9.7,9.8,9.8,2.2,17.4,7.2,1.2,0.0,0.0
Cedric Mullins,,OF,5900,BAL,@TOR,3.61,Gausman,0.270,-11%,R,S,0.362,6%,0.209,12%,,1,,-7%,-1%,0%,10.3,10.0,10.0,1.5,18.5,7.8,1.3,0.0,0.0
Mike Trout,,OF,5900,LAA,MIN,4.35,Lopez,0.289,-7%,R,R,0.423,3%,0.345,15%,,2,,2%,0%,0%,7.3,9.3,9.3,0.8,17.7,9.3,1.6,0.0,0.0
Mookie Betts,,OF,5800,LAD,@STL,4.35,Flaherty,0.304,-3%,R,R,0.361,-1%,0.238,2%,,1,,-7%,-1%,0%,10.7,9.2,9.2,1.5,16.8,8.6,1.5,0.0,0.0
Wander Franco,,SS,5700,TB,MIL,4.25,Peralta,0.252,-15%,R,L,0.319,-6%,0.151,-9%,,2,,-2%,0%,0%,8.5,9.9,9.9,1.6,18.2,7.2,1.3,0.0,0.0
Bryan Reynolds,,OF,5700,PIT,ARI,4.09,Kelly,0.288,-7%,R,S,0.370,3%,0.225,10%,,2,,3%,-1%,0%,7.3,9.2,9.2,0.2,18.1,8.4,1.5,0.0,0.0
Juan Soto,,OF,5700,SD,BOS,4.86,Kluber,0.311,-2%,R,L,0.427,9%,0.249,12%,,4,,-2%,-1%,0%,10.1,8.5,8.5,0.9,16.1,9.8,1.7,0.0,0.0
Randy Arozarena,,OF,5600,TB,MIL,4.25,Peralta,0.278,-10%,R,R,0.333,-6%,0.164,-16%,,3,,-4%,0%,0%,8.2,10.1,10.1,2.3,18.0,7.4,1.3,0.0,0.0
Paul Goldschmidt,,1B,5600,STL,LAD,3.65,Kershaw,0.270,-11%,L,R,0.455,14%,0.312,29%,,2,,-3%,-1%,0%,9.6,9.8,9.8,0.1,19.5,8.9,1.6,0.0,0.0
Marcus Semien,,2B,5500,TEX,COL,5.41,Seabold,,-1%,R,R,0.351,0%,0.236,6%,,1,,-1%,-2%,0%,12.2,10.6,10.6,3.7,17.5,8.7,1.6,0.0,0.0
Vladimir Guerrero Jr.,,1B,5500,TOR,BAL,4.89,Kremer,0.334,3%,R,R,0.388,4%,0.254,8%,,3,,1%,-1%,0%,6.1,8.9,8.9,2.8,15.0,10.1,1.8,0.0,0.0
Kyle Tucker,,OF,5500,HOU,OAK,5.46,Kaprielian,0.351,6%,R,L,0.369,3%,0.225,-3%,,4,,0%,1%,0%,8.8,8.4,8.4,0.8,16.0,10.2,1.9,0.0,0.0
Rafael Devers,,3B,5500,BOS,@SD,4.14,Wacha,0.299,-5%,R,L,0.388,8%,0.289,25%,,4,,-8%,-1%,0%,8.3,9.3,9.3,0.2,18.4,8.5,1.5,0.0,0.0
Will Smith,,C,5400,LAD,@STL,4.35,Flaherty,0.304,-3%,R,R,0.365,2%,0.228,4%,,3,,-7%,-1%,0%,11.7,10.6,10.6,3.8,17.4,7.9,1.5,0.0,0.0
Matt Olson,,1B,5400,ATL,SEA,4.82,Kirby,0.255,-13%,R,L,0.368,3%,0.259,1%,,2,,-2%,-2%,0%,9.7,10.0,10.0,1.8,18.2,7.8,1.4,0.0,0.0
Bo Bichette,,SS,5400,TOR,BAL,4.89,Kremer,0.334,3%,R,R,0.345,-3%,0.174,-7%,,2,,1%,-1%,0%,6.1,9.0,9.0,0.3,17.7,9.0,1.7,0.0,0.0
Corbin Carroll,,OF,5400,ARI,@PIT,4.41,Contreras,0.313,-1%,R,L,0.387,6%,0.258,13%,,3,,3%,-1%,0%,7.1,9.2,9.2,1.2,17.1,9.1,1.7,0.0,0.0
Thairo Estrada,,2B,5400,SF,MIA,3.90,Luzardo,0.333,2%,L,R,0.335,2%,0.162,6%,,1,,-1%,0%,0%,6.9,9.5,9.5,2.3,16.8,8.6,1.6,0.0,0.0
Adolis Garcia,,OF,5300,TEX,COL,5.41,Seabold,,-1%,R,R,0.332,2%,0.225,3%,,4,,-1%,-2%,0%,12.0,10.7,10.7,-2.4,23.7,8.1,1.5,0.0,0.0
Pete Alonso,,1B,5300,NYM,CLE,4.32,Bibee,,-1%,R,R,0.367,1%,0.251,-6%,,4,,-5%,-1%,-1%,11.1,9.5,9.5,0.7,18.3,8.5,1.6,0.0,0.0
Bobby Witt Jr.,,SS,5300,KC,@CWS,3.90,Lynn,0.265,-12%,R,R,0.307,0%,0.159,-11%,,1,,1%,0%,0%,7.4,8.8,8.8,1.1,16.6,8.4,1.6,0.0,0.0
