Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,4,OF,6500,ATL,MIA,4.58,Cabrera,0.355,2%,R,R,0.376,0%,0.214,-1%,1,1,0,2%,-5%,3%,14.5,13.0,13.0,6.1,20.0,10.6,1.6,2.0,0.3
Aaron Judge,1,OF,6300,NYY,@MIN,3.59,Gray,0.301,-5%,R,R,0.426,1%,0.316,1%,2,2,0,-6%,-9%,0%,6.3,8.8,8.8,0.7,16.8,9.3,1.5,5.0,0.8
Shohei Ohtani,7,1B/OF,6200,LAA,OAK,5.93,Waldichuk,,2%,L,L,0.357,-4%,0.249,-8%,3,2,0,5%,-3%,0%,11.0,12.2,12.2,1.4,23.1,10.6,1.7,7.0,1.1
Paul Goldschmidt,,1B,6100,STL,@SF,4.06,Cobb,0.297,-5%,R,R,0.370,-6%,0.209,-13%,2,3,1,0%,-2%,0%,7.6,8.6,8.6,2.1,15.0,8.6,1.4,5.0,0.8
Yordan Alvarez,,OF,6100,HOU,@TB,3.66,Bradley,,1%,R,L,0.394,-1%,0.288,1%,x,x,-,0%,0%,0%,9.0,10.8,10.8,3.9,17.6,0.0,0.0,0.0,0.0
Matt Olson,3,1B,6000,ATL,MIA,4.58,Cabrera,0.283,-4%,R,L,0.365,2%,0.256,1%,2,2,0,-2%,-7%,3%,8.0,10.2,10.2,0.8,19.6,8.8,1.5,14.0,2.3
Randy Arozarena,1,OF,6000,TB,HOU,4.84,Urquidy,0.330,2%,R,R,0.330,-6%,0.162,-16%,3,3,0,-4%,0%,0%,11.2,11.2,11.2,3.8,18.7,8.7,1.4,23.0,3.8
Mike Trout,10,OF,5900,LAA,OAK,5.93,Waldichuk,0.412,12%,L,R,0.402,-3%,0.262,-14%,2,3,1,2%,-4%,0%,9.4,10.6,10.6,2.3,18.9,12.1,2.1,5.0,0.8
Marcus Semien,0,2B,5900,TEX,@CIN,4.05,Lodolo,0.355,7%,L,R,0.346,-1%,0.206,-9%,1,1,0,13%,-10%,2%,14.5,10.9,10.9,2.2,19.5,9.7,1.6,5.0,0.8
Austin Riley,2,3B,5800,ATL,MIA,4.58,Cabrera,0.355,2%,R,R,0.370,-1%,0.232,-5%,3,3,0,2%,-7%,3%,7.2,8.0,8.0,2.5,13.5,8.8,1.5,24.0,4.1
Rafael Devers,1,3B,5800,BOS,@BAL,4.09,Kremer,0.329,2%,R,L,0.394,10%,0.298,28%,2,2,1,3%,-8%,0%,9.2,10.3,10.3,1.1,19.5,9.5,1.6,16.0,2.8
Vladimir Guerrero Jr.,6,1B,5700,TOR,CWS,5.02,Lynn,0.270,-11%,R,R,0.391,4%,0.257,8%,2,3,1,1%,0%,0%,8.4,9.8,9.8,3.0,16.6,9.7,1.7,10.0,1.8
Bo Bichette,6,SS,5700,TOR,CWS,5.02,Lynn,0.270,-11%,R,R,0.346,-3%,0.177,-5%,1,2,1,1%,0%,0%,6.1,8.7,8.7,0.8,16.6,9.0,1.6,5.0,0.9
Kyle Tucker,,OF,5700,HOU,@TB,3.66,Bradley,,1%,R,L,0.378,4%,0.234,-2%,3,5,2,-5%,0%,0%,8.1,10.0,10.0,2.3,17.6,9.1,1.6,4.0,0.7
Tim Anderson,,SS,5600,CWS,@TOR,3.98,Bassitt,0.272,-11%,R,R,0.323,-8%,0.124,-20%,x,x,-,0%,0%,0%,9.5,9.7,9.7,-0.8,20.3,0.0,0.0,0.0,0.0
Wander Franco,1,SS,5600,TB,HOU,4.84,Urquidy,0.267,-12%,R,L,0.316,-7%,0.150,-11%,2,2,1,-2%,0%,0%,7.8,9.8,9.8,1.8,17.8,8.0,1.4,27.0,4.8
Thairo Estrada,2,2B/SS,5500,SF,STL,3.94,Montgomery,0.310,-3%,L,R,0.330,1%,0.169,8%,2,1,0,-1%,-2%,0%,12.2,10.6,10.6,2.4,18.7,8.0,1.5,0.0,0.0
Adolis Garcia,0,OF,5500,TEX,@CIN,4.05,Lodolo,0.355,7%,L,R,0.298,-6%,0.198,-6%,4,4,0,15%,-11%,2%,14.5,11.3,11.3,-3.9,26.5,8.8,1.6,5.0,0.9
Willy Adames,1,SS,5400,MIL,DET,4.61,Boyd,0.308,-4%,L,R,0.299,-9%,0.186,-12%,2,2,1,1%,-10%,0%,8.7,8.8,8.8,1.0,16.6,8.5,1.6,2.0,0.4
Jose Ramirez,0,3B,5400,CLE,COL,4.64,Gomber,0.358,8%,L,S,0.353,-4%,0.234,-8%,3,3,0,0%,-9%,0%,9.0,9.4,9.4,1.8,17.1,9.7,1.8,0.0,0.0
Giancarlo Stanton,,OF,5300,NYY,@MIN,3.59,Gray,0.301,-5%,R,R,0.356,1%,0.263,5%,x,x,-,0%,0%,0%,8.1,8.9,8.9,2.8,15.1,0.0,0.0,0.0,0.0
Nolan Arenado,,3B,5300,STL,@SF,4.06,Cobb,0.297,-5%,R,R,0.347,-4%,0.208,-11%,x,x,-,0%,0%,0%,6.6,7.7,7.7,1.4,14.0,0.0,0.0,0.0,0.0
Brandon Lowe,1,2B,5300,TB,HOU,4.84,Urquidy,0.267,-12%,R,L,0.369,5%,0.260,4%,4,4,-1,-3%,0%,0%,8.9,10.2,10.2,0.2,20.1,7.9,1.5,0.0,0.0
Matt Chapman,4,3B,5200,TOR,CWS,5.02,Lynn,0.270,-11%,R,R,0.323,-3%,0.194,-10%,4,5,1,0%,0%,0%,7.0,10.9,10.9,1.7,20.1,7.8,1.5,7.0,1.3
Jazz Chisholm Jr.,,OF,5200,MIA,@ATL,2.92,Strider,0.246,-17%,R,L,0.346,6%,0.226,9%,1,1,1,-1%,-6%,3%,8.3,7.7,7.7,-0.3,15.6,7.7,1.5,0.0,0.0
Yandy Diaz,1,1B,5200,TB,HOU,4.84,Urquidy,0.330,2%,R,R,0.348,-2%,0.123,-17%,1,1,0,-4%,0%,0%,10.0,10.4,10.4,0.5,20.4,7.8,1.5,8.0,1.5
Hunter Renfroe,7,OF,5100,LAA,OAK,5.93,Waldichuk,0.412,12%,L,R,0.373,7%,0.277,8%,5,5,0,2%,-4%,0%,9.1,9.4,9.4,-0.3,19.2,9.8,1.9,9.0,1.8
Bobby Witt Jr.,6,SS,5100,KC,@ARI,4.53,Henry,0.335,3%,L,R,0.309,1%,0.226,13%,1,1,0,-2%,2%,0%,10.9,8.8,8.8,0.2,17.4,9.6,1.9,2.0,0.4
Cedric Mullins,1,OF,5100,BAL,BOS,3.91,Sale,0.360,7%,L,S,0.297,-12%,0.139,-23%,7,9,-2,1%,-5%,0%,10.0,9.6,9.6,0.8,18.5,7.1,1.4,10.0,2.0
Jose Altuve,,2B,5100,HOU,@TB,3.66,Bradley,,-1%,R,R,0.370,-2%,0.215,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Murphy,1,C,5000,ATL,MIA,4.58,Cabrera,0.355,2%,R,R,0.324,-2%,0.181,-6%,4,4,0,2%,-6%,3%,12.1,10.1,10.1,-0.8,21.1,7.7,1.5,22.0,4.4
Luis Robert Jr.,1,OF,5000,CWS,@TOR,3.98,Bassitt,0.272,-11%,R,R,0.323,-8%,0.157,-16%,1,1,1,0%,0%,0%,3.9,8.1,8.1,-1.1,17.4,8.2,1.6,4.0,0.8
Adley Rutschman,1,C,5000,BAL,BOS,3.91,Sale,,-1%,L,L,0.287,-10%,0.094,-26%,2,2,0,2%,-6%,0%,6.9,9.0,9.0,0.2,17.8,7.5,1.5,3.0,0.6
Trevor Story,,2B,5000,BOS,@BAL,4.09,Kremer,0.345,5%,R,R,0.312,-10%,0.180,-18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Yelich,,OF,4900,MIL,DET,4.61,Boyd,0.243,-13%,L,L,0.341,1%,0.188,19%,x,x,-,0%,0%,0%,11.0,9.1,9.1,1.9,16.3,0.0,0.0,0.0,0.0
Taylor Ward,2,OF,4900,LAA,OAK,5.93,Waldichuk,0.412,12%,L,R,0.323,-3%,0.119,-19%,1,1,0,1%,-3%,0%,6.2,8.1,8.1,1.5,14.6,9.8,2.0,2.0,0.4
Jonathan India,,2B,4900,CIN,TEX,3.95,Eovaldi,0.326,1%,R,R,0.344,0%,0.174,8%,1,1,0,4%,-8%,1%,6.8,8.6,8.6,2.5,14.7,7.9,1.6,15.0,3.1
Yoan Moncada,,3B,4800,CWS,@TOR,3.98,Bassitt,0.308,-3%,R,S,0.319,-2%,0.152,-2%,x,x,-,0%,0%,0%,8.7,8.7,8.7,-0.8,18.1,0.0,0.0,0.0,0.0
