Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Matt Olson,,1B,25,ATL,@SD,4.66,Martinez,0.317,-1%,R,L,0.368,3%,0.259,2%,2,2,0,-3%,-2%,0%,11.2,12.2,12.2,2.7,21.7,9.3,3.7,0.0,0.0
Ronald Acuna Jr.,,OF,24,ATL,@SD,4.66,Martinez,0.315,-2%,R,R,0.374,0%,0.213,-2%,1,1,0,-8%,-2%,0%,11.7,12.4,12.4,5.2,19.5,10.1,4.2,9.4,3.9
Pete Alonso,,1B,24,NYM,@LAD,4.51,Syndergaard,0.305,-3%,R,R,0.366,0%,0.243,-9%,4,4,0,10%,-3%,0%,10.7,11.0,11.0,1.8,20.2,9.0,3.8,2.6,1.1
Patrick Wisdom,,3B,24,CHC,@OAK,3.88,Miller,,-1%,R,R,0.320,-4%,0.239,-8%,6,6,0,-9%,-3%,0%,11.6,11.7,11.7,0.9,22.6,7.2,3.0,16.1,6.7
Mike Trout,,OF,23,LAA,@NYY,4.51,Brito,,-1%,R,R,0.427,3%,0.351,13%,3,3,-1,0%,-5%,1%,9.4,10.3,10.3,2.3,18.2,9.5,4.1,5.2,2.3
Bryan Reynolds,0,OF,23,PIT,@COL,5.64,Gomber,0.349,6%,L,S,0.341,-6%,0.167,-19%,2,2,0,27%,-6%,0%,5.3,11.0,11.0,0.0,22.1,10.5,4.6,0.0,0.0
Kyle Schwarber,,OF,22,PHI,@CWS,4.31,Clevinger,0.313,-2%,R,L,0.390,8%,0.335,24%,3,,0,8%,-4%,-3%,10.5,8.3,8.3,0.9,15.7,9.5,4.3,0.0,0.0
Nico Hoerner,,2B,22,CHC,@OAK,3.88,Miller,,-1%,R,R,0.324,0%,0.109,2%,1,1,0,-5%,-2%,0%,11.3,9.8,9.8,3.0,16.7,7.7,3.5,10.4,4.7
Aaron Judge,0,OF,22,NYY,LAA,4.99,Canning,0.355,4%,R,R,0.428,1%,0.317,0%,2,2,0,1%,-5%,1%,9.0,9.5,9.5,1.6,17.5,11.4,5.2,21.3,9.7
Jose Ramirez,,3B,22,CLE,@DET,4.28,Turnbull,0.299,-5%,R,S,0.379,3%,0.266,5%,3,,0,-6%,-6%,0%,8.2,8.9,8.9,2.3,15.5,9.5,4.3,18.0,8.2
Julio Rodriguez,,OF,22,SEA,MIL,4.47,Lauer,0.307,-3%,L,R,,2%,,7%,1,1,0,0%,0%,0%,7.8,9.6,9.6,3.3,16.0,8.6,3.9,18.7,8.5
Adley Rutschman,,C,22,BAL,@WAS,4.84,Gore,,-5%,L,L,0.289,-10%,0.102,-25%,2,2,0,3%,-2%,0%,12.0,10.4,10.4,1.4,19.4,8.7,4.0,4.5,2.0
Paul Goldschmidt,,1B,21,STL,ARI,6.12,Bumgarner,0.349,6%,L,R,0.460,14%,0.322,30%,3,,0,-3%,0%,1%,10.2,10.0,10.0,3.9,16.1,11.4,5.4,2.6,1.2
Ian Happ,,OF,21,CHC,@OAK,3.88,Miller,,1%,R,S,0.347,3%,0.206,11%,3,3,0,-8%,-3%,0%,8.8,10.0,10.0,0.5,19.5,7.8,3.7,18.7,8.9
Josh Lowe,,OF,21,TB,@CIN,5.83,Stoudt,,1%,R,L,0.369,6%,0.222,11%,6,,2,14%,-4%,0%,11.9,12.5,12.5,5.2,19.7,8.3,4.0,17.0,8.1
Matt Chapman,,3B,21,TOR,@HOU,4.50,Garcia,0.270,-11%,R,R,0.324,-3%,0.196,-9%,5,5,0,-2%,2%,1%,13.7,12.5,12.5,3.3,21.6,7.7,3.7,2.6,1.2
Kyle Tucker,,OF,21,HOU,TOR,4.50,Berrios,0.349,6%,R,L,0.379,4%,0.234,-2%,5,5,0,0%,1%,1%,8.5,10.0,10.0,2.2,17.8,9.6,4.6,9.0,4.3
Yordan Alvarez,,OF,21,HOU,TOR,4.50,Berrios,0.349,6%,R,L,0.396,-1%,0.288,1%,3,3,0,0%,2%,1%,9.7,10.8,10.8,3.8,17.7,10.3,4.9,4.5,2.1
Nolan Arenado,,3B,20,STL,ARI,6.12,Bumgarner,0.349,6%,L,R,0.387,7%,0.293,24%,4,,0,-3%,0%,1%,9.0,8.0,8.0,1.1,15.0,10.0,5.0,8.7,4.3
Dansby Swanson,,SS,20,CHC,@OAK,3.88,Miller,,-1%,R,R,0.327,-1%,0.175,0%,2,2,0,-7%,-3%,0%,7.1,8.5,8.5,2.4,14.6,7.7,3.9,13.5,6.8
Andrew McCutchen,0,OF,20,PIT,@COL,5.64,Gomber,0.349,6%,L,R,0.378,14%,0.255,36%,3,3,0,24%,-5%,0%,11.1,10.0,10.0,2.4,17.7,9.8,4.9,23.2,11.6
Brandon Lowe,,2B,20,TB,@CIN,5.83,Stoudt,,1%,R,L,0.372,5%,0.262,4%,2,,0,20%,-5%,0%,14.0,11.1,11.1,0.6,21.6,10.2,5.1,9.0,4.5
Wander Franco,,SS,20,TB,@CIN,5.83,Stoudt,,1%,R,L,0.318,-7%,0.151,-11%,x,x,-,0%,0%,0%,8.0,10.3,10.3,2.0,18.6,0.0,0.0,0.0,0.0
Luis Arraez,,2B,19,MIA,SF,4.00,Cobb,0.301,-5%,R,L,0.357,5%,0.104,16%,3,,0,-3%,0%,0%,9.0,8.8,8.8,1.2,16.3,7.1,3.7,9.4,4.9
Sean Murphy,,C,19,ATL,@SD,4.66,Martinez,0.315,-2%,R,R,0.324,-2%,0.182,-5%,4,4,0,-9%,-2%,0%,13.6,11.2,11.2,-0.8,23.2,7.5,3.9,2.6,1.4
Francisco Lindor,,SS,19,NYM,@LAD,4.51,Syndergaard,0.337,2%,R,S,0.332,0%,0.181,0%,3,3,0,1%,-2%,0%,11.2,10.3,10.3,0.3,20.2,8.7,4.6,9.7,5.1
Brandon Nimmo,,OF,19,NYM,@LAD,4.51,Syndergaard,0.337,2%,R,L,0.360,-1%,0.155,0%,1,1,0,-1%,-2%,0%,10.5,9.3,9.3,2.4,16.1,8.8,4.6,28.4,14.9
Rafael Devers,,3B,19,BOS,MIN,4.21,Ryan,0.273,-10%,R,L,0.397,10%,0.298,28%,4,2,-1,3%,-8%,0%,11.9,11.3,11.3,1.8,20.7,8.5,4.5,0.0,0.0
Brandon Marsh,,OF,19,PHI,@CWS,4.31,Clevinger,0.313,-2%,R,L,0.329,7%,0.164,15%,5,,0,1%,-3%,-2%,9.8,9.9,9.9,1.8,17.9,6.9,3.6,16.8,8.8
Jake Burger,,3B,19,CWS,PHI,4.19,Walker,0.300,-5%,R,R,0.321,-2%,0.224,0%,6,,-1,1%,-4%,-3%,11.0,11.0,11.0,1.4,20.5,6.5,3.4,2.6,1.4
Cody Bellinger,,OF,19,CHC,@OAK,3.88,Miller,,1%,R,L,0.289,-2%,0.188,0%,4,5,2,-8%,-3%,0%,10.9,9.5,9.5,2.7,16.3,7.1,3.7,8.3,4.4
Seiya Suzuki,,OF,19,CHC,@OAK,3.88,Miller,,-1%,R,R,0.325,-3%,0.161,-4%,x,x,-,0%,0%,0%,9.2,9.2,9.2,3.0,15.3,0.0,0.0,0.0,0.0
Hunter Renfroe,,OF,19,LAA,@NYY,4.51,Brito,,-1%,R,R,0.332,-5%,0.237,-7%,5,5,0,0%,-5%,1%,13.3,9.5,9.5,1.0,17.9,7.5,3.9,7.1,3.7
Anthony Rizzo,,1B,19,NYY,LAA,4.99,Canning,0.331,3%,R,L,0.337,-3%,0.221,3%,3,3,0,1%,-5%,1%,9.1,8.8,8.8,0.5,17.2,9.2,4.8,7.8,4.1
Kris Bryant,0,OF,19,COL,PIT,5.36,Oviedo,0.306,-3%,R,R,0.346,-7%,0.175,-19%,3,2,-1,10%,-5%,0%,8.5,7.9,7.9,1.2,14.7,7.9,4.2,7.1,3.7
Randy Arozarena,,OF,19,TB,@CIN,5.83,Stoudt,,-1%,R,R,0.326,-7%,0.161,-17%,3,,0,16%,-4%,0%,10.0,10.5,10.5,3.4,17.7,9.8,5.2,13.9,7.3
Jorge Mateo,,SS,19,BAL,@WAS,4.84,Gore,0.318,0%,L,R,0.286,0%,0.158,3%,6,8,2,-2%,-2%,0%,10.1,11.6,11.6,4.3,19.0,7.7,4.1,0.0,0.0
Cedric Mullins,,OF,19,BAL,@WAS,4.84,Gore,0.318,0%,L,S,0.298,-12%,0.140,-23%,9,x,-7,-2%,-2%,0%,9.7,10.7,10.7,1.8,19.6,7.6,4.0,2.6,1.4
Bo Bichette,,SS,19,TOR,@HOU,4.50,Garcia,0.270,-11%,R,R,0.349,-3%,0.178,-5%,2,2,0,-3%,2%,1%,9.1,9.5,9.5,1.3,17.7,8.3,4.4,0.0,0.0
Thairo Estrada,,2B,18,SF,@MIA,4.00,Rogers,0.315,-1%,L,R,0.328,1%,0.175,10%,1,,0,-3%,1%,0%,10.2,10.3,10.3,1.3,19.2,8.1,4.5,4.5,2.5
Xander Bogaerts,,SS,18,SD,ATL,4.34,Morton,0.290,-7%,R,R,0.365,-2%,0.180,-4%,4,4,-1,-4%,-2%,0%,7.2,9.3,9.3,2.9,15.7,7.6,4.2,2.6,1.4
Trea Turner,,SS,18,PHI,@CWS,4.31,Clevinger,0.309,-3%,R,R,0.347,-6%,0.152,-18%,2,,0,-1%,-3%,-2%,7.3,7.7,7.7,1.3,14.1,8.7,4.8,30.0,16.7
Shohei Ohtani,,OF,18,LAA,@NYY,4.51,Brito,,1%,R,L,0.387,3%,0.284,5%,2,2,0,-3%,-5%,1%,12.1,12.4,12.4,2.9,21.9,9.6,5.3,2.6,1.4
Rodolfo Castro,0,SS,18,PIT,@COL,5.64,Gomber,0.294,-5%,L,L,0.387,1%,0.304,6%,6,6,0,19%,-6%,0%,8.5,7.1,7.1,1.0,13.1,8.4,4.7,24.4,13.6
Yandy Diaz,,1B,18,TB,@CIN,5.83,Stoudt,,-1%,R,R,0.344,-3%,0.120,-19%,1,,0,15%,-3%,0%,9.5,10.4,10.4,-0.4,21.1,9.2,5.1,19.4,10.8
Ryan Mountcastle,,1B,18,BAL,@WAS,4.84,Gore,0.318,0%,L,R,0.338,4%,0.228,11%,3,3,0,-2%,-3%,0%,9.5,10.2,10.2,-1.3,21.7,8.2,4.6,0.0,0.0
Austin Hays,,OF,18,BAL,@WAS,4.84,Gore,0.318,0%,L,R,0.338,5%,0.194,5%,1,1,3,-2%,-2%,0%,10.1,9.9,9.9,-1.3,21.0,8.4,4.7,0.0,0.0
Michael Conforto,,OF,17,SF,@MIA,4.00,Rogers,0.295,-6%,L,L,0.308,-6%,0.126,-21%,x,x,-,0%,0%,0%,10.0,9.4,9.4,-0.9,19.6,0.0,0.0,16.1,9.5
J.D. Davis,,3B,17,SF,@MIA,4.00,Rogers,0.315,-1%,L,R,0.342,-3%,0.171,-6%,4,,0,-3%,1%,0%,10.5,9.6,9.6,-0.9,20.0,7.2,4.2,2.6,1.5
Corbin Carroll,,OF,17,ARI,@STL,4.38,Woodford,0.333,1%,R,L,0.374,4%,0.276,11%,3,,2,-10%,0%,1%,10.4,9.4,9.4,0.7,18.0,8.7,5.1,19.8,11.6
Nolan Gorman,,2B,17,STL,ARI,6.12,Bumgarner,0.320,0%,L,L,,-6%,,-16%,x,x,-,0%,0%,0%,8.3,9.3,9.3,1.8,16.9,0.0,0.0,19.9,11.7
James Outman,,OF,17,LAD,NYM,3.99,Scherzer,0.290,-7%,R,L,0.427,5%,0.298,9%,1,1,4,-3%,-2%,0%,8.6,10.0,10.0,1.6,18.4,8.3,4.9,2.6,1.5
Mike Zunino,,C,17,CLE,@DET,4.28,Turnbull,0.278,-7%,R,R,0.269,-9%,0.218,-10%,8,,0,0%,-8%,0%,7.8,7.4,7.4,-2.0,16.9,5.7,3.4,7.8,4.6
Andres Gimenez,,2B,17,CLE,@DET,4.28,Turnbull,0.299,-5%,R,L,0.332,-2%,0.159,3%,2,,3,-6%,-5%,0%,6.9,8.4,8.4,2.0,14.8,8.6,5.1,11.3,6.6
Steven Kwan,,OF,17,CLE,@DET,4.28,Turnbull,0.299,-5%,R,L,0.349,4%,0.116,19%,1,,0,0%,-4%,0%,7.8,8.2,8.2,2.0,14.4,8.6,5.1,4.5,2.6
Teoscar Hernandez,,OF,17,SEA,MIL,4.47,Lauer,0.307,-3%,L,R,0.406,14%,0.326,40%,4,4,1,-1%,0%,0%,6.5,6.4,6.4,-1.7,14.6,8.4,4.9,2.6,1.5
Ty France,,1B,17,SEA,MIL,4.47,Lauer,0.307,-3%,L,R,0.339,-1%,0.172,7%,2,2,0,-2%,0%,0%,9.5,9.8,9.8,4.1,15.5,8.0,4.7,7.1,4.2
Jarred Kelenic,,OF,17,SEA,MIL,4.47,Lauer,0.289,-8%,L,L,0.233,-10%,0.104,-28%,6,x,0,-7%,0%,0%,12.5,9.3,9.3,1.7,17.0,6.2,3.6,4.5,2.6
Connor Joe,0,OF,17,PIT,@COL,5.64,Gomber,0.349,6%,L,R,0.343,3%,0.162,9%,5,5,0,24%,-4%,0%,9.6,9.4,9.4,1.3,17.4,9.2,5.4,20.6,12.1
Ji Hwan Bae,,2B,17,PIT,@COL,5.64,Gomber,0.294,-5%,L,L,,-6%,,-16%,x,x,-,0%,0%,0%,8.2,8.6,8.6,0.7,16.5,0.0,0.0,7.1,4.2
Harold Ramirez,,OF,17,TB,@CIN,5.83,Stoudt,,-1%,R,R,0.300,-5%,0.114,-5%,x,x,-,0%,0%,0%,9.8,8.2,8.2,-1.1,17.4,0.0,0.0,0.0,0.0
Vladimir Guerrero Jr.,,1B,17,TOR,@HOU,4.50,Garcia,0.270,-11%,R,R,0.390,4%,0.254,8%,3,3,0,-2%,2%,1%,7.1,9.2,9.2,3.2,15.2,9.0,5.3,0.0,0.0
Austin Riley,,3B,16,ATL,@SD,4.66,Martinez,0.315,-2%,R,R,0.371,-2%,0.233,-5%,3,3,0,-9%,-2%,0%,7.7,8.9,8.9,3.5,14.4,8.5,5.3,2.6,1.6
Josh Rojas,,3B,16,ARI,@STL,4.38,Woodford,0.333,1%,R,L,0.332,1%,0.140,9%,1,,0,-8%,0%,1%,8.6,8.3,8.3,1.0,15.6,8.3,5.2,0.0,0.0
Tyler O'Neill,,OF,16,STL,ARI,6.12,Bumgarner,0.349,6%,L,R,0.346,1%,0.201,0%,6,,1,-3%,0%,1%,6.7,7.3,7.3,0.0,14.7,9.3,5.8,11.6,7.3
Lars Nootbaar,,OF,16,STL,ARI,6.12,Bumgarner,0.320,0%,L,L,0.376,-3%,0.203,-13%,x,x,-,0%,0%,0%,11.8,11.8,11.8,3.2,20.4,0.0,0.0,0.0,0.0
Brendan Donovan,,2B,16,STL,ARI,6.12,Bumgarner,0.320,0%,L,L,0.342,-5%,0.043,-23%,x,x,-,0%,0%,0%,6.7,8.0,8.0,0.3,15.6,0.0,0.0,0.0,0.0
Freddie Freeman,,1B,16,LAD,NYM,3.99,Scherzer,0.290,-7%,R,L,0.399,6%,0.199,4%,2,2,0,-2%,-2%,0%,9.1,9.1,9.1,0.4,17.8,8.9,5.6,4.5,2.8
Alec Bohm,,3B,16,PHI,@CWS,4.31,Clevinger,0.309,-3%,R,R,0.280,-10%,0.089,-25%,7,,-1,0%,-3%,-2%,10.6,9.2,9.2,0.2,18.3,6.3,3.9,0.0,0.0
Gio Urshela,,SS,16,LAA,@NYY,4.51,Brito,,-1%,R,R,0.318,-3%,0.138,-10%,6,x,1,-1%,-4%,1%,6.9,7.1,7.1,0.2,14.0,6.3,3.9,4.5,2.8
Gleyber Torres,,2B,16,NYY,LAA,4.99,Canning,0.355,4%,R,R,0.311,-6%,0.135,-19%,4,4,0,1%,-4%,1%,5.0,9.2,9.2,-0.9,19.2,8.1,5.1,1.9,1.2
Myles Straw,,OF,16,CLE,@DET,4.28,Turnbull,0.278,-7%,R,R,0.289,1%,0.072,15%,9,,-1,3%,-3%,0%,6.1,8.1,8.1,0.5,15.7,6.1,3.8,0.0,0.0
Will Brennan,,OF,16,CLE,@DET,4.28,Turnbull,0.299,-5%,R,L,0.374,3%,0.132,-2%,6,,0,-3%,-4%,0%,7.4,7.4,7.4,2.2,12.6,6.6,4.1,2.6,1.6
Willy Adames,,SS,16,MIL,@SEA,4.03,Gonzales,0.338,4%,L,R,0.300,-9%,0.186,-13%,2,2,0,-3%,0%,0%,11.4,9.7,9.7,1.4,18.0,8.4,5.3,2.6,1.6
Eugenio Suarez,,3B,16,SEA,MIL,4.47,Lauer,0.307,-3%,L,R,0.355,6%,0.251,9%,3,3,0,-1%,0%,0%,7.5,7.3,7.3,1.8,12.8,8.1,5.1,5.2,3.3
Carlos Santana,0,1B,16,PIT,@COL,5.64,Gomber,0.349,6%,L,S,0.362,14%,0.163,0%,4,4,0,23%,-5%,0%,6.9,7.3,7.3,0.0,14.6,8.6,5.4,15.4,9.6
Charlie Blackmon,0,OF,16,COL,PIT,5.36,Oviedo,0.318,-1%,R,L,0.322,-6%,0.166,0%,2,3,1,9%,-5%,0%,6.7,7.4,7.4,1.2,13.7,7.6,4.8,2.6,1.6
C.J. Cron,,1B,16,COL,PIT,5.36,Oviedo,0.306,-3%,R,R,0.363,1%,0.229,-3%,x,x,-,0%,0%,0%,4.3,7.1,7.1,-3.9,18.1,0.0,0.0,0.0,0.0
Elehuris Montero,,3B,16,COL,PIT,5.36,Oviedo,0.306,-3%,R,R,0.301,-2%,0.169,-3%,x,x,-,0%,0%,0%,5.2,6.3,6.3,1.0,11.6,0.0,0.0,0.0,0.0
Jonathan India,,2B,16,CIN,TB,3.67,Rasmussen,0.278,-10%,R,R,0.344,0%,0.177,8%,1,,0,4%,-3%,0%,9.2,9.3,9.3,3.8,14.8,7.6,4.8,5.2,3.3
Marcus Semien,,2B,16,TEX,@KC,4.72,Singer,0.312,-2%,R,R,0.348,0%,0.241,5%,1,,0,2%,-2%,0%,13.0,10.1,10.1,1.2,19.0,9.2,5.8,19.6,12.3
Jorge Soler,,OF,15,MIA,SF,4.00,Cobb,0.297,-5%,R,R,0.308,-6%,0.179,-19%,4,,-1,-3%,1%,0%,9.0,8.5,8.5,-0.5,17.5,6.8,4.5,7.8,5.2
Garrett Cooper,,1B,15,MIA,SF,4.00,Cobb,0.297,-5%,R,R,0.340,-1%,0.171,-4%,2,,0,-2%,1%,0%,8.1,7.2,7.2,-0.5,15.0,6.8,4.5,7.1,4.7
Juan Soto,,OF,15,SD,ATL,4.34,Morton,0.303,-4%,R,L,0.426,9%,0.247,12%,3,3,0,-2%,-2%,0%,7.2,7.9,7.9,0.7,15.1,9.9,6.6,16.8,11.2
Starling Marte,,OF,15,NYM,@LAD,4.51,Syndergaard,0.305,-3%,R,R,0.360,3%,0.154,-4%,2,2,0,5%,-2%,0%,9.2,7.9,7.9,-0.4,16.2,9.4,6.3,0.0,0.0
Ryan Jeffers,,C,15,MIN,@BOS,4.79,Kluber,0.326,1%,R,R,0.270,-7%,0.178,-1%,8,7,-3,15%,-8%,0%,8.1,8.1,8.1,3.7,12.6,6.5,4.3,0.0,0.0
Jorge Polanco,,2B,15,MIN,@BOS,4.79,Kluber,0.306,-3%,R,S,0.359,6%,0.233,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Castellanos,,OF,15,PHI,@CWS,4.31,Clevinger,0.309,-3%,R,R,0.346,-3%,0.197,-5%,4,,0,0%,-3%,-2%,8.9,8.3,8.3,1.9,14.6,7.3,4.9,4.5,3.0
Yan Gomes,,C,15,CHC,@OAK,3.88,Miller,,-1%,R,R,0.269,-11%,0.127,-24%,x,x,-,0%,0%,0%,8.3,8.3,8.3,-2.8,19.4,0.0,0.0,0.0,0.0
Shea Langeliers,,C,15,OAK,CHC,3.12,Steele,0.306,-3%,L,R,0.291,2%,0.125,3%,4,8,4,-5%,-3%,0%,9.2,7.4,7.4,-1.2,16.1,6.1,4.1,1.9,1.3
Taylor Ward,,OF,15,LAA,@NYY,4.51,Brito,,-1%,R,R,0.355,3%,0.206,16%,1,1,0,-1%,-4%,1%,5.4,8.2,8.2,1.9,14.4,8.2,5.5,4.5,3.0
Franchy Cordero,,OF,15,NYY,LAA,4.99,Canning,0.331,3%,R,L,0.289,1%,0.170,6%,9,x,-3,1%,-4%,1%,9.2,9.2,9.2,1.1,17.3,6.3,4.2,0.0,0.0
Kerry Carpenter,,OF,15,DET,CLE,3.72,Quantrill,0.286,-8%,R,L,0.368,4%,0.281,12%,4,,0,-6%,-8%,0%,7.4,8.0,8.0,0.0,16.1,7.0,4.7,5.2,3.5
Cal Raleigh,,C,15,SEA,MIL,4.47,Lauer,0.289,-8%,L,L,0.307,-4%,0.183,-17%,x,x,-,0%,0%,0%,8.7,8.1,8.1,1.8,14.4,0.0,0.0,0.0,0.0
Ke'Bryan Hayes,0,3B,15,PIT,@COL,5.64,Gomber,0.349,6%,L,R,0.343,10%,0.159,29%,1,1,1,24%,-4%,0%,9.1,7.0,7.0,0.0,14.0,9.7,6.5,11.6,7.7
Elias Diaz,,C,15,COL,PIT,5.36,Oviedo,0.306,-3%,R,R,0.309,-1%,0.186,10%,x,x,-,0%,0%,0%,9.3,8.0,8.0,1.2,14.8,0.0,0.0,0.0,0.0
Jeimer Candelario,,3B,15,WAS,BAL,4.16,Bradish,0.300,0%,R,S,0.322,1%,0.163,3%,3,4,0,2%,-2%,0%,9.0,7.5,7.5,0.7,14.4,7.0,4.7,2.6,1.7
Josh Jung,,3B,15,TEX,@KC,4.72,Singer,0.312,-2%,R,R,0.274,-4%,0.161,-4%,5,,0,2%,-2%,0%,7.5,8.3,8.3,1.9,14.8,7.5,5.0,7.1,4.7
Vinnie Pasquantino,,1B,15,KC,TEX,4.78,Perez,0.286,-7%,L,L,0.364,-5%,0.061,-24%,3,,0,1%,-2%,0%,8.5,7.7,7.7,1.1,14.4,8.3,5.5,7.1,4.7
George Springer,,OF,15,TOR,@HOU,4.50,Garcia,0.270,-11%,R,R,0.357,-1%,0.231,0%,1,1,0,-2%,2%,1%,8.4,7.8,7.8,0.7,14.8,8.6,5.7,0.0,0.0
Alex Bregman,,3B,15,HOU,TOR,4.50,Berrios,0.281,-9%,R,R,0.360,-2%,0.197,-5%,2,2,0,-1%,1%,1%,9.7,7.3,7.3,0.7,14.0,8.0,5.3,4.5,3.0
Jeremy Pena,,SS,15,HOU,TOR,4.50,Berrios,0.281,-9%,R,R,0.284,-7%,0.151,-12%,6,6,0,-1%,2%,1%,8.3,8.1,8.1,0.8,15.3,6.6,4.4,26.7,17.8
