Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna,1,OF,4600,ATL,MIA,4.75,Garrett,0.354,7%,L,R,0.371,-1%,0.219,1%,1,,0,2%,-7%,0%,15.5,16.5,16.5,7.3,25.7,13.5,2.9,6.5,1.4
Max Muncy,,3B,4400,LAD,@PIT,4.18,Keller,0.351,6%,R,L,0.355,-1%,0.248,0%,x,x,-,0%,0%,0%,16.4,16.2,16.2,-0.4,32.9,0.0,0.0,0.0,0.0
Randy Arozarena,0,OF,4400,TB,@CWS,3.87,Cease,0.266,-12%,R,R,0.331,-6%,0.164,-16%,3,3,0,7%,-4%,-2%,14.0,14.6,14.6,3.8,25.5,10.8,2.5,6.2,1.4
Patrick Wisdom,,3B/OF,4300,CHC,SD,3.76,Lugo,0.310,-4%,R,R,0.321,-4%,0.241,-7%,x,x,-,0%,0%,0%,15.4,14.1,14.1,-0.1,28.2,0.0,0.0,0.0,0.0
Mike Trout,1,OF,4200,LAA,OAK,5.36,Sears,0.322,1%,L,R,0.403,-3%,0.259,-14%,2,2,0,2%,-2%,0%,13.0,13.4,13.4,2.7,24.0,13.7,3.3,3.0,0.7
Peter Alonso,2,1B,4200,NYM,WAS,5.08,Williams,0.312,-2%,R,R,0.362,-1%,0.240,-9%,4,4,0,-5%,-8%,1%,11.1,13.4,13.4,-0.2,27.1,11.9,2.8,22.4,5.3
Matt Olson,1,1B,4100,ATL,MIA,4.75,Garrett,0.290,-3%,L,L,0.346,-3%,0.248,-2%,2,,0,-1%,-9%,0%,10.9,14.0,14.0,1.8,26.2,11.0,2.7,6.5,1.6
Fernando Tatis Jr.,,OF/SS,4100,SD,@CHC,4.74,Wesneski,0.297,-3%,R,R,0.398,-1%,0.325,5%,2,,-1,1%,-4%,0%,8.9,8.9,8.9,-0.8,18.6,14.1,3.4,3.0,0.7
Marcus Semien,0,2B,4100,TEX,NYY,3.47,Cole,0.275,-10%,R,R,0.350,1%,0.240,6%,1,1,0,-1%,-5%,0%,20.1,14.3,14.3,2.8,25.7,10.1,2.5,12.2,3.0
Adolis Garcia,,OF,4000,TEX,NYY,3.47,Cole,0.275,-10%,R,R,0.332,3%,0.221,4%,4,4,0,-1%,-5%,0%,18.7,14.9,14.9,-5.0,34.8,9.6,2.4,3.0,0.8
Josh Lowe,1,OF,4000,TB,@CWS,3.87,Cease,0.304,-4%,R,L,0.358,6%,0.204,10%,6,6,0,6%,-4%,-3%,16.6,15.3,15.3,4.6,25.9,9.1,2.3,15.7,3.9
Bryan Reynolds,,OF,3900,PIT,LAD,3.32,Urias,0.270,-11%,L,S,0.339,-6%,0.166,-20%,2,,0,-2%,-5%,0%,8.1,13.1,13.1,-1.0,27.2,9.4,2.4,21.7,5.6
Nico Hoerner,,2B,3900,CHC,SD,3.76,Lugo,0.310,-4%,R,R,0.330,1%,0.118,3%,1,,0,-1%,-2%,0%,16.6,14.6,14.6,4.1,25.0,10.1,2.6,6.2,1.6
Jorge Mateo,1,SS,3900,BAL,@DET,4.38,Wentz,0.315,1%,L,R,0.287,0%,0.158,2%,6,8,2,2%,-3%,0%,15.9,15.4,15.4,5.6,25.2,10.4,2.7,21.2,5.4
Julio E. Rodriguez,,OF,3800,SEA,@PHI,4.28,Strahm,0.286,-6%,L,R,,2%,,7%,1,,0,0%,0%,0%,11.9,12.4,12.4,3.4,21.5,11.2,2.9,0.0,0.0
Cody Bellinger,,OF,3800,CHC,SD,3.76,Lugo,0.295,-5%,R,L,0.293,-2%,0.193,0%,x,x,-,0%,0%,0%,17.6,14.2,14.2,5.1,23.4,0.0,0.0,0.0,0.0
Taylor Walls,1,SS,3800,TB,@CWS,3.87,Cease,0.304,-4%,R,L,0.262,-4%,0.124,3%,7,x,0,5%,-3%,-2%,16.2,14.2,14.2,-1.4,29.8,7.6,2.0,3.0,0.8
Aaron Judge,2,OF,3800,NYY,@TEX,4.53,Heaney,0.334,3%,L,R,0.413,-2%,0.309,-1%,2,2,0,-3%,-5%,0%,9.7,12.1,12.1,1.2,23.0,14.6,3.8,0.0,0.0
Thairo Estrada,,2B/SS,3800,SF,STL,4.70,Mikolas,0.306,-3%,R,R,0.328,0%,0.147,-4%,2,8,1,-1%,2%,0%,11.6,13.2,13.2,2.6,23.7,10.9,2.9,12.0,3.2
Francisco Lindor,2,SS,3800,NYM,WAS,5.08,Williams,0.343,5%,R,S,0.330,0%,0.180,0%,3,3,0,-5%,-6%,1%,8.7,11.9,11.9,-1.0,24.8,11.3,3.0,25.7,6.8
Xander Bogaerts,,SS,3700,SD,@CHC,4.74,Wesneski,0.297,-3%,R,R,0.365,-2%,0.181,-3%,4,,0,1%,-3%,0%,8.3,11.6,11.6,3.0,20.2,10.0,2.7,3.0,0.8
Brandon Lowe,2,2B,3700,TB,@CWS,3.87,Cease,0.304,-4%,R,L,0.366,4%,0.257,3%,4,4,-1,11%,-5%,-4%,6.8,12.7,12.7,-1.4,26.8,10.3,2.8,47.1,12.7
Wander Franco,1,SS,3700,TB,@CWS,3.87,Cease,0.304,-4%,R,L,0.319,-7%,0.152,-10%,2,2,0,5%,-4%,-2%,9.5,12.9,12.9,1.7,24.1,10.3,2.8,12.4,3.4
Jonah Heim,,C,3700,TEX,NYY,3.47,Cole,0.279,-9%,R,S,0.278,-6%,0.156,-10%,5,5,1,2%,-5%,0%,13.8,12.8,12.8,0.7,24.8,7.7,2.1,3.5,0.9
Hunter Renfroe,2,OF,3700,LAA,OAK,5.36,Sears,0.322,1%,L,R,0.371,6%,0.275,7%,5,5,0,2%,-2%,0%,14.4,13.4,13.4,0.2,26.7,11.2,3.0,9.7,2.6
Jarred Kelenic,,OF,3600,SEA,@PHI,4.28,Strahm,0.275,-10%,L,L,0.244,-10%,0.118,-27%,6,,0,9%,-8%,0%,11.5,12.8,12.8,2.8,22.9,8.2,2.3,3.0,0.8
Will Smith,,C,3600,LAD,@PIT,4.18,Keller,0.334,3%,R,R,0.365,3%,0.232,6%,x,x,-,0%,0%,0%,13.8,15.2,15.2,4.6,25.7,0.0,0.0,0.0,0.0
Mookie Betts,1,OF/2B,3600,LAD,@PIT,4.18,Keller,0.334,3%,R,R,0.360,0%,0.235,5%,1,,0,-3%,-4%,0%,8.1,10.7,10.7,0.0,21.3,12.2,3.4,6.2,1.7
Sean Murphy,1,C,3600,ATL,MIA,4.75,Garrett,0.354,7%,L,R,0.343,3%,0.213,10%,5,,-1,2%,-8%,0%,14.9,13.8,13.8,-0.6,28.3,9.8,2.7,6.2,1.7
Brandon Marsh,,OF,3600,PHI,SEA,4.22,Kirby,0.246,-13%,R,L,0.335,6%,0.169,13%,5,,1,0%,-6%,0%,12.7,12.8,12.8,2.7,23.0,8.1,2.3,0.0,0.0
Cedric Mullins,1,OF,3600,BAL,@DET,4.38,Wentz,0.315,1%,L,S,0.300,-12%,0.140,-23%,1,9,4,0%,-3%,0%,15.0,13.8,13.8,2.1,25.4,11.5,3.2,15.7,4.4
