Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nestor Cortes,0,P,47,NYY,MIN,62%,3.66,5.5,0.334,23.4%,4.46,26.6%,3.64,3.89,L,0.247,0.270,-1%,-1%,0%,18.6,18.6,18.6,15.9,21.4,19.4,4.1,24.7,5.3
Kodai Senga,1,P,45,NYM,@OAK,67%,3.25,7.5,0.309,24.7%,3.92,,,,R,,,2%,1%,0%,27.6,27.6,27.6,26.2,29.0,21.1,4.7,10.1,2.2
Drew Rasmussen,0,P,44,TB,@TOR,53%,4.33,5,0.341,22.2%,5.23,22.8%,3.71,3.52,R,0.253,0.271,-2%,0%,0%,37.2,37.2,37.2,33.0,41.3,15.5,3.5,0.2,0.0
Charlie Morton,,P,40,ATL,@KC,54%,4.29,6,0.311,22.5%,3.38,27.9%,3.58,3.51,R,0.304,0.288,0%,0%,0%,10.1,10.1,10.1,4.5,15.6,17.0,4.3,19.9,5.0
Luis Garcia,,P,40,HOU,TEX,59%,3.83,6,0.307,24.5%,5.58,25.1%,3.89,3.91,R,0.340,0.268,1%,0%,0%,5.9,5.9,5.9,3.1,8.8,18.4,4.6,11.8,3.0
Patrick Sandoval,,P,39,LAA,@BOS,51%,4.47,5,0.316,21.8%,5.46,23.8%,4.03,3.77,L,0.238,0.315,-3%,2%,0%,15.5,15.5,15.5,12.9,18.2,14.7,3.8,17.6,4.5
Brady Singer,,P,38,KC,ATL,46%,4.71,5.5,0.329,23.8%,4.85,23.0%,3.86,3.69,R,0.324,0.305,-1%,0%,0%,13.7,13.7,13.7,6.8,20.5,14.7,3.9,6.0,1.6
Tanner Houck,,P,36,BOS,LAA,49%,4.53,5,0.338,23.6%,5.42,26.6%,3.45,3.44,R,0.309,0.240,-2%,2%,0%,18.1,18.1,18.1,17.4,18.7,14.1,3.9,12.8,3.6
Justin Steele,,P,34,CHC,@LAD,41%,4.68,5,0.347,22.5%,6.08,24.3%,4.00,3.73,L,0.273,0.311,2%,3%,0%,24.6,24.6,24.6,16.4,32.8,14.6,4.3,33.4,9.8
Michael Wacha,1,P,34,SD,MIL,61%,3.71,5,0.322,25.3%,4.77,21.7%,4.04,3.97,R,0.297,0.334,2%,2%,0%,24.6,24.6,24.6,3.8,45.4,17.1,5.0,-5.8,-1.7
Cal Quantrill,,P,34,CLE,@WAS,60%,4.03,4,0.300,20.8%,3.69,17.8%,4.53,4.45,R,0.285,0.316,6%,1%,0%,5.4,5.4,5.4,2.0,8.8,13.8,4.1,10.8,3.2
Eric Lauer,,P,33,MIL,@SD,39%,4.79,4,0.343,19.9%,4.21,23.8%,4.17,4.19,L,0.287,0.306,5%,2%,0%,10.3,10.3,10.3,-5.7,26.4,13.6,4.1,23.7,7.2
Trevor Williams,,P,33,WAS,CLE,40%,4.97,3,0.328,17.7%,4.46,22.1%,3.95,3.99,R,0.344,0.314,4%,2%,0%,14.1,14.1,14.1,6.5,21.7,10.1,3.1,10.7,3.2
Martin Perez,,P,32,TEX,@HOU,41%,4.67,3.5,0.351,19.2%,5.08,20.2%,4.23,4.03,L,0.282,0.327,5%,0%,0%,19.8,19.8,19.8,15.1,24.5,14.1,4.4,14.9,4.7
Austin Gomber,,P,30,COL,@SEA,39%,4.77,4,0.337,24.6%,4.54,20.4%,4.26,4.21,L,0.283,0.350,14%,3%,0%,11.2,11.2,11.2,5.0,17.3,12.8,4.3,-4.0,-1.3
James Kaprielian,,P,29,OAK,NYM,33%,4.75,3.5,0.334,19.0%,3.92,20.5%,4.65,4.86,R,0.347,0.306,4%,4%,0%,4.0,4.0,4.0,0.0,8.1,11.1,3.8,-2.9,-1.0
Noah Syndergaard,,P,29,LAD,CHC,59%,3.82,4.5,0.313,25.2%,5.55,17.0%,4.35,4.27,R,0.333,0.307,1%,4%,0%,9.7,9.7,9.7,-11.1,30.5,15.4,5.3,22.8,7.9
Johan Oviedo,,P,29,PIT,@STL,40%,4.99,4,0.334,21.2%,4.31,19.7%,4.73,4.70,R,0.323,0.307,3%,1%,0%,17.3,17.3,17.3,-0.1,34.6,12.2,4.2,32.7,11.3
Tyler Wells,,P,29,BAL,@CWS,53%,4.33,4,0.320,21.5%,4.62,21.7%,4.07,4.42,R,0.232,0.314,1%,-1%,0%,16.6,16.6,16.6,16.6,16.6,13.1,4.5,10.6,3.7
Mike Clevinger,,P,29,CWS,BAL,47%,4.67,4,0.334,20.3%,5.69,18.7%,4.58,4.87,R,0.316,0.314,0%,-2%,0%,16.4,16.4,16.4,0.3,32.5,12.8,4.4,22.6,7.8
Jake Woodford,,P,26,STL,PIT,60%,4.01,1,0.314,24.2%,4.31,15.6%,4.69,4.75,R,0.332,0.293,1%,1%,0%,4.4,4.4,4.4,-4.7,13.5,11.6,4.5,13.9,5.3
Jose Berrios,,P,25,TOR,TB,47%,4.67,5,0.322,22.3%,7.77,23.1%,3.87,3.86,R,0.350,0.283,0%,0%,0%,6.4,6.4,6.4,4.6,8.2,14.0,5.6,25.4,10.2
