Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacob deGrom,,P,60,TEX,OAK,76%,2.63,8,0.310,22.9%,3.48,43.5%,1.73,1.65,R,0.225,0.204,0%,0%,0%,24.4,24.4,24.4,12.3,36.6,26.8,4.5,39.3,6.5
Yu Darvish,,P,50,SD,@ARI,59%,4.08,6.5,0.311,22.9%,4.77,27.2%,3.46,3.68,R,0.271,0.284,-10%,-2%,0%,20.1,20.1,20.1,4.9,35.3,17.9,3.6,22.7,4.5
Clayton Kershaw,,P,48,LAD,@CHC,56%,3.48,5.5,0.327,19.5%,5.90,28.5%,3.06,2.87,L,0.235,0.268,0%,5%,0%,25.9,25.9,25.9,11.7,40.0,21.5,4.5,28.4,5.9
Cristian Javier,,P,48,HOU,@ATL,44%,4.25,6.5,0.329,24.0%,4.95,31.2%,3.51,3.92,R,0.300,0.249,-4%,3%,-1%,17.7,17.7,17.7,10.1,25.2,18.2,3.8,31.5,6.6
Corbin Burnes,,P,48,MIL,BOS,61%,3.52,6.5,0.324,22.1%,5.45,32.0%,2.86,2.70,R,0.257,0.250,0%,0%,0%,15.6,15.6,15.6,-3.2,34.5,20.0,4.2,13.8,2.9
Kevin Gausman,,P,47,TOR,@NYY,55%,4.00,5.5,0.323,20.8%,4.38,28.8%,3.18,3.04,R,0.271,0.299,-1%,2%,0%,23.0,23.0,23.0,8.1,37.8,20.3,4.3,44.3,9.4
Zack Wheeler,,P,45,PHI,COL,73%,3.14,5.5,0.311,21.5%,3.77,28.0%,3.23,3.00,R,0.270,0.269,0%,1%,0%,15.5,15.5,15.5,10.6,20.4,21.8,4.8,31.7,7.0
Max Fried,,P,44,ATL,HOU,56%,3.75,4.5,0.345,20.3%,5.14,23.3%,3.52,3.27,L,0.269,0.265,-2%,3%,-1%,15.9,15.9,15.9,5.3,26.5,16.8,3.8,24.6,5.6
Hunter Greene,,P,43,CIN,@PIT,51%,3.71,7.5,0.303,25.0%,4.95,30.9%,3.34,3.64,R,0.306,0.339,2%,3%,0%,14.7,14.7,14.7,7.6,21.8,20.5,4.8,22.6,5.3
Jesus Luzardo,,P,43,MIA,@CLE,47%,3.86,5.5,0.319,19.4%,3.95,26.2%,3.99,3.94,L,0.300,0.326,-3%,4%,0%,22.0,22.0,22.0,12.4,31.6,17.3,4.0,8.9,2.1
