Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Scherzer,1,SP,10400,NYM,SD,54%,3.57,6,0.330,20.3%,5.00,32.0%,2.96,3.32,R,0.291,0.242,1%,2%,0%,9.9,9.9,9.9,-4.1,24.0,18.7,1.8,24.9,2.4
Sandy Alcantara,0,SP,10300,MIA,@PHI,56%,3.74,6.5,0.320,24.4%,3.33,23.4%,3.59,3.42,R,0.273,0.267,-1%,2%,0%,21.7,21.7,21.7,0.3,43.1,18.1,1.8,-7.6,-0.7
Framber Valdez,,SP,10000,HOU,@PIT,63%,3.43,5.5,0.332,22.0%,4.67,22.9%,3.36,3.19,L,0.274,0.280,0%,1%,0%,19.7,19.7,19.7,13.1,26.3,17.4,1.7,20.4,2.0
Luis Castillo,5,SP,9600,SEA,@CHC,57%,4.11,6.5,0.310,23.3%,5.25,25.4%,3.73,3.44,R,0.304,0.289,-1%,0%,-7%,25.6,25.6,25.6,24.6,26.7,17.5,1.8,14.7,1.5
Julio Urias,5,SP,9400,LAD,@SF,59%,3.37,6.5,0.322,26.2%,5.22,25.3%,3.62,3.73,L,0.251,0.265,1%,1%,0%,24.5,24.5,24.5,21.7,27.3,17.8,1.9,27.9,3.0
German Marquez,,SP,8500,COL,STL,44%,6.15,4.5,0.332,20.1%,4.00,21.2%,4.16,3.83,R,0.335,0.299,-7%,1%,0%,14.2,14.2,14.2,5.2,23.1,10.3,1.2,17.4,2.0
Nick Pivetta,,SP,8500,BOS,@TB,41%,4.67,4.5,0.318,21.1%,8.33,24.5%,4.19,4.29,R,0.343,0.314,7%,0%,0%,17.6,17.6,17.6,17.6,17.6,12.2,1.4,20.3,2.4
Yu Darvish,2,SP,8400,SD,@NYM,46%,3.93,5,0.333,19.3%,3.90,27.1%,3.47,3.70,R,0.269,0.290,1%,3%,-1%,9.8,9.8,9.8,9.8,9.8,15.6,1.9,9.5,1.1
Jalen Beeks,,RP,8200,TB,BOS,59%,3.83,1.5,0.323,,6.56,27.6%,3.20,3.30,L,,0.296,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,4.7,0.6,7.9,1.0
Andrew Heaney,2,SP,7900,TEX,KC,60%,3.76,5.5,0.317,21.2%,2.70,29.6%,3.38,3.70,L,0.318,0.340,-1%,0%,0%,-9.4,-9.4,-9.4,-9.4,-9.4,16.0,2.0,32.9,4.2
Drew Smyly,,SP,7800,CHC,SEA,42%,4.89,4,0.340,24.2%,4.30,20.7%,4.28,4.35,L,0.306,0.332,1%,1%,-11%,-3.3,-3.3,-3.3,-3.3,-3.3,11.8,1.5,21.5,2.8
Kyle Gibson,,SP,7800,BAL,OAK,64%,3.60,5,0.309,,3.00,20.2%,4.23,4.05,R,0.334,0.296,-1%,3%,0%,15.3,15.3,15.3,5.6,25.0,14.8,1.9,19.4,2.5
Wade Miley,,SP,7700,MIL,@ARI,43%,4.83,3.5,0.332,19.6%,5.00,17.9%,4.52,4.17,L,0.242,0.322,-16%,-6%,0%,19.9,19.9,19.9,19.9,19.9,9.7,1.3,6.5,0.8
Logan Webb,3,SP,7400,SF,LAD,41%,4.13,4.5,0.343,20.9%,6.00,23.6%,3.34,3.06,R,0.315,0.254,1%,1%,0%,15.9,15.9,15.9,1.7,30.1,15.0,2.0,13.3,1.8
Steven Matz,,SP,7300,STL,@COL,56%,5.35,4,0.335,19.4%,4.10,23.3%,3.89,3.73,L,0.321,0.325,-11%,1%,0%,11.4,11.4,11.4,11.4,11.4,11.6,1.6,2.2,0.3
Zac Gallen,9,SP,7100,ARI,MIL,56%,4.17,7,0.331,27.1%,5.33,26.5%,3.66,3.62,R,0.258,0.307,-3%,-2%,0%,7.9,7.9,7.9,6.2,9.6,16.9,2.4,39.3,5.5
Graham Ashcraft,0,SP,7000,CIN,@ATL,37%,4.88,4.5,0.322,23.8%,4.60,15.7%,4.19,4.06,R,0.246,0.386,-1%,4%,0%,26.8,26.8,26.8,26.8,26.8,10.9,1.6,18.1,2.6
Roansy Contreras,,SP,7000,PIT,HOU,37%,4.57,5,0.320,21.8%,4.70,20.8%,4.41,4.46,R,0.286,0.317,1%,1%,0%,16.4,16.4,16.4,16.4,16.4,11.8,1.7,-8.9,-1.3
Jose Suarez,1,SP,6900,LAA,WAS,70%,3.87,4.5,0.318,20.9%,4.00,21.4%,4.15,4.08,L,0.343,0.301,-2%,2%,0%,0.9,0.9,0.9,0.9,0.9,13.1,1.9,-1.6,-0.2
Bryce Elder,8,SP,6600,ATL,CIN,63%,3.62,5,0.318,26.7%,4.38,21.3%,4.35,4.19,R,,0.265,-2%,3%,0%,25.9,25.9,25.9,25.9,25.9,15.6,2.4,24.1,3.7
JP Sears,,RP,6200,OAK,@BAL,36%,4.90,4.5,0.311,23.9%,5.00,18.1%,4.49,4.57,L,,0.323,-4%,3%,0%,9.1,9.1,9.1,9.1,9.1,11.6,1.9,10.3,1.7
Zack Greinke,,SP,5800,KC,@TEX,40%,4.74,3.5,0.313,22.2%,5.22,15.1%,4.67,4.35,R,0.266,0.341,0%,0%,0%,13.3,13.3,13.3,11.2,15.3,9.8,1.7,7.1,1.2
Matt Strahm,,RP,5800,PHI,MIA,44%,4.26,1,0.328,20.8%,2.70,24.4%,3.54,4.10,L,,0.289,0%,2%,0%,13.8,13.8,13.8,13.8,13.8,10.0,1.7,24.3,4.2
Patrick Corbin,,SP,5400,WAS,@LAA,30%,6.13,3.5,0.344,20.7%,6.22,18.3%,4.49,4.27,L,0.317,0.390,-8%,4%,0%,2.1,2.1,2.1,1.2,3.0,8.9,1.6,7.3,1.4
