Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna,,OF,4600,ATL,@OAK,5.40,Blackburn,0.335,3%,R,R,0.377,0%,0.219,-2%,,1,,-10%,-2%,0%,11.7,16.1,16.1,6.1,26.1,13.3,2.9,0.0,0.0
Aaron Judge,,OF,4400,NYY,@SEA,3.73,Miller,,-1%,R,R,0.432,1%,0.325,2%,,2,,-2%,0%,0%,17.7,14.7,14.7,1.8,27.5,13.8,3.1,0.0,0.0
Yordan Alvarez,,OF,4400,HOU,MIN,4.09,Gray,0.278,-10%,R,L,0.401,-1%,0.292,0%,,3,,-1%,0%,0%,16.8,14.6,14.6,3.6,25.6,12.0,2.7,0.0,0.0
Will Smith,,C,4300,LAD,WAS,5.46,Williams,0.311,-2%,R,R,0.365,2%,0.224,4%,,3,,1%,-4%,0%,12.2,13.7,13.7,4.6,22.8,11.3,2.6,0.0,0.0
Freddie Freeman,,1B,4200,LAD,WAS,5.46,Williams,0.346,5%,R,L,0.403,6%,0.203,3%,,2,,-2%,-3%,0%,18.6,13.9,13.9,3.5,24.3,13.2,3.1,0.0,0.0
Marcus Semien,,2B,4200,TEX,@DET,4.74,Boyd,0.320,-1%,L,R,0.350,0%,0.204,-9%,,1,,2%,3%,0%,13.8,14.0,14.0,4.8,23.3,12.3,2.9,0.0,0.0
Adolis Garcia,,OF,4200,TEX,@DET,4.74,Boyd,0.320,-1%,L,R,0.309,-4%,0.205,-4%,,4,,1%,3%,0%,12.2,13.5,13.5,-3.6,30.6,10.9,2.6,0.0,0.0
Yandy Diaz,,1B/3B,4100,TB,@CHC,4.47,Stroman,0.280,-9%,R,R,0.358,-2%,0.135,-15%,,1,,2%,0%,-7%,16.0,13.8,13.8,1.6,26.0,9.7,2.4,0.0,0.0
Christopher Morel,,OF/3B,4100,CHC,TB,4.03,Bradley,,-1%,R,R,0.359,4%,0.261,8%,,6,,-1%,-1%,-8%,14.3,16.2,16.2,4.5,27.9,9.6,2.3,0.0,0.0
Wander Franco,,SS,4000,TB,@CHC,4.47,Stroman,0.288,-7%,R,L,0.320,-7%,0.152,-8%,,2,,1%,0%,-6%,14.0,13.4,13.4,2.3,24.5,9.8,2.5,0.0,0.0
Randy Arozarena,,OF,4000,TB,@CHC,4.47,Stroman,0.280,-9%,R,R,0.334,-6%,0.165,-16%,,4,,3%,0%,-7%,11.4,13.5,13.5,2.7,24.2,9.8,2.5,0.0,0.0
Josh Lowe,,OF,4000,TB,@CHC,4.47,Stroman,0.288,-7%,R,L,0.366,6%,0.227,12%,,6,,0%,0%,-6%,15.6,15.5,15.5,3.7,27.2,9.4,2.4,0.0,0.0
Corey Seager,,SS,4000,TEX,@DET,4.74,Boyd,0.245,-12%,L,L,0.338,-4%,0.213,2%,,2,,-11%,3%,0%,15.6,13.4,13.4,1.8,25.1,9.1,2.3,0.0,0.0
Matt Olson,,1B,4000,ATL,@OAK,5.40,Blackburn,0.351,6%,R,L,0.368,3%,0.262,2%,,2,,-10%,-2%,0%,16.3,13.6,13.6,1.7,25.5,11.8,3.0,0.0,0.0
Mookie Betts,,OF/2B,3900,LAD,WAS,5.46,Williams,0.311,-2%,R,R,0.360,-1%,0.237,3%,,1,,1%,-4%,0%,15.0,12.5,12.5,2.3,22.7,12.0,3.1,0.0,0.0
Paul Goldschmidt,,1B,3900,STL,KC,5.89,TBA,,%,,R,,%,,%,,2,,-3%,1%,0%,13.8,12.8,12.8,-0.2,25.9,11.8,3.0,0.0,0.0
