Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
James Outman,,OF,25,LAD,@PIT,4.18,Keller,0.351,6%,R,L,0.466,7%,0.395,17%,4,,0,7%,-5%,0%,10.6,11.0,11.0,-0.1,22.1,8.5,3.4,0.0,0.0
Max Muncy,,3B,25,LAD,@PIT,4.18,Keller,0.351,6%,R,L,0.355,-1%,0.248,0%,x,x,-,0%,0%,0%,12.7,12.2,12.2,0.2,24.2,0.0,0.0,0.0,0.0
Ronald Acuna Jr.,,OF,24,ATL,MIA,4.75,Garrett,0.354,7%,L,R,0.371,-1%,0.219,1%,1,,0,1%,-7%,0%,12.0,12.5,12.5,5.8,19.1,10.1,4.2,4.5,1.9
Mike Trout,,OF,24,LAA,OAK,5.36,Sears,0.322,1%,L,R,0.403,-3%,0.259,-14%,2,2,0,2%,-1%,0%,10.1,10.2,10.2,2.2,18.3,10.1,4.2,2.6,1.1
Jorge Mateo,,SS,22,BAL,@DET,4.38,Wentz,0.315,1%,L,R,0.287,0%,0.158,2%,6,8,2,2%,-3%,0%,11.7,11.2,11.2,4.2,18.3,7.8,3.5,15.5,7.0
Freddie Freeman,,1B,21,LAD,@PIT,4.18,Keller,0.351,6%,R,L,0.398,6%,0.199,5%,2,,0,8%,-4%,0%,9.3,8.6,8.6,0.8,16.5,9.4,4.5,2.6,1.2
Matt Olson,,1B,21,ATL,MIA,4.75,Garrett,0.290,-3%,L,L,0.346,-3%,0.248,-2%,2,,0,-2%,-9%,0%,8.2,10.5,10.5,1.6,19.4,8.3,4.0,4.5,2.1
Cedric Mullins,,OF,21,BAL,@DET,4.38,Wentz,0.315,1%,L,S,0.300,-12%,0.140,-23%,1,9,4,1%,-3%,0%,11.3,10.1,10.1,1.8,18.5,8.7,4.1,11.6,5.5
Brandon Nimmo,,OF,21,NYM,WAS,5.08,Williams,0.343,5%,R,L,0.364,0%,0.159,1%,1,1,0,-5%,-5%,1%,8.9,9.6,9.6,2.1,17.0,8.8,4.2,9.0,4.3
Xander Bogaerts,,SS,20,SD,@CHC,4.74,Wesneski,0.297,-3%,R,R,0.365,-2%,0.181,-3%,4,,0,1%,-3%,0%,6.5,8.9,8.9,2.6,15.1,7.4,3.7,2.6,1.3
Patrick Wisdom,,3B,20,CHC,SD,3.76,Lugo,0.310,-4%,R,R,0.321,-4%,0.241,-7%,x,x,-,0%,0%,0%,11.4,10.5,10.5,0.2,20.9,0.0,0.0,0.0,0.0
Nico Hoerner,,2B,20,CHC,SD,3.76,Lugo,0.310,-4%,R,R,0.330,1%,0.118,3%,1,,0,0%,-2%,0%,12.3,10.8,10.8,3.4,18.1,7.7,3.9,4.5,2.3
Sean Murphy,,C,20,ATL,MIA,4.75,Garrett,0.354,7%,L,R,0.343,3%,0.213,10%,5,,-1,2%,-8%,0%,11.3,10.5,10.5,-0.3,21.2,7.5,3.8,4.5,2.3
Brandon Marsh,,OF,20,PHI,SEA,4.22,Kirby,0.246,-13%,R,L,0.335,6%,0.169,13%,5,,1,0%,-5%,0%,9.8,9.9,9.9,2.4,17.5,6.2,3.1,0.0,0.0
Pete Alonso,0,1B,20,NYM,WAS,5.08,Williams,0.312,-2%,R,R,0.362,-1%,0.240,-9%,4,4,0,-4%,-8%,1%,8.1,10.0,10.0,0.1,19.9,8.7,4.3,15.4,7.7
Aaron Judge,,OF,20,NYY,@TEX,4.53,Heaney,0.334,3%,L,R,0.413,-2%,0.309,-1%,2,2,0,-2%,-5%,0%,7.2,9.1,9.1,0.9,17.3,10.9,5.5,0.0,0.0
Will Smith,,C,19,LAD,@PIT,4.18,Keller,0.334,3%,R,R,0.365,3%,0.232,6%,x,x,-,0%,0%,0%,10.3,11.2,11.2,3.8,18.6,0.0,0.0,0.0,0.0
Jorge Polanco,0,2B,19,MIN,KC,4.76,Greinke,0.276,-10%,R,S,0.358,5%,0.231,16%,3,3,1,1%,-4%,0%,11.7,11.7,11.7,4.6,18.9,8.2,4.3,2.6,1.4
