Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Gerrit Cole,,P,54,NYY,PHI,61%,2.84,8.5,0.313,24.5%,3.20,33.2%,2.83,2.82,R,0.282,0.280,0%,2%,1%,39.5,39.5,39.5,39.5,39.5,26.5,4.9,31.6,5.9
Shohei Ohtani,,P,52,LAA,@SEA,61%,3.09,7.5,0.320,23.1%,4.33,31.7%,3.11,3.05,R,0.296,0.236,3%,1%,0%,9.8,9.8,9.8,4.0,15.6,19.8,3.8,27.9,5.4
Cristian Javier,1,P,52,HOU,DET,69%,2.96,8.5,0.306,27.2%,3.20,32.0%,3.45,3.84,R,0.300,0.249,1%,0%,0%,12.9,12.9,12.9,12.9,12.9,23.1,4.4,25.5,4.9
Jacob deGrom,,P,51,TEX,BAL,63%,3.20,6.5,0.329,20.0%,6.40,44.0%,1.67,1.59,R,0.224,0.210,0%,2%,0%,9.6,9.6,9.6,9.6,9.6,22.7,4.5,38.4,7.5
Dylan Cease,,P,50,CWS,SF,55%,3.53,8,0.333,26.5%,4.75,31.3%,3.48,3.57,R,0.307,0.260,0%,1%,0%,34.3,34.3,34.3,34.3,34.3,21.6,4.3,27.6,5.5
Shane McClanahan,1,P,47,TB,@WAS,71%,3.21,6.5,0.321,21.9%,3.00,28.9%,3.17,2.87,L,0.297,0.267,1%,-1%,0%,29.5,29.5,29.5,29.5,29.5,21.6,4.6,21.9,4.7
Logan Webb,,P,44,SF,@CWS,45%,3.97,4.5,0.320,19.9%,3.80,23.7%,3.34,3.05,R,0.315,0.250,-1%,1%,0%,28.6,28.6,28.6,28.6,28.6,16.9,3.8,6.9,1.6
Corbin Burnes,,P,42,MIL,NYM,55%,3.77,5,0.345,17.7%,2.83,32.5%,2.80,2.65,R,0.259,0.244,0%,0%,0%,5.8,5.8,5.8,5.8,5.8,19.0,4.5,-2.0,-0.5
Alek Manoah,,P,41,TOR,@KC,64%,3.37,6,0.306,22.8%,2.80,24.5%,3.87,4.06,R,0.312,0.221,-1%,4%,0%,-3.9,-3.9,-3.9,-3.9,-3.9,18.7,4.6,29.6,7.2
Jesus Luzardo,,P,41,MIA,MIN,47%,3.60,6,0.336,22.7%,4.40,26.0%,4.05,3.99,L,0.296,0.327,1%,-1%,0%,25.6,25.6,25.6,25.6,25.6,19.2,4.7,33.6,8.2
