Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Matt Olson,0,1B,25,ATL,@KC,4.92,Greinke,0.274,-10%,R,L,0.365,2%,0.255,1%,2,,0,1%,-9%,0%,13.0,12.1,12.1,2.3,21.8,9.5,3.8,13.5,5.4
Pete Alonso,0,1B,24,NYM,@OAK,4.66,Sears,0.326,2%,L,R,0.369,1%,0.303,14%,4,4,0,-7%,-3%,0%,12.9,11.3,11.3,1.7,20.9,8.8,3.7,16.8,7.0
Yordan Alvarez,0,OF,24,HOU,TEX,4.65,Heaney,0.314,-2%,L,L,0.406,1%,0.283,-1%,3,3,0,0%,0%,-1%,11.3,12.2,12.2,5.2,19.1,9.6,4.0,2.6,1.1
Jose Ramirez,0,3B,24,CLE,@WAS,5.37,Corbin,0.390,15%,L,S,0.358,-4%,0.237,-7%,3,,0,0%,1%,2%,9.9,10.4,10.4,4.2,16.5,11.1,4.6,0.0,0.0
Ronald Acuna Jr.,0,OF,23,ATL,@KC,4.92,Greinke,0.337,3%,R,R,0.374,0%,0.215,-1%,1,,0,-2%,-8%,0%,11.9,12.8,12.8,5.2,20.4,10.6,4.6,13.9,6.0
Julio Rodriguez,0,OF,23,SEA,COL,5.04,Davis,,-1%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,9.9,10.1,10.1,3.8,16.5,8.9,3.9,0.0,0.0
Mike Trout,0,OF,22,LAA,@BOS,4.44,Whitlock,0.275,-10%,R,R,0.430,3%,0.355,13%,2,,0,10%,-5%,-2%,9.9,11.0,11.0,3.0,19.0,10.1,4.6,0.0,0.0
Bryan Reynolds,,OF,22,PIT,@STL,3.86,Mikolas,0.287,-8%,R,S,0.374,4%,0.233,12%,2,2,0,-11%,-9%,1%,10.7,11.7,11.7,-0.3,23.8,8.0,3.6,4.5,2.0
Jarred Kelenic,,OF,22,SEA,COL,5.04,Davis,,1%,R,L,0.303,8%,0.232,19%,6,6,0,-8%,0%,0%,12.1,10.2,10.2,2.3,18.1,7.5,3.4,11.3,5.1
Shohei Ohtani,0,OF,21,LAA,@BOS,4.44,Whitlock,0.295,-7%,R,L,0.387,3%,0.285,5%,3,,0,2%,-4%,-2%,13.9,13.0,13.0,3.6,22.4,9.7,4.6,0.0,0.0
Rafael Devers,,3B,21,BOS,LAA,4.56,Detmers,0.291,-6%,L,L,0.319,-12%,0.153,-34%,4,,-1,3%,-5%,-2%,12.0,12.1,12.1,2.1,22.1,8.0,3.8,0.0,0.0
Trayce Thompson,,OF,21,LAD,CHC,4.77,Smyly,0.329,2%,L,R,0.331,-1%,0.261,6%,5,6,0,2%,-4%,0%,10.2,10.2,10.2,-6.8,27.3,7.6,3.6,2.6,1.2
Kyle Tucker,0,OF,21,HOU,TEX,4.65,Heaney,0.314,-2%,L,L,0.340,-7%,0.250,4%,5,5,0,0%,0%,-1%,11.3,10.7,10.7,2.4,19.0,8.6,4.1,5.2,2.5
Kyle Schwarber,0,OF,21,PHI,@CIN,5.51,Cessa,0.305,-3%,R,L,0.390,9%,0.338,24%,3,,0,17%,-10%,0%,10.2,8.3,8.3,0.8,15.9,10.4,5.0,16.8,8.0
Aaron Judge,0,OF,21,NYY,MIN,3.88,Lopez,0.278,-10%,R,R,0.430,1%,0.318,0%,2,,0,1%,-2%,0%,10.1,10.4,10.4,2.3,18.4,9.6,4.6,4.5,2.1
Matt Chapman,,3B,21,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.353,6%,0.253,19%,4,,1,0%,-2%,0%,13.3,12.7,12.7,3.4,22.1,7.4,3.5,0.0,0.0
Will Smith,,C,20,LAD,CHC,4.77,Smyly,0.329,2%,L,R,0.334,-4%,0.190,-9%,x,x,-,0%,0%,0%,10.3,11.2,11.2,3.8,18.6,0.0,0.0,0.0,0.0
James Outman,,OF,20,LAD,CHC,4.77,Smyly,0.304,-4%,L,L,,-6%,,-16%,7,x,0,-2%,-3%,0%,10.4,10.8,10.8,2.1,19.6,6.8,3.4,2.6,1.3
