Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Gerrit Cole,5,SP,11200,NYY,@TEX,62%,3.47,9.5,0.297,25.0%,6.42,32.6%,2.90,2.90,R,0.279,0.275,0%,2%,0%,29.3,29.3,29.3,16.3,42.4,23.1,2.1,26.8,2.4
Shohei Ohtani,2,SP,11100,LAA,OAK,73%,3.14,8,0.307,24.1%,3.68,31.8%,3.16,3.11,R,0.288,0.235,-1%,0%,0%,11.4,12.3,12.3,1.9,22.6,20.2,1.8,22.0,2.0
Julio Urias,,SP,10000,LAD,@PIT,60%,3.32,5.5,0.316,23.3%,5.04,25.3%,3.63,3.73,L,0.261,0.270,0%,3%,0%,18.5,18.5,18.5,7.1,29.8,18.1,1.8,5.3,0.5
Shane McClanahan,5,SP,10000,TB,@CWS,60%,3.13,6.5,0.335,21.7%,3.84,29.2%,3.20,2.91,L,0.291,0.267,-1%,1%,0%,25.1,25.1,25.1,21.9,28.2,19.7,2.0,17.1,1.7
Mitch Keller,,SP,9200,PIT,LAD,40%,4.18,5,0.335,23.4%,5.20,20.3%,4.49,4.33,R,0.351,0.334,1%,3%,0%,17.5,17.5,17.5,9.8,25.1,13.7,1.5,29.9,3.3
Dylan Cease,2,SP,9200,CWS,TB,40%,3.87,6.5,0.316,23.1%,6.28,30.9%,3.55,3.63,R,0.304,0.266,0%,2%,0%,19.7,19.7,19.7,10.5,28.8,18.2,2.0,-3.6,-0.4
Logan Webb,1,SP,8600,SF,STL,60%,3.80,5.5,0.322,21.5%,4.44,23.7%,3.30,3.04,R,0.319,0.253,1%,-1%,0%,17.4,17.4,17.4,8.0,26.7,17.4,2.0,20.2,2.3
Andrew Heaney,1,SP,8400,TEX,NYY,38%,4.53,4,0.339,17.8%,4.32,29.5%,3.43,3.76,L,0.313,0.334,-1%,2%,0%,14.0,14.0,14.0,-3.5,31.4,15.3,1.8,15.3,1.8
Seth Lugo,,RP,8300,SD,@CHC,60%,3.76,5,0.315,21.8%,5.65,26.2%,3.37,3.52,R,0.295,0.310,-1%,2%,0%,18.3,18.3,18.3,8.7,27.8,15.1,1.8,4.5,0.5
George Kirby,,SP,8100,SEA,@PHI,51%,4.22,5.5,0.326,23.5%,4.52,23.7%,3.43,3.46,R,0.246,0.357,-1%,3%,0%,14.8,14.8,14.8,8.0,21.7,15.8,2.0,29.5,3.6
Tyler Mahle,6,SP,8000,MIN,KC,67%,3.24,6,0.294,23.8%,3.28,26.5%,3.82,3.85,R,0.260,0.353,0%,1%,0%,16.4,16.4,16.4,10.7,22.2,17.5,2.2,17.8,2.2
Kyle Gibson,1,SP,7400,BAL,@DET,59%,3.62,6,0.295,26.6%,3.04,20.3%,4.25,4.06,R,0.337,0.293,1%,2%,0%,17.2,17.2,17.2,3.9,30.5,15.8,2.1,3.8,0.5
Matt Strahm,,RP,7200,PHI,SEA,49%,4.28,1.5,0.337,24.5%,4.50,27.7%,3.34,3.75,L,0.275,0.286,0%,2%,0%,18.0,18.0,18.0,10.1,25.9,13.0,1.8,24.2,3.4
Braxton Garrett,,SP,6700,MIA,@ATL,39%,4.75,3.5,0.349,19.6%,5.20,22.4%,3.94,3.75,L,0.290,0.354,-7%,8%,0%,16.3,16.3,16.3,14.7,17.8,11.8,1.8,12.2,1.8
Kyle Wright,1,SP,6600,ATL,MIA,61%,3.75,4.5,0.318,20.9%,3.20,22.7%,3.70,3.58,R,0.334,0.274,-1%,3%,0%,6.6,6.6,6.6,-2.5,15.7,15.8,2.4,17.0,2.6
Joey Lucchesi,2,SP,6400,NYM,WAS,67%,3.42,5,0.321,21.9%,3.70,27.6%,3.64,3.76,L,,0.300,1%,2%,0%,34.2,34.2,34.2,34.2,34.2,16.1,2.5,7.8,1.2
Zack Greinke,,SP,5800,KC,@MIN,33%,4.76,3.5,0.329,24.1%,4.36,15.2%,4.65,4.34,R,0.276,0.336,3%,3%,0%,10.2,10.2,10.2,5.2,15.3,10.5,1.8,-5.8,-1.0
JP Sears,,RP,5700,OAK,@LAA,27%,5.36,5,0.325,25.2%,5.24,19.7%,4.33,4.57,L,,0.322,-6%,1%,0%,13.8,13.8,13.8,7.6,20.0,11.6,2.0,0.4,0.1
Miles Mikolas,,SP,5600,STL,@SF,40%,4.70,3.5,0.336,21.6%,4.62,18.6%,4.15,3.94,R,0.294,0.306,1%,-2%,0%,6.3,6.3,6.3,0.7,12.0,12.9,2.3,26.1,4.7
Trevor Williams,,SP,5500,WAS,@NYM,33%,5.08,3,0.346,19.2%,4.52,21.7%,4.01,4.05,R,0.343,0.312,1%,7%,-1%,11.9,11.9,11.9,7.3,16.5,10.0,1.8,4.7,0.9
Hayden Wesneski,,RP,5300,CHC,SD,40%,4.74,3.5,0.347,21.6%,3.73,21.2%,4.05,4.13,R,,0.297,1%,2%,0%,8.1,8.1,8.1,-6.9,23.0,11.1,2.1,16.3,3.1
Joey Wentz,,SP,5100,DET,BAL,41%,4.38,4,0.312,24.1%,5.21,19.6%,4.84,4.96,L,,0.315,0%,3%,0%,5.6,5.6,5.6,-6.9,18.1,11.5,2.3,17.8,3.5
