Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,,P,11400,LAD,@STL,57%,3.65,6.5,,,5.00,28.8%,3.06,2.88,L,0.237,0.270,1%,0%,0%,40.6,40.6,40.6,25.1,56.0,34.7,3.0,0.0,0.0
Framber Valdez,,P,11200,HOU,OAK,75%,3.04,6.5,,,3.74,23.6%,3.32,3.13,L,0.282,0.279,0%,0%,0%,41.0,39.8,39.8,26.1,53.5,40.0,3.6,0.0,0.0
Kevin Gausman,,P,11200,TOR,BAL,64%,3.61,6,0.326,20.8%,5.04,29.6%,3.10,2.94,R,0.270,0.296,0%,0%,0%,44.8,41.8,41.8,18.6,65.0,33.8,3.0,0.0,0.0
Shohei Ohtani,,P,10800,LAA,MIN,57%,3.65,7.5,,,4.72,31.8%,3.15,3.11,R,0.292,0.241,-1%,0%,0%,9.4,16.1,16.1,0.9,31.3,38.0,3.5,0.0,0.0
Freddy Peralta,,P,10700,MIL,@TB,44%,4.25,6,0.318,21.1%,6.09,30.3%,3.58,3.74,R,0.252,0.278,3%,0%,0%,33.0,34.4,34.4,17.1,51.7,30.9,2.9,0.0,0.0
George Kirby,,P,10000,SEA,@ATL,49%,4.82,5.5,0.333,22.4%,5.27,23.4%,3.45,3.42,R,0.255,0.331,-4%,1%,0%,42.8,36.6,36.6,23.7,49.5,30.7,3.1,0.0,0.0
Pablo Lopez,,P,10000,MIN,@LAA,42%,4.35,6,,,5.00,25.8%,3.58,3.49,R,0.312,0.289,-2%,0%,0%,28.0,35.6,35.6,21.0,50.1,31.4,3.1,0.0,0.0
Merrill Kelly,,P,9900,ARI,@PIT,53%,4.09,6.5,0.308,24.4%,4.44,21.6%,4.17,3.99,R,0.288,0.305,3%,0%,0%,40.2,34.3,34.3,19.9,48.7,35.7,3.6,0.0,0.0
Justin Steele,,P,9800,CHC,@PHI,47%,4.37,5,0.345,22.0%,4.36,23.7%,4.02,3.82,L,0.278,0.304,0%,1%,1%,31.4,36.2,36.2,27.8,44.7,29.1,3.0,0.0,0.0
Jesus Luzardo,,P,9600,MIA,@SF,46%,3.90,6.5,,,4.31,25.9%,4.02,4.04,L,0.297,0.333,1%,0%,0%,31.4,33.7,33.7,23.0,44.3,33.0,3.4,0.0,0.0
Andrew Heaney,,P,9400,TEX,COL,68%,3.59,6.5,,,4.46,29.4%,3.46,3.78,L,0.303,0.334,0%,1%,0%,31.6,28.6,28.6,9.8,47.4,34.1,3.6,0.0,0.0
Michael Wacha,,P,9200,SD,BOS,56%,4.14,4.5,,,5.61,21.7%,4.08,4.05,R,0.299,0.331,2%,1%,0%,31.8,29.5,29.5,6.7,52.3,25.4,2.8,0.0,0.0
Josiah Gray,,P,9200,WAS,DET,55%,4.03,7.5,0.298,26.8%,3.56,23.3%,4.44,4.71,R,0.369,0.319,1%,1%,0%,38.6,31.4,31.4,18.1,44.8,38.9,4.2,0.0,0.0
Jack Flaherty,,P,9000,STL,LAD,42%,4.35,5,,,5.43,24.2%,4.43,4.37,R,0.336,0.304,1%,1%,0%,26.2,25.7,25.7,4.6,46.7,25.3,2.8,0.0,0.0
Luis Severino,,P,9000,NYY,@CIN,54%,4.05,6.5,0.306,23.7%,4.31,28.1%,3.30,3.36,R,0.278,0.259,-2%,1%,0%,0.0,0.0,0.0,0.0,0.0,35.3,3.9,0.0,0.0
Hunter Greene,,P,8500,CIN,NYY,46%,4.45,6.5,0.300,19.9%,4.62,30.6%,3.41,3.70,R,0.304,0.358,-1%,1%,0%,29.0,27.6,27.6,16.1,39.0,32.2,3.8,0.0,0.0
Lance Lynn,,P,8400,CWS,KC,62%,3.90,6,,,3.89,26.1%,3.59,3.66,R,0.307,0.265,0%,0%,0%,29.0,27.0,27.0,10.8,43.2,34.4,4.1,0.0,0.0
Taijuan Walker,,P,8000,PHI,CHC,53%,4.13,4.5,0.320,26.2%,4.87,21.4%,4.28,4.19,R,0.314,0.302,0%,1%,1%,15.4,20.6,20.6,4.8,36.4,23.3,2.9,0.0,0.0
Dean Kremer,,P,7800,BAL,@TOR,36%,4.89,4,0.339,20.8%,4.59,17.7%,4.74,4.81,R,0.342,0.334,1%,1%,0%,28.8,23.8,23.8,8.4,39.2,23.4,3.0,0.0,0.0
Roansy Contreras,,P,7700,PIT,ARI,47%,4.41,5,,,5.09,19.9%,4.68,4.75,R,0.313,0.318,1%,1%,0%,28.2,24.9,24.9,7.4,42.3,26.0,3.4,0.0,0.0
Alex Wood,,P,7000,SF,MIA,54%,3.60,4.5,,,3.46,24.6%,3.60,3.52,L,0.256,0.326,1%,0%,0%,19.3,19.3,19.3,12.1,26.4,27.6,3.9,0.0,0.0
Jalen Beeks,,P,6800,TB,MIL,56%,3.75,1.5,0.321,26.2%,4.16,25.6%,3.53,3.63,L,0.299,0.283,1%,0%,0%,11.3,11.3,11.3,9.8,12.8,10.4,1.5,0.0,0.0
James Kaprielian,,P,6800,OAK,@HOU,25%,5.46,4.5,,,4.42,20.6%,4.69,4.92,R,0.351,0.310,0%,0%,0%,17.0,17.0,17.0,3.0,31.0,22.5,3.3,0.0,0.0
Corey Kluber,,P,6600,BOS,@SD,43%,4.86,4.5,,,3.80,21.0%,4.13,4.26,R,0.311,0.332,4%,0%,0%,20.2,18.6,18.6,9.0,28.3,26.0,3.9,0.0,0.0
Joey Wentz,,P,6200,DET,@WAS,45%,4.47,4.5,0.321,23.3%,4.07,19.3%,4.74,4.76,L,,0.329,3%,1%,0%,17.4,16.0,16.0,0.8,31.2,24.5,4.0,0.0,0.0
