Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Shane McClanahan,,SP,11400,TB,@CHC,63%,3.64,7,,,4.58,29.0%,3.28,2.99,L,0.290,0.270,0%,0%,0%,22.5,23.2,23.2,15.1,31.2,18.7,1.6,0.0,0.0
Joe Ryan,,SP,11100,MIN,@HOU,51%,4.20,5.5,0.341,21.0%,4.51,26.5%,3.69,4.01,R,0.269,0.279,2%,0%,0%,22.4,24.0,24.0,15.9,32.1,17.6,1.6,0.0,0.0
Zac Gallen,,SP,10700,ARI,COL,69%,3.34,6.5,,,4.64,27.0%,3.57,3.50,R,0.257,0.290,-3%,-1%,0%,14.4,21.7,21.7,6.1,37.3,20.2,1.9,0.0,0.0
Logan Gilbert,,SP,10200,SEA,NYY,56%,3.26,6.5,,,4.70,24.7%,3.72,3.79,R,0.265,0.316,2%,1%,0%,22.9,20.4,20.4,12.5,28.3,18.3,1.8,0.0,0.0
Kodai Senga,,SP,9700,NYM,PHI,59%,3.84,6.5,0.328,23.1%,4.28,28.6%,4.43,3.98,R,,,1%,1%,0%,18.0,17.8,17.8,9.4,26.2,18.2,1.9,0.0,0.0
Bryce Elder,,SP,9300,ATL,@OAK,69%,3.34,5,,,3.50,21.1%,4.07,3.86,R,0.294,0.289,5%,1%,0%,17.4,17.6,17.6,9.9,25.3,17.0,1.8,0.0,0.0
Lucas Giolito,,SP,9200,CWS,LAA,56%,4.19,6,,,4.82,26.2%,3.80,3.82,R,0.286,0.339,0%,0%,0%,17.0,16.0,16.0,5.1,27.0,17.1,1.9,0.0,0.0
Sandy Alcantara,2,SP,9100,MIA,SD,56%,3.96,6,0.334,22.3%,4.04,23.4%,3.64,3.47,R,0.280,0.272,1%,0%,0%,15.7,15.0,15.0,3.0,27.1,18.0,2.0,0.0,0.0
Nestor Cortes,,SP,8600,NYY,@SEA,44%,3.74,5.5,,,4.56,26.2%,3.75,4.04,L,0.254,0.282,4%,1%,0%,9.4,13.7,13.7,6.0,21.4,17.1,2.0,0.0,0.0
John Brebbia,,RP,8600,SF,PIT,56%,3.92,1.5,,,4.34,23.1%,3.69,4.23,R,0.305,0.321,1%,1%,0%,5.9,5.9,5.9,5.2,6.6,3.7,0.4,0.0,0.0
Yusei Kikuchi,,SP,8400,TOR,MIL,59%,4.07,5,,,4.04,25.0%,4.12,4.00,L,0.260,0.371,0%,0%,0%,7.9,13.6,13.6,2.6,24.7,14.9,1.8,0.0,0.0
Martin Perez,,SP,8100,TEX,@DET,54%,4.06,5,0.323,25.9%,3.75,19.5%,4.33,4.14,L,0.294,0.327,1%,-2%,0%,10.4,13.4,13.4,3.7,23.2,13.3,1.6,0.0,0.0
Tony Gonsolin,,SP,8000,LAD,WAS,74%,3.27,5,,,4.20,24.2%,4.13,4.12,R,0.242,0.272,1%,2%,0%,17.1,15.3,15.3,7.0,23.7,15.6,1.9,0.0,0.0
Miles Mikolas,,SP,7700,STL,KC,63%,3.85,5,0.316,25.1%,4.00,18.4%,4.19,3.98,R,0.293,0.297,1%,-1%,0%,15.5,12.3,12.3,3.7,20.9,13.1,1.7,0.0,0.0
Kyle Gibson,,SP,7500,BAL,CLE,56%,4.19,4.5,0.312,19.2%,3.45,19.7%,4.34,4.14,R,0.339,0.290,-1%,2%,0%,12.5,13.8,13.8,2.2,25.5,12.2,1.6,0.0,0.0
JP Sears,,RP,7300,OAK,ATL,31%,5.16,5,,,5.13,20.2%,4.33,4.67,L,,0.321,3%,2%,0%,14.8,13.0,13.0,5.4,20.6,11.6,1.6,0.0,0.0
Alex Faedo,,RP,7300,DET,TEX,46%,4.44,5,,,6.30,20.2%,4.51,4.62,R,0.339,0.330,0%,-4%,0%,16.8,16.8,16.8,5.7,27.9,11.5,1.6,0.0,0.0
Ben Lively,,RP,7100,CIN,@BOS,39%,5.35,4,0.327,20.1%,5.15,,,,R,,,-4%,4%,0%,24.1,24.1,24.1,22.5,25.8,11.3,1.6,0.0,0.0
Brayan Bello,,SP,7000,BOS,CIN,61%,4.15,5.5,0.324,23.4%,4.57,21.6%,3.96,3.76,R,0.356,0.350,-2%,2%,0%,19.1,14.5,14.5,6.4,22.7,13.9,2.0,0.0,0.0
Brandon Bielak,,RP,6800,HOU,MIN,49%,4.30,4.5,0.325,25.7%,4.57,21.0%,4.27,4.51,R,0.294,0.371,2%,0%,0%,11.9,11.9,11.9,0.7,23.1,13.4,2.0,0.0,0.0
Kyle Hendricks,,SP,6600,CHC,TB,37%,4.86,4,,,5.98,17.4%,4.63,4.58,R,0.351,0.306,1%,0%,0%,8.4,8.4,8.4,8.4,8.4,10.5,1.6,0.0,0.0
Kyle Freeland,,SP,6500,COL,@ARI,31%,5.16,4,,,5.02,18.3%,4.51,4.43,L,0.356,0.339,-11%,-4%,0%,13.3,12.4,12.4,-0.9,25.7,9.3,1.4,0.0,0.0
Johan Oviedo,,SP,6400,PIT,@SF,43%,4.58,4.5,,,4.67,19.7%,4.76,4.68,R,0.322,0.312,2%,1%,0%,6.5,12.4,12.4,-1.8,26.5,13.1,2.0,0.0,0.0
Adrian Houser,,RP,6300,MIL,@TOR,41%,4.93,3,0.338,21.3%,4.76,16.5%,4.81,4.40,R,0.364,0.270,0%,1%,0%,13.0,13.0,13.0,4.6,21.4,8.4,1.3,0.0,0.0
Ryan Weathers,,RP,6300,SD,@MIA,44%,4.54,3,0.331,19.5%,3.76,17.2%,4.91,4.89,L,0.301,0.361,1%,0%,0%,10.5,10.5,10.5,6.2,14.9,10.2,1.6,0.0,0.0
Cal Quantrill,,SP,6200,CLE,@BAL,44%,4.81,4,,,4.91,17.2%,4.64,4.56,R,0.290,0.311,-1%,3%,0%,10.7,8.9,8.9,-0.9,18.7,10.7,1.7,0.0,0.0
Zack Greinke,,SP,6100,KC,@STL,37%,5.15,3,0.327,20.1%,4.84,15.4%,4.61,4.32,R,0.282,0.329,7%,-1%,0%,14.2,10.6,10.6,3.3,17.8,8.5,1.4,0.0,0.0
Tyler Anderson,,SP,5700,LAA,@CWS,44%,4.81,4,,,4.27,18.5%,4.50,4.57,L,0.305,0.307,1%,0%,0%,12.1,8.7,8.7,-1.4,18.8,11.1,1.9,0.0,0.0
Jake Irvin,,SP,5300,WAS,@LAD,26%,5.73,3.5,,,5.53,,,,R,,,0%,5%,0%,8.5,8.5,8.5,-2.0,19.1,8.2,1.5,0.0,0.0
Ranger Suarez,,SP,5200,PHI,@NYM,41%,4.66,3,0.342,18.8%,4.50,21.9%,3.86,3.62,L,0.215,0.315,3%,2%,0%,4.5,4.5,4.5,0.3,8.8,11.2,2.2,0.0,0.0
