Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Marcus Stroman,,P,11000,CHC,@OAK,63%,3.22,5,0.314,,3.71,21.7%,3.83,3.51,R,0.291,0.277,2%,1%,0%,44.0,44.0,44.0,34.8,53.2,31.0,2.8,37.0,3.4
Spencer Strider,5,P,10800,ATL,@SD,56%,3.51,6.5,0.334,21.0%,3.94,38.0%,2.52,2.47,R,0.247,0.233,2%,1%,0%,40.3,40.3,40.3,27.6,53.0,37.2,3.4,55.0,5.1
Nick Lodolo,,P,10400,CIN,TB,47%,4.90,5,0.331,17.2%,6.76,30.6%,3.21,3.33,L,,0.338,-1%,2%,-1%,45.3,45.3,45.3,31.0,59.6,29.1,2.8,2.0,0.2
Clayton Kershaw,1,P,10000,LAD,NYM,57%,3.64,5,0.338,19.3%,4.88,28.3%,3.08,2.90,L,0.237,0.272,0%,2%,0%,34.7,34.7,34.7,17.7,51.7,31.0,3.1,58.0,5.8
Sonny Gray,,P,9800,MIN,@BOS,52%,4.17,5,0.324,22.1%,5.35,25.7%,3.81,3.69,R,0.275,0.301,-3%,2%,0%,40.3,40.3,40.3,21.5,59.2,26.2,2.7,33.0,3.4
Logan Gilbert,0,P,9700,SEA,MIL,59%,3.59,5.5,0.328,23.1%,4.94,24.1%,3.81,3.89,R,0.268,0.324,1%,0%,0%,36.3,36.3,36.3,22.5,50.2,31.4,3.2,30.0,3.1
Jordan Montgomery,1,P,9500,STL,ARI,60%,3.57,4.5,0.330,19.7%,4.41,23.1%,3.84,3.66,L,0.246,0.305,1%,1%,2%,37.0,37.0,37.0,18.0,56.0,30.5,3.2,-3.0,-0.3
Nathan Eovaldi,,P,9100,TEX,@KC,51%,4.44,5,0.310,22.6%,3.18,24.5%,3.56,3.43,R,0.295,0.321,-1%,0%,0%,25.7,25.7,25.7,19.0,32.3,26.9,3.0,37.0,4.1
Taj Bradley,,P,9000,TB,@CIN,53%,4.60,4,0.316,22.0%,5.12,,,,R,,,-5%,2%,-1%,36.0,36.0,36.0,36.0,36.0,22.6,2.5,49.0,5.4
Brad Keller,,P,8800,KC,TEX,49%,4.56,5,0.305,26.0%,5.50,18.3%,4.69,4.44,R,0.325,0.350,-1%,0%,0%,34.3,34.3,34.3,22.4,46.3,25.5,2.9,9.0,1.0
Alex Wood,,P,8500,SF,@MIA,48%,4.33,4.5,0.326,22.3%,3.12,24.7%,3.58,3.50,L,0.256,0.323,1%,0%,0%,22.0,22.0,22.0,12.1,31.9,25.2,3.0,13.0,1.5
Tylor Megill,,P,8400,NYM,@LAD,42%,4.36,5,0.323,21.7%,5.35,25.3%,3.83,3.83,R,0.401,0.243,0%,2%,0%,32.3,32.3,32.3,25.1,39.6,23.5,2.8,18.0,2.1
Lucas Giolito,,P,8200,CWS,PHI,56%,3.94,6,0.315,24.9%,4.69,26.4%,3.76,3.75,R,0.283,0.346,0%,2%,0%,22.3,22.3,22.3,1.9,42.7,31.4,3.8,49.0,6.0
Jose Urquidy,,P,8100,HOU,TOR,51%,4.47,3.5,0.339,20.0%,4.82,20.3%,4.24,4.37,R,0.268,0.324,1%,0%,0%,27.7,27.7,27.7,19.2,36.2,25.3,3.1,13.0,1.6
Drey Jameson,,P,7900,ARI,@STL,40%,4.43,4,0.329,22.8%,4.12,24.7%,3.60,3.41,R,,,5%,1%,2%,24.0,24.0,24.0,24.0,24.0,21.5,2.7,14.0,1.8
Colin Rea,,P,7800,MIL,@SEA,41%,4.41,4.5,0.319,23.5%,4.53,,,,R,,,3%,0%,0%,32.0,32.0,32.0,32.0,32.0,20.5,2.6,9.0,1.2
Chris Sale,0,P,7700,BOS,MIN,48%,4.33,5,0.333,21.1%,3.94,27.9%,3.53,3.41,L,,0.375,-1%,2%,0%,18.0,18.0,18.0,4.3,31.7,28.0,3.6,52.0,6.8
Josiah Gray,,P,7600,WAS,BAL,43%,4.85,5,0.326,21.1%,5.88,23.6%,4.38,4.72,R,0.386,0.324,2%,2%,0%,23.0,23.0,23.0,10.2,35.8,26.2,3.4,21.0,2.8
Peyton Battenfield,,P,7500,CLE,@DET,54%,4.05,5,0.299,27.9%,3.57,,,,R,,,1%,3%,0%,20.0,20.0,20.0,20.0,20.0,20.9,2.8,34.0,4.5
Blake Snell,0,P,7400,SD,ATL,44%,3.99,5.5,0.339,21.6%,5.24,31.0%,3.68,3.54,L,0.264,0.313,1%,1%,0%,19.0,19.0,19.0,5.9,32.1,32.1,4.3,24.0,3.2
Bailey Falter,,P,7300,PHI,@CWS,43%,4.56,4.5,0.339,25.3%,4.62,21.3%,3.83,4.05,L,0.294,0.342,-1%,2%,0%,16.0,16.0,16.0,11.6,20.4,22.8,3.1,25.0,3.4
Chris Bassitt,0,P,7200,TOR,@HOU,49%,4.53,4.5,0.319,21.9%,5.06,23.3%,3.88,3.91,R,0.309,0.274,1%,0%,0%,19.0,19.0,19.0,-12.2,50.2,27.3,3.8,44.0,6.1
Eduardo Rodriguez,,P,7100,DET,CLE,46%,4.45,5,0.314,,4.62,23.5%,4.04,3.88,L,0.349,0.320,0%,3%,0%,18.3,18.3,18.3,6.4,30.3,24.3,3.4,64.0,9.0
Edward Cabrera,,P,7000,MIA,SF,52%,4.17,5,0.336,22.6%,4.80,24.1%,4.73,4.63,R,0.284,0.352,1%,0%,0%,15.7,15.7,15.7,10.9,20.4,25.2,3.6,46.0,6.6
Vincent Velasquez,,P,6900,PIT,@COL,50%,6.48,4,0.322,21.5%,3.88,22.6%,4.52,4.86,R,0.362,0.334,-8%,1%,0%,18.7,18.7,18.7,-6.7,44.0,17.7,2.6,40.0,5.8
Ken Waldichuk,,P,6700,OAK,CHC,37%,4.28,4.5,0.327,22.2%,5.53,20.1%,4.41,4.69,L,,0.417,2%,2%,0%,10.3,10.3,10.3,-5.7,26.3,25.2,3.8,30.0,4.5
