Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Gerrit Cole,3,SP,10900,NYY,MIN,60%,3.12,7.5,0.322,22.7%,4.20,32.8%,2.88,2.87,R,0.282,0.278,0%,1%,0%,27.6,27.6,27.6,18.0,37.1,24.0,2.2,47.5,4.4
Sandy Alcantara,0,SP,10300,MIA,ARI,55%,3.30,6,0.306,22.5%,4.27,23.3%,3.61,3.42,R,0.275,0.271,1%,-2%,0%,11.9,11.9,11.9,-10.8,34.6,17.7,1.7,19.3,1.9
Shane Bieber,1,SP,10100,CLE,@WAS,67%,3.63,6,0.301,20.6%,3.67,27.3%,3.26,3.03,R,0.265,0.270,4%,0%,0%,18.0,18.0,18.0,16.2,19.8,18.2,1.8,8.9,0.9
Shane McClanahan,1,SP,9900,TB,@TOR,55%,4.01,5,0.345,18.7%,5.27,29.0%,3.21,2.90,L,0.291,0.269,-1%,1%,0%,24.8,24.8,24.8,20.7,28.8,16.6,1.7,23.9,2.4
Julio Urias,1,SP,9400,LAD,CHC,67%,3.23,5.5,0.331,22.6%,5.38,25.4%,3.61,3.73,L,0.252,0.265,1%,1%,0%,25.6,25.6,25.6,22.8,28.4,18.1,1.9,15.3,1.6
Dylan Cease,1,SP,9200,CWS,BAL,54%,3.57,6,0.329,20.7%,5.73,31.3%,3.50,3.59,R,0.304,0.261,0%,4%,0%,25.7,25.7,25.7,21.0,30.4,19.1,2.1,12.9,1.4
Luis Castillo,2,SP,9100,SEA,COL,73%,2.96,6,0.321,22.8%,4.20,25.4%,3.74,3.45,R,0.305,0.287,2%,0%,0%,22.0,22.0,22.0,15.6,28.3,19.8,2.2,36.5,4.0
Reid Detmers,0,SP,8600,LAA,@BOS,49%,4.56,5.5,0.318,21.8%,5.67,22.3%,4.29,4.44,L,0.291,0.321,-3%,3%,1%,12.4,12.4,12.4,6.8,17.9,12.9,1.5,19.5,2.3
Aaron Nola,3,SP,8400,PHI,@CIN,64%,3.99,6,0.310,21.8%,5.07,29.1%,3.06,3.08,R,0.276,0.293,-4%,3%,0%,8.9,8.9,8.9,3.4,14.4,18.4,2.2,16.7,2.0
Yu Darvish,,SP,8300,SD,MIL,62%,3.47,7,0.328,27.1%,5.07,26.9%,3.49,3.72,R,0.270,0.289,2%,2%,0%,9.7,9.7,9.7,9.4,9.9,19.6,2.4,34.2,4.1
Zac Gallen,1,SP,8000,ARI,@MIA,45%,3.70,6,0.320,21.6%,3.27,26.9%,3.62,3.57,R,0.258,0.302,6%,-1%,0%,18.4,18.4,18.4,0.2,36.6,17.0,2.1,31.2,3.9
Pablo Lopez,0,SP,7800,MIN,@NYY,40%,3.88,6,0.319,20.4%,4.80,25.7%,3.57,3.43,R,0.310,0.278,-2%,1%,0%,28.9,28.9,28.9,27.1,30.7,16.3,2.1,18.1,2.3
Alek Manoah,,SP,7600,TOR,TB,45%,4.49,5.5,0.310,23.0%,7.07,24.2%,3.97,4.16,R,0.311,0.221,0%,1%,0%,9.1,9.1,9.1,-6.1,24.3,15.0,2.0,-1.9,-0.3
Logan Webb,3,SP,7400,SF,@DET,63%,3.41,6.5,0.304,27.5%,3.57,23.6%,3.34,3.06,R,0.316,0.254,-1%,0%,0%,15.0,15.0,15.0,4.9,25.2,18.0,2.4,0.0,0.0
Kyle Wright,0,SP,7200,ATL,@KC,57%,4.08,5.5,0.315,21.8%,3.33,23.1%,3.65,3.54,R,0.331,0.276,0%,5%,0%,-1.3,-1.3,-1.3,-1.3,-1.3,14.5,2.0,16.6,2.3
Wade Miley,,SP,7200,MIL,@SD,38%,4.53,3,0.344,18.0%,4.44,17.8%,4.56,4.20,L,0.241,0.324,7%,3%,0%,13.2,13.2,13.2,3.7,22.7,10.9,1.5,33.4,4.6
Mitch Keller,0,SP,7000,PIT,@STL,42%,4.64,4.5,0.334,20.1%,4.13,20.5%,4.47,4.30,R,0.354,0.336,3%,7%,-1%,19.8,19.8,19.8,11.9,27.7,12.6,1.8,8.1,1.2
Drew Smyly,,SP,6900,CHC,@LAD,33%,4.77,4,0.343,24.5%,5.53,21.0%,4.25,4.32,L,0.304,0.329,2%,2%,0%,9.1,9.1,9.1,-8.4,26.6,11.0,1.6,17.1,2.5
Grayson Rodriguez,1,SP,6700,BAL,@CWS,46%,3.93,6,0.319,23.4%,4.67,,,,R,,,0%,4%,0%,10.0,10.0,10.0,4.0,16.0,15.6,2.3,14.4,2.1
