Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,0,P,10800,LAD,@ARI,68%,3.59,6,0.330,,3.00,28.9%,2.99,2.80,L,0.231,0.269,-5%,0%,0%,52.0,52.0,52.0,52.0,52.0,31.7,2.9,18.0,1.7
Brandon Woodruff,0,P,10500,MIL,STL,57%,3.90,6,0.335,21.5%,4.83,30.3%,3.17,3.07,R,0.248,0.284,0%,4%,1%,43.0,43.0,43.0,43.0,43.0,34.4,3.3,34.0,3.2
Marcus Stroman,,P,10300,CHC,TEX,53%,3.13,5,0.325,25.5%,6.00,21.6%,3.84,3.51,R,0.291,0.281,0%,3%,2%,52.0,52.0,52.0,52.0,52.0,31.3,3.0,46.0,4.5
Logan Gilbert,,P,10100,SEA,@CLE,48%,3.84,4.5,0.327,18.5%,5.43,23.9%,3.82,3.91,R,0.269,0.327,-3%,5%,1%,40.0,40.0,40.0,40.0,40.0,25.3,2.5,21.0,2.1
Zack Wheeler,,P,9900,PHI,CIN,63%,3.19,6.5,0.327,25.2%,5.00,28.2%,3.17,2.92,R,0.268,0.267,0%,2%,1%,22.0,22.0,22.0,22.0,22.0,35.9,3.6,25.0,2.5
Tylor Megill,,P,9700,NYM,MIA,60%,3.54,5,0.321,21.5%,2.14,26.1%,3.69,3.67,R,0.405,0.248,1%,2%,0%,36.0,36.0,36.0,36.0,36.0,29.4,3.0,37.0,3.8
Aaron Civale,,P,9500,CLE,SEA,52%,3.66,5.5,0.317,25.1%,4.14,21.6%,4.03,4.02,R,0.286,0.325,-1%,4%,1%,40.0,40.0,40.0,40.0,40.0,27.9,2.9,20.0,2.1
Nathan Eovaldi,,P,9300,TEX,@CHC,47%,3.37,5.5,0.314,24.1%,5.60,24.4%,3.58,3.48,R,0.289,0.322,1%,3%,2%,30.0,30.0,30.0,30.0,30.0,28.4,3.1,29.0,3.1
Lucas Giolito,,P,9100,CWS,@PIT,54%,4.05,6.5,0.317,24.5%,3.83,26.6%,3.74,3.72,R,0.279,0.342,1%,2%,0%,27.0,27.0,27.0,27.0,27.0,30.0,3.3,0.0,0.0
Jack Flaherty,,P,9000,STL,@MIL,42%,4.60,4.5,0.334,24.6%,6.33,23.9%,4.41,4.42,R,0.305,0.312,-2%,5%,1%,33.0,33.0,33.0,33.0,33.0,26.5,2.9,18.0,2.0
Zach Eflin,1,P,8800,TB,OAK,71%,2.87,5,0.310,23.4%,3.67,21.8%,3.78,3.68,R,0.336,0.298,1%,0%,0%,33.0,33.0,33.0,33.0,33.0,27.6,3.1,40.0,4.5
Patrick Sandoval,,P,8600,LAA,TOR,56%,4.19,4,0.344,18.9%,4.71,24.2%,4.00,3.74,L,0.236,0.316,-1%,2%,0%,24.0,24.0,24.0,24.0,24.0,26.2,3.0,25.0,2.9
Jose Urquidy,,P,8500,HOU,@MIN,45%,3.94,5,0.321,23.8%,4.00,20.4%,4.20,4.33,R,0.269,0.325,0%,4%,0%,18.0,18.0,18.0,18.0,18.0,26.5,3.1,31.0,3.6
Hunter Greene,2,P,8300,CIN,@PHI,37%,4.31,7.5,0.324,24.0%,3.00,31.3%,3.31,3.60,R,0.313,0.332,2%,2%,1%,25.0,25.0,25.0,25.0,25.0,31.7,3.8,23.0,2.8
