Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,,OF,6500,NYY,PHI,3.66,Nola,0.293,-6%,R,R,0.430,1%,0.317,0%,2,,0,1%,-9%,-9%,11.0,11.0,11.0,4.4,17.6,8.8,1.4,12.0,1.8
Ronald Acuna Jr.,2,OF,6300,ATL,@STL,4.42,Mikolas,0.302,-4%,R,R,0.370,0%,0.220,-1%,1,,0,-7%,-6%,1%,14.8,14.8,14.8,5.8,23.8,9.5,1.5,10.0,1.6
Byron Buxton,2,OF,6200,MIN,@MIA,3.60,Luzardo,0.327,1%,L,R,0.388,2%,0.295,1%,1,,2,-3%,3%,-4%,9.3,9.3,9.3,5.1,13.4,9.1,1.5,3.0,0.5
Rafael Devers,3,3B,6100,BOS,PIT,4.69,Keller,0.356,7%,R,L,0.395,10%,0.293,30%,2,,0,3%,-10%,-3%,10.2,10.2,10.2,3.8,16.6,9.6,1.6,0.0,0.0
Yordan Alvarez,6,OF,6000,HOU,DET,4.54,Rodriguez,0.343,-1%,L,L,0.405,1%,0.280,-2%,3,,0,0%,0%,1%,13.8,13.8,13.8,7.2,20.4,9.7,1.6,7.0,1.2
Jose Ramirez,0,3B,6000,CLE,@OAK,4.19,Muller,0.297,-2%,L,S,0.359,-3%,0.238,-7%,3,3,0,-8%,-3%,0%,10.8,10.8,10.8,1.8,19.8,9.3,1.6,9.0,1.5
Trea Turner,,SS,5900,PHI,@NYY,2.84,Cole,0.280,-9%,R,R,0.349,-6%,0.157,-17%,1,,0,-1%,-7%,-5%,10.8,10.8,10.8,7.2,14.4,7.4,1.3,3.0,0.5
Bryce Harper,,OF,5900,PHI,@NYY,2.84,Cole,0.282,-9%,R,L,0.432,7%,0.324,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Trout,2,OF,5900,LAA,@SEA,3.91,Flexen,0.341,4%,R,R,0.427,2%,0.355,12%,2,2,0,-3%,-7%,0%,11.4,11.4,11.4,2.1,20.7,9.6,1.6,9.0,1.5
Pete Alonso,2,1B,5800,NYM,@MIL,3.77,Burnes,0.244,-17%,R,R,0.362,0%,0.238,-8%,4,,0,7%,0%,0%,6.3,6.3,6.3,-1.4,14.1,7.8,1.3,32.0,5.5
Cedric Mullins,1,OF,5700,BAL,@TEX,3.20,deGrom,0.224,-21%,R,S,0.362,7%,0.208,12%,1,1,1,1%,-5%,0%,17.6,17.6,17.6,9.6,25.6,8.1,1.4,0.0,0.0
Carlos Correa,1,SS,5700,MIN,@MIA,3.60,Luzardo,0.327,1%,L,R,0.380,5%,0.190,1%,2,,0,-2%,2%,-3%,5.4,5.4,5.4,0.5,10.3,7.7,1.4,2.0,0.4
