Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,0,OF,24,NYY,@BAL,4.42,Irvin,0.317,-1%,L,R,0.419,-1%,0.318,1%,2,2,0,5%,-12%,0%,10.3,10.3,10.3,5.0,15.7,10.7,4.5,9.7,4.0
Mike Trout,0,OF,24,LAA,TOR,5.01,Berrios,0.281,-9%,R,R,0.428,2%,0.356,12%,2,2,0,2%,-4%,0%,12.3,12.3,12.3,4.3,20.3,9.8,4.1,22.5,9.4
Wander Franco,0,SS,24,TB,OAK,4.64,Fujinami,,1%,R,L,0.323,-6%,0.149,-11%,4,4,-1,-2%,0%,0%,14.4,14.4,14.4,6.8,22.0,8.0,3.3,4.5,1.9
Julio Rodriguez,0,OF,23,SEA,@CLE,4.01,Quantrill,0.315,-1%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,11.9,11.9,11.9,4.7,19.1,8.1,3.5,7.1,3.1
Xander Bogaerts,,SS,23,SD,@ATL,4.08,Morton,0.288,-7%,R,R,0.360,-3%,0.181,-5%,4,4,-1,8%,-11%,0%,12.0,12.0,12.0,4.9,19.1,7.3,3.2,7.8,3.4
Ronald Acuna Jr.,0,OF,23,ATL,SD,4.92,Wacha,0.339,4%,R,R,0.368,0%,0.217,-1%,1,1,0,1%,-11%,0%,13.2,13.2,13.2,5.8,20.6,10.1,4.4,0.0,0.0
Pete Alonso,0,1B,23,NYM,MIA,4.53,Rogers,0.317,-1%,L,R,0.363,0%,0.298,13%,4,4,0,-4%,-9%,0%,11.4,11.4,11.4,-0.2,22.9,8.5,3.7,18.7,8.1
Bryan Reynolds,0,OF,23,PIT,CWS,4.15,Clevinger,0.312,-2%,R,S,0.378,4%,0.239,12%,2,2,0,2%,-6%,0%,19.2,19.2,19.2,6.2,32.2,8.7,3.8,10.6,4.6
Shohei Ohtani,0,OF,22,LAA,TOR,5.01,Berrios,0.349,6%,R,L,0.389,4%,0.289,6%,3,3,0,5%,-4%,0%,12.1,12.1,12.1,3.7,20.5,10.3,4.7,9.7,4.4
Jose Ramirez,0,3B,22,CLE,SEA,4.49,Gonzales,0.339,4%,L,S,0.359,-3%,0.237,-7%,3,3,0,-1%,-8%,-3%,9.8,9.8,9.8,2.4,17.1,9.3,4.2,7.1,3.2
Rafael Devers,,3B,22,BOS,@DET,4.31,Wentz,,-4%,L,L,0.317,-12%,0.144,-37%,2,2,0,-14%,-7%,0%,10.4,10.4,10.4,1.8,19.0,7.7,3.5,34.1,15.5
Trea Turner,0,SS,22,PHI,CIN,4.28,Lodolo,0.344,5%,L,R,0.411,11%,0.250,32%,1,1,0,2%,-8%,0%,8.9,8.9,8.9,4.8,13.0,9.4,4.3,2.6,1.2
Paul Goldschmidt,0,1B,21,STL,@MIL,4.97,Lauer,0.302,-4%,L,R,0.463,14%,0.325,30%,3,3,0,5%,-6%,0%,9.8,9.8,9.8,3.2,16.3,9.9,4.7,7.1,3.4
Matt Olson,0,1B,21,ATL,SD,4.92,Wacha,0.298,-5%,R,L,0.364,2%,0.253,0%,2,2,0,-2%,-14%,0%,13.5,13.5,13.5,1.2,25.7,8.9,4.2,12.3,5.9
Freddie Freeman,0,1B,21,LAD,@ARI,5.20,Davies,0.311,-2%,R,L,0.402,6%,0.203,6%,2,2,0,5%,1%,0%,9.1,9.1,9.1,2.3,16.0,10.1,4.8,21.3,10.1
Will Smith,0,C,21,LAD,@ARI,5.20,Davies,0.349,6%,R,R,0.366,3%,0.236,6%,3,3,0,-3%,1%,0%,15.9,15.9,15.9,9.6,22.2,9.2,4.4,9.0,4.3
Gleyber Torres,,2B,20,NYY,@BAL,4.42,Irvin,0.317,-1%,L,R,0.356,8%,0.220,31%,5,3,-1,3%,-10%,0%,14.8,14.8,14.8,2.8,26.8,7.8,3.9,7.8,3.9
Taylor Ward,0,OF,20,LAA,TOR,5.01,Berrios,0.281,-9%,R,R,0.361,3%,0.216,17%,1,1,0,2%,-3%,0%,11.6,11.6,11.6,3.5,19.6,8.4,4.2,4.5,2.3
Masataka Yoshida,,OF,20,BOS,@DET,4.31,Wentz,,-4%,L,L,,-6%,,-16%,4,4,0,-12%,-6%,0%,10.3,10.3,10.3,1.3,19.3,6.8,3.4,11.6,5.8
Yandy Diaz,0,1B,20,TB,OAK,4.64,Fujinami,,-1%,R,R,0.341,-3%,0.114,-20%,1,1,0,-4%,0%,0%,11.8,11.8,11.8,-2.5,26.1,8.1,4.0,4.5,2.3
Randy Arozarena,0,OF,20,TB,OAK,4.64,Fujinami,,-1%,R,R,0.328,-6%,0.164,-15%,3,3,1,-4%,0%,0%,11.3,11.3,11.3,5.0,17.7,8.7,4.3,22.5,11.3
Austin Riley,0,3B,20,ATL,SD,4.92,Wacha,0.339,4%,R,R,0.373,-1%,0.236,-5%,3,3,0,1%,-14%,0%,10.4,10.4,10.4,5.0,15.8,8.7,4.3,0.0,0.0
Kyle Schwarber,,OF,20,PHI,CIN,4.28,Lodolo,,-1%,L,L,0.312,-13%,0.171,-37%,2,2,0,1%,-10%,0%,6.4,6.4,6.4,-1.1,13.8,7.8,3.9,0.0,0.0
