Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,3,RP,11900,ATL,@NYM,61%,3.31,8.5,,,4.52,38.5%,2.47,2.43,R,0.244,0.217,2%,2%,0%,30.0,30.0,30.0,18.6,41.4,20.9,1.8,0.0,0.0
Zack Wheeler,,SP,10700,PHI,@HOU,45%,3.98,5.5,0.319,22.7%,4.73,28.2%,3.22,2.99,R,0.269,0.269,2%,1%,0%,17.0,17.0,17.0,9.3,24.7,17.3,1.6,28.5,2.7
Kevin Gausman,3,SP,10500,TOR,SEA,71%,3.43,8,0.313,26.6%,4.23,29.1%,3.15,3.01,R,0.269,0.297,0%,0%,0%,24.4,24.4,24.4,9.9,39.0,21.1,2.0,37.5,3.6
Clayton Kershaw,3,SP,10500,LAD,STL,56%,3.67,6,0.349,21.8%,4.44,28.4%,3.07,2.88,L,0.234,0.266,1%,1%,0%,23.4,23.4,23.4,12.1,34.7,18.0,1.7,36.5,3.5
Cristian Javier,0,SP,9500,HOU,PHI,55%,3.52,7,0.326,23.9%,4.33,31.4%,3.49,3.89,R,0.298,0.251,1%,1%,0%,18.1,18.1,18.1,9.6,26.6,19.2,2.0,13.9,1.5
Corbin Burnes,4,SP,9500,MIL,LAA,56%,3.71,6.5,0.341,24.4%,5.19,31.8%,2.89,2.73,R,0.257,0.252,0%,3%,0%,13.2,13.2,13.2,-1.4,27.7,19.0,2.0,21.3,2.2
Hunter Greene,2,SP,9000,CIN,@OAK,57%,3.42,7,0.312,25.3%,3.93,30.7%,3.38,3.66,R,0.299,0.340,4%,0%,0%,14.8,14.8,14.8,8.4,21.2,19.3,2.1,25.9,2.9
Jordan Montgomery,,SP,9000,STL,@LAD,43%,4.33,5.5,0.334,24.6%,5.15,22.9%,3.85,3.68,L,0.244,0.308,0%,1%,0%,15.1,15.1,15.1,-0.1,30.4,14.1,1.6,22.8,2.5
Nathan Eovaldi,3,SP,8800,TEX,NYY,60%,3.78,5,0.302,19.8%,4.22,24.5%,3.57,3.45,R,0.291,0.325,-1%,2%,0%,15.3,15.3,15.3,10.7,19.8,15.7,1.8,43.5,4.9
Joe Musgrove,,SP,8700,SD,SF,63%,6.61,5.5,0.341,22.9%,4.44,26.0%,3.55,3.54,R,0.293,0.284,2%,0%,0%,17.1,17.1,17.1,17.1,17.1,12.8,1.5,-5.3,-0.6
Tylor Megill,1,SP,8600,NYM,ATL,39%,4.19,5,,,5.11,24.5%,3.96,3.98,R,0.396,0.259,1%,4%,0%,12.3,12.3,12.3,3.4,21.1,13.2,1.5,0.0,0.0
Reid Detmers,3,SP,8500,LAA,@MIL,43%,4.29,7,0.316,27.3%,4.65,22.6%,4.24,4.42,L,0.308,0.321,1%,4%,0%,14.9,14.9,14.9,10.3,19.5,16.0,1.9,9.6,1.1
Edward Cabrera,,SP,8000,MIA,CHC,54%,4.32,5.5,0.316,24.3%,5.48,24.7%,4.67,4.55,R,0.288,0.355,1%,-2%,0%,10.8,10.8,10.8,2.7,19.0,14.7,1.8,30.4,3.8
Matthew Boyd,,SP,7600,DET,BAL,41%,4.12,5.5,0.317,25.1%,5.28,20.9%,4.56,4.73,L,0.240,0.313,0%,2%,0%,12.6,12.6,12.6,5.3,20.0,14.0,1.8,1.3,0.2
Lance Lynn,0,SP,7600,CWS,TB,44%,4.81,6,0.312,25.0%,6.44,26.0%,3.62,3.71,R,0.300,0.270,0%,4%,0%,10.1,10.1,10.1,0.0,20.2,15.3,2.0,23.3,3.1
