Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,1,OF,4400,NYY,SF,4.48,Stripling,0.314,-2%,R,R,0.430,1%,0.316,-1%,2,,0,1%,-10%,0%,20.4,20.4,20.4,13.7,27.2,13.3,3.0,18.7,4.2
Shohei Ohtani,2,OF,4200,LAA,@OAK,4.13,Waldichuk,,-4%,L,L,0.356,-5%,0.246,-9%,3,3,0,-15%,-4%,0%,11.1,11.1,11.1,3.9,18.3,10.7,2.5,18.7,4.5
Ronald Acuna,1,OF,4100,ATL,@WAS,4.83,Gore,0.333,3%,L,R,0.369,1%,0.227,4%,1,,0,-2%,-8%,0%,15.3,15.3,15.3,10.6,20.1,13.3,3.2,9.2,2.2
Yordan Alvarez,,OF,4100,HOU,CWS,4.37,Clevinger,0.310,-2%,R,L,0.400,-1%,0.291,1%,x,x,-,0%,0%,0%,21.1,21.1,21.1,17.8,24.4,0.0,0.0,0.0,0.0
Julio E. Rodriguez,,OF,4000,SEA,CLE,4.11,Quantrill,0.312,-2%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,10.2,10.2,10.2,0.8,19.7,10.7,2.7,21.7,5.4
Jose Ramirez,,3B,4000,CLE,@SEA,3.89,Gonzales,0.337,3%,L,S,0.359,-3%,0.238,-7%,3,3,0,-3%,0%,0%,9.1,9.1,9.1,6.0,12.2,11.4,2.9,9.2,2.3
Vladimir Guerrero Jr.,,1B,4000,TOR,@STL,3.66,Montgomery,0.307,-3%,L,R,0.340,-9%,0.200,-16%,3,3,0,-7%,-6%,1%,15.8,15.8,15.8,10.7,21.0,10.8,2.7,6.0,1.5
Mookie Betts,2,OF,4000,LAD,ARI,4.87,Davies,0.350,6%,R,R,0.362,0%,0.241,5%,1,1,0,1%,-3%,0%,13.4,13.4,13.4,3.4,23.3,13.6,3.4,6.0,1.5
Trea Turner,,SS,4000,PHI,@TEX,4.05,Perez,0.326,1%,L,R,0.411,11%,0.252,32%,1,1,0,-4%,0%,0%,16.9,16.9,16.9,14.5,19.4,12.3,3.1,9.0,2.3
Kyle Tucker,0,OF,4000,HOU,CWS,4.37,Clevinger,0.310,-2%,R,L,0.376,4%,0.232,-3%,3,,2,-1%,0%,1%,17.8,17.8,17.8,3.0,32.6,13.8,3.5,6.0,1.5
