Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Drew Rasmussen,1,P,47,TB,OAK,72%,2.78,5,0.311,22.3%,3.38,22.5%,3.75,3.56,R,0.260,0.275,1%,0%,0%,34.2,34.2,34.2,34.2,34.2,17.1,3.6,40.1,8.5
Freddy Peralta,,P,46,MIL,STL,59%,4.05,5.5,0.328,20.7%,4.38,31.3%,3.46,3.66,R,0.244,0.262,0%,1%,0%,31.5,31.5,31.5,31.5,31.5,17.2,3.7,27.7,6.0
Nestor Cortes,,P,45,NYY,@BAL,56%,3.48,6.5,0.316,24.3%,5.25,26.6%,3.61,3.85,L,0.250,0.270,-1%,3%,0%,16.7,16.7,16.7,16.7,16.7,17.5,3.9,20.6,4.6
Jon Gray,,P,40,TEX,@CHC,49%,4.28,6,0.309,22.7%,5.71,25.1%,3.89,3.77,R,0.323,0.296,2%,1%,0%,23.6,23.6,23.6,23.6,23.6,17.1,4.3,16.9,4.2
Seth Lugo,,P,39,SD,@ATL,47%,4.67,5,0.327,23.4%,4.89,26.6%,3.26,3.50,R,0.294,0.304,-5%,4%,0%,33.4,33.4,33.4,33.4,33.4,15.3,3.9,21.9,5.6
Hunter Brown,,P,38,HOU,@MIN,53%,3.89,6,0.314,24.8%,4.50,,,,R,,,0%,1%,0%,7.9,7.9,7.9,7.9,7.9,17.5,4.6,34.5,9.1
Jameson Taillon,,P,37,CHC,TEX,51%,4.22,5,0.314,23.8%,4.88,21.7%,4.07,4.21,R,0.317,0.304,1%,1%,0%,2.8,2.8,2.8,2.8,2.8,13.8,3.7,16.7,4.5
Taijuan Walker,,P,37,PHI,CIN,63%,3.64,4.5,0.319,23.7%,4.14,21.4%,4.25,4.17,R,0.306,0.301,0%,4%,1%,8.7,8.7,8.7,8.7,8.7,15.6,4.2,12.8,3.5
George Kirby,,P,36,SEA,@CLE,55%,3.80,3.5,0.332,16.4%,4.78,24.4%,3.35,3.37,R,0.258,0.365,-5%,4%,2%,5.1,5.1,5.1,5.1,5.1,14.3,4.0,19.5,5.4
Tyler Mahle,,P,35,MIN,HOU,47%,4.11,5,0.328,20.5%,4.67,26.8%,3.80,3.81,R,0.264,0.349,1%,2%,0%,25.6,25.6,25.6,25.6,25.6,15.1,4.3,13.9,4.0
Carlos Carrasco,,P,32,NYM,MIA,56%,3.98,4.5,0.322,20.5%,2.22,22.8%,3.87,3.71,R,0.314,0.350,2%,4%,0%,2.8,2.8,2.8,2.8,2.8,16.5,5.2,-4.1,-1.3
Ryne Nelson,,P,32,ARI,LAD,45%,5.03,3.5,0.334,19.2%,6.00,,,,R,,,-7%,-1%,0%,6.9,6.9,6.9,6.9,6.9,11.9,3.7,16.6,5.2
Yusei Kikuchi,,P,31,TOR,@LAA,45%,5.29,4.5,0.349,21.8%,5.62,25.4%,4.12,3.96,L,0.250,0.369,-3%,1%,0%,17.4,17.4,17.4,17.4,17.4,11.0,3.5,4.0,1.3
Dylan Dodd,,P,31,ATL,SD,53%,4.33,3,0.337,17.9%,4.44,,,,L,,,-2%,5%,0%,17.6,17.6,17.6,17.6,17.6,11.3,3.6,-4.9,-1.6
Michael Grove,,P,31,LAD,@ARI,55%,4.47,4.5,0.305,22.6%,4.33,18.8%,4.56,4.82,R,,,-12%,-1%,0%,10.4,10.4,10.4,10.4,10.4,11.9,3.8,-11.7,-3.8
Reid Detmers,,P,30,LAA,TOR,55%,4.71,4.5,0.330,19.5%,4.67,22.4%,4.28,4.41,L,0.295,0.319,-2%,1%,0%,17.7,17.7,17.7,17.7,17.7,13.9,4.6,9.8,3.3
James Kaprielian,,P,30,OAK,@TB,28%,4.72,4.5,0.314,23.0%,8.00,20.5%,4.64,4.82,R,0.342,0.301,1%,0%,0%,6.9,6.9,6.9,6.9,6.9,12.9,4.3,1.2,0.4
Michael Kopech,,P,30,CWS,@PIT,45%,4.76,5,0.317,23.5%,5.12,26.5%,3.95,4.20,R,0.302,0.288,1%,3%,0%,0.1,0.1,0.1,0.1,0.1,16.4,5.5,21.5,7.2
Anthony DeSclafani,0,P,30,SF,KC,59%,3.82,4.5,0.303,23.2%,2.89,21.9%,4.07,3.93,R,0.336,0.273,1%,0%,0%,27.3,27.3,27.3,27.3,27.3,14.8,4.9,28.3,9.4
