Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Graham Ashcraft,1,P,10000,CIN,PHI,49%,4.79,5,0.319,24.0%,4.36,16.3%,4.17,4.04,R,0.243,0.388,-2%,0%,0%,41.5,41.5,41.5,35.1,47.9,25.0,2.5,40.0,4.0
Anthony DeSclafani,1,P,9900,SF,@DET,56%,4.14,6,0.302,28.0%,3.31,22.2%,4.04,3.90,R,0.331,0.270,-1%,-1%,0%,40.5,40.5,40.5,39.8,41.2,27.2,2.7,33.0,3.3
Freddy Peralta,0,P,9800,MIL,@SD,43%,4.04,5.5,0.333,20.3%,4.07,31.2%,3.49,3.67,R,0.245,0.261,2%,0%,0%,47.5,47.5,47.5,45.4,49.6,27.4,2.8,15.0,1.5
Bryce Elder,,P,9700,ATL,@KC,56%,3.97,5,0.300,22.5%,3.36,22.0%,4.22,4.05,R,0.289,0.274,0%,4%,0%,45.0,45.0,45.0,43.6,46.4,27.4,2.8,25.0,2.6
Jon Gray,,P,9600,TEX,@HOU,38%,4.53,5,0.327,20.7%,4.86,24.9%,3.92,3.80,R,0.326,0.293,1%,0%,0%,33.5,33.5,33.5,27.1,39.9,28.8,3.0,9.0,0.9
Tyler Mahle,,P,9500,MIN,@NYY,44%,4.55,6,0.326,24.4%,4.71,26.7%,3.80,3.81,R,0.263,0.352,-1%,0%,0%,31.5,31.5,31.5,20.9,42.1,27.4,2.9,22.0,2.3
George Kirby,,P,9400,SEA,COL,68%,3.17,5,0.323,22.5%,4.36,24.1%,3.39,3.41,R,0.256,0.362,1%,0%,0%,23.5,23.5,23.5,12.9,34.1,31.7,3.4,32.0,3.4
Seth Lugo,,P,9200,SD,MIL,56%,3.46,5,0.330,23.6%,5.21,26.3%,3.36,3.54,R,0.291,0.306,1%,1%,0%,44.5,44.5,44.5,38.1,50.9,30.4,3.3,17.0,1.8
Hunter Brown,,P,9000,HOU,TEX,62%,3.47,6.5,0.303,24.5%,5.62,27.0%,3.39,3.27,R,,,0%,0%,0%,34.5,34.5,34.5,9.8,59.2,32.9,3.7,46.0,5.1
Steven Matz,,P,8900,STL,PIT,62%,3.88,4,0.333,20.6%,4.00,23.1%,3.91,3.73,L,0.320,0.327,1%,1%,0%,18.0,18.0,18.0,8.1,27.9,29.7,3.3,29.0,3.3
Nick Pivetta,,P,8800,BOS,LAA,48%,4.86,4.5,0.347,23.7%,5.23,24.5%,4.19,4.29,R,0.342,0.312,-2%,1%,0%,31.5,31.5,31.5,29.4,33.6,23.8,2.7,6.0,0.7
Kyle Gibson,,P,8700,BAL,@CWS,50%,4.50,4.5,0.320,21.6%,4.50,20.2%,4.25,4.07,R,0.336,0.295,0%,-1%,0%,32.0,32.0,32.0,19.8,44.2,25.9,3.0,7.0,0.8
Tyler Anderson,,P,8600,LAA,@BOS,52%,4.64,4.5,0.316,21.8%,5.43,19.2%,4.33,4.39,L,0.298,0.301,-3%,1%,0%,25.5,25.5,25.5,5.0,46.0,24.8,2.9,0.0,0.0
Jameson Taillon,,P,8400,CHC,@LAD,43%,4.83,4.5,0.329,21.0%,5.79,21.8%,4.06,4.20,R,0.319,0.303,1%,2%,0%,18.0,18.0,18.0,5.3,30.7,24.5,2.9,36.0,4.3
Michael Kopech,,P,8200,CWS,BAL,50%,4.50,4.5,0.323,20.8%,5.71,26.4%,4.00,4.25,R,0.296,0.288,0%,-1%,0%,21.0,21.0,21.0,2.6,39.4,26.2,3.2,18.0,2.2
Kris Bubic,,P,8000,KC,ATL,44%,4.53,4.5,0.337,22.8%,5.21,20.0%,4.67,4.47,L,0.405,0.336,-1%,4%,0%,35.0,35.0,35.0,15.2,54.8,23.5,2.9,9.0,1.1
Domingo German,,P,7800,NYY,MIN,56%,3.95,4,0.323,22.6%,4.43,22.1%,4.15,4.31,R,0.289,0.327,0%,0%,0%,16.0,16.0,16.0,1.9,30.1,27.2,3.5,59.0,7.6
Braxton Garrett,,P,7700,MIA,ARI,53%,4.13,4,0.338,,4.43,22.8%,3.95,3.77,L,0.297,0.361,1%,-1%,0%,29.0,29.0,29.0,29.0,29.0,25.5,3.3,29.0,3.8
Ryne Nelson,,P,7600,ARI,@MIA,47%,4.37,4.5,0.310,24.1%,3.29,,,,R,,,5%,-1%,0%,21.5,21.5,21.5,12.3,30.7,26.3,3.5,31.0,4.1
Carlos Carrasco,1,P,7500,NYM,@OAK,63%,4.06,5,0.310,22.9%,4.07,22.4%,3.95,3.79,R,0.315,0.353,2%,1%,0%,4.0,4.0,4.0,-3.1,11.1,28.0,3.7,18.0,2.4
Yusei Kikuchi,,P,7400,TOR,TB,53%,4.81,3.5,0.332,17.0%,7.43,25.4%,4.11,3.96,L,0.257,0.371,0%,0%,0%,18.5,18.5,18.5,10.7,26.3,23.5,3.2,52.0,7.0
Michael Lorenzen,,P,7400,DET,SF,43%,4.86,3.5,0.329,22.8%,4.85,19.8%,4.55,4.36,R,0.313,0.280,0%,-1%,0%,0.0,0.0,0.0,0.0,0.0,20.7,2.8,12.0,1.6
Roansy Contreras,,P,7300,PIT,@STL,38%,5.12,4,0.327,19.5%,4.21,20.4%,4.53,4.55,R,0.300,0.326,2%,2%,0%,12.0,12.0,12.0,-7.8,31.8,20.1,2.8,34.0,4.7
Zach Plesac,,P,7200,CLE,@WAS,61%,4.16,4,0.299,20.8%,3.64,17.2%,4.60,4.57,R,0.324,0.309,4%,1%,0%,12.5,12.5,12.5,-22.1,47.1,24.9,3.5,18.0,2.5
Michael Grove,,P,7100,LAD,CHC,56%,4.17,4.5,0.315,24.4%,5.75,18.7%,4.53,4.66,R,,,1%,1%,0%,5.0,5.0,5.0,-9.1,19.1,22.1,3.1,32.0,4.5
Matt Strahm,,P,7000,PHI,@CIN,51%,4.71,1.5,0.334,,4.46,24.8%,3.51,4.01,L,0.277,0.279,-2%,0%,0%,30.0,30.0,30.0,17.3,42.7,16.5,2.4,17.0,2.4
Ryan Feltner,,P,6700,COL,@SEA,32%,4.83,4,0.319,22.3%,4.57,19.7%,4.59,4.69,R,0.329,0.376,8%,0%,0%,17.5,17.5,17.5,14.0,21.0,23.1,3.4,11.0,1.6
Chad Kuhl,,P,6300,WAS,CLE,39%,5.34,3,0.330,15.8%,4.43,19.0%,4.87,4.91,R,0.352,0.361,2%,1%,0%,12.0,12.0,12.0,7.8,16.2,19.3,3.1,5.0,0.8
Shintaro Fujinami,,P,6000,OAK,NYM,37%,5.44,3,0.346,17.5%,4.86,,,,R,,,2%,1%,0%,-2.0,-2.0,-2.0,-6.2,2.2,19.1,3.2,28.0,4.7
Calvin Faucher,,P,5500,TB,@TOR,47%,5.19,1,0.338,20.3%,5.29,,,,R,,,-1%,0%,0%,0.0,0.0,0.0,0.0,0.0,10.8,2.0,11.0,2.0
