Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Yordan Alvarez,,OF,4500,HOU,@MIN,4.11,Mahle,0.264,-13%,R,L,0.398,-1%,0.291,2%,3,,0,3%,-3%,0%,17.5,17.5,17.5,7.2,27.8,12.6,2.8,6.2,1.4
Ronald Acuna,1,OF,4400,ATL,SD,4.67,Lugo,0.304,-5%,R,R,0.368,0%,0.217,-1%,1,1,0,2%,-6%,0%,15.8,15.8,15.8,4.6,27.0,12.6,2.9,18.5,4.2
Aaron Judge,1,OF,4400,NYY,@BAL,4.02,Wells,0.315,-4%,R,R,0.428,1%,0.314,0%,2,,0,5%,-8%,0%,13.6,13.6,13.6,6.8,20.3,13.0,3.0,43.6,9.9
Mike Trout,1,OF,4300,LAA,TOR,5.29,Kikuchi,0.369,10%,L,R,0.408,-2%,0.271,-12%,2,2,0,2%,-2%,0%,17.9,17.9,17.9,6.8,29.1,14.8,3.4,15.7,3.7
C.J. Cron,1,1B,4200,COL,WAS,6.49,Kuhl,0.358,8%,R,R,0.366,1%,0.232,-3%,x,x,-,0%,0%,0%,12.1,12.1,12.1,-8.4,32.6,0.0,0.0,0.0,0.0
Rafael Devers,,3B,4200,BOS,@DET,4.08,Boyd,0.239,-14%,L,L,0.317,-12%,0.144,-37%,2,,0,-14%,-6%,0%,18.0,18.0,18.0,1.9,34.2,10.5,2.5,6.0,1.4
Kyle Tucker,1,OF,4100,HOU,@MIN,4.11,Mahle,0.264,-13%,R,L,0.378,4%,0.234,-4%,5,,0,3%,-3%,0%,13.9,13.9,13.9,1.0,26.8,11.8,2.9,9.0,2.2
Matt Olson,1,1B,4100,ATL,SD,4.67,Lugo,0.294,-5%,R,L,0.364,2%,0.253,0%,2,2,0,-1%,-7%,0%,17.7,17.7,17.7,2.3,33.2,11.4,2.8,9.5,2.3
Will Smith,,C,4000,LAD,@ARI,5.03,Nelson,,-1%,R,R,0.366,3%,0.236,6%,x,x,-,0%,0%,0%,20.3,20.3,20.3,10.9,29.7,0.0,0.0,6.2,1.6
Shohei Ohtani,,OF,4000,LAA,TOR,5.29,Kikuchi,0.250,-10%,L,L,0.357,-5%,0.250,-8%,3,3,0,5%,-2%,0%,17.0,17.0,17.0,2.6,31.5,13.2,3.3,34.6,8.7
