Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna Jr.,1,OF,6500,ATL,MIA,4.32,Alcantara,0.271,-11%,R,R,0.375,0%,0.214,-1%,1,1,0,2%,-8%,0%,11.4,12.7,12.7,5.6,19.7,9.4,1.4,18.0,2.8
Aaron Judge,3,OF,6400,NYY,@MIN,3.75,Maeda,0.310,-4%,R,R,0.425,1%,0.314,0%,2,,0,-6%,-7%,0%,5.9,8.5,8.5,0.7,16.2,9.5,1.5,23.0,3.6
Shohei Ohtani,5,1B/OF,6400,LAA,OAK,5.82,Medina,,1%,R,L,0.383,3%,0.283,5%,3,3,0,5%,-2%,0%,11.0,11.9,11.9,1.5,22.3,11.4,1.8,21.0,3.3
Yordan Alvarez,1,OF,6300,HOU,@TB,3.91,Faucher,,1%,R,L,0.394,-1%,0.288,1%,x,x,-,0%,0%,0%,9.0,10.8,10.8,3.9,17.6,0.0,0.0,0.0,0.0
Randy Arozarena,1,OF,6200,TB,HOU,4.09,Brown,,-1%,R,R,0.331,-6%,0.164,-16%,3,3,0,-4%,0%,0%,11.1,11.4,11.4,3.7,19.1,8.2,1.3,2.0,0.3
Rafael Devers,2,3B,6100,BOS,@BAL,4.06,Wells,0.229,-16%,R,L,0.394,10%,0.299,28%,2,,1,3%,-6%,0%,7.8,10.3,10.3,1.3,19.3,8.5,1.4,0.0,0.0
Trea Turner,0,SS,6100,PHI,SEA,4.16,Gilbert,0.327,1%,R,R,0.348,-5%,0.156,-16%,2,2,0,2%,-5%,4%,7.8,8.3,8.3,0.1,16.5,8.8,1.4,3.0,0.5
Vladimir Guerrero Jr.,4,1B,6000,TOR,CWS,5.69,Kopech,0.296,-6%,R,R,0.391,4%,0.256,8%,3,,0,1%,0%,0%,8.7,9.6,9.6,3.0,16.2,10.1,1.7,16.0,2.7
Paul Goldschmidt,1,1B,6000,STL,@SF,4.50,DeSclafani,0.269,-11%,R,R,0.370,-6%,0.208,-13%,2,2,0,0%,0%,0%,7.0,8.5,8.5,2.3,14.7,8.9,1.5,36.0,6.0
Bo Bichette,3,SS,5900,TOR,CWS,5.69,Kopech,0.296,-6%,R,R,0.346,-3%,0.176,-5%,2,,0,1%,0%,0%,4.0,8.3,8.3,0.6,16.0,9.4,1.6,28.0,4.7
Mike Trout,3,OF,5900,LAA,OAK,5.82,Medina,,-1%,R,R,0.431,3%,0.355,14%,2,2,0,2%,-2%,0%,10.5,10.3,10.3,2.4,18.3,11.5,1.9,4.0,0.7
Pete Alonso,2,1B,5900,NYM,WAS,4.98,Gore,0.310,-1%,L,R,0.368,1%,0.304,15%,4,4,0,-5%,-8%,2%,9.6,10.3,10.3,0.5,20.2,8.7,1.5,0.0,0.0
Jose Ramirez,2,3B,5800,CLE,COL,4.25,Marquez,0.334,3%,R,S,0.379,3%,0.268,5%,3,,0,0%,-7%,-3%,7.4,8.8,8.8,1.2,16.4,9.4,1.6,14.0,2.4
Julio Rodriguez,2,OF,5800,SEA,@PHI,4.34,Walker,0.302,-4%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,8.6,9.3,9.3,2.4,16.1,8.8,1.5,14.0,2.4
Tim Anderson,,SS,5700,CWS,@TOR,4.31,Kikuchi,0.367,10%,L,R,0.400,12%,0.211,31%,x,x,-,0%,0%,0%,9.5,9.7,9.7,-0.8,20.3,0.0,0.0,0.0,0.0
Kyle Tucker,3,OF,5700,HOU,@TB,3.91,Faucher,,1%,R,L,0.377,4%,0.232,-2%,3,3,1,-5%,0%,0%,8.5,9.7,9.7,2.3,17.1,9.8,1.7,5.0,0.9
Matt Chapman,1,3B,5600,TOR,CWS,5.69,Kopech,0.296,-6%,R,R,0.323,-3%,0.194,-10%,4,,1,0%,0%,0%,7.0,10.6,10.6,1.7,19.4,8.3,1.5,9.0,1.6
Willy Adames,3,SS,5600,MIL,DET,4.99,Lorenzen,0.291,-6%,R,R,0.349,6%,0.229,8%,3,,0,1%,-10%,-2%,5.9,8.3,8.3,0.7,16.0,8.5,1.5,0.0,0.0
Matt Olson,1,1B,5600,ATL,MIA,4.32,Alcantara,0.275,-10%,R,L,0.365,2%,0.255,1%,2,2,0,-2%,-10%,0%,7.7,10.1,10.1,1.0,19.2,7.9,1.4,14.0,2.5
Fernando Tatis Jr.,2,OF,5600,SD,@CHC,3.93,Smyly,0.323,0%,L,R,0.413,2%,0.283,-2%,1,1,0,2%,-10%,-11%,5.8,5.8,5.8,-1.2,12.8,10.8,1.9,12.0,2.1
Cedric Mullins,2,OF,5500,BAL,BOS,4.44,Houck,0.311,-5%,R,S,0.361,6%,0.205,13%,1,,4,1%,-4%,0%,11.3,10.1,10.1,1.4,18.8,9.1,1.7,17.0,3.1
Kyle Schwarber,,OF,5500,PHI,SEA,4.16,Gilbert,0.266,-12%,R,L,0.389,9%,0.333,24%,3,3,0,1%,-7%,6%,5.7,7.4,7.4,0.4,14.4,8.3,1.5,5.0,0.9
Nolan Arenado,1,3B,5500,STL,@SF,4.50,DeSclafani,0.269,-11%,R,R,0.346,-4%,0.207,-11%,4,4,0,0%,0%,0%,4.8,7.4,7.4,1.0,13.7,7.8,1.4,0.0,0.0
Adley Rutschman,4,C,5400,BAL,BOS,4.44,Houck,0.311,-5%,R,L,0.384,6%,0.220,16%,2,,0,2%,-4%,0%,5.4,8.5,8.5,-0.1,17.1,8.2,1.5,6.0,1.1
Byron Buxton,1,OF,5400,MIN,NYY,3.75,German,0.321,-1%,R,R,0.370,-1%,0.303,2%,x,x,-,0%,0%,0%,6.9,7.9,7.9,1.7,14.0,0.0,0.0,0.0,0.0
Bryan Reynolds,,OF,5400,PIT,LAD,3.93,Gonsolin,0.244,-17%,R,S,0.372,3%,0.231,12%,2,2,0,2%,-5%,0%,5.8,10.1,10.1,-0.4,20.6,7.9,1.5,7.0,1.3
Austin Riley,,3B,5400,ATL,MIA,4.32,Alcantara,0.271,-11%,R,R,0.370,-2%,0.231,-6%,3,3,0,2%,-10%,0%,7.5,8.5,8.5,2.3,14.8,7.6,1.4,7.0,1.3
Giancarlo Stanton,,OF,5300,NYY,@MIN,3.75,Maeda,0.310,-4%,R,R,0.356,1%,0.263,5%,x,x,-,0%,0%,0%,8.1,8.9,8.9,2.8,15.1,0.0,0.0,0.0,0.0
Wander Franco,1,SS,5300,TB,HOU,4.09,Brown,,1%,R,L,0.321,-7%,0.153,-10%,2,2,0,-2%,0%,0%,7.8,10.3,10.3,1.8,18.8,7.8,1.5,0.0,0.0
Juan Soto,1,OF,5300,SD,@CHC,3.93,Smyly,0.296,-6%,L,L,0.352,-10%,0.189,-14%,2,2,0,-1%,-8%,-9%,6.5,7.2,7.2,0.4,14.1,8.1,1.5,0.0,0.0
Luis Robert Jr.,4,OF,5200,CWS,@TOR,4.31,Kikuchi,0.367,10%,L,R,0.425,11%,0.267,24%,3,,-1,0%,0%,0%,3.8,7.6,7.6,-1.4,16.6,9.2,1.8,3.0,0.6
Trevor Story,,2B,5200,BOS,@BAL,4.06,Wells,0.310,-4%,R,R,0.312,-10%,0.180,-18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yandy Diaz,1,1B,5200,TB,HOU,4.09,Brown,,-1%,R,R,0.348,-2%,0.122,-18%,1,1,0,-4%,0%,0%,9.9,10.1,10.1,0.6,19.6,7.4,1.4,0.0,0.0
Mookie Betts,2,2B/OF,5200,LAD,@PIT,4.57,Contreras,0.314,-2%,R,R,0.362,0%,0.236,5%,1,1,0,-4%,-5%,0%,7.3,8.3,8.3,0.6,16.0,9.8,1.9,0.0,0.0
J.T. Realmuto,,C,5200,PHI,SEA,4.16,Gilbert,0.327,1%,R,R,0.350,1%,0.197,0%,6,6,0,2%,-6%,5%,9.0,7.5,7.5,-0.4,15.3,7.6,1.5,8.0,1.5
Jose Altuve,,2B,5200,HOU,@TB,3.91,Faucher,,-1%,R,R,0.370,-2%,0.215,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Yelich,1,OF,5100,MIL,DET,4.99,Lorenzen,0.313,-2%,R,L,0.336,-1%,0.137,-13%,1,,0,-1%,-8%,-1%,10.1,8.8,8.8,1.6,16.0,8.5,1.7,6.0,1.2
Ian Happ,1,OF,5100,CHC,SD,4.07,Wacha,0.308,-3%,R,S,0.347,3%,0.205,11%,3,3,0,-1%,-8%,-9%,10.4,9.7,9.7,0.7,18.6,7.5,1.5,3.0,0.6
Xander Bogaerts,0,SS,5100,SD,@CHC,3.93,Smyly,0.323,0%,L,R,0.383,3%,0.196,4%,4,4,0,2%,-8%,-9%,7.4,9.0,9.0,2.8,15.3,7.7,1.5,5.0,1.0
Freddie Freeman,3,1B,5100,LAD,@PIT,4.57,Contreras,0.313,-1%,R,L,0.397,6%,0.196,4%,2,2,0,8%,-5%,0%,8.2,8.3,8.3,0.4,16.2,9.9,1.9,17.0,3.3
Bryce Harper,,OF,5100,PHI,SEA,4.16,Gilbert,0.266,-12%,R,L,0.432,7%,0.324,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Duvall,,OF,5000,BOS,@BAL,4.06,Wells,0.310,-4%,R,R,0.332,-1%,0.252,-3%,x,x,-,0%,0%,0%,18.3,18.3,18.3,2.4,34.1,0.0,0.0,0.0,0.0
Ryan Mountcastle,,1B,5000,BAL,BOS,4.44,Houck,0.243,-15%,R,R,0.317,-2%,0.192,-4%,4,,-1,2%,-6%,0%,4.2,8.8,8.8,-1.5,19.1,7.3,1.5,3.0,0.6
Max Muncy,,3B,5000,LAD,@PIT,4.57,Contreras,0.313,-1%,R,L,0.355,-1%,0.248,0%,x,x,-,0%,0%,0%,12.2,11.8,11.8,-0.3,23.9,0.0,0.0,0.0,0.0
Will Smith,,C,5000,LAD,@PIT,4.57,Contreras,0.314,-2%,R,R,0.365,3%,0.232,6%,x,x,-,0%,0%,0%,10.1,11.1,11.1,3.6,18.6,0.0,0.0,0.0,0.0
Hunter Renfroe,2,OF,5000,LAA,OAK,5.82,Medina,,-1%,R,R,0.335,-4%,0.243,-5%,5,5,0,2%,-2%,0%,9.1,9.4,9.4,-0.1,18.9,9.0,1.8,23.0,4.6
Oneil Cruz,,SS,5000,PIT,LAD,3.93,Gonsolin,0.244,-17%,R,L,0.357,6%,0.244,12%,x,x,-,0%,0%,0%,9.3,9.3,9.3,3.4,15.3,0.0,0.0,0.0,0.0
Brandon Lowe,,2B,5000,TB,HOU,4.09,Brown,,1%,R,L,0.366,4%,0.258,4%,4,4,-1,-3%,0%,0%,7.0,9.6,9.6,-0.3,19.6,7.3,1.5,2.0,0.4
Dansby Swanson,,SS,5000,CHC,SD,4.07,Wacha,0.342,4%,R,R,0.327,-1%,0.173,1%,2,2,0,-1%,-8%,-9%,6.9,7.9,7.9,1.7,14.1,7.6,1.5,0.0,0.0
Starling Marte,,OF,5000,NYM,WAS,4.98,Gore,0.310,-1%,L,R,0.337,-3%,0.170,7%,2,2,0,-5%,-5%,1%,6.3,7.1,7.1,-0.7,14.8,8.7,1.7,5.0,1.0
Yoan Moncada,,3B,4900,CWS,@TOR,4.31,Kikuchi,0.367,10%,L,S,0.333,3%,0.162,4%,x,x,-,0%,0%,0%,8.7,8.7,8.7,-0.8,18.1,0.0,0.0,0.0,0.0
George Springer,2,OF,4900,TOR,CWS,5.69,Kopech,0.296,-6%,R,R,0.353,-1%,0.225,0%,1,,0,0%,0%,0%,5.9,7.5,7.5,0.4,14.5,9.6,2.0,4.0,0.8
Sean Murphy,,C,4900,ATL,MIA,4.32,Alcantara,0.271,-11%,R,R,0.325,-2%,0.184,-5%,4,4,0,2%,-9%,0%,13.3,10.4,10.4,-0.3,21.2,6.7,1.4,3.0,0.6
