Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,2,P,11200,ATL,MIA,70%,2.92,8.5,0.307,23.9%,3.27,38.1%,2.54,2.49,R,0.246,0.229,0%,1%,0%,44.0,44.0,44.0,31.3,56.7,43.4,3.9,73.0,6.5
Sonny Gray,,P,10600,MIN,NYY,59%,3.59,5.5,0.317,23.6%,4.23,25.8%,3.81,3.69,R,0.278,0.301,0%,2%,0%,38.5,38.5,38.5,22.7,54.3,31.3,3.0,55.0,5.2
Taj Bradley,,P,10200,TB,HOU,63%,3.66,5,0.310,21.7%,5.14,,,,R,,,2%,0%,0%,42.5,42.5,42.5,33.3,51.7,26.4,2.6,30.0,2.9
Nick Lodolo,,P,10000,CIN,TEX,49%,4.05,8,0.309,27.1%,6.62,29.7%,3.29,3.49,L,,0.355,-2%,4%,-1%,34.5,34.5,34.5,9.9,59.1,37.4,3.7,12.0,1.2
Nathan Eovaldi,,P,9300,TEX,@CIN,51%,3.95,5,0.323,22.2%,4.00,24.4%,3.57,3.44,R,0.290,0.326,-2%,3%,-1%,28.5,28.5,28.5,20.6,36.4,29.3,3.2,34.0,3.7
Brad Keller,,P,9200,KC,@ARI,41%,5.47,4,0.315,21.1%,4.78,18.2%,4.73,4.47,R,0.324,0.350,-8%,-2%,0%,28.0,28.0,28.0,12.0,44.0,20.6,2.2,6.0,0.7
Jordan Montgomery,1,P,9000,STL,@SF,51%,3.94,5.5,0.335,25.2%,4.52,22.9%,3.85,3.68,L,0.243,0.310,1%,1%,0%,27.0,27.0,27.0,1.7,52.3,28.9,3.2,40.0,4.4
Chris Sale,,P,8800,BOS,@BAL,52%,3.91,6,0.315,23.0%,5.14,29.3%,3.41,3.30,L,,0.360,1%,2%,0%,26.5,26.5,26.5,6.1,46.9,30.7,3.5,0.0,0.0
Alex Cobb,,P,8600,SF,STL,49%,4.06,5,0.331,22.4%,4.73,24.4%,3.38,3.04,R,0.300,0.297,1%,1%,0%,27.5,27.5,27.5,15.4,39.6,28.5,3.3,49.0,5.7
Chris Bassitt,0,P,8500,TOR,CWS,60%,3.98,5,0.318,22.7%,4.27,23.2%,3.88,3.89,R,0.308,0.272,0%,0%,0%,25.3,25.3,25.3,-3.1,53.6,30.3,3.6,35.0,4.1
Cal Quantrill,,P,8300,CLE,COL,64%,3.36,4,0.317,21.7%,3.74,17.7%,4.55,4.46,R,0.283,0.315,-1%,4%,0%,22.0,22.0,22.0,9.2,34.8,26.5,3.2,1.0,0.1
Jose Urquidy,,P,8000,HOU,@TB,38%,4.84,4,0.323,20.2%,6.77,20.3%,4.24,4.37,R,0.267,0.330,5%,0%,0%,24.0,24.0,24.0,13.9,34.1,23.1,2.9,-1.0,-0.1
Lance Lynn,,P,7800,CWS,@TOR,40%,5.02,5,0.334,22.0%,4.55,26.1%,3.58,3.68,R,0.298,0.270,0%,0%,0%,24.5,24.5,24.5,8.3,40.7,28.1,3.6,15.0,1.9
Edward Cabrera,,P,7500,MIA,@ATL,30%,4.58,5.5,0.326,23.6%,4.82,24.5%,4.65,4.55,R,0.283,0.355,-3%,2%,-1%,23.3,23.3,23.3,7.6,38.9,23.9,3.2,19.0,2.5
Colin Rea,0,P,7200,MIL,DET,57%,3.89,5.5,0.299,27.6%,3.00,,,,R,,,0%,2%,0%,20.5,20.5,20.5,4.2,36.8,25.6,3.6,6.0,0.8
Matt Boyd,,P,7000,DET,@MIL,42%,4.61,5,0.313,,4.91,20.1%,4.67,4.82,L,0.243,0.308,0%,4%,0%,18.0,18.0,18.0,16.0,20.0,26.3,3.8,39.0,5.6
Dean Kremer,,P,6800,BAL,BOS,48%,4.09,4,0.326,20.6%,5.74,17.6%,4.77,4.86,R,0.329,0.345,-1%,4%,0%,17.5,17.5,17.5,-3.5,38.5,23.2,3.4,26.0,3.8
Tommy Henry,,P,6600,ARI,KC,59%,4.53,4,0.320,22.9%,3.32,17.6%,4.93,4.97,L,,0.335,-2%,-1%,0%,0.0,0.0,0.0,0.0,0.0,23.1,3.5,7.0,1.1
Ken Waldichuk,,P,6200,OAK,@LAA,33%,5.93,4.5,0.346,23.6%,4.77,20.2%,4.49,4.72,L,,0.412,-4%,1%,0%,15.3,15.3,15.3,-1.1,31.6,21.4,3.5,7.0,1.1
Jhony Brito,,P,6000,NYY,@MIN,41%,4.41,3,0.327,24.1%,4.14,,,,R,,,1%,3%,0%,15.8,15.8,15.8,-8.9,40.4,19.8,3.3,2.0,0.3
Jose Suarez,1,P,5800,LAA,OAK,67%,4.07,4.5,0.318,,3.41,20.8%,4.29,4.23,L,0.346,0.307,-1%,1%,0%,6.7,6.7,6.7,6.1,7.2,25.6,4.4,9.0,1.6
Austin Gomber,,P,5700,COL,@CLE,36%,4.64,3,0.321,19.1%,4.09,20.0%,4.37,4.30,L,0.295,0.358,2%,5%,0%,5.8,5.8,5.8,-12.7,24.2,19.6,3.4,30.0,5.3
