Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kodai Senga,1,SP,9200,NYM,@MIA,48%,4.33,5.5,0.315,19.9%,2.50,,,,R,,,1%,-1%,0%,0.0,0.0,0.0,0.0,0.0,14.7,1.6,26.4,2.9
Tyler Anderson,1,SP,9100,LAA,@OAK,61%,3.28,4.5,0.309,21.0%,2.00,19.3%,4.30,4.34,L,0.302,0.297,7%,2%,0%,0.0,0.0,0.0,0.0,0.0,15.2,1.7,21.3,2.3
Chris Bassitt,,SP,8800,TOR,@STL,55%,3.78,4.5,0.329,20.2%,9.00,23.6%,3.80,3.82,R,0.300,0.272,3%,3%,-1%,0.0,0.0,0.0,0.0,0.0,14.2,1.6,-16.5,-1.9
Joe Ryan,1,SP,8600,MIN,@KC,59%,3.59,6,0.306,22.4%,,25.7%,3.89,4.25,R,0.280,0.291,-2%,1%,0%,0.0,0.0,0.0,0.0,0.0,14.8,1.7,24.5,2.8
Cal Quantrill,0,SP,8600,CLE,@SEA,44%,3.74,4.5,0.319,23.2%,3.50,18.0%,4.50,4.41,R,0.284,0.312,7%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.8,1.5,2.5,0.3
Luis Garcia,0,RP,8500,HOU,CWS,56%,3.95,5,0.322,20.4%,3.00,25.4%,3.84,3.87,R,0.335,0.263,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,16.5,1.9,7.3,0.9
Jordan Montgomery,0,SP,8400,STL,TOR,45%,4.22,4,0.336,18.3%,10.00,23.1%,3.83,3.66,L,0.246,0.307,2%,3%,-1%,0.0,0.0,0.0,0.0,0.0,13.4,1.6,11.1,1.3
Marco Gonzales,,SP,8400,SEA,CLE,56%,3.26,3,0.328,18.9%,4.50,15.4%,4.96,5.01,L,0.308,0.337,4%,0%,0%,0.0,0.0,0.0,0.0,0.0,11.4,1.4,0.5,0.1
Eric Lauer,,SP,8300,MIL,@CHC,52%,3.18,5,0.325,21.3%,4.00,23.8%,4.14,4.16,L,0.289,0.300,2%,4%,0%,0.0,0.0,0.0,0.0,0.0,13.4,1.6,19.8,2.4
Jameson Taillon,,SP,8200,CHC,MIL,48%,3.32,5,0.328,24.0%,,21.9%,4.05,4.19,R,0.312,0.305,1%,5%,0%,0.0,0.0,0.0,0.0,0.0,13.9,1.7,2.2,0.3
Trevor Rogers,,RP,8100,MIA,NYM,52%,4.17,4,0.332,19.3%,3.00,25.6%,3.94,3.79,L,0.296,0.317,1%,-1%,0%,0.0,0.0,0.0,0.0,0.0,13.1,1.6,7.0,0.9
Cole Irvin,,SP,8000,BAL,@BOS,42%,5.17,3.5,0.328,21.7%,9.00,16.8%,4.61,4.58,L,0.318,0.316,-6%,8%,0%,0.0,0.0,0.0,0.0,0.0,10.8,1.4,-1.0,-0.1
Austin Gomber,,SP,8000,COL,@SD,32%,4.81,3,0.343,18.0%,1.50,20.5%,4.26,4.18,L,0.282,0.348,18%,3%,0%,0.0,0.0,0.0,0.0,0.0,10.4,1.3,12.5,1.6
Ross Stripling,,RP,7900,SF,@NYY,43%,4.58,4,0.326,23.2%,5.00,21.2%,3.99,4.07,R,0.283,0.314,-3%,6%,0%,0.0,0.0,0.0,0.0,0.0,11.8,1.5,3.9,0.5
Jeffrey Springs,4,RP,7800,TB,DET,62%,3.23,6,0.320,25.4%,,28.4%,3.14,3.21,L,0.337,0.262,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,18.2,2.3,40.9,5.2
Tanner Houck,,SP,7700,BOS,BAL,57%,4.33,1,0.335,19.6%,10.00,26.9%,3.43,3.43,R,0.299,0.246,-2%,3%,0%,0.0,0.0,0.0,0.0,0.0,11.2,1.5,15.7,2.0
Brad Keller,,SP,7600,KC,MIN,41%,4.41,4.5,0.320,26.2%,2.00,18.0%,4.70,4.46,R,0.328,0.353,-1%,2%,0%,0.0,0.0,0.0,0.0,0.0,11.1,1.5,12.5,1.6
Zach Davies,,SP,7600,ARI,@LAD,30%,4.89,3.5,0.344,21.4%,4.50,17.4%,5.06,4.81,R,0.310,0.350,12%,3%,0%,0.0,0.0,0.0,0.0,0.0,9.5,1.3,13.7,1.8
Mike Clevinger,,SP,7500,CWS,@HOU,44%,4.55,4.5,0.312,21.8%,4.00,18.8%,4.49,4.76,R,0.310,0.323,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.0,1.6,26.4,3.5
MacKenzie Gore,,SP,7400,WAS,ATL,31%,5.47,5,0.344,22.5%,7.00,23.3%,4.43,4.42,L,,0.333,3%,5%,0%,0.0,0.0,0.0,0.0,0.0,12.5,1.7,21.8,2.9
Noah Syndergaard,0,SP,7100,LAD,ARI,70%,3.11,4,0.309,22.4%,2.00,16.9%,4.38,4.28,R,0.326,0.306,1%,2%,0%,0.0,0.0,0.0,0.0,0.0,13.4,1.9,21.1,3.0
Graham Ashcraft,0,SP,7000,CIN,PIT,57%,3.88,4.5,0.312,23.3%,5.00,15.3%,4.22,4.09,R,0.254,0.387,-3%,7%,0%,0.0,0.0,0.0,0.0,0.0,12.0,1.7,26.8,3.8
Vince Velasquez,,SP,6800,PIT,@CIN,42%,4.62,4.5,0.319,23.5%,4.00,23.1%,4.42,4.76,R,0.355,0.342,-7%,8%,0%,0.0,0.0,0.0,0.0,0.0,11.4,1.7,6.9,1.0
Ken Waldichuk,,SP,6600,OAK,LAA,39%,4.22,4,0.344,20.6%,1.00,22.6%,3.95,4.26,L,,,2%,2%,0%,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.2,0.3
Joey Wentz,,SP,6300,DET,@TB,38%,4.27,3.5,0.330,19.9%,4.00,20.0%,4.58,4.56,L,,,5%,0%,0%,0.0,0.0,0.0,0.0,0.0,10.3,1.6,9.0,1.4
Seth Lugo,0,RP,6200,SD,COL,68%,3.19,4.5,0.321,22.3%,5.50,26.6%,3.30,3.55,R,0.293,0.316,2%,1%,0%,0.0,0.0,0.0,0.0,0.0,14.7,2.4,29.4,4.7
Jhony Brito,0,SP,5900,NYY,SF,56%,3.92,1,0.336,23.6%,,,,,R,,,-1%,5%,0%,0.0,0.0,0.0,0.0,0.0,11.8,2.0,25.5,4.3
