Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna,,OF,4600,ATL,@NYM,3.97,Megill,0.259,-10%,R,R,0.376,1%,0.217,0%,,1,,-10%,-7%,0%,13.8,15.9,15.9,6.8,25.0,11.8,2.6,0.0,0.0
Yordan Alvarez,,OF,4500,HOU,PHI,4.06,Wheeler,0.269,-11%,R,L,0.394,-1%,0.288,1%,3,x,0,-1%,-2%,-1%,12.7,15.1,15.1,5.4,24.7,12.2,2.7,12.0,2.7
Max Muncy,,3B,4400,LAD,STL,4.50,Montgomery,0.244,-14%,L,L,0.363,1%,0.248,0%,5,5,-1,-2%,-2%,0%,16.1,16.3,16.3,0.1,32.6,9.0,2.0,3.0,0.7
Randy Arozarena,2,OF,4400,TB,@CWS,4.70,Lynn,0.270,-11%,R,R,0.330,-6%,0.162,-16%,3,2,0,7%,-6%,1%,14.3,14.0,14.0,3.3,24.7,11.6,2.6,44.4,10.1
Rafael Devers,1,3B,4300,BOS,CLE,4.32,Plesac,0.327,1%,R,L,0.392,9%,0.297,28%,4,,-1,3%,-6%,0%,9.8,13.1,13.1,0.7,25.4,12.0,2.8,28.7,6.7
Shohei Ohtani,,OF,4200,LAA,@MIL,4.20,Burnes,0.257,-14%,R,L,0.386,3%,0.286,6%,3,3,0,-5%,-9%,0%,17.6,17.7,17.7,0.9,34.6,11.3,2.7,21.0,5.0
Vladimir Guerrero Jr.,1,1B,4200,TOR,SEA,4.29,McGee,,-1%,R,R,0.390,4%,0.256,8%,3,,0,1%,0%,0%,12.8,12.5,12.5,3.9,21.2,13.0,3.1,3.0,0.7
Fernando Tatis Jr.,1,OF/SS,4200,SD,SF,,Manaea,0.340,4%,L,R,0.411,2%,0.278,-2%,1,1,0,-4%,-1%,0%,8.1,8.1,8.1,-1.1,17.2,20.6,4.9,31.4,7.5
Mike Trout,,OF,4100,LAA,@MIL,4.20,Burnes,0.252,-15%,R,R,0.427,3%,0.350,14%,2,2,0,1%,-10%,0%,11.1,12.5,12.5,1.9,23.1,11.4,2.8,50.9,12.4
Marcus Semien,,2B,4100,TEX,NYY,4.16,Brito,,-1%,R,R,0.352,1%,0.240,6%,1,1,0,-1%,-4%,0%,16.9,14.1,14.1,3.1,25.1,11.6,2.8,0.0,0.0
