Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Hayden Wesneski,2,RP,6900,CHC,@CIN,55%,4.48,4.5,0.319,23.5%,5.00,25.0%,3.32,3.64,R,,,-7%,1%,0%,0.0,0.0,0.0,0.0,0.0,12.2,1.8,7.7,1.1
Kyle Gibson,,SP,6700,BAL,@TEX,42%,4.60,5,0.325,25.7%,7.25,20.2%,4.23,4.05,R,0.334,0.296,-1%,0%,0%,8.4,8.4,8.4,8.4,8.4,12.9,1.9,22.1,3.3
Yusei Kikuchi,,SP,6700,TOR,@KC,61%,4.64,5,0.318,23.5%,3.25,25.6%,4.11,3.93,L,0.251,0.370,-1%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.2,1.8,14.8,2.2
Kris Bubic,,SP,6500,KC,TOR,39%,5.86,3.5,0.330,19.6%,5.00,19.6%,4.75,4.54,L,0.413,0.340,-1%,0%,0%,0.0,0.0,0.0,0.0,0.0,8.5,1.3,10.4,1.6
Matt Manning,,SP,6300,DET,@HOU,28%,4.64,4,0.319,21.9%,4.60,16.2%,4.94,4.81,R,0.310,0.316,4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,10.6,1.7,15.9,2.5
Luis Cessa,,RP,6200,CIN,CHC,45%,5.02,4,0.312,23.4%,4.00,18.9%,4.13,4.08,R,0.291,0.315,-3%,1%,0%,0.0,0.0,0.0,0.0,0.0,9.6,1.5,7.8,1.3
Josh Fleming,,SP,6100,TB,@WAS,61%,3.96,3.5,0.314,23.5%,2.25,15.2%,4.21,4.16,L,0.313,0.347,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,11.5,1.9,-5.8,-1.0
JP Sears,,RP,6000,OAK,CLE,37%,4.01,3.5,0.322,19.6%,5.80,17.7%,4.53,4.57,L,,0.315,2%,3%,0%,0.0,0.0,0.0,0.0,0.0,10.8,1.8,9.1,1.5
Chad Kuhl,0,SP,5900,WAS,TB,39%,5.04,4.5,0.315,24.9%,6.75,19.2%,4.83,4.82,R,0.357,0.354,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,10.6,1.8,8.3,1.4
Matt Strahm,,RP,5500,PHI,@NYY,40%,4.70,1,0.340,21.3%,6.00,24.6%,3.47,4.00,L,,0.305,-1%,1%,0%,0.0,0.0,0.0,0.0,0.0,8.5,1.5,13.8,2.5
Dylan Dodd,,SP,5300,ATL,@STL,44%,5.06,3,0.361,20.6%,6.50,,,,L,,,7%,-1%,-1%,0.0,0.0,0.0,0.0,0.0,9.6,1.8,15.7,3.0
