Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Pete Alonso,,1B,27,NYM,@OAK,5.44,Fujinami,,-1%,R,R,0.363,-1%,0.239,-10%,4,4,0,-7%,-3%,0%,11.5,11.1,11.1,1.1,21.0,9.4,3.5,14.2,5.3
Matt Chapman,,3B,25,TOR,TB,5.19,Faucher,,-1%,R,R,0.322,-3%,0.190,-11%,5,5,-1,0%,-1%,0%,14.0,13.2,13.2,3.6,22.7,8.2,3.3,7.1,2.8
Matt Olson,,1B,25,ATL,@KC,4.53,Bubic,0.405,9%,L,L,0.348,-3%,0.254,0%,2,2,0,1%,-10%,0%,11.8,12.1,12.1,2.0,22.2,8.9,3.6,11.6,4.6
James Outman,,OF,24,LAD,CHC,4.83,Taillon,0.319,-1%,R,L,0.462,5%,0.370,11%,5,6,2,-2%,-3%,0%,10.8,11.3,11.3,2.4,20.3,8.1,3.4,4.5,1.9
Mike Trout,,OF,24,LAA,@BOS,4.86,Pivetta,0.312,-2%,R,R,0.425,2%,0.353,13%,2,2,0,10%,-1%,0%,9.4,10.4,10.4,2.4,18.3,10.7,4.5,19.4,8.1
Bryan Reynolds,,OF,23,PIT,@STL,3.88,Matz,0.327,1%,L,S,0.341,-6%,0.169,-19%,2,2,0,-4%,-3%,0%,13.2,12.0,12.0,-0.6,24.5,8.1,3.5,8.7,3.8
Yordan Alvarez,,OF,22,HOU,TEX,4.53,Gray,0.326,1%,R,L,0.398,-1%,0.291,1%,3,3,0,0%,0%,0%,11.1,11.9,11.9,4.7,19.1,10.0,4.5,15.4,7.0
Wander Franco,,SS,22,TB,@TOR,4.81,Kikuchi,0.257,-9%,L,L,0.400,3%,0.222,2%,2,2,1,-4%,-1%,0%,9.8,11.5,11.5,2.7,20.3,9.0,4.1,12.3,5.6
Vladimir Guerrero Jr.,,1B,22,TOR,TB,5.19,Faucher,,-1%,R,R,0.392,4%,0.254,8%,3,3,0,0%,-1%,0%,9.9,9.9,9.9,3.9,15.9,9.9,4.5,5.2,2.4
Ronald Acuna Jr.,,OF,22,ATL,@KC,4.53,Bubic,0.336,3%,L,R,0.370,0%,0.224,3%,1,1,0,-2%,-8%,0%,12.2,13.0,13.0,5.3,20.8,10.2,4.6,9.0,4.1
Francisco Lindor,,SS,22,NYM,@OAK,5.44,Fujinami,,1%,R,S,0.334,0%,0.182,1%,3,3,0,-5%,-2%,0%,12.8,10.7,10.7,0.1,21.3,9.0,4.1,5.2,2.4
Kyle Tucker,,OF,21,HOU,TEX,4.53,Gray,0.326,1%,R,L,0.379,4%,0.234,-3%,5,5,0,0%,0%,0%,10.4,10.6,10.6,2.0,19.2,9.4,4.5,12.0,5.7
Aaron Judge,,OF,21,NYY,MIN,4.55,Mahle,0.352,7%,R,R,0.429,1%,0.318,0%,2,,0,1%,-1%,0%,9.2,10.2,10.2,1.9,18.6,10.4,5.0,12.3,5.9
Adley Rutschman,,C,21,BAL,@CWS,4.50,Kopech,0.296,-6%,R,L,0.396,6%,0.232,13%,2,,0,2%,2%,0%,11.9,11.4,11.4,2.0,20.8,9.4,4.5,7.1,3.4
Julio Rodriguez,,OF,21,SEA,COL,4.83,Feltner,0.376,8%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,9.4,9.6,9.6,3.4,15.9,9.1,4.3,17.3,8.2
Jose Ramirez,,3B,21,CLE,@WAS,5.34,Kuhl,0.352,7%,R,S,0.379,2%,0.265,4%,3,3,0,5%,-1%,0%,10.8,9.8,9.8,3.9,15.7,11.4,5.4,18.7,8.9
Shohei Ohtani,,OF,21,LAA,@BOS,4.86,Pivetta,0.342,4%,R,L,0.388,3%,0.286,5%,3,3,0,2%,-1%,0%,14.4,13.3,13.3,3.6,23.1,10.8,5.1,9.0,4.3
Luis Arraez,,2B,20,MIA,ARI,4.37,Nelson,,1%,R,L,0.358,5%,0.105,16%,x,x,-,0%,0%,0%,10.5,10.1,10.1,2.3,17.9,0.0,0.0,4.5,2.3
Randy Arozarena,,OF,20,TB,@TOR,4.81,Kikuchi,0.371,11%,L,R,0.403,13%,0.264,31%,4,4,-1,5%,-1%,0%,10.9,10.9,10.9,3.9,18.0,10.0,5.0,1.9,0.9
Bo Bichette,,SS,20,TOR,TB,5.19,Faucher,,-1%,R,R,0.350,-3%,0.180,-5%,2,2,0,1%,-1%,0%,11.1,11.0,11.0,2.4,19.7,9.2,4.6,1.9,0.9
Anthony Rizzo,,1B,20,NYY,MIN,4.55,Mahle,0.263,-13%,R,L,0.336,-3%,0.219,3%,3,,0,1%,-1%,0%,9.0,9.0,9.0,-0.1,18.0,7.9,4.0,14.2,7.1
Starling Marte,,OF,20,NYM,@OAK,5.44,Fujinami,,-1%,R,R,0.363,3%,0.156,-5%,2,2,0,-3%,-2%,0%,8.6,9.1,9.1,-0.3,18.5,9.5,4.8,6.8,3.4
