Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Freddy Peralta,6,SP,9500,MIL,STL,59%,4.05,5.5,0.328,20.7%,4.38,31.3%,3.46,3.66,R,0.244,0.262,0%,1%,0%,28.5,28.5,28.5,28.5,28.5,15.3,1.6,25.3,2.7
Nestor Cortes,3,SP,9300,NYY,@BAL,56%,3.48,6.5,0.316,24.3%,5.25,26.6%,3.61,3.85,L,0.250,0.270,-1%,3%,0%,15.1,15.1,15.1,15.1,15.1,15.9,1.7,18.4,2.0
Tyler Mahle,2,SP,9000,MIN,HOU,47%,4.11,5,0.328,20.5%,4.67,26.8%,3.80,3.81,R,0.264,0.349,1%,2%,0%,23.6,23.6,23.6,23.6,23.6,13.7,1.5,12.1,1.3
Reid Detmers,1,SP,8900,LAA,TOR,55%,4.71,4.5,0.330,19.5%,4.67,22.4%,4.28,4.41,L,0.295,0.319,-2%,1%,0%,16.3,16.3,16.3,16.3,16.3,12.6,1.4,8.4,0.9
Jon Gray,1,SP,8600,TEX,@CHC,49%,4.28,6,0.309,22.7%,5.71,25.1%,3.89,3.77,R,0.323,0.296,2%,1%,0%,20.6,20.6,20.6,20.6,20.6,15.3,1.8,15.4,1.8
Carlos Carrasco,,SP,8500,NYM,MIA,56%,3.98,4.5,0.322,20.5%,2.22,22.8%,3.87,3.71,R,0.314,0.350,1%,4%,0%,2.2,2.2,2.2,2.2,2.2,14.8,1.7,-4.9,-0.6
Jameson Taillon,,SP,8400,CHC,TEX,51%,4.22,5,0.314,23.8%,4.88,21.7%,4.07,4.21,R,0.317,0.304,1%,1%,0%,2.2,2.2,2.2,2.2,2.2,13.1,1.6,15.1,1.8
Drew Rasmussen,9,SP,8300,TB,OAK,72%,2.78,5,0.311,22.3%,3.38,22.5%,3.75,3.56,R,0.260,0.275,1%,0%,0%,30.3,30.3,30.3,30.3,30.3,16.4,2.0,35.1,4.2
Ryne Nelson,,SP,8300,ARI,LAD,45%,5.03,3.5,0.334,19.2%,6.00,,,,R,,,-7%,-1%,0%,5.9,5.9,5.9,5.9,5.9,11.2,1.3,13.9,1.7
Taijuan Walker,1,SP,8200,PHI,CIN,63%,3.64,4.5,0.319,23.7%,4.14,21.4%,4.25,4.17,R,0.306,0.301,0%,4%,1%,7.6,7.6,7.6,7.6,7.6,14.2,1.7,11.7,1.4
