Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ronald Acuna,0,OF,4600,ATL,@SD,4.59,Weathers,0.360,8%,L,R,0.371,0%,0.224,4%,1,1,0,-8%,-4%,0%,16.7,17.2,17.2,7.0,27.4,13.6,3.0,15.2,3.3
Yordan Alvarez,0,OF,4500,HOU,TOR,3.91,Gausman,0.269,-11%,R,L,0.397,-1%,0.290,1%,3,3,0,-1%,-1%,1%,12.9,15.9,15.9,5.5,26.2,11.8,2.6,6.2,1.4
Matt Chapman,,3B,4500,TOR,@HOU,4.09,Javier,0.250,-16%,R,R,0.322,-3%,0.189,-11%,5,5,0,-2%,-1%,1%,16.0,15.8,15.8,2.5,29.2,9.0,2.0,18.7,4.2
Matt Olson,,1B,4400,ATL,@SD,4.59,Weathers,0.323,0%,L,L,0.349,-3%,0.252,-1%,2,2,0,-4%,-5%,0%,15.0,16.3,16.3,3.5,29.0,11.4,2.6,3.0,0.7
Bryan Reynolds,1,OF,4400,PIT,@COL,5.36,Freeland,0.336,3%,L,S,0.340,-6%,0.168,-19%,2,2,0,28%,-2%,0%,12.3,15.2,15.2,-1.1,31.6,14.2,3.2,16.2,3.7
Bo Bichette,,SS,4300,TOR,@HOU,4.09,Javier,0.250,-16%,R,R,0.349,-3%,0.179,-5%,2,2,0,-3%,-1%,1%,15.0,13.2,13.2,2.1,24.4,10.2,2.4,3.0,0.7
Wander Franco,0,SS,4200,TB,@CIN,5.19,Greene,0.306,-2%,R,L,0.320,-7%,0.152,-11%,4,4,-1,15%,-9%,3%,12.1,14.8,14.8,3.7,25.9,11.3,2.7,0.0,0.0
Brandon Lowe,2,2B,4100,TB,@CIN,5.19,Greene,0.306,-2%,R,L,0.373,5%,0.263,4%,2,2,0,20%,-11%,4%,19.2,16.1,16.1,1.3,30.9,13.0,3.2,0.0,0.0
Francisco Lindor,0,SS,4100,NYM,@LAD,3.94,May,0.285,-8%,R,S,0.334,0%,0.183,1%,3,3,0,0%,-5%,0%,20.5,14.9,14.9,0.0,29.8,9.9,2.4,9.7,2.4
Will Smith,,C,4000,LAD,NYM,4.56,Peterson,0.339,4%,L,R,0.334,-4%,0.190,-9%,x,x,-,0%,0%,0%,13.8,15.2,15.2,4.6,25.7,0.0,0.0,0.0,0.0
Peter Alonso,,1B,4000,NYM,@LAD,3.94,May,0.256,-10%,R,R,0.366,0%,0.245,-9%,4,4,0,9%,-7%,0%,19.4,15.4,15.4,2.8,28.1,10.6,2.6,15.7,3.9
Julio E. Rodriguez,,OF,4000,SEA,MIL,3.44,Burnes,0.250,-16%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,11.6,12.8,12.8,3.6,22.0,10.2,2.5,18.7,4.7
Randy Arozarena,0,OF,3900,TB,@CIN,5.19,Greene,0.341,2%,R,R,0.326,-6%,0.162,-16%,3,3,0,17%,-9%,3%,13.0,14.3,14.3,4.1,24.5,12.9,3.3,6.0,1.5
Kyle Tucker,,OF,3900,HOU,TOR,3.91,Gausman,0.269,-11%,R,L,0.380,4%,0.234,-3%,5,5,0,-1%,-1%,1%,12.7,13.6,13.6,2.4,24.8,11.3,2.9,12.2,3.1
