Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Shohei Ohtani,0,P,59,LAA,KC,68%,3.39,7,0.301,21.7%,3.11,31.5%,3.18,3.13,R,0.291,0.237,-1%,0%,0%,6.9,11.3,11.3,1.9,20.7,20.4,3.5,43.4,7.4
Zac Gallen,,P,52,ARI,SD,50%,4.50,5.5,0.344,21.1%,3.81,27.0%,3.59,3.54,R,0.256,0.299,-3%,-1%,0%,24.4,24.4,24.4,6.7,42.0,17.0,3.3,45.2,8.7
Julio Urias,,P,51,LAD,@CHC,60%,4.20,5,0.332,20.4%,5.61,25.4%,3.61,3.72,L,0.255,0.267,0%,3%,-12%,25.6,25.6,25.6,19.4,31.8,18.0,3.5,-0.1,-0.0
Aaron Nola,0,P,46,PHI,COL,72%,3.18,5.5,0.322,20.5%,3.85,28.9%,3.10,3.13,R,0.274,0.295,0%,0%,0%,12.5,12.5,12.5,6.1,19.0,21.9,4.8,14.7,3.2
Freddy Peralta,0,P,46,MIL,BOS,61%,3.97,6,0.324,21.5%,5.55,30.9%,3.50,3.68,R,0.248,0.265,0%,4%,0%,21.7,21.7,21.7,8.0,35.5,19.6,4.3,10.7,2.3
Jon Gray,,P,39,TEX,OAK,68%,3.39,6,0.312,24.2%,3.42,24.9%,3.92,3.79,R,0.327,0.292,-1%,1%,0%,15.6,15.6,15.6,6.8,24.3,20.3,5.2,4.1,1.1
Hunter Brown,,P,39,HOU,@ATL,48%,4.34,6,0.329,23.6%,5.11,25.5%,3.37,3.31,R,,,-4%,1%,0%,23.7,23.7,23.7,9.7,37.7,16.8,4.3,11.0,2.8
Tyler Mahle,,P,38,MIN,WAS,68%,2.98,5.5,0.300,21.3%,3.44,26.7%,3.82,3.82,R,0.263,0.354,0%,4%,0%,17.4,17.4,17.4,10.3,24.5,19.8,5.2,22.3,5.9
George Kirby,,P,37,SEA,STL,54%,3.82,4.5,0.335,20.2%,4.79,23.7%,3.42,3.43,R,0.253,0.360,2%,0%,0%,14.7,14.7,14.7,6.4,23.1,16.9,4.6,24.4,6.6
Bryce Elder,,P,36,ATL,HOU,52%,4.16,4,0.327,20.5%,5.05,21.4%,4.25,4.06,R,0.280,0.298,-2%,1%,0%,22.8,22.8,22.8,14.3,31.3,15.3,4.3,23.7,6.6
Trevor Williams,,P,35,WAS,@MIN,32%,4.52,4,0.324,25.9%,4.32,21.8%,3.99,4.02,R,0.343,0.314,-1%,8%,0%,13.0,13.0,13.0,7.2,18.7,14.2,4.1,17.5,5.0
