Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Mike Trout,0,OF,27,LAA,OAK,5.93,Waldichuk,0.412,12%,L,R,0.402,-3%,0.262,-14%,2,3,1,2%,-3%,0%,9.5,10.8,10.8,2.5,19.2,12.1,4.5,4.5,1.7
Hunter Renfroe,0,OF,24,LAA,OAK,5.93,Waldichuk,0.412,12%,L,R,0.373,7%,0.277,8%,5,5,0,2%,-4%,0%,9.1,9.5,9.5,-0.3,19.3,9.6,4.0,9.0,3.8
Ronald Acuna Jr.,0,OF,24,ATL,MIA,4.58,Cabrera,0.355,2%,R,R,0.376,0%,0.214,-1%,1,1,0,1%,-5%,3%,13.9,12.5,12.5,5.9,19.1,10.5,4.4,2.6,1.1
Jose Ramirez,,3B,23,CLE,COL,4.64,Gomber,0.358,8%,L,S,0.353,-4%,0.234,-8%,3,3,0,0%,-9%,0%,9.1,9.4,9.4,1.8,16.9,9.5,4.1,0.0,0.0
Matt Chapman,,3B,22,TOR,CWS,5.02,Lynn,0.270,-11%,R,R,0.323,-3%,0.194,-10%,4,5,1,0%,0%,0%,7.3,10.9,10.9,2.0,19.9,7.9,3.6,7.1,3.2
Shohei Ohtani,0,OF,21,LAA,OAK,5.93,Waldichuk,,2%,L,L,0.357,-4%,0.249,-8%,3,2,0,5%,-3%,0%,11.3,12.6,12.6,1.0,24.2,10.3,4.9,7.1,3.4
Matt Olson,0,1B,21,ATL,MIA,4.58,Cabrera,0.283,-4%,R,L,0.365,2%,0.256,1%,2,2,0,-2%,-6%,3%,8.1,10.4,10.4,1.0,19.8,9.0,4.3,14.2,6.8
Vladimir Guerrero Jr.,0,1B,21,TOR,CWS,5.02,Lynn,0.270,-11%,R,R,0.391,4%,0.257,8%,2,3,1,0%,0%,0%,8.5,9.7,9.7,3.0,16.3,9.5,4.5,8.7,4.1
Marcus Semien,,2B,20,TEX,@CIN,4.05,Lodolo,0.355,7%,L,R,0.346,-1%,0.206,-9%,1,1,0,13%,-10%,2%,14.4,10.6,10.6,2.1,19.1,9.4,4.7,4.5,2.3
Adolis Garcia,,OF,20,TEX,@CIN,4.05,Lodolo,0.355,7%,L,R,0.298,-6%,0.198,-6%,4,4,0,15%,-11%,2%,14.4,11.2,11.2,-4.1,26.6,8.5,4.3,4.5,2.3
Rafael Devers,,3B,20,BOS,@BAL,4.09,Kremer,0.329,2%,R,L,0.394,10%,0.298,28%,2,2,1,3%,-8%,0%,9.3,10.4,10.4,1.1,19.6,9.1,4.5,16.1,8.1
Yandy Diaz,,1B,20,TB,HOU,4.84,Urquidy,0.330,2%,R,R,0.348,-2%,0.123,-17%,1,1,0,-4%,0%,0%,10.0,10.5,10.5,0.7,20.4,8.0,4.0,7.1,3.5
Josh Lowe,,OF,20,TB,HOU,4.84,Urquidy,0.267,-12%,R,L,0.365,6%,0.214,11%,7,7,-1,-2%,0%,0%,12.7,12.3,12.3,4.8,19.8,6.8,3.4,4.5,2.3
Randy Arozarena,,OF,20,TB,HOU,4.84,Urquidy,0.330,2%,R,R,0.330,-6%,0.162,-16%,3,3,0,-4%,0%,0%,10.9,11.0,11.0,3.6,18.3,8.6,4.3,23.2,11.6
Jorge Mateo,,SS,19,BAL,BOS,3.91,Sale,0.360,7%,L,R,0.285,0%,0.156,3%,8,8,-1,1%,-5%,0%,9.4,11.2,11.2,3.9,18.5,6.8,3.6,7.1,3.7
Sean Murphy,,C,19,ATL,MIA,4.58,Cabrera,0.355,2%,R,R,0.324,-2%,0.181,-6%,4,4,0,2%,-6%,3%,12.6,10.6,10.6,-0.5,21.8,7.9,4.2,21.3,11.2
Bo Bichette,0,SS,19,TOR,CWS,5.02,Lynn,0.270,-11%,R,R,0.346,-3%,0.177,-5%,1,2,1,1%,0%,0%,5.8,8.4,8.4,0.6,16.2,8.7,4.6,5.2,2.7
Joey Gallo,,1B,18,MIN,NYY,4.41,Brito,,1%,R,L,0.338,1%,0.260,2%,7,2,-1,1%,-9%,0%,11.0,10.0,10.0,-3.5,23.4,6.8,3.8,16.8,9.3
Jonah Heim,,C,18,TEX,@CIN,4.05,Lodolo,0.355,7%,L,S,0.344,9%,0.218,15%,x,x,-,0%,0%,0%,13.3,10.0,10.0,1.1,18.9,0.0,0.0,0.0,0.0
Alex Verdugo,,OF,18,BOS,@BAL,4.09,Kremer,0.329,2%,R,L,0.355,6%,0.161,21%,1,1,0,-1%,-6%,0%,9.7,9.0,9.0,2.7,15.3,7.8,4.3,6.4,3.6
Cedric Mullins,,OF,18,BAL,BOS,3.91,Sale,0.360,7%,L,S,0.297,-12%,0.139,-23%,7,9,-2,1%,-5%,0%,9.9,9.4,9.4,0.8,18.0,7.0,3.9,9.7,5.4
Yordan Alvarez,,OF,18,HOU,@TB,3.66,Bradley,,1%,R,L,0.394,-1%,0.288,1%,x,x,-,0%,0%,0%,9.2,10.9,10.9,4.1,17.7,0.0,0.0,0.0,0.0
Harold Ramirez,,OF,18,TB,HOU,4.84,Urquidy,0.330,2%,R,R,0.309,-4%,0.127,-1%,5,5,0,-5%,0%,0%,9.8,9.5,9.5,0.4,18.7,6.8,3.8,14.2,7.9
Wander Franco,,SS,18,TB,HOU,4.84,Urquidy,0.267,-12%,R,L,0.316,-7%,0.150,-11%,2,2,1,-2%,0%,0%,7.9,9.8,9.8,1.9,17.7,7.9,4.4,25.5,14.2
Pavin Smith,0,1B,18,ARI,KC,5.47,Keller,0.324,1%,R,L,0.334,5%,0.174,19%,6,6,-1,1%,2%,0%,10.8,10.8,10.8,1.8,19.8,7.7,4.3,9.0,5.0
Corbin Carroll,0,OF,18,ARI,KC,5.47,Keller,0.324,1%,R,L,0.373,4%,0.256,10%,3,3,1,2%,2%,0%,11.3,9.5,9.5,1.2,17.9,10.0,5.6,9.7,5.4
Anthony Rizzo,,1B,17,NYY,@MIN,3.59,Gray,0.278,-10%,R,L,0.337,-3%,0.222,4%,3,3,0,1%,-8%,0%,10.4,8.9,8.9,1.0,16.9,7.5,4.4,0.0,0.0
Byron Buxton,0,OF,17,MIN,NYY,4.41,Brito,,-1%,R,R,0.373,0%,0.306,3%,4,1,-1,-3%,-9%,0%,5.8,7.5,7.5,2.0,13.0,8.3,4.9,1.9,1.1
Adley Rutschman,,C,17,BAL,BOS,3.91,Sale,,-1%,L,L,0.287,-10%,0.094,-26%,2,2,0,2%,-5%,0%,7.3,9.2,9.2,0.5,17.9,7.8,4.6,2.6,1.5
Brent Rooker,,OF,17,OAK,@LAA,4.07,Suarez,0.307,-3%,L,R,0.303,1%,0.131,-2%,3,4,1,10%,-3%,0%,12.1,10.1,10.1,-0.1,20.2,7.5,4.4,35.5,20.9
Jake Burger,,3B,17,CWS,@TOR,3.98,Bassitt,0.272,-11%,R,R,0.318,-2%,0.219,0%,6,6,-1,-1%,0%,0%,8.7,8.7,8.7,-0.1,17.5,6.5,3.8,2.6,1.5
Kyle Tucker,,OF,17,HOU,@TB,3.66,Bradley,,1%,R,L,0.378,4%,0.234,-2%,3,5,2,-4%,0%,0%,8.0,9.9,9.9,2.4,17.4,8.9,5.2,4.5,2.6
Brandon Lowe,,2B,17,TB,HOU,4.84,Urquidy,0.267,-12%,R,L,0.369,5%,0.260,4%,4,4,-1,-3%,0%,0%,8.8,10.3,10.3,0.1,20.4,8.0,4.7,0.0,0.0
Paul Goldschmidt,0,1B,17,STL,@SF,4.06,Cobb,0.297,-5%,R,R,0.370,-6%,0.209,-13%,2,3,1,0%,-2%,0%,7.8,8.7,8.7,2.3,15.0,8.5,5.0,5.2,3.1
Nolan Gorman,,2B,17,STL,@SF,4.06,Cobb,0.300,-5%,R,L,0.347,2%,0.233,6%,3,6,2,-5%,-2%,0%,9.1,10.0,10.0,2.1,17.9,7.3,4.3,2.6,1.5
Aaron Judge,0,OF,16,NYY,@MIN,3.59,Gray,0.301,-5%,R,R,0.426,1%,0.316,1%,2,2,0,-6%,-9%,0%,6.6,8.9,8.9,0.8,16.9,9.2,5.8,5.2,3.3
Willy Adames,0,SS,16,MIL,DET,4.61,Boyd,0.308,-4%,L,R,0.299,-9%,0.186,-12%,2,2,1,1%,-10%,0%,8.7,8.9,8.9,1.1,16.6,8.5,5.3,2.6,1.6
