Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Brandon Woodruff,3,SP,10000,MIL,STL,57%,3.90,6,0.335,21.5%,4.83,30.3%,3.17,3.07,R,0.248,0.284,0%,5%,1%,25.1,25.1,25.1,25.1,25.1,19.1,1.9,20.4,2.0
Clayton Kershaw,4,SP,9700,LAD,@ARI,68%,3.59,6,0.330,,3.00,28.9%,2.99,2.80,L,0.231,0.269,-8%,0%,0%,31.1,31.1,31.1,31.1,31.1,17.7,1.8,7.5,0.8
Zack Wheeler,2,SP,9400,PHI,CIN,63%,3.19,7,0.317,27.1%,5.00,28.2%,3.17,2.92,R,0.268,0.267,0%,3%,1%,10.9,10.9,10.9,10.9,10.9,20.1,2.1,13.2,1.4
Lucas Giolito,1,SP,8900,CWS,@PIT,54%,4.05,6.5,0.317,24.5%,3.83,26.6%,3.74,3.72,R,0.279,0.342,1%,3%,0%,15.1,15.1,15.1,15.1,15.1,16.2,1.8,-6.2,-0.7
Logan Gilbert,,SP,8700,SEA,@CLE,48%,3.84,4.5,0.327,18.5%,5.43,23.9%,3.82,3.91,R,0.269,0.327,-5%,7%,2%,22.5,22.5,22.5,22.5,22.5,13.3,1.5,10.2,1.2
Patrick Sandoval,1,SP,8500,LAA,TOR,56%,4.19,4,0.344,18.9%,4.71,24.2%,4.00,3.74,L,0.236,0.316,-2%,2%,0%,14.8,14.8,14.8,14.8,14.8,13.3,1.6,11.3,1.3
Nathan Eovaldi,2,SP,8300,TEX,@CHC,47%,3.37,5.5,0.314,24.1%,5.60,24.4%,3.58,3.48,R,0.289,0.322,1%,4%,3%,16.4,16.4,16.4,16.4,16.4,15.5,1.9,17.1,2.1
Aaron Civale,,SP,8300,CLE,SEA,52%,3.66,5.5,0.317,25.1%,4.14,21.6%,4.03,4.02,R,0.286,0.325,-1%,6%,2%,24.0,24.0,24.0,24.0,24.0,15.0,1.8,8.8,1.1
Chris Bassitt,1,SP,8100,TOR,@LAA,44%,4.81,4.5,0.337,23.0%,5.50,23.3%,3.83,3.85,R,0.311,0.272,-3%,3%,0%,-16.5,-16.5,-16.5,-16.5,-16.5,13.2,1.6,19.3,2.4
Marcus Stroman,2,SP,8000,CHC,TEX,53%,3.13,5,0.325,25.5%,6.00,21.6%,3.84,3.51,R,0.291,0.281,1%,5%,4%,29.9,29.9,29.9,29.9,29.9,16.8,2.1,25.9,3.2
Sonny Gray,1,SP,8000,MIN,HOU,55%,3.56,4.5,0.321,21.6%,4.86,25.2%,3.87,3.73,R,0.276,0.306,1%,4%,0%,13.1,13.1,13.1,13.1,13.1,14.5,1.8,36.8,4.6
Jose Urquidy,,SP,7800,HOU,@MIN,45%,3.94,5,0.321,23.8%,4.00,20.4%,4.20,4.33,R,0.269,0.325,0%,6%,0%,8.2,8.2,8.2,8.2,8.2,14.1,1.8,17.2,2.2
Hunter Greene,1,SP,7600,CIN,@PHI,37%,4.31,7.5,0.324,24.0%,3.00,31.3%,3.31,3.60,R,0.313,0.332,2%,3%,1%,12.7,12.7,12.7,12.7,12.7,17.7,2.3,11.7,1.5
Jack Flaherty,2,SP,7500,STL,@MIL,42%,4.60,4.5,0.334,24.6%,6.33,23.9%,4.41,4.42,R,0.305,0.312,-2%,8%,2%,18.4,18.4,18.4,18.4,18.4,14.0,1.9,7.3,1.0
Tylor Megill,2,SP,7400,NYM,MIA,60%,3.54,5,0.321,21.5%,2.14,26.1%,3.69,3.67,R,0.405,0.248,1%,2%,0%,20.5,20.5,20.5,20.5,20.5,16.1,2.2,20.5,2.8
Alex Cobb,5,SP,7400,SF,KC,67%,3.25,6,0.301,22.6%,2.43,24.5%,3.40,3.05,R,0.300,0.292,1%,1%,0%,15.3,15.3,15.3,15.3,15.3,15.8,2.1,19.6,2.6
Nick Martinez,,RP,7400,SD,@ATL,51%,4.71,4.5,0.327,23.4%,5.57,21.0%,4.05,4.04,R,0.318,0.307,-6%,4%,0%,12.9,12.9,12.9,12.9,12.9,12.2,1.6,5.1,0.7
Edward Cabrera,,SP,7100,MIA,@NYM,40%,4.46,4.5,0.337,19.7%,3.29,24.4%,4.60,4.55,R,0.276,0.354,2%,3%,0%,4.2,4.2,4.2,4.2,4.2,11.7,1.6,5.8,0.8
Rich Hill,,SP,7100,PIT,CWS,46%,4.45,4.5,0.344,23.7%,4.57,22.0%,4.28,4.44,L,0.275,0.329,1%,6%,-1%,16.3,16.3,16.3,16.3,16.3,12.7,1.8,-7.8,-1.1
Madison Bumgarner,,SP,7000,ARI,LAD,32%,5.41,4,0.345,24.4%,6.14,17.9%,4.71,4.89,L,0.313,0.347,-8%,0%,0%,-2.4,-2.4,-2.4,-2.4,-2.4,9.6,1.4,9.9,1.4
Brad Keller,,SP,6700,KC,@SF,33%,4.75,4,0.331,24.6%,6.33,18.2%,4.70,4.46,R,0.328,0.353,4%,2%,0%,12.5,12.5,12.5,12.5,12.5,11.0,1.6,17.1,2.6
MacKenzie Gore,,SP,6500,WAS,@COL,48%,5.85,5,0.334,20.8%,3.29,23.6%,4.46,4.42,L,,0.328,-13%,4%,0%,21.8,21.8,21.8,21.8,21.8,10.7,1.6,21.3,3.3
Clarke Schmidt,,SP,6400,NYY,@BAL,53%,4.13,4,0.330,20.7%,5.67,23.1%,3.95,4.06,R,0.392,0.252,-1%,4%,0%,7.9,7.9,7.9,7.9,7.9,12.0,1.9,0.7,0.1
Jared Shuster,,SP,6200,ATL,SD,49%,4.79,3.5,0.343,17.9%,4.43,,,,L,,,-3%,6%,0%,-2.1,-2.1,-2.1,-2.1,-2.1,11.2,1.8,3.0,0.5
Dean Kremer,,SP,6100,BAL,NYY,47%,4.37,4.5,0.328,23.8%,4.83,17.7%,4.75,4.84,R,0.328,0.350,-1%,5%,0%,-1.4,-1.4,-1.4,-1.4,-1.4,11.2,1.8,6.5,1.1
Jose Urena,,SP,6100,COL,WAS,52%,5.65,3.5,0.299,21.3%,2.43,14.4%,5.08,4.82,R,0.401,0.313,-9%,7%,0%,-8.2,-8.2,-8.2,-8.2,-8.2,7.7,1.3,-6.0,-1.0
