Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Joe Ryan,2,P,10000,MIN,@KC,56%,4.14,6,0.306,22.4%,,25.7%,3.89,4.25,R,0.280,0.291,-1%,1%,0%,0.0,0.0,0.0,0.0,0.0,27.4,2.7,43.0,4.3
Tyler Anderson,,P,9800,LAA,@OAK,59%,3.37,4.5,0.309,21.0%,1.50,19.3%,4.30,4.34,L,0.302,0.297,5%,2%,0%,0.0,0.0,0.0,0.0,0.0,28.6,2.9,40.0,4.1
Jeffrey Springs,2,P,9500,TB,DET,70%,2.88,6,0.320,25.4%,1.00,28.4%,3.14,3.21,L,0.337,0.262,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,33.1,3.5,64.0,6.7
Chris Bassitt,1,P,9300,TOR,@STL,48%,3.84,4.5,0.329,20.2%,6.50,23.6%,3.80,3.82,R,0.300,0.272,2%,2%,0%,0.0,0.0,0.0,0.0,0.0,27.1,2.9,-17.0,-1.8
Jordan Montgomery,,P,9200,STL,TOR,52%,3.66,4,0.336,18.3%,5.50,23.1%,3.83,3.66,L,0.246,0.307,1%,2%,0%,0.0,0.0,0.0,0.0,0.0,26.2,2.8,21.0,2.3
Luis Garcia,0,P,9100,HOU,CWS,57%,3.63,5,0.322,20.4%,3.33,25.4%,3.84,3.87,R,0.335,0.263,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,31.2,3.4,18.0,2.0
Koudai Senga,1,P,9000,NYM,@MIA,52%,3.67,5.5,0.315,19.9%,2.33,,,,R,,,1%,-1%,0%,0.0,0.0,0.0,0.0,0.0,28.3,3.1,43.0,4.8
Jameson Taillon,1,P,8900,CHC,MIL,54%,4.32,5,0.328,24.0%,1.50,21.9%,4.05,4.19,R,0.312,0.305,1%,3%,0%,0.0,0.0,0.0,0.0,0.0,26.2,2.9,9.0,1.0
Eric Lauer,,P,8800,MIL,@CHC,46%,4.68,5,0.325,21.3%,2.50,23.8%,4.14,4.16,L,0.289,0.300,1%,3%,0%,0.0,0.0,0.0,0.0,0.0,25.4,2.9,34.0,3.9
Trevor Rogers,,P,8700,MIA,NYM,48%,3.83,4,0.332,19.3%,4.00,25.6%,3.94,3.79,L,0.296,0.317,1%,-1%,0%,0.0,0.0,0.0,0.0,0.0,25.3,2.9,16.0,1.8
Martin Perez,,P,8600,TEX,PHI,54%,4.05,4.5,0.331,21.2%,5.00,20.0%,4.25,4.05,L,0.281,0.326,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,28.2,3.3,41.0,4.8
Noah Syndergaard,,P,8500,LAD,ARI,63%,3.63,4,0.309,22.4%,1.67,16.9%,4.38,4.28,R,0.326,0.306,1%,1%,0%,0.0,0.0,0.0,0.0,0.0,26.3,3.1,37.0,4.4
Cal Quantrill,,P,8400,CLE,@SEA,47%,4.11,4.5,0.319,23.2%,2.33,18.0%,4.50,4.41,R,0.284,0.312,4%,0%,0%,0.0,0.0,0.0,0.0,0.0,24.9,3.0,11.0,1.3
Graham Ashcraft,1,P,8300,CIN,PIT,55%,4.25,4.5,0.312,23.3%,3.50,15.3%,4.22,4.09,R,0.254,0.387,-2%,5%,0%,0.0,0.0,0.0,0.0,0.0,24.3,2.9,46.0,5.5
Jared Shuster,2,P,8200,ATL,@WAS,62%,3.67,4,0.316,19.6%,1.50,,,,L,,,5%,3%,0%,0.0,0.0,0.0,0.0,0.0,27.4,3.3,5.0,0.6
Ross Stripling,,P,8100,SF,@NYY,45%,4.48,4,0.326,23.2%,5.00,21.2%,3.99,4.07,R,0.283,0.314,-1%,4%,0%,0.0,0.0,0.0,0.0,0.0,21.4,2.6,12.0,1.5
MacKenzie Gore,,P,8000,WAS,ATL,38%,4.83,5,0.344,22.5%,7.00,23.3%,4.43,4.42,L,,0.333,2%,3%,0%,0.0,0.0,0.0,0.0,0.0,25.0,3.1,37.0,4.6
Ken Waldichuk,,P,8000,OAK,LAA,41%,4.13,4,0.344,20.6%,7.00,22.6%,3.95,4.26,L,,,1%,1%,0%,0.0,0.0,0.0,0.0,0.0,24.9,3.1,11.0,1.4
Mike Clevinger,,P,7900,CWS,@HOU,42%,4.37,4.5,0.312,21.8%,4.67,18.8%,4.49,4.76,R,0.310,0.323,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,23.0,2.9,45.0,5.7
Tanner Houck,,P,7700,BOS,BAL,56%,4.22,1,0.335,19.6%,9.00,26.9%,3.43,3.43,R,0.299,0.246,-1%,2%,0%,0.0,0.0,0.0,0.0,0.0,21.6,2.8,27.0,3.5
Cole Irvin,,P,7600,BAL,@BOS,44%,4.78,3.5,0.328,21.7%,9.00,16.8%,4.61,4.58,L,0.318,0.316,-4%,5%,0%,0.0,0.0,0.0,0.0,0.0,22.2,2.9,6.0,0.8
Marco Gonzales,,P,7500,SEA,CLE,53%,3.89,3,0.328,18.9%,3.67,15.4%,4.96,5.01,L,0.308,0.337,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,23.6,3.1,6.0,0.8
Bailey Falter,,P,7200,PHI,@TEX,46%,4.45,4,0.338,23.3%,13.50,22.1%,3.79,4.08,L,0.298,0.342,-1%,0%,0%,0.0,0.0,0.0,0.0,0.0,23.0,3.2,19.0,2.6
Jhony Brito,,P,7100,NYY,SF,55%,4.02,1,0.336,23.6%,3.50,,,,R,,,0%,3%,0%,0.0,0.0,0.0,0.0,0.0,22.8,3.2,39.0,5.5
Vincent Velasquez,,P,7000,PIT,@CIN,45%,4.75,4.5,0.319,23.5%,5.00,23.1%,4.42,4.76,R,0.355,0.342,-4%,5%,0%,0.0,0.0,0.0,0.0,0.0,21.9,3.1,14.0,2.0
Joey Wentz,,P,6800,DET,@TB,30%,4.62,3.5,0.330,19.9%,8.00,20.0%,4.58,4.56,L,,,4%,0%,0%,0.0,0.0,0.0,0.0,0.0,20.5,3.0,16.0,2.4
Zach Davies,,P,6700,ARI,@LAD,37%,4.87,3.5,0.344,21.4%,6.33,17.4%,5.06,4.81,R,0.310,0.350,6%,2%,0%,0.0,0.0,0.0,0.0,0.0,19.3,2.9,24.0,3.6
Brad Keller,,P,6600,KC,MIN,43%,4.86,4.5,0.320,26.2%,2.00,18.0%,4.70,4.46,R,0.328,0.353,-1%,1%,0%,0.0,0.0,0.0,0.0,0.0,22.6,3.4,26.0,3.9
Seth Lugo,0,P,6500,SD,COL,65%,3.35,4.5,0.321,22.3%,5.00,26.6%,3.30,3.55,R,0.293,0.316,1%,1%,0%,0.0,0.0,0.0,0.0,0.0,27.0,4.2,49.0,7.5
Austin Gomber,,P,6000,COL,@SD,35%,4.65,3,0.343,18.0%,3.67,20.5%,4.26,4.18,L,0.282,0.348,9%,1%,0%,0.0,0.0,0.0,0.0,0.0,21.0,3.5,25.0,4.2
