Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Lucas Giolito,,SP,8000,CWS,@TB,37%,4.58,5.5,0.318,21.5%,6.90,26.6%,3.74,3.74,R,0.281,0.343,6%,0%,0%,15.0,15.0,15.0,-0.5,30.4,14.5,1.8,12.9,1.6
Max Fried,1,SP,7700,ATL,HOU,56%,3.75,4.5,0.345,20.3%,5.14,23.3%,3.52,3.27,L,0.269,0.265,-2%,3%,-1%,14.0,14.0,14.0,4.3,23.7,15.2,2.0,21.4,2.8
Zach Eflin,1,SP,7600,TB,CWS,63%,3.42,4.5,0.321,22.7%,4.43,22.0%,3.75,3.64,R,0.335,0.303,2%,0%,0%,20.5,20.5,20.5,19.9,21.0,14.6,1.9,19.4,2.6
Hunter Greene,2,SP,7500,CIN,@PIT,51%,3.71,7.5,0.303,25.0%,4.95,30.9%,3.34,3.64,R,0.306,0.339,2%,3%,0%,13.5,13.5,13.5,6.9,20.1,18.4,2.5,19.9,2.7
Drey Jameson,1,SP,7300,ARI,SD,41%,4.92,3.5,0.341,21.0%,3.70,23.8%,3.92,3.72,R,,,-4%,-2%,0%,10.6,10.6,10.6,4.2,17.1,10.9,1.5,-5.3,-0.7
Bailey Ober,2,SP,7000,MIN,WAS,70%,3.30,4.5,0.305,20.9%,3.75,24.3%,3.87,4.08,R,0.341,0.281,0%,4%,0%,0.0,0.0,0.0,0.0,0.0,14.9,2.1,19.1,2.7
Brayan Bello,,SP,6700,BOS,@MIL,39%,4.48,4.5,0.327,22.0%,4.90,21.0%,4.02,3.79,R,,0.376,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,11.0,1.6,6.3,0.9
Jordan Lyles,0,SP,6500,KC,@LAA,34%,5.58,4.5,0.334,25.9%,4.81,18.7%,4.56,4.61,R,0.347,0.345,-3%,1%,0%,13.1,13.1,13.1,8.2,18.0,10.7,1.6,12.5,1.9
Eduardo Rodriguez,0,SP,6400,DET,@BAL,39%,4.20,6,0.311,24.6%,5.30,23.8%,3.98,3.82,L,0.336,0.318,-2%,3%,0%,16.3,16.3,16.3,-0.5,33.0,14.2,2.2,27.1,4.2
Grayson Rodriguez,4,SP,6000,BAL,DET,61%,3.30,7.5,0.299,27.2%,3.11,,,,R,,,0%,1%,0%,11.5,11.5,11.5,6.5,16.4,17.6,2.9,18.4,3.1
Vince Velasquez,1,SP,5800,PIT,CIN,49%,3.79,5,0.312,26.0%,4.19,22.7%,4.52,4.85,R,0.361,0.334,0%,5%,0%,11.5,11.5,11.5,-3.9,26.9,14.0,2.4,37.4,6.4
Chris Flexen,1,SP,5600,SEA,STL,49%,4.53,3.5,0.327,24.0%,4.62,16.4%,4.85,4.79,R,0.278,0.348,3%,0%,0%,2.7,2.7,2.7,-13.5,18.9,11.1,2.0,-4.2,-0.8
Kyle Muller,,RP,5500,OAK,@TEX,24%,4.87,5,0.319,26.7%,6.70,20.5%,4.99,4.82,L,,0.329,-6%,0%,0%,4.3,4.3,4.3,-6.0,14.6,11.6,2.1,2.7,0.5
Patrick Corbin,,SP,5300,WAS,@MIN,30%,5.20,4,0.334,23.8%,4.19,18.2%,4.50,4.27,L,0.315,0.388,-1%,7%,0%,6.5,6.5,6.5,0.6,12.4,11.6,2.2,14.1,2.7
Clarke Schmidt,,SP,5100,NYY,TOR,45%,4.50,3,0.337,20.3%,4.52,22.7%,4.05,4.26,R,0.409,0.268,-1%,2%,-1%,4.9,4.9,4.9,1.8,7.9,10.5,2.1,26.4,5.2
Logan Allen,0,SP,5000,CLE,MIA,53%,3.64,1,0.329,22.7%,3.24,16.8%,4.85,4.94,L,,0.366,-1%,4%,0%,0.0,0.0,0.0,0.0,0.0,12.6,2.5,27.9,5.6
