Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,,P,57,ATL,SD,57%,3.87,6.5,0.330,20.1%,4.17,37.7%,2.49,2.44,R,0.243,0.231,-1%,0%,0%,34.6,34.6,34.6,34.6,34.6,22.0,3.9,20.7,3.6
Kevin Gausman,0,P,49,TOR,@KC,68%,3.41,6.5,0.310,23.9%,2.33,28.7%,3.18,3.02,R,0.267,0.301,-1%,4%,0%,23.9,23.9,23.9,23.9,23.9,20.8,4.2,30.6,6.2
Blake Snell,,P,45,SD,@ATL,42%,4.63,6,0.347,21.5%,5.33,31.6%,3.57,3.43,L,0.255,0.307,-4%,0%,0%,18.7,18.7,18.7,18.7,18.7,17.8,4.0,-2.0,-0.4
Lance Lynn,,P,44,CWS,SF,52%,3.91,5.5,0.335,23.2%,4.40,26.0%,3.58,3.70,R,0.290,0.259,0%,4%,0%,17.8,17.8,17.8,17.8,17.8,18.1,4.1,-3.8,-0.9
Dustin May,0,P,42,LAD,@ARI,59%,3.81,5,0.314,20.8%,3.17,27.8%,3.44,3.25,R,0.285,,-9%,1%,0%,25.4,25.4,25.4,25.4,25.4,15.9,3.8,26.4,6.3
Chris Sale,,P,37,BOS,@DET,56%,3.71,7.5,0.322,25.8%,3.00,27.8%,3.44,3.36,L,,0.369,2%,3%,0%,-2.0,-2.0,-2.0,-2.0,-2.0,18.8,5.1,20.7,5.6
Merrill Kelly,,P,35,ARI,LAD,41%,4.69,4.5,0.343,21.0%,6.33,20.9%,4.22,4.04,R,0.293,0.307,-6%,2%,0%,12.7,12.7,12.7,12.7,12.7,13.5,3.9,8.0,2.3
Alex Wood,,P,32,SF,@CWS,48%,4.09,4,0.342,20.8%,4.33,24.8%,3.53,3.42,L,0.260,0.322,-1%,4%,0%,0.0,0.0,0.0,0.0,0.0,14.9,4.7,5.8,1.8
Kyle Freeland,,P,32,COL,WAS,61%,4.82,3.5,0.313,20.2%,2.83,18.2%,4.51,4.43,L,0.364,0.337,-8%,12%,0%,20.4,20.4,20.4,20.4,20.4,10.3,3.2,28.6,8.9
Josiah Gray,,P,26,WAS,@COL,39%,6.18,5.5,0.321,22.0%,3.67,23.9%,4.38,4.72,R,0.393,0.321,-14%,9%,0%,4.9,4.9,4.9,4.9,4.9,11.5,4.4,19.9,7.7
Jordan Lyles,,P,25,KC,TOR,32%,5.09,4,0.336,22.9%,4.50,18.6%,4.55,4.60,R,0.351,0.342,-2%,9%,0%,11.7,11.7,11.7,11.7,11.7,11.4,4.6,17.8,7.1
Spencer Turnbull,,P,25,DET,BOS,43%,4.29,3,0.332,19.8%,5.83,21.5%,3.95,3.92,R,0.287,,0%,5%,0%,-11.8,-11.8,-11.8,-11.8,-11.8,11.6,4.6,1.8,0.7
