Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,0,P,57,ATL,MIA,70%,2.92,8.5,0.307,23.9%,3.27,38.1%,2.54,2.49,R,0.246,0.229,-1%,1%,0%,28.1,28.1,28.1,20.1,36.1,27.9,4.9,52.2,9.2
Nick Lodolo,,P,43,CIN,TEX,49%,4.05,8,0.309,27.1%,6.62,29.7%,3.29,3.49,L,,0.355,-2%,5%,-1%,18.8,18.8,18.8,-1.7,39.2,22.1,5.1,2.1,0.5
Taj Bradley,,P,43,TB,HOU,63%,3.66,5,0.310,21.7%,5.14,,,,R,,,2%,0%,0%,29.0,29.0,29.0,21.4,36.6,16.7,3.9,20.5,4.8
Lance Lynn,,P,41,CWS,@TOR,40%,5.02,5,0.334,22.0%,4.55,26.1%,3.58,3.68,R,0.298,0.270,0%,0%,0%,12.0,12.0,12.0,-0.7,24.7,15.6,3.8,7.8,1.9
Sonny Gray,0,P,40,MIN,NYY,59%,3.59,5.5,0.317,23.6%,4.23,25.8%,3.81,3.69,R,0.278,0.301,0%,3%,0%,24.7,24.7,24.7,13.3,36.0,18.7,4.7,36.5,9.1
Chris Bassitt,,P,39,TOR,CWS,60%,3.98,5,0.318,22.7%,4.27,23.2%,3.88,3.89,R,0.308,0.272,0%,0%,0%,13.7,13.7,13.7,-7.1,34.6,17.5,4.5,20.7,5.3
Nathan Eovaldi,,P,38,TEX,@CIN,51%,3.95,5.5,0.313,24.2%,4.00,24.4%,3.57,3.44,R,0.290,0.326,-3%,4%,-1%,16.6,16.6,16.6,10.7,22.4,18.3,4.8,18.8,4.9
Jordan Montgomery,,P,38,STL,@SF,51%,3.94,5.5,0.335,25.2%,4.52,22.9%,3.85,3.68,L,0.243,0.310,1%,1%,0%,15.5,15.5,15.5,-3.2,34.2,17.3,4.6,23.7,6.2
Chris Sale,,P,37,BOS,@BAL,52%,3.91,6,0.315,23.0%,5.14,29.3%,3.41,3.30,L,,0.360,0%,3%,0%,14.1,14.1,14.1,-1.0,29.1,18.1,4.9,-4.0,-1.1
Edward Cabrera,,P,36,MIA,@ATL,30%,4.58,5.5,0.326,23.6%,4.82,24.5%,4.65,4.55,R,0.283,0.355,-5%,3%,-1%,12.3,12.3,12.3,2.1,22.4,13.7,3.8,9.8,2.7
Alex Cobb,,P,35,SF,STL,49%,4.06,5,0.331,22.4%,4.73,24.4%,3.38,3.04,R,0.300,0.297,1%,1%,0%,16.0,16.0,16.0,6.8,25.1,16.7,4.8,32.7,9.3
Cal Quantrill,,P,33,CLE,COL,64%,3.36,4,0.317,21.7%,3.74,17.7%,4.55,4.46,R,0.283,0.315,-1%,6%,0%,11.8,11.8,11.8,2.1,21.5,15.5,4.7,-5.0,-1.5
Colin Rea,0,P,31,MIL,DET,57%,3.89,5.5,0.299,27.6%,3.00,,,,R,,,0%,3%,0%,14.0,14.0,14.0,-0.4,28.5,16.6,5.4,0.9,0.3
Jose Suarez,0,P,31,LAA,OAK,67%,4.07,4.5,0.318,,3.41,20.8%,4.29,4.23,L,0.346,0.307,-1%,1%,0%,-0.1,-0.1,-0.1,-1.9,1.8,14.9,4.8,2.0,0.6
Jose Urquidy,,P,31,HOU,@TB,38%,4.84,4,0.323,20.2%,6.77,20.3%,4.24,4.37,R,0.267,0.330,5%,0%,0%,13.5,13.5,13.5,5.6,21.4,12.7,4.1,-6.1,-2.0
Matthew Boyd,,P,30,DET,@MIL,42%,4.61,5,0.313,,4.91,20.1%,4.67,4.82,L,0.243,0.308,0%,6%,0%,10.4,10.4,10.4,10.0,10.8,14.3,4.8,25.6,8.5
Tommy Henry,,P,29,ARI,KC,59%,4.53,4,0.320,22.9%,3.32,17.6%,4.93,4.97,L,,0.335,-4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,12.8,4.4,1.8,0.6
Dean Kremer,,P,28,BAL,BOS,48%,4.09,4,0.326,20.6%,5.74,17.6%,4.77,4.86,R,0.329,0.345,-1%,6%,0%,9.4,9.4,9.4,-5.8,24.7,12.6,4.5,15.8,5.6
Jhony Brito,,P,27,NYY,@MIN,41%,4.41,3,0.327,24.1%,4.14,,,,R,,,2%,5%,0%,9.5,9.5,9.5,-10.3,29.4,11.9,4.4,-1.4,-0.5
Ken Waldichuk,,P,27,OAK,@LAA,33%,5.93,4.5,0.346,23.6%,4.77,20.2%,4.49,4.72,L,,0.412,-6%,2%,0%,6.0,6.0,6.0,-6.9,18.8,10.5,3.9,2.8,1.0
Austin Gomber,,P,27,COL,@CLE,36%,4.64,3,0.321,19.1%,4.09,20.0%,4.37,4.30,L,0.295,0.358,3%,9%,0%,-0.6,-0.6,-0.6,-16.3,15.0,10.3,3.8,19.6,7.3
Brad Keller,,P,27,KC,@ARI,41%,5.47,4,0.315,21.2%,4.78,18.2%,4.73,4.47,R,0.324,0.350,-12%,-3%,0%,16.7,16.7,16.7,4.7,28.8,10.3,3.8,-1.0,-0.4
