Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nestor Cortes,,P,46,NYY,LAA,57%,3.88,5,0.348,22.1%,4.89,26.6%,3.63,3.90,L,0.244,0.273,-1%,2%,0%,20.7,20.7,20.7,16.7,24.7,18.2,4.0,23.7,5.2
Kodai Senga,0,P,40,NYM,@SF,53%,4.13,5.5,0.337,21.1%,4.65,,,,R,,,1%,1%,0%,21.8,21.8,21.8,11.6,31.9,17.2,4.3,10.9,2.7
Patrick Sandoval,,P,38,LAA,@NYY,42%,4.62,5,0.338,,4.39,24.0%,4.03,3.76,L,0.240,0.314,0%,2%,0%,16.2,16.2,16.2,14.0,18.4,13.9,3.7,3.0,0.8
Kenta Maeda,,P,37,MIN,@BOS,48%,4.61,4.5,0.328,21.6%,5.26,25.2%,3.88,3.95,R,0.294,0.314,-5%,3%,0%,18.6,18.6,18.6,4.8,32.3,14.5,3.9,2.2,0.6
Tanner Houck,,P,37,BOS,MIN,52%,4.39,5.5,0.316,23.8%,4.28,26.8%,3.49,3.47,R,0.310,0.245,-2%,2%,0%,16.3,16.3,16.3,13.2,19.4,15.3,4.1,26.7,7.2
Sean Manaea,,P,34,SF,NYM,47%,4.37,4,0.331,19.1%,4.63,24.7%,3.78,3.80,L,0.271,0.338,1%,1%,0%,18.5,18.5,18.5,5.8,31.2,14.6,4.3,-1.1,-0.3
Matt Strahm,,P,33,PHI,COL,67%,3.64,1.5,0.328,22.2%,3.79,25.8%,3.49,3.95,L,0.274,0.288,0%,0%,0%,17.4,17.4,17.4,8.8,26.0,13.9,4.2,27.5,8.3
Ryne Nelson,,P,32,ARI,SD,43%,5.66,3.5,0.342,20.9%,3.65,18.7%,4.77,4.82,R,,,-7%,-1%,0%,14.3,14.3,14.3,7.7,20.9,10.4,3.3,7.6,2.4
Michael Wacha,,P,31,SD,@ARI,56%,4.84,4,0.309,21.2%,4.63,21.6%,4.05,3.99,R,0.304,0.340,-13%,-1%,0%,14.5,14.5,14.5,-8.4,37.4,14.2,4.6,-1.9,-0.6
Roansy Contreras,0,P,31,PIT,CIN,61%,4.19,5.5,0.316,24.4%,4.56,20.7%,4.52,4.55,R,0.315,0.317,0%,-1%,0%,8.9,8.9,8.9,-8.0,25.8,14.9,4.8,31.7,10.2
Michael Grove,,P,26,LAD,@CHC,50%,5.48,4.5,0.316,24.5%,5.82,19.9%,4.41,4.50,R,,,0%,0%,-14%,7.4,7.4,7.4,-10.4,25.1,11.2,4.3,-2.2,-0.8
Ryan Feltner,,P,25,COL,@PHI,33%,5.36,4,0.326,22.9%,4.58,20.0%,4.58,4.68,R,0.331,0.381,7%,1%,0%,6.9,6.9,6.9,3.8,9.9,11.1,4.4,27.6,11.0
Luke Weaver,,P,25,CIN,@PIT,39%,5.31,5,0.308,23.6%,5.21,22.3%,4.05,4.10,R,0.376,0.321,4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,12.4,5.0,20.6,8.2
