Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Joe Ryan,1,SP,10500,MIN,NYY,55%,3.08,6,0.316,21.7%,4.09,26.3%,3.78,4.13,R,0.274,0.286,0%,3%,0%,25.1,25.1,25.1,15.5,34.7,18.2,1.7,27.6,2.6
Justin Steele,5,SP,10100,CHC,SD,51%,3.45,4.5,0.347,19.7%,3.83,24.4%,3.96,3.69,L,0.284,0.305,1%,4%,3%,23.6,23.6,23.6,17.9,29.3,15.3,1.5,23.0,2.3
Nestor Cortes,2,SP,9900,NYY,@MIN,45%,3.42,6,0.329,23.0%,4.22,26.6%,3.64,3.92,L,0.240,0.273,1%,3%,0%,19.1,19.1,19.1,16.0,22.1,17.4,1.8,13.7,1.4
Drew Rasmussen,0,SP,9800,TB,HOU,63%,3.22,5.5,0.310,22.6%,5.04,23.0%,3.75,3.54,R,0.258,0.277,2%,0%,0%,22.9,22.9,22.9,7.5,38.3,16.6,1.7,3.9,0.4
Eric Lauer,1,SP,8800,MIL,DET,61%,3.73,5.5,0.326,24.8%,3.05,23.6%,4.19,4.21,L,0.282,0.306,0%,4%,0%,15.6,15.6,15.6,4.5,26.7,16.6,1.9,0.8,0.1
Luis Garcia,,RP,8800,HOU,@TB,37%,4.28,6,0.311,23.8%,6.83,25.5%,3.85,3.90,R,0.340,0.266,4%,0%,0%,14.3,14.3,14.3,-0.4,29.0,15.3,1.7,28.5,3.2
Charlie Morton,3,SP,8600,ATL,MIA,68%,3.61,6.5,0.305,22.9%,3.13,27.6%,3.62,3.56,R,0.304,0.290,-1%,1%,0%,13.4,13.4,13.4,7.7,19.0,18.4,2.1,32.8,3.8
Blake Snell,3,SP,8500,SD,@CHC,49%,3.55,5.5,0.333,22.0%,5.76,30.9%,3.71,3.57,L,0.262,0.314,-1%,5%,4%,9.5,9.5,9.5,1.2,17.9,18.1,2.1,11.8,1.4
Bryan Hoeing,,SP,8300,MIA,@ATL,32%,5.39,1,0.328,23.9%,5.09,,,,R,,,-7%,4%,0%,0.0,0.0,0.0,0.0,0.0,8.3,1.0,-0.5,-0.1
Jose Berrios,1,SP,8100,TOR,CWS,64%,3.78,5,0.317,22.7%,4.17,23.0%,3.86,3.86,R,0.347,0.279,0%,4%,0%,12.1,12.1,12.1,3.7,20.6,15.3,1.9,34.8,4.3
John Brebbia,,RP,8000,SF,STL,51%,4.72,1,0.332,20.0%,4.52,21.6%,3.81,4.38,R,0.324,0.327,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,3.0,0.4,6.4,0.8
Marco Gonzales,,SP,8000,SEA,@PHI,47%,4.64,4,0.329,24.0%,4.52,15.7%,4.92,4.96,L,0.309,0.336,-2%,5%,0%,14.8,14.8,14.8,2.1,27.4,11.3,1.4,14.3,1.8
Martin Perez,,SP,7900,TEX,@CIN,54%,4.53,4.5,0.316,21.0%,4.13,20.0%,4.26,4.06,L,0.287,0.328,-4%,4%,0%,15.5,15.5,15.5,11.0,20.1,13.5,1.7,20.1,2.5
Mike Clevinger,,SP,7700,CWS,@TOR,36%,5.22,4,0.340,22.3%,4.57,18.5%,4.66,4.93,R,0.315,0.320,0%,6%,0%,12.2,12.2,12.2,-0.9,25.3,11.1,1.4,-0.8,-0.1
Ryne Nelson,,SP,7500,ARI,KC,56%,4.38,4.5,0.308,22.6%,3.35,18.8%,4.88,4.91,R,,,-4%,-1%,0%,10.5,10.5,10.5,4.9,16.0,12.6,1.7,2.7,0.4
Johan Oviedo,0,SP,7400,PIT,LAD,48%,4.33,5,0.328,22.0%,5.26,20.5%,4.59,4.53,R,0.311,0.304,1%,4%,0%,21.0,21.0,21.0,9.8,32.2,13.9,1.9,7.2,1.0
Brady Singer,,SP,7200,KC,@ARI,43%,5.12,4.5,0.318,20.1%,4.79,23.1%,3.86,3.68,R,0.328,0.312,-10%,-2%,0%,8.0,8.0,8.0,2.4,13.6,12.2,1.7,22.5,3.1
Corey Kluber,,SP,7200,BOS,@BAL,40%,5.01,3.5,0.330,20.9%,5.14,21.4%,4.05,4.16,R,0.317,0.322,1%,7%,0%,5.8,5.8,5.8,-1.7,13.2,11.4,1.6,18.5,2.6
Kyle Bradish,1,SP,7000,BAL,BOS,60%,3.99,4,0.328,19.2%,5.67,22.0%,4.09,3.93,R,0.291,0.348,-1%,6%,0%,16.2,16.2,16.2,2.5,29.9,13.2,1.9,-13.9,-2.0
