Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,6,RP,10400,ATL,@SD,56%,3.51,6.5,0.334,21.0%,3.94,38.0%,2.52,2.47,R,0.247,0.233,3%,1%,0%,23.5,23.5,23.5,16.3,30.8,21.3,2.0,32.5,3.1
Clayton Kershaw,1,SP,10100,LAD,NYM,57%,3.64,5,0.338,19.3%,4.88,28.3%,3.08,2.90,L,0.237,0.272,1%,3%,0%,18.6,18.6,18.6,6.8,30.5,16.8,1.7,36.0,3.6
Jordan Montgomery,1,SP,9500,STL,ARI,60%,3.57,4.5,0.330,19.7%,4.41,23.1%,3.84,3.66,L,0.246,0.305,1%,1%,3%,20.4,20.4,20.4,7.8,33.0,16.1,1.7,-7.0,-0.7
Nick Lodolo,0,SP,9400,CIN,TB,47%,4.90,5,0.331,17.2%,6.76,30.6%,3.21,3.33,L,,0.338,-2%,2%,-1%,25.9,25.9,25.9,16.0,35.9,14.6,1.6,-7.1,-0.8
Tylor Megill,,SP,9200,NYM,@LAD,42%,4.36,5,0.323,21.7%,5.35,25.3%,3.83,3.83,R,0.401,0.243,1%,3%,0%,18.2,18.2,18.2,14.3,22.1,12.7,1.4,6.7,0.7
Marcus Stroman,6,SP,8800,CHC,@OAK,63%,3.22,5,0.314,,3.71,21.7%,3.83,3.51,R,0.291,0.277,4%,2%,0%,24.4,24.4,24.4,17.9,30.8,16.8,1.9,21.1,2.4
Sonny Gray,0,SP,8600,MIN,@BOS,52%,4.17,5,0.324,22.1%,5.35,25.7%,3.81,3.69,R,0.275,0.301,-5%,3%,0%,24.0,24.0,24.0,12.1,36.0,13.9,1.6,17.9,2.1
Logan Gilbert,3,SP,8500,SEA,MIL,59%,3.59,5.5,0.328,23.1%,4.94,24.1%,3.81,3.89,R,0.268,0.324,2%,0%,0%,20.2,20.2,20.2,11.1,29.3,17.1,2.0,18.5,2.2
Blake Snell,1,SP,8400,SD,ATL,44%,3.99,5.5,0.339,21.6%,5.24,31.0%,3.68,3.54,L,0.264,0.313,2%,1%,0%,8.2,8.2,8.2,-1.5,17.8,17.6,2.1,13.7,1.6
Lucas Giolito,,SP,8300,CWS,PHI,56%,3.94,6,0.315,24.9%,4.69,26.4%,3.76,3.75,R,0.283,0.346,0%,2%,0%,9.8,9.8,9.8,-4.3,24.0,16.7,2.0,30.3,3.7
Chris Bassitt,0,SP,8200,TOR,@HOU,49%,4.53,4.5,0.319,21.9%,5.06,23.3%,3.88,3.91,R,0.309,0.274,3%,0%,0%,7.2,7.2,7.2,-13.3,27.7,14.1,1.7,25.9,3.2
Jose Urquidy,0,SP,8100,HOU,TOR,51%,4.47,3.5,0.339,20.0%,4.82,20.3%,4.24,4.37,R,0.268,0.324,2%,0%,0%,14.6,14.6,14.6,9.0,20.2,12.7,1.6,4.3,0.5
Alex Wood,0,SP,8100,SF,@MIA,48%,4.33,4.5,0.326,22.3%,3.12,24.7%,3.58,3.50,L,0.256,0.323,1%,0%,0%,11.4,11.4,11.4,3.7,19.2,13.4,1.7,8.1,1.0
Nathan Eovaldi,3,SP,7800,TEX,@KC,51%,4.44,5,0.310,22.6%,3.18,24.5%,3.56,3.43,R,0.295,0.321,-1%,0%,0%,13.6,13.6,13.6,8.1,19.1,14.2,1.8,18.7,2.4
Chris Sale,5,SP,7500,BOS,MIN,48%,4.33,5,0.333,21.1%,3.94,27.9%,3.53,3.41,L,,0.375,-2%,3%,0%,7.8,7.8,7.8,-2.5,18.1,14.8,2.0,29.3,3.9
Edward Cabrera,0,SP,7200,MIA,SF,52%,4.17,5,0.337,22.6%,4.80,24.1%,4.73,4.63,R,0.284,0.352,1%,0%,0%,6.8,6.8,6.8,3.6,10.1,13.2,1.8,24.7,3.4
Bailey Falter,,RP,7100,PHI,@CWS,43%,4.56,4.5,0.339,25.3%,4.62,21.3%,3.83,4.05,L,0.294,0.342,-1%,3%,0%,7.9,7.9,7.9,3.7,12.1,11.8,1.7,12.2,1.7
Drey Jameson,1,SP,7100,ARI,@STL,40%,4.43,4,0.329,22.8%,4.12,24.7%,3.60,3.41,R,,,8%,1%,3%,15.2,15.2,15.2,15.2,15.2,11.6,1.6,6.1,0.9
Jose Suarez,,SP,6900,LAA,@NYY,42%,5.19,3.5,0.337,19.0%,4.62,21.1%,4.18,4.11,L,0.343,0.306,0%,6%,-1%,-0.3,-0.3,-0.3,-2.1,1.5,10.5,1.5,0.1,0.0
Colin Rea,2,RP,6700,MIL,@SEA,41%,4.41,4.5,0.319,23.5%,4.53,,,,R,,,4%,0%,0%,21.0,21.0,21.0,21.0,21.0,11.0,1.6,2.5,0.4
Brad Keller,0,SP,6600,KC,TEX,49%,4.56,5,0.305,26.0%,5.50,18.3%,4.69,4.44,R,0.325,0.350,-1%,0%,0%,19.2,19.2,19.2,11.3,27.2,12.4,1.9,2.2,0.3
Josiah Gray,,SP,6500,WAS,BAL,43%,4.85,5,0.326,21.1%,5.88,23.6%,4.38,4.72,R,0.386,0.324,3%,2%,0%,10.6,10.6,10.6,3.5,17.8,13.0,2.0,10.4,1.6
Vince Velasquez,,SP,6400,PIT,@COL,50%,6.48,4,0.322,21.5%,3.88,22.6%,4.52,4.86,R,0.362,0.334,-12%,2%,0%,8.5,8.5,8.5,-8.8,25.8,8.4,1.3,20.7,3.2
Eduardo Rodriguez,,SP,6300,DET,CLE,46%,4.45,5,0.314,,4.62,23.5%,4.04,3.88,L,0.349,0.320,0%,5%,0%,8.5,8.5,8.5,0.9,16.1,11.7,1.9,39.6,6.3
Clarke Schmidt,1,SP,6300,NYY,LAA,57%,4.31,4,0.343,24.7%,5.06,22.3%,4.12,4.27,R,0.406,0.252,-1%,4%,-1%,4.5,4.5,4.5,0.9,8.1,12.1,1.9,6.1,1.0
