Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Spencer Strider,,P,11800,ATL,@NYM,55%,3.53,8.5,,,4.69,38.5%,2.47,2.43,R,0.244,0.217,1%,1%,0%,49.8,49.8,49.8,32.8,66.8,34.9,3.0,0.0,0.0
Kevin Gausman,2,P,11200,TOR,SEA,51%,4.21,8,0.313,26.6%,4.32,29.1%,3.15,3.01,R,0.269,0.297,0%,0%,0%,43.2,43.2,43.2,22.1,64.3,38.1,3.4,64.0,5.7
Clayton Kershaw,2,P,10800,LAD,STL,55%,4.00,6,0.349,21.8%,4.50,28.4%,3.07,2.88,L,0.234,0.266,0%,0%,0%,41.0,41.0,41.0,25.3,56.7,32.4,3.0,58.0,5.4
Joe Musgrove,,P,10500,SD,SF,,,5.5,0.341,22.9%,4.44,26.0%,3.55,3.54,R,0.293,0.284,1%,0%,0%,30.0,30.0,30.0,30.0,30.0,25.0,2.4,-2.0,-0.2
Corbin Burnes,1,P,10300,MIL,LAA,56%,4.20,6.5,0.341,24.4%,5.35,31.8%,2.89,2.73,R,0.257,0.252,0%,2%,0%,24.6,24.6,24.6,4.0,45.2,34.4,3.3,40.0,3.9
Hunter Greene,0,P,10100,CIN,@OAK,50%,4.51,7,0.312,25.3%,3.81,30.7%,3.38,3.66,R,0.299,0.340,3%,0%,0%,28.0,28.0,28.0,15.8,40.2,34.3,3.4,45.0,4.5
Cristian Javier,,P,9900,HOU,PHI,57%,3.44,7,0.326,23.9%,4.38,31.4%,3.49,3.89,R,0.298,0.251,0%,0%,0%,32.2,32.2,32.2,18.9,45.5,34.3,3.5,26.0,2.6
Zack Wheeler,,P,9500,PHI,@HOU,42%,4.06,5.5,0.319,22.7%,4.88,28.2%,3.22,2.99,R,0.269,0.269,1%,0%,0%,32.0,32.0,32.0,19.4,44.6,31.5,3.3,49.0,5.2
Jordan Montgomery,,P,9300,STL,@LAD,45%,4.50,5.5,0.334,24.6%,5.08,22.9%,3.85,3.68,L,0.244,0.308,0%,1%,0%,29.6,29.6,29.6,6.9,52.3,26.2,2.8,42.0,4.5
Grayson Rodriguez,,P,9300,BAL,@DET,54%,3.34,7.5,0.298,27.3%,3.08,,,,R,,,0%,1%,0%,25.0,25.0,25.0,17.9,32.1,30.6,3.3,48.0,5.2
Vincent Velasquez,,P,9100,PIT,@WAS,56%,3.97,5,0.306,21.2%,3.88,23.2%,4.44,4.76,R,0.355,0.328,2%,1%,0%,31.4,31.4,31.4,5.3,57.5,24.8,2.7,43.0,4.7
Reid Detmers,,P,8800,LAA,@MIL,44%,4.80,7,0.316,27.3%,4.76,22.6%,4.24,4.42,L,0.308,0.321,1%,3%,0%,28.5,28.5,28.5,20.3,36.7,29.4,3.3,19.0,2.2
Nathan Eovaldi,0,P,8500,TEX,NYY,67%,2.84,5,0.306,19.6%,4.31,24.5%,3.57,3.45,R,0.291,0.325,0%,1%,0%,29.6,29.6,29.6,22.4,36.8,29.9,3.5,61.0,7.2
Bailey Ober,,P,8400,MIN,KC,73%,2.96,5,0.307,23.2%,3.19,24.1%,3.93,4.14,R,0.343,0.276,0%,2%,0%,32.0,32.0,32.0,32.0,32.0,29.9,3.6,32.0,3.8
Lance Lynn,1,P,8100,CWS,TB,40%,4.70,6,0.312,25.0%,6.58,26.0%,3.62,3.71,R,0.300,0.270,-1%,3%,0%,22.6,22.6,22.6,7.9,37.3,28.9,3.6,37.0,4.6
Brad Keller,,P,7900,KC,@MIN,27%,5.04,4.5,0.326,25.8%,4.46,18.1%,4.78,4.52,R,0.327,0.349,1%,3%,0%,23.6,23.6,23.6,6.6,40.6,22.6,2.9,25.0,3.2
Tylor Megill,,P,7700,NYM,ATL,45%,3.97,5,,,5.15,24.5%,3.96,3.98,R,0.396,0.259,1%,3%,0%,24.2,24.2,24.2,11.2,37.2,22.7,2.9,0.0,0.0
Matt Boyd,,P,7600,DET,BAL,46%,3.66,5.5,0.317,25.1%,5.28,20.9%,4.56,4.73,L,0.240,0.313,0%,1%,0%,23.3,23.3,23.3,12.6,33.9,24.3,3.2,8.0,1.1
Edward Cabrera,,P,7500,MIA,CHC,50%,3.75,5.5,0.316,24.3%,5.62,24.7%,4.67,4.55,R,0.288,0.355,1%,-2%,0%,22.4,22.4,22.4,8.7,36.1,27.8,3.7,51.0,6.8
Sean Manaea,,P,7200,SF,@SD,,,3.5,0.354,18.9%,3.67,24.6%,3.80,3.84,L,0.274,0.340,1%,0%,0%,21.3,21.3,21.3,1.8,40.9,18.7,2.6,3.0,0.4
Noah Davis,,P,6800,COL,ARI,46%,5.72,3.5,0.312,23.3%,4.65,,,,R,,,-6%,2%,0%,28.0,28.0,28.0,25.2,30.8,16.7,2.5,-9.0,-1.3
Brayan Bello,,P,6800,BOS,CLE,46%,4.68,3.5,0.325,18.6%,3.80,20.5%,4.07,3.83,R,,0.389,-1%,2%,0%,11.0,11.0,11.0,6.8,15.2,20.8,3.1,30.0,4.4
Zach Plesac,,P,6500,CLE,@BOS,54%,4.32,3,0.331,18.5%,5.62,17.0%,4.60,4.56,R,0.327,0.311,-5%,5%,0%,16.0,16.0,16.0,-4.4,36.4,19.3,3.0,-2.0,-0.3
Kyle Muller,,P,6400,OAK,CIN,50%,4.49,3.5,0.323,19.3%,4.28,19.8%,5.11,4.91,L,,0.335,2%,0%,0%,13.0,13.0,13.0,2.6,23.4,24.6,3.8,21.0,3.3
Tommy Henry,,P,6300,ARI,@COL,54%,5.28,3.5,0.337,22.5%,3.77,16.4%,5.23,5.27,L,,0.336,-2%,1%,0%,7.0,7.0,7.0,7.0,7.0,19.0,3.0,19.0,3.0
Jhony Brito,,P,6100,NYY,@TEX,33%,4.16,3,0.311,24.7%,6.24,,,,R,,,0%,3%,0%,13.0,13.0,13.0,-9.2,35.2,18.8,3.1,24.0,3.9
Chad Kuhl,,P,6000,WAS,PIT,44%,4.53,4.5,0.310,24.2%,5.08,18.9%,4.92,4.95,R,0.352,0.367,2%,2%,0%,13.0,13.0,13.0,5.2,20.8,21.7,3.6,-1.0,-0.2
Calvin Faucher,,P,5600,TB,@CWS,60%,3.80,1.5,0.314,23.4%,3.88,19.6%,4.15,4.34,R,,,-1%,1%,0%,7.7,7.7,7.7,4.8,10.6,9.4,1.7,1.0,0.2
