Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacob deGrom,6,SP,9900,TEX,KC,72%,3.00,8.5,0.309,23.9%,2.64,44.2%,1.68,1.58,R,0.222,0.210,0%,1%,0%,21.9,21.9,21.9,3.2,40.6,26.0,2.6,25.6,2.6
Shohei Ohtani,5,SP,9700,LAA,WAS,73%,3.12,7.5,0.298,22.1%,4.18,31.7%,3.14,3.08,R,0.295,0.237,-1%,1%,0%,14.0,11.9,11.9,3.3,20.5,23.4,2.4,27.6,2.8
Shane McClanahan,0,SP,9500,TB,BOS,62%,3.27,6.5,0.326,22.3%,5.90,28.8%,3.21,2.90,L,0.294,0.269,1%,0%,0%,23.3,23.3,23.3,18.8,27.8,20.2,2.1,27.7,2.9
Kyle Wright,1,SP,9300,ATL,CIN,68%,3.57,6.5,0.318,25.8%,4.33,23.3%,3.59,3.47,R,0.330,0.270,-1%,2%,0%,0.0,0.0,0.0,0.0,0.0,16.9,1.8,-1.3,-0.1
Dustin May,1,SP,9200,LAD,@SF,57%,3.63,6,0.340,24.5%,4.80,27.3%,3.56,3.37,R,0.283,0.266,1%,1%,0%,22.2,22.2,22.2,21.0,23.5,15.6,1.7,10.4,1.1
Lance Lynn,1,SP,9000,CWS,@MIN,39%,4.20,6,0.316,24.3%,4.00,25.9%,3.61,3.73,R,0.298,0.261,1%,-1%,0%,6.3,6.3,6.3,-7.5,20.0,16.1,1.8,23.3,2.6
Cristian Javier,0,SP,8900,HOU,@PIT,60%,3.54,7.5,0.315,25.1%,4.40,31.8%,3.46,3.86,R,0.298,0.248,0%,0%,0%,17.2,17.2,17.2,9.6,24.7,18.7,2.1,7.3,0.8
Corbin Burnes,,SP,8500,MIL,@ARI,53%,4.09,6.5,0.316,21.1%,4.82,32.2%,2.84,2.68,R,0.261,0.250,-6%,-2%,0%,1.1,1.1,1.1,-3.6,5.8,17.6,2.1,36.2,4.3
Kyle Muller,,RP,8500,OAK,@BAL,36%,4.91,5.5,0.316,24.3%,5.00,22.0%,4.86,4.69,L,,0.286,-4%,1%,0%,13.1,13.1,13.1,11.9,14.3,11.9,1.4,-3.0,-0.4
Alex Wood,,SP,8200,SF,LAD,42%,4.37,4,0.348,22.1%,6.27,24.7%,3.56,3.45,L,0.258,0.324,1%,2%,0%,6.0,6.0,6.0,6.0,6.0,12.3,1.5,16.9,2.1
Aaron Nola,0,SP,8200,PHI,MIA,56%,3.46,5.5,0.323,20.5%,2.73,29.2%,3.06,3.08,R,0.274,0.292,0%,1%,0%,7.7,7.7,7.7,0.6,14.8,18.1,2.2,11.4,1.4
