Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Framber Valdez,,P,11200,HOU,LAA,54%,3.59,6.5,,,4.86,23.5%,3.33,3.13,L,0.281,0.276,0%,-1%,0%,45.8,41.5,41.5,28.1,54.9,36.6,3.3,0.0,0.0
Logan Webb,,P,11100,SF,BAL,57%,3.64,6.5,,,5.02,23.8%,3.30,3.04,R,0.311,0.254,1%,1%,0%,45.2,38.3,38.3,25.1,51.5,34.9,3.1,0.0,0.0
Zack Wheeler,,P,10900,PHI,@WAS,62%,3.92,6,0.307,19.6%,4.29,28.1%,3.23,3.01,R,0.274,0.262,2%,0%,0%,36.8,35.7,35.7,19.6,51.9,33.0,3.0,0.0,0.0
Shohei Ohtani,1,P,10800,LAA,@HOU,46%,3.91,7.5,,,4.48,32.1%,3.15,3.09,R,0.292,0.241,1%,-1%,0%,16.3,16.5,16.5,0.3,32.7,37.3,3.5,0.0,0.0
Clayton Kershaw,,P,10300,LAD,NYY,56%,3.73,6,,,4.71,28.8%,3.09,2.90,L,0.240,0.274,0%,1%,0%,28.0,36.6,36.6,20.2,53.0,33.7,3.3,0.0,0.0
Luis Castillo,,P,10200,SEA,@TEX,50%,4.00,6,,,6.29,26.0%,3.68,3.42,R,0.309,0.282,-2%,0%,0%,37.0,36.9,36.9,22.7,51.1,32.7,3.2,0.0,0.0
Merrill Kelly,,P,10100,ARI,ATL,49%,4.83,6,,,5.04,21.8%,4.15,3.98,R,0.284,0.305,-3%,-2%,0%,44.0,35.6,35.6,20.9,50.4,29.4,2.9,0.0,0.0
Bailey Ober,,P,10000,MIN,CLE,55%,3.77,5.5,,,3.68,24.1%,3.97,4.19,R,0.327,0.276,0%,0%,0%,32.4,32.3,32.3,19.7,44.8,29.0,2.9,0.0,0.0
Justin Verlander,,P,9900,NYM,TOR,55%,4.00,6.5,,,4.72,26.3%,3.30,3.44,R,0.214,0.256,1%,0%,0%,25.6,25.6,25.6,4.0,47.2,31.2,3.2,0.0,0.0
Corbin Burnes,,P,9800,MIL,@CIN,60%,4.44,7.5,0.310,23.7%,4.61,31.2%,3.00,2.86,R,0.256,0.259,-2%,-1%,0%,35.0,30.7,30.7,14.0,47.5,31.9,3.3,0.0,0.0
Chris Bassitt,,P,9600,TOR,@NYM,45%,4.50,5.5,,,4.44,23.1%,3.95,3.98,R,0.316,0.263,2%,0%,0%,37.6,31.6,31.6,10.2,53.0,27.3,2.8,0.0,0.0
Charlie Morton,,P,9500,ATL,@ARI,51%,4.67,6.5,,,5.04,27.8%,3.61,3.52,R,0.308,0.288,-5%,-1%,0%,34.8,34.3,34.3,18.6,50.0,28.1,3.0,0.0,0.0
Michael Wacha,,P,9300,SD,CHC,59%,3.81,5,,,4.51,21.5%,4.08,4.06,R,0.296,0.328,1%,1%,0%,40.6,30.7,30.7,10.3,51.1,29.6,3.2,0.0,0.0
Tyler Glasnow,,P,9200,TB,@BOS,56%,4.19,6,0.333,20.0%,5.23,36.6%,2.84,2.63,R,0.242,0.273,-4%,0%,0%,28.0,28.0,28.0,28.0,28.0,32.2,3.5,0.0,0.0
Edward Cabrera,,P,9100,MIA,OAK,65%,3.54,6,,,3.45,26.3%,4.44,4.31,R,0.279,0.363,0%,0%,0%,26.0,26.6,26.6,13.6,39.7,32.1,3.5,0.0,0.0
