Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Shohei Ohtani,1,SP,10700,LAA,@HOU,46%,3.91,7.5,,,4.48,32.1%,3.15,3.09,R,0.292,0.241,2%,-1%,0%,12.0,11.6,11.6,1.3,22.0,21.0,2.0,0.0,0.0
Framber Valdez,1,SP,10100,HOU,LAA,54%,3.59,6.5,,,4.86,23.5%,3.33,3.13,L,0.281,0.276,1%,-1%,0%,27.4,23.3,23.3,13.1,33.6,19.9,2.0,0.0,0.0
Corbin Burnes,,SP,9900,MIL,@CIN,60%,4.44,7.5,0.310,23.7%,4.61,31.2%,3.00,2.86,R,0.256,0.259,-3%,-1%,0%,18.6,16.4,16.4,5.2,27.6,17.6,1.8,0.0,0.0
Logan Webb,,SP,9700,SF,BAL,57%,3.64,6.5,,,5.02,23.8%,3.30,3.04,R,0.311,0.254,1%,1%,0%,25.0,21.1,21.1,12.5,29.6,18.6,1.9,0.0,0.0
Luis Castillo,,SP,9400,SEA,@TEX,50%,4.00,6,,,6.29,26.0%,3.68,3.42,R,0.309,0.282,-4%,0%,0%,21.1,21.3,21.3,11.5,31.1,17.9,1.9,0.0,0.0
Zack Wheeler,1,SP,9200,PHI,@WAS,62%,3.92,6,0.307,19.6%,4.29,28.1%,3.23,3.01,R,0.274,0.262,3%,0%,0%,20.2,19.5,19.5,8.6,30.4,17.9,1.9,0.0,0.0
Clayton Kershaw,,SP,9000,LAD,NYY,56%,3.73,6,,,4.71,28.8%,3.09,2.90,L,0.240,0.274,1%,1%,0%,14.2,20.4,20.4,8.7,32.1,18.6,2.1,0.0,0.0
Merrill Kelly,,SP,8700,ARI,ATL,49%,4.83,6,,,5.04,21.8%,4.15,3.98,R,0.284,0.305,-5%,-2%,0%,26.2,19.9,19.9,10.5,29.4,14.9,1.7,0.0,0.0
Edward Cabrera,,SP,8600,MIA,OAK,65%,3.54,6,,,3.45,26.3%,4.44,4.31,R,0.279,0.363,1%,0%,0%,14.1,14.1,14.1,5.7,22.5,17.2,2.0,0.0,0.0
Justin Verlander,,SP,8600,NYM,TOR,55%,4.00,6.5,,,4.72,26.3%,3.30,3.44,R,0.214,0.256,1%,0%,0%,13.5,13.5,13.5,-1.7,28.8,16.8,2.0,0.0,0.0
Bailey Ober,1,SP,8400,MIN,CLE,55%,3.77,5.5,,,3.68,24.1%,3.97,4.19,R,0.327,0.276,0%,0%,0%,18.0,18.3,18.3,10.5,26.2,15.5,1.8,0.0,0.0
Shintaro Fujinami,,SP,8100,OAK,@MIA,35%,4.96,1.5,,,3.68,20.3%,5.46,6.09,R,,,0%,0%,0%,-2.7,-2.7,-2.7,-14.1,8.8,3.2,0.4,0.0,0.0
Chris Bassitt,,SP,8100,TOR,@NYM,45%,4.50,5.5,,,4.44,23.1%,3.95,3.98,R,0.316,0.263,3%,0%,0%,20.9,16.6,16.6,1.2,32.0,13.7,1.7,0.0,0.0
Aaron Civale,,SP,8000,CLE,@MIN,45%,4.23,5.5,,,4.61,21.5%,4.05,4.04,R,0.289,0.324,2%,0%,0%,16.4,16.4,16.4,5.6,27.1,14.8,1.9,0.0,0.0
