Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Yordan Alvarez,,OF,4500,HOU,TEX,4.65,Heaney,0.314,-2%,L,L,0.406,1%,0.283,-1%,3,3,0,-1%,0%,-1%,15.6,16.8,16.8,6.8,26.9,13.0,2.9,3.0,0.7
Matt Chapman,,3B,4500,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.353,6%,0.253,19%,4,,1,0%,-2%,0%,17.9,17.0,17.0,3.9,30.0,9.7,2.2,0.0,0.0
Aaron Judge,,OF,4500,NYY,MIN,3.88,Lopez,0.278,-10%,R,R,0.430,1%,0.318,0%,2,,0,1%,-2%,0%,13.3,13.6,13.6,2.9,24.4,12.9,2.9,6.2,1.4
Bo Bichette,,SS,4400,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.384,6%,0.219,14%,2,,0,1%,-2%,0%,14.4,13.7,13.7,2.3,25.1,10.8,2.5,6.0,1.4
Ronald Acuna,,OF,4400,ATL,@KC,4.92,Greinke,0.337,3%,R,R,0.374,0%,0.215,-1%,1,,0,-1%,-8%,0%,16.1,17.2,17.2,6.6,27.7,14.0,3.2,18.2,4.1
Mike Trout,,OF,4300,LAA,@BOS,4.44,Whitlock,0.275,-10%,R,R,0.430,3%,0.355,13%,2,,0,11%,-6%,-2%,13.1,14.4,14.4,3.7,25.1,13.6,3.2,0.0,0.0
Matt Olson,0,1B,4300,ATL,@KC,4.92,Greinke,0.274,-10%,R,L,0.365,2%,0.255,1%,2,,0,2%,-9%,0%,17.2,16.1,16.1,2.9,29.3,12.5,2.9,19.2,4.5
Wander Franco,,SS,4200,TB,@TOR,4.49,Manoah,0.311,-2%,R,L,0.322,-7%,0.154,-11%,4,,-1,-5%,-1%,0%,14.3,15.3,15.3,4.1,26.6,10.2,2.4,6.5,1.5
Rafael Devers,,3B,4200,BOS,LAA,4.56,Detmers,0.291,-6%,L,L,0.319,-12%,0.153,-34%,4,,-1,3%,-5%,-2%,16.4,16.4,16.4,2.5,30.3,10.8,2.6,0.0,0.0
Brandon Lowe,0,2B,4100,TB,@TOR,4.49,Manoah,0.311,-2%,R,L,0.374,5%,0.265,4%,2,,0,-7%,-2%,0%,19.2,16.7,16.7,1.4,32.0,11.6,2.8,9.2,2.2
Will Smith,,C,4100,LAD,CHC,4.77,Smyly,0.329,2%,L,R,0.334,-4%,0.190,-9%,x,x,-,0%,0%,0%,13.8,15.2,15.2,4.6,25.7,0.0,0.0,0.0,0.0
Francisco Lindor,,SS,4000,NYM,@OAK,4.66,Sears,0.326,2%,L,S,0.333,0%,0.176,-2%,3,3,0,-5%,-3%,0%,17.7,14.0,14.0,-1.0,29.1,11.3,2.8,27.7,6.9
Kyle Tucker,,OF,4000,HOU,TEX,4.65,Heaney,0.314,-2%,L,L,0.340,-7%,0.250,4%,5,5,0,-1%,0%,-1%,14.9,14.1,14.1,2.7,25.5,11.8,3.0,6.0,1.5
Peter Alonso,,1B,4000,NYM,@OAK,4.66,Sears,0.326,2%,L,R,0.369,1%,0.303,14%,4,4,0,-7%,-3%,0%,17.2,15.0,15.0,2.0,28.0,12.0,3.0,21.7,5.4
Julio E. Rodriguez,,OF,4000,SEA,COL,5.04,Davis,,-1%,R,R,,-1%,,-2%,1,1,0,0%,0%,0%,13.4,13.7,13.7,4.8,22.5,12.2,3.0,0.0,0.0
Vladimir Guerrero Jr.,,1B,3900,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.346,-8%,0.195,-17%,3,,0,1%,-2%,0%,13.0,12.6,12.6,4.6,20.6,11.0,2.8,9.5,2.4
Bryan Reynolds,,OF,3900,PIT,@STL,3.86,Mikolas,0.287,-8%,R,S,0.374,4%,0.233,12%,2,2,0,-11%,-10%,1%,14.7,15.9,15.9,-1.0,32.7,10.7,2.7,6.5,1.7
Gleyber Torres,,2B,3900,NYY,MIN,3.88,Lopez,0.278,-10%,R,R,0.311,-6%,0.136,-19%,4,,0,0%,-2%,0%,8.9,13.0,13.0,-1.3,27.2,9.1,2.3,6.0,1.5
Adley Rutschman,,C,3900,BAL,@CWS,3.57,Cease,0.304,-4%,R,L,0.395,6%,0.231,14%,2,2,0,3%,-10%,0%,16.2,14.6,14.6,2.3,26.8,10.6,2.7,12.2,3.1
Mookie Betts,,OF,3900,LAD,CHC,4.77,Smyly,0.329,2%,L,R,0.363,0%,0.211,-7%,1,1,0,1%,-3%,0%,11.5,10.9,10.9,1.3,20.5,13.5,3.5,18.5,4.7
Randy Arozarena,,OF,3900,TB,@TOR,4.49,Manoah,0.221,-22%,R,R,0.326,-6%,0.162,-16%,x,x,-,0%,0%,0%,13.0,14.3,14.3,4.1,24.5,0.0,0.0,0.0,0.0
Luis Robert Jr.,,OF,3900,CWS,BAL,3.93,Rodriguez,,-1%,R,R,0.328,-8%,0.159,-16%,1,,1,1%,-12%,0%,14.1,12.7,12.7,-1.9,27.3,10.1,2.6,6.2,1.6
Shohei Ohtani,,OF,3800,LAA,@BOS,4.44,Whitlock,0.295,-7%,R,L,0.387,3%,0.285,5%,3,,0,2%,-5%,-2%,20.4,18.8,18.8,3.0,34.7,13.0,3.4,0.0,0.0
C.J. Cron,,1B,3800,COL,@SEA,2.96,Castillo,0.287,-8%,R,R,0.365,1%,0.232,-3%,4,4,0,-13%,0%,0%,4.3,10.6,10.6,-5.8,27.0,8.5,2.2,0.0,0.0
Paul Goldschmidt,,1B,3800,STL,PIT,4.64,Keller,0.336,3%,R,R,0.372,-6%,0.210,-13%,3,,0,-3%,-10%,1%,10.9,12.2,12.2,4.2,20.1,11.8,3.1,12.4,3.3
Xander Bogaerts,,SS,3800,SD,MIL,4.53,Miley,0.324,1%,L,R,0.384,3%,0.200,6%,1,1,2,-4%,-4%,0%,10.8,13.6,13.6,4.8,22.4,11.6,3.1,3.0,0.8
Nolan Arenado,,3B,3700,STL,PIT,4.64,Keller,0.336,3%,R,R,0.351,-3%,0.212,-11%,4,,0,-3%,-11%,1%,11.9,11.5,11.5,1.7,21.4,10.6,2.9,9.0,2.4
Freddie Freeman,,1B,3700,LAD,CHC,4.77,Smyly,0.304,-4%,L,L,0.336,-11%,0.169,-10%,2,2,0,-2%,-3%,0%,10.5,10.5,10.5,1.4,19.5,11.4,3.1,3.0,0.8
George Springer,,OF,3700,TOR,TB,4.01,McClanahan,0.269,-11%,L,R,0.364,1%,0.230,0%,1,,0,0%,-2%,0%,13.3,12.2,12.2,2.7,21.7,10.8,2.9,6.2,1.7
Taylor Ward,,OF,3700,LAA,@BOS,4.44,Whitlock,0.275,-10%,R,R,0.356,3%,0.208,16%,x,x,-,0%,0%,0%,7.4,11.1,11.1,1.7,20.5,0.0,0.0,0.0,0.0
Jorge Mateo,,SS,3600,BAL,@CWS,3.57,Cease,0.261,-13%,R,R,0.295,1%,0.156,0%,8,9,0,-1%,-9%,0%,13.8,16.1,16.1,5.7,26.4,8.4,2.3,24.7,6.9
Jose Ramirez,1,3B,3600,CLE,@WAS,5.37,Corbin,0.390,15%,L,S,0.358,-4%,0.237,-7%,3,,0,0%,1%,1%,13.0,13.6,13.6,5.1,22.2,14.8,4.1,0.0,0.0
Ryan Mountcastle,,1B,3600,BAL,@CWS,3.57,Cease,0.261,-13%,R,R,0.320,-2%,0.196,-5%,3,3,0,1%,-12%,0%,15.2,15.4,15.4,-1.9,32.6,9.4,2.6,3.5,1.0
Byron Buxton,,OF,3600,MIN,@NYY,3.12,Cole,0.278,-10%,R,R,0.370,-1%,0.305,2%,3,,-1,5%,-2%,0%,9.1,10.0,10.0,2.4,17.6,10.4,2.9,0.0,0.0
Austin Riley,,3B,3500,ATL,@KC,4.92,Greinke,0.337,3%,R,R,0.373,-1%,0.235,-5%,3,,0,-2%,-10%,0%,11.5,12.0,12.0,5.3,18.7,12.2,3.5,9.5,2.7
Anthony Rizzo,,1B,3500,NYY,MIN,3.88,Lopez,0.310,-3%,R,L,0.337,-3%,0.222,4%,3,,0,1%,-2%,0%,11.2,12.2,12.2,0.4,24.1,10.3,2.9,6.0,1.7
Trea Turner,0,SS,3500,PHI,@CIN,5.51,Cessa,0.312,-3%,R,R,0.347,-6%,0.154,-17%,2,,0,7%,-7%,0%,8.6,10.0,10.0,2.2,17.9,13.0,3.7,28.1,8.0
Chas McCormick,,OF,3500,HOU,TEX,4.65,Heaney,0.337,3%,L,R,0.395,10%,0.251,22%,x,x,-,0%,0%,0%,15.6,15.6,15.6,4.3,26.9,0.0,0.0,0.0,0.0
Willy Adames,,SS,3500,MIL,@SD,3.47,Darvish,0.289,-7%,R,R,0.348,6%,0.230,8%,2,3,0,-9%,-4%,0%,14.9,12.9,12.9,1.8,23.9,9.9,2.8,3.0,0.9
Juan Soto,,OF,3500,SD,MIL,4.53,Miley,0.241,-12%,L,L,0.356,-9%,0.192,-13%,3,3,0,-3%,-3%,0%,11.4,11.0,11.0,0.8,21.3,11.0,3.1,3.0,0.9
Bryce Harper,,OF,3500,PHI,@CIN,5.51,Cessa,0.305,-3%,R,L,0.432,7%,0.324,18%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andres Gimenez,,2B/SS,3500,CLE,@WAS,5.37,Corbin,0.316,1%,L,L,0.366,-1%,0.145,-12%,6,,-1,4%,1%,1%,13.3,13.4,13.4,5.4,21.4,11.7,3.3,0.0,0.0
Fernando Tatis Jr.,,OF,3500,SD,MIL,4.53,Miley,0.324,1%,L,R,0.415,2%,0.288,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Altuve,,2B,3500,HOU,TEX,4.65,Heaney,0.337,3%,L,R,0.385,2%,0.251,10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Bohm,,3B,3400,PHI,@CIN,5.51,Cessa,0.312,-3%,R,R,0.276,-11%,0.089,-25%,7,,-1,9%,-7%,0%,11.7,11.9,11.9,-1.6,25.5,9.0,2.6,21.9,6.4
Tim Anderson,,SS,3400,CWS,BAL,3.93,Rodriguez,,-1%,R,R,0.323,-8%,0.124,-20%,x,x,-,0%,0%,0%,12.1,12.3,12.3,-0.9,25.6,0.0,0.0,0.0,0.0
Nolan Gorman,,2B,3400,STL,PIT,4.64,Keller,0.354,7%,R,L,0.338,1%,0.220,5%,6,,0,-5%,-12%,1%,10.6,13.5,13.5,2.4,24.6,9.5,2.8,15.5,4.6
Starling Marte,,OF,3400,NYM,@OAK,4.66,Sears,0.326,2%,L,R,0.340,-4%,0.174,7%,2,2,0,-3%,-2%,0%,11.1,11.8,11.8,-0.7,24.2,11.9,3.5,9.0,2.6
Dansby Swanson,,SS,3400,CHC,@LAD,3.23,Urias,0.265,-12%,L,R,0.334,1%,0.175,0%,2,2,0,3%,-3%,0%,10.0,10.6,10.6,2.6,18.7,9.7,2.9,18.0,5.3
Giancarlo Stanton,,OF,3400,NYY,MIN,3.88,Lopez,0.278,-10%,R,R,0.355,1%,0.263,5%,x,x,-,0%,0%,0%,10.7,11.8,11.8,3.5,20.2,0.0,0.0,0.0,0.0
Jonathan India,,2B,3400,CIN,PHI,3.99,Nola,0.293,-6%,R,R,0.346,0%,0.177,8%,1,,0,5%,-6%,0%,12.1,13.5,13.5,6.4,20.6,10.1,3.0,12.7,3.7
Nelson Cruz,,OF,3400,SD,MIL,4.53,Miley,0.324,1%,L,R,0.399,15%,0.273,27%,4,4,0,-4%,-4%,0%,13.4,13.4,13.4,-3.5,30.3,9.5,2.8,0.0,0.0
Manny Machado,,3B,3400,SD,MIL,4.53,Miley,0.324,1%,L,R,0.383,3%,0.255,10%,2,2,0,-4%,-4%,0%,9.9,8.5,8.5,1.4,15.6,11.8,3.5,3.0,0.9
Yandy Diaz,,1B/3B,3400,TB,@TOR,4.49,Manoah,0.221,-22%,R,R,0.342,-3%,0.120,-18%,1,,0,6%,-1%,0%,12.5,13.2,13.2,-2.4,28.8,9.9,2.9,18.2,5.4
Hunter Renfroe,,OF,3400,LAA,@BOS,4.44,Whitlock,0.275,-10%,R,R,0.333,-5%,0.235,-7%,5,,0,11%,-6%,-2%,15.7,12.7,12.7,1.1,24.4,10.5,3.1,0.0,0.0
Cedric Mullins,,OF,3400,BAL,@CWS,3.57,Cease,0.304,-4%,R,S,0.360,7%,0.203,12%,1,1,1,2%,-9%,0%,8.9,13.9,13.9,1.8,26.0,11.3,3.3,32.0,9.4
Masataka Yoshida,,OF,3400,BOS,LAA,4.56,Detmers,0.291,-6%,L,L,,-6%,,-16%,6,,-2,3%,-4%,-2%,12.2,12.2,12.2,1.0,23.4,9.8,2.9,3.0,0.9
Adolis Garcia,,OF,3400,TEX,@HOU,3.35,Valdez,0.280,-9%,L,R,0.297,-5%,0.196,-4%,4,4,0,0%,0%,-1%,12.4,11.6,11.6,0.8,22.3,9.0,2.6,3.2,0.9
Jarred Kelenic,,OF,3300,SEA,COL,5.04,Davis,,1%,R,L,0.303,8%,0.232,19%,6,6,0,-8%,0%,0%,15.8,13.3,13.3,2.9,23.7,9.8,3.0,15.5,4.7
Brandon Marsh,0,OF,3300,PHI,@CIN,5.51,Cessa,0.305,-3%,R,L,0.327,7%,0.165,16%,5,,1,12%,-7%,0%,12.2,13.0,13.0,2.3,23.8,10.1,3.1,28.1,8.5
Evan Longoria,,3B,3300,ARI,@MIA,3.30,Alcantara,0.271,-11%,R,R,0.318,-7%,0.204,-4%,x,x,-,0%,0%,0%,9.3,9.3,9.3,-3.9,22.4,0.0,0.0,0.0,0.0
Josh Lowe,0,OF,3300,TB,@TOR,4.49,Manoah,0.311,-2%,R,L,0.353,5%,0.201,8%,7,,1,-5%,-1%,0%,14.9,14.9,14.9,4.8,25.0,8.9,2.7,28.7,8.7
Nico Hoerner,,2B,3300,CHC,@LAD,3.23,Urias,0.265,-12%,L,R,0.313,0%,0.102,1%,1,1,0,-1%,-2%,0%,14.5,13.0,13.0,3.1,22.9,9.3,2.8,9.0,2.7
Ty France,,1B,3300,SEA,COL,5.04,Davis,,-1%,R,R,0.347,1%,0.155,-4%,2,2,0,-2%,0%,0%,14.1,14.0,14.0,5.7,22.2,10.7,3.2,9.2,2.8
Max Muncy,,3B,3300,LAD,CHC,4.77,Smyly,0.304,-4%,L,L,0.365,3%,0.248,3%,4,5,0,-2%,-3%,0%,19.2,15.5,15.5,-2.6,33.5,10.4,3.2,0.0,0.0
Marcus Semien,,2B,3300,TEX,@HOU,3.35,Valdez,0.280,-9%,L,R,0.348,1%,0.209,-7%,1,1,0,-1%,0%,-1%,9.1,10.1,10.1,0.5,19.7,9.9,3.0,32.2,9.8
Thairo Estrada,1,2B/SS,3300,SF,@DET,4.59,Boyd,0.307,-4%,L,R,0.333,2%,0.178,11%,1,,1,1%,0%,0%,15.4,14.4,14.4,2.1,26.7,11.3,3.4,0.0,0.0
Eloy Jimenez,,OF,3300,CWS,BAL,3.93,Rodriguez,,-1%,R,R,0.353,3%,0.202,2%,4,,0,2%,-13%,0%,8.1,8.1,8.1,0.4,15.8,9.2,2.8,0.0,0.0
Jose Siri,,OF,3300,TB,@TOR,4.49,Manoah,0.221,-22%,R,R,0.308,1%,0.170,1%,x,x,-,0%,0%,0%,16.3,16.3,16.3,7.8,24.8,0.0,0.0,0.0,0.0
James Outman,,OF,3300,LAD,CHC,4.77,Smyly,0.304,-4%,L,L,,-6%,,-16%,7,x,0,-3%,-3%,0%,13.7,14.4,14.4,2.3,26.4,9.2,2.8,3.0,0.9
Charlie Blackmon,,OF,3300,COL,@SEA,2.96,Castillo,0.305,-4%,R,L,0.320,-6%,0.165,0%,3,3,-1,-23%,0%,0%,6.4,9.7,9.7,1.4,18.0,7.7,2.3,0.0,0.0
