Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nestor Cortes Jr.,1,P,10500,NYY,PHI,61%,3.30,6.5,0.333,24.8%,3.67,26.9%,3.59,3.84,L,0.250,0.268,0%,2%,0%,0.0,0.0,0.0,0.0,0.0,32.8,3.1,27.0,2.6
Drew Rasmussen,2,P,10200,TB,@WAS,62%,3.47,4.5,0.297,19.6%,2.33,22.2%,3.80,3.60,R,0.264,0.279,1%,1%,0%,0.0,0.0,0.0,0.0,0.0,25.9,2.5,49.0,4.8
George Kirby,0,P,10000,SEA,LAA,56%,3.28,5,0.339,24.1%,6.67,24.5%,3.32,3.33,R,0.245,0.366,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,29.7,3.0,16.0,1.6
Freddy Peralta,,P,9900,MIL,NYM,51%,4.20,4,0.346,17.7%,4.25,31.3%,3.46,3.66,R,0.243,0.267,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,24.0,2.4,49.0,4.9
Jon Gray,,P,9700,TEX,BAL,56%,3.98,5.5,0.325,22.5%,7.67,25.0%,3.89,3.77,R,0.324,0.295,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,29.0,3.0,38.0,3.9
Reid Detmers,,P,9600,LAA,@SEA,44%,3.72,5.5,0.341,24.3%,3.00,22.0%,4.29,4.43,L,0.290,0.321,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,27.0,2.8,29.0,3.0
Charlie Morton,1,P,9400,ATL,@STL,52%,4.15,5.5,0.336,21.1%,7.33,28.4%,3.52,3.45,R,0.300,0.287,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,28.6,3.0,16.0,1.7
Brady Singer,,P,9200,KC,TOR,44%,4.25,5,0.342,22.1%,5.00,23.3%,3.83,3.67,R,0.326,0.303,-1%,1%,0%,0.0,0.0,0.0,0.0,0.0,26.0,2.8,27.0,2.9
Hunter Brown,1,P,9100,HOU,DET,69%,3.16,6.5,0.306,27.1%,1.00,,,,R,,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,31.8,3.5,17.0,1.9
Jose Berrios,,P,9000,TOR,@KC,56%,3.75,5.5,0.298,22.3%,1.33,23.0%,3.87,3.88,R,0.348,0.280,-1%,1%,0%,0.0,0.0,0.0,0.0,0.0,27.1,3.0,14.0,1.6
