Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kevin Gausman,2,P,11100,TOR,DET,71%,3.42,8,0.297,28.1%,3.00,28.8%,3.19,3.04,R,0.266,0.299,0%,0%,0%,46.0,46.0,46.0,41.8,50.2,37.6,3.4,52.0,4.7
Spencer Strider,2,P,10900,ATL,CIN,71%,3.04,8.5,0.323,25.6%,4.50,37.8%,2.53,2.48,R,0.247,0.233,-1%,0%,0%,44.0,44.0,44.0,28.4,59.6,44.0,4.0,33.0,3.0
Marcus Stroman,,P,10700,CHC,SEA,48%,5.62,5,0.319,24.9%,4.50,21.6%,3.84,3.52,R,0.292,0.277,0%,-1%,-9%,49.0,49.0,49.0,44.8,53.2,26.4,2.5,34.0,3.2
Clayton Kershaw,0,P,10000,LAD,@SF,57%,3.44,7,0.327,26.8%,4.82,28.6%,3.05,2.86,L,0.239,0.271,1%,1%,0%,35.0,35.0,35.0,11.0,59.0,35.3,3.5,34.0,3.4
Sonny Gray,,P,9800,MIN,CWS,59%,3.85,4.5,0.316,20.1%,4.92,25.7%,3.81,3.69,R,0.276,0.301,0%,-1%,0%,42.5,42.5,42.5,16.3,68.7,29.0,3.0,36.0,3.7
Tylor Megill,,P,9500,NYM,SD,53%,4.38,4.5,0.332,20.2%,4.50,25.6%,3.76,3.76,R,0.401,0.244,1%,0%,0%,36.5,36.5,36.5,35.8,37.2,25.6,2.7,24.0,2.5
Logan Gilbert,,P,9200,SEA,@CHC,52%,5.38,5.5,0.309,22.0%,5.90,24.0%,3.82,3.90,R,0.271,0.326,0%,-1%,-9%,30.5,30.5,30.5,17.1,43.9,25.6,2.8,48.0,5.2
Zack Wheeler,,P,9000,PHI,MIA,65%,3.77,5,0.319,19.5%,3.17,28.1%,3.21,2.96,R,0.269,0.269,0%,-1%,0%,23.5,23.5,23.5,21.4,25.6,32.4,3.6,37.0,4.1
MacKenzie Gore,,P,8800,WAS,@LAA,39%,5.07,5.5,0.336,23.8%,5.64,23.7%,4.44,4.39,L,,0.319,-3%,2%,0%,38.5,38.5,38.5,36.4,40.6,25.5,2.9,23.0,2.6
Nathan Eovaldi,,P,8600,TEX,KC,60%,4.01,5,0.311,22.4%,2.83,24.5%,3.58,3.47,R,0.290,0.320,0%,1%,0%,29.5,29.5,29.5,28.8,30.2,28.3,3.3,18.0,2.1
