Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kevin Gausman,5,SP,9000,TOR,@KC,68%,3.41,6.5,0.310,23.9%,2.33,28.7%,3.18,3.02,R,0.267,0.301,-1%,4%,0%,22.1,22.1,22.1,22.1,22.1,18.4,2.0,27.9,3.1
Spencer Strider,1,RP,8800,ATL,SD,57%,3.87,6.5,0.330,20.1%,4.17,37.7%,2.49,2.44,R,0.243,0.231,-1%,0%,0%,31.9,31.9,31.9,31.9,31.9,20.2,2.3,19.1,2.2
Lance Lynn,0,SP,8400,CWS,SF,52%,3.91,5.5,0.335,23.2%,4.40,26.0%,3.58,3.70,R,0.290,0.259,0%,4%,0%,15.9,15.9,15.9,15.9,15.9,16.6,2.0,-3.4,-0.4
Alex Wood,0,SP,8000,SF,@CWS,48%,4.09,4,0.342,20.8%,4.33,24.8%,3.53,3.42,L,0.260,0.322,-2%,5%,0%,0.0,0.0,0.0,0.0,0.0,13.4,1.7,6.0,0.8
Dustin May,0,SP,8000,LAD,@ARI,59%,3.81,5,0.314,20.8%,3.17,27.8%,3.44,3.25,R,0.285,,-8%,1%,0%,21.4,21.4,21.4,21.4,21.4,14.1,1.8,23.1,2.9
Chris Sale,5,SP,7500,BOS,@DET,56%,3.71,7,0.324,25.1%,3.00,27.8%,3.44,3.36,L,,0.369,2%,3%,0%,-1.3,-1.3,-1.3,-1.3,-1.3,17.3,2.3,19.1,2.5
Blake Snell,0,SP,7400,SD,@ATL,42%,4.63,6,0.347,21.5%,5.33,31.6%,3.57,3.43,L,0.255,0.307,-4%,0%,0%,17.6,17.6,17.6,17.6,17.6,16.4,2.2,-1.8,-0.2
Kyle Freeland,,SP,7300,COL,WAS,61%,4.82,3.5,0.313,20.2%,2.83,18.2%,4.51,4.43,L,0.364,0.337,-8%,13%,0%,17.1,17.1,17.1,17.1,17.1,10.2,1.4,25.4,3.5
Jordan Lyles,,RP,7000,KC,TOR,32%,5.09,4,0.336,22.9%,4.50,18.6%,4.55,4.60,R,0.351,0.342,-2%,10%,0%,9.8,9.8,9.8,9.8,9.8,10.4,1.5,15.9,2.3
Merrill Kelly,,SP,6600,ARI,LAD,41%,4.69,4.5,0.343,21.0%,6.33,20.9%,4.22,4.04,R,0.293,0.307,-6%,2%,0%,12.1,12.1,12.1,12.1,12.1,12.6,1.9,6.8,1.0
Josiah Gray,,SP,6200,WAS,@COL,39%,6.18,5.5,0.321,22.0%,3.67,23.9%,4.38,4.72,R,0.393,0.321,-14%,9%,0%,3.8,3.8,3.8,3.8,3.8,10.9,1.8,18.1,2.9
Spencer Turnbull,0,SP,5900,DET,BOS,43%,4.29,3,0.332,19.8%,5.83,21.5%,3.95,3.92,R,0.287,,0%,5%,0%,-10.0,-10.0,-10.0,-10.0,-10.0,10.6,1.8,0.0,0.0
