Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,,OF,6200,NYY,@CIN,,Weaver,0.344,6%,R,R,0.429,1%,0.323,1%,,2,,14%,-4%,3%,15.3,10.5,10.5,0.8,20.3,12.5,2.0,0.0,0.0
Ronald Acuna Jr.,,OF,6200,ATL,SEA,,Gilbert,0.323,0%,R,R,0.380,0%,0.224,-1%,,1,,1%,-3%,0%,13.7,13.2,13.2,6.0,20.3,11.0,1.8,0.0,0.0
Bryce Harper,,OF,6100,PHI,CHC,4.98,Taillon,0.321,0%,R,L,0.439,9%,0.324,19%,,3,,0%,-3%,0%,10.2,9.7,9.7,1.8,17.6,10.0,1.6,0.0,0.0
Shohei Ohtani,,1B/OF,6100,LAA,MIN,4.65,Varland,,2%,R,L,0.390,4%,0.289,7%,,3,,5%,-3%,0%,11.0,11.7,11.7,1.6,21.8,10.4,1.7,0.0,0.0
Cedric Mullins,,OF,6000,BAL,@TOR,4.40,Manoah,0.316,-1%,R,S,0.360,6%,0.205,11%,,1,,-7%,-3%,0%,9.4,10.0,10.0,1.4,18.6,8.4,1.4,0.0,0.0
Jonathan India,,2B,6000,CIN,NYY,,Brito,,-1%,R,R,0.347,1%,0.174,9%,,1,,4%,-3%,2%,8.2,8.7,8.7,2.1,15.4,8.5,1.4,0.0,0.0
Fernando Tatis Jr.,,OF,6000,SD,BOS,4.17,Sale,0.338,4%,L,R,0.413,3%,0.288,1%,,1,,-4%,-2%,0%,7.6,8.8,8.8,0.7,16.8,10.8,1.8,0.0,0.0
Bryan Reynolds,,OF,5900,PIT,ARI,4.40,Pfaadt,,1%,R,S,0.371,3%,0.226,11%,,2,,3%,-3%,0%,5.2,8.9,8.9,0.1,17.7,8.9,1.5,0.0,0.0
Paul Goldschmidt,,1B,5900,STL,LAD,4.75,Syndergaard,0.306,-3%,R,R,0.374,-6%,0.214,-12%,,2,,-3%,-4%,-6%,8.1,9.8,9.8,-0.2,19.8,7.3,1.2,0.0,0.0
Yordan Alvarez,,OF,5800,HOU,OAK,5.27,Sears,,-4%,L,L,0.401,0%,0.276,-3%,,3,,-1%,7%,-1%,9.5,9.9,9.9,3.9,16.0,10.0,1.7,0.0,0.0
