Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Gerrit Cole,3,SP,11000,NYY,TOR,61%,3.06,6.5,0.339,20.1%,4.65,32.9%,2.87,2.85,R,0.280,0.274,0%,1%,2%,32.5,32.5,32.5,19.9,45.2,21.1,1.9,16.6,1.5
Framber Valdez,3,SP,10400,HOU,@ATL,50%,4.27,5.5,0.339,21.5%,5.05,22.9%,3.39,3.23,L,0.279,0.278,-4%,2%,-1%,20.4,20.4,20.4,16.5,24.3,16.4,1.6,26.9,2.6
Luis Castillo,4,SP,9800,SEA,STL,60%,3.35,5.5,0.332,21.6%,4.65,25.6%,3.70,3.41,R,0.302,0.283,2%,0%,0%,25.6,25.6,25.6,16.7,34.6,18.3,1.9,15.8,1.6
Shane McClanahan,5,SP,9600,TB,CWS,64%,2.96,7,0.338,24.5%,4.50,29.0%,3.22,2.92,L,0.294,0.267,1%,0%,0%,24.5,24.5,24.5,21.2,27.9,21.5,2.2,27.1,2.8
Joe Musgrove,1,SP,9200,SD,@ARI,56%,4.37,5,0.316,20.1%,4.86,26.0%,3.57,3.56,R,0.293,0.281,-12%,-3%,0%,0.0,0.0,0.0,0.0,0.0,14.0,1.5,17.1,1.9
Dylan Cease,2,SP,9000,CWS,@TB,36%,4.04,6,0.316,20.8%,7.05,31.0%,3.54,3.62,R,0.305,0.261,5%,0%,0%,22.5,22.5,22.5,15.0,30.0,16.6,1.8,8.2,0.9
Andrew Heaney,5,SP,8800,TEX,OAK,70%,3.27,6,0.319,,3.50,29.8%,3.38,3.70,L,0.315,0.334,0%,2%,0%,13.0,13.0,13.0,-8.2,34.3,19.6,2.2,16.7,1.9
Kyle Gibson,3,SP,8600,BAL,DET,62%,3.47,6,0.301,27.5%,3.22,19.9%,4.28,4.09,R,0.338,0.296,-1%,2%,0%,12.7,12.7,12.7,2.7,22.7,15.6,1.8,35.3,4.1
Dustin May,1,SP,8300,LAD,@CHC,53%,4.09,6,0.317,24.3%,6.00,24.7%,3.85,3.68,R,0.296,0.255,0%,6%,-11%,13.6,13.6,13.6,2.5,24.6,13.9,1.7,20.4,2.5
Pablo Lopez,5,SP,8100,MIN,WAS,74%,2.71,7,0.296,22.9%,3.42,25.7%,3.56,3.42,R,0.308,0.281,0%,3%,0%,26.2,26.2,26.2,20.6,31.8,19.7,2.4,3.8,0.5
Merrill Kelly,0,SP,8100,ARI,SD,43%,5.13,4.5,0.332,21.6%,3.64,20.9%,4.24,4.07,R,0.290,0.310,-4%,-2%,0%,13.6,13.6,13.6,8.3,19.0,12.9,1.6,12.4,1.5
Wade Miley,,SP,7800,MIL,BOS,55%,4.00,4,0.316,21.6%,5.52,18.1%,4.49,4.15,L,0.231,0.322,0%,0%,0%,19.9,19.9,19.9,6.5,33.4,13.2,1.7,14.3,1.8
Logan Webb,2,SP,7700,SF,NYM,54%,4.07,4.5,0.340,19.1%,4.95,23.6%,3.32,3.05,R,0.319,0.253,1%,0%,0%,14.7,14.7,14.7,6.4,23.0,14.8,1.9,28.1,3.6
