Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kevin Gausman,1,P,10800,TOR,@KC,68%,3.41,6.5,0.310,23.9%,2.33,28.7%,3.18,3.02,R,0.267,0.301,-1%,2%,0%,43.0,43.0,43.0,43.0,43.0,33.7,3.1,49.0,4.5
Spencer Strider,,P,10500,ATL,SD,57%,3.87,6.5,0.330,20.1%,4.17,37.7%,2.49,2.44,R,0.243,0.231,-1%,0%,0%,55.0,55.0,55.0,55.0,55.0,35.9,3.4,33.0,3.1
Dustin May,,P,9800,LAD,@ARI,59%,3.81,5,0.314,20.8%,3.17,27.8%,3.44,3.25,R,0.285,,-5%,1%,0%,37.0,37.0,37.0,37.0,37.0,26.6,2.7,40.0,4.1
Lance Lynn,1,P,9700,CWS,SF,52%,3.91,5.5,0.335,23.2%,4.40,26.0%,3.58,3.70,R,0.290,0.259,0%,3%,0%,29.0,29.0,29.0,29.0,29.0,31.0,3.2,4.0,0.4
Blake Snell,,P,9200,SD,@ATL,42%,4.63,6,0.347,21.5%,5.33,31.6%,3.57,3.43,L,0.255,0.307,-3%,0%,0%,31.0,31.0,31.0,31.0,31.0,30.0,3.3,5.0,0.5
Chris Sale,0,P,9000,BOS,@DET,56%,3.71,7,0.324,25.1%,3.00,27.8%,3.44,3.36,L,,0.369,1%,2%,0%,6.0,6.0,6.0,6.0,6.0,31.1,3.5,33.0,3.7
Merrill Kelly,,P,8600,ARI,LAD,41%,4.69,4.5,0.343,21.0%,6.33,20.9%,4.22,4.04,R,0.293,0.307,-4%,1%,0%,23.0,23.0,23.0,23.0,23.0,25.4,3.0,17.0,2.0
Alex Wood,0,P,8400,SF,@CWS,48%,4.09,4,0.342,20.8%,4.33,24.8%,3.53,3.42,L,0.260,0.322,-2%,3%,0%,0.0,0.0,0.0,0.0,0.0,25.7,3.1,15.0,1.8
Kyle Freeland,,P,8200,COL,WAS,61%,4.82,3.5,0.313,20.2%,2.83,18.2%,4.51,4.43,L,0.364,0.337,-5%,7%,0%,31.0,31.0,31.0,31.0,31.0,22.3,2.7,45.0,5.5
Spencer Turnbull,,P,7500,DET,BOS,43%,4.29,3,0.332,19.8%,5.83,21.5%,3.95,3.92,R,0.287,,0%,3%,0%,-5.0,-5.0,-5.0,-5.0,-5.0,20.9,2.8,5.0,0.7
Josiah Gray,,P,7200,WAS,@COL,39%,6.18,5.5,0.321,22.0%,3.67,23.9%,4.38,4.72,R,0.393,0.321,-10%,6%,0%,12.0,12.0,12.0,12.0,12.0,22.2,3.1,37.0,5.1
Jordan Lyles,,P,6700,KC,TOR,32%,5.09,4,0.336,22.9%,4.50,18.6%,4.55,4.60,R,0.351,0.342,-1%,6%,0%,19.0,19.0,19.0,19.0,19.0,21.8,3.3,29.0,4.3
