Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Gerrit Cole,,P,57,NYY,TOR,61%,3.06,6.5,0.339,20.1%,4.65,32.9%,2.87,2.85,R,0.280,0.274,-1%,1%,1%,35.0,35.0,35.0,23.3,46.8,22.1,3.9,18.7,3.3
Shane McClanahan,0,P,51,TB,CWS,64%,2.96,7,0.338,24.5%,4.50,29.0%,3.22,2.92,L,0.294,0.267,1%,0%,0%,26.9,26.9,26.9,23.3,30.5,24.0,4.7,30.4,6.0
Luis Castillo,0,P,48,SEA,STL,60%,3.35,5.5,0.332,21.6%,4.65,25.6%,3.70,3.41,R,0.302,0.283,2%,0%,0%,29.1,29.1,29.1,19.2,39.1,20.4,4.3,16.9,3.5
Dylan Cease,,P,47,CWS,@TB,36%,4.04,6,0.316,20.8%,7.05,31.0%,3.54,3.62,R,0.305,0.261,5%,0%,0%,24.7,24.7,24.7,16.2,33.2,18.3,3.9,8.8,1.9
Framber Valdez,,P,47,HOU,@ATL,50%,4.27,5.5,0.339,21.5%,5.05,22.9%,3.39,3.23,L,0.279,0.278,-4%,2%,-1%,22.8,22.8,22.8,18.4,27.1,18.0,3.8,29.8,6.3
Pablo Lopez,0,P,45,MIN,WAS,74%,2.71,7,0.296,22.9%,3.42,25.7%,3.56,3.42,R,0.308,0.281,0%,3%,0%,29.3,29.3,29.3,22.7,35.9,22.7,5.0,3.2,0.7
Logan Webb,,P,43,SF,NYM,54%,4.07,4.5,0.340,19.1%,4.95,23.6%,3.32,3.05,R,0.319,0.253,1%,0%,0%,16.8,16.8,16.8,7.8,25.7,15.8,3.7,31.6,7.3
Andrew Heaney,0,P,42,TEX,OAK,70%,3.27,6,0.319,,3.50,29.8%,3.38,3.70,L,0.315,0.334,-1%,2%,0%,14.3,14.3,14.3,-8.6,37.2,21.8,5.2,18.8,4.5
Alek Manoah,,P,41,TOR,@NYY,39%,3.94,5.5,0.319,23.1%,4.45,24.1%,3.99,4.19,R,0.311,0.230,-1%,2%,2%,7.0,7.0,7.0,-8.6,22.6,17.5,4.3,28.3,6.9
Tyler Anderson,0,P,40,LAA,KC,62%,4.14,4,0.319,22.4%,2.95,19.1%,4.36,4.43,L,0.302,0.306,-1%,0%,0%,6.9,6.9,6.9,-8.5,22.4,15.0,3.8,0.8,0.2
Kyle Wright,,P,40,ATL,HOU,50%,4.23,5,0.318,21.8%,5.10,23.2%,3.66,3.53,R,0.330,0.273,-2%,3%,-2%,8.3,8.3,8.3,-6.3,23.0,16.1,4.0,5.8,1.4
Merrill Kelly,,P,38,ARI,SD,43%,5.13,4.5,0.332,21.6%,3.64,20.9%,4.24,4.07,R,0.290,0.310,-4%,-2%,0%,15.5,15.5,15.5,9.3,21.7,13.7,3.6,13.8,3.6
Dustin May,,P,37,LAD,@CHC,53%,4.09,6,0.317,24.3%,6.00,24.7%,3.85,3.68,R,0.296,0.255,0%,6%,-10%,16.3,16.3,16.3,4.3,28.4,15.4,4.2,22.6,6.1
Joe Musgrove,,P,37,SD,@ARI,56%,4.37,5,0.316,20.1%,4.86,26.0%,3.57,3.56,R,0.293,0.281,-12%,-3%,0%,0.0,0.0,0.0,0.0,0.0,15.3,4.1,18.7,5.1
Garrett Whitlock,,P,36,BOS,@MIL,45%,4.50,4.5,0.331,22.8%,4.90,26.5%,3.13,3.27,R,0.293,0.272,2%,0%,0%,18.1,18.1,18.1,3.5,32.8,16.3,4.5,-5.0,-1.4
Miles Mikolas,,P,35,STL,@SEA,40%,4.15,4.5,0.321,23.1%,4.50,18.6%,4.12,3.90,R,0.290,0.307,3%,0%,0%,6.1,6.1,6.1,-1.0,13.1,15.5,4.4,11.7,3.3
Kyle Gibson,,P,34,BAL,DET,62%,3.47,6,0.301,27.5%,3.22,19.9%,4.28,4.09,R,0.338,0.296,-1%,2%,0%,14.8,14.8,14.8,3.9,25.7,17.6,5.2,38.5,11.3
Hayden Wesneski,,P,31,CHC,LAD,47%,4.41,4,0.335,23.0%,5.00,22.8%,3.84,3.94,R,,,1%,7%,-13%,11.1,11.1,11.1,-9.3,31.5,12.5,4.0,3.6,1.2
Rich Hill,,P,31,PIT,CIN,60%,4.00,4,0.323,22.5%,4.35,21.5%,4.34,4.49,L,0.270,0.336,1%,4%,0%,11.4,11.4,11.4,-3.2,26.1,14.3,4.6,22.9,7.4
Wade Miley,,P,30,MIL,BOS,55%,4.00,4,0.316,21.6%,5.52,18.1%,4.49,4.15,L,0.231,0.322,0%,0%,0%,22.6,22.6,22.6,7.8,37.4,14.8,4.9,16.5,5.5
David Peterson,,P,30,NYM,@SF,46%,4.43,6,0.319,25.5%,4.37,26.1%,3.85,3.55,L,0.319,0.334,0%,0%,0%,12.8,12.8,12.8,6.2,19.5,17.0,5.7,9.8,3.3
Zack Greinke,,P,29,KC,@LAA,38%,5.36,3.5,0.333,23.4%,4.65,15.3%,4.64,4.33,R,0.277,0.334,-3%,0%,0%,14.2,14.2,14.2,10.2,18.2,10.1,3.5,4.7,1.6
Joey Wentz,,P,29,DET,@BAL,38%,4.53,4,0.317,22.0%,5.32,19.6%,4.78,4.86,L,,0.295,-3%,5%,0%,8.2,8.2,8.2,-8.1,24.6,12.1,4.2,2.8,1.0
Kyle Freeland,,P,27,COL,@PHI,38%,5.94,4,0.330,23.0%,4.33,18.1%,4.54,4.47,L,0.360,0.340,9%,0%,-6%,13.4,13.4,13.4,-4.3,31.1,9.7,3.6,16.6,6.1
Chad Kuhl,,P,26,WAS,@MIN,26%,4.79,4,0.327,24.1%,4.20,18.8%,4.91,4.94,R,0.355,0.363,-1%,9%,0%,3.8,3.8,3.8,-2.1,9.8,11.5,4.4,12.7,4.9
